Gene	final_five_prime_utr	final_three_prime_utr
YHL041W	0	0
YHL042W	238	274
YHL043W	8	440
YHL044W	32	296
YHL045W	0	0
YHL046C	0	0
YHL046W-A	0	0
YHL047C	381	153
YHL048C-A	0	0
YHL048W	11	103
YHL049C	0	0
YHL050C	0	624
YHL050W-A	0	0
YHR001W	91	242
YHR001W-A	68	397
YHR002W	147	139
YHR003C	10	1049
YHR004C	130	252
YHR005C	125	102
YHR005C-A	39	570
YHR006W	49	135
YHR007C	225	284
YHR007C-A	918	658
YHR008C	132	187
YHR009C	240	154
YHR010W	85	377
YHR011W	4	229
YHR012W	20	358
YHR013C	48	411
YHR014W	0	0
YHR015W	230	100
YHR016C	50	196
YHR017W	25	109
YHR018C	48	568
YHR019C	56	163
YHR020W	135	110
YHR021C	274	96
YHR021W-A	0	824
YHR022C	873	406
YHR022C-A	11	794
YHR023W	23	107
YHR024C	79	297
YHR025W	44	202
YHR026W	146	229
YHR027C	56	147
YHR028C	126	107
YHR028W-A	184	24
YHR029C	48	85
YHR030C	165	294
YHR031C	60	208
YHR032C-A	0	0
YHR032W	108	404
YHR032W-A	1725	127
YHR033W	330	138
YHR034C	40	97
YHR035W	40	201
YHR036W	754	325
YHR037W	868	172
YHR038W	54	100
YHR039C	122	136
YHR039C-A	65	112
YHR040W	40	102
YHR041C	10	285
YHR042W	77	222
YHR043C	124	135
YHR044C	400	249
YHR045W	129	134
YHR046C	112	247
YHR047C	68	250
YHR048W	95	319
YHR049C-A	0	0
YHR049W	54	281
YHR050W	182	229
YHR050W-A	578	967
YHR051W	194	464
YHR052C-B	0	0
YHR052W	47	144
YHR052W-A	128	425
YHR053C	0	0
YHR054C	73	146
YHR054C-B	0	0
YHR054W-A	670	427
YHR055C	0	0
YHR056C	40	146
YHR056W-A	206	402
YHR057C	872	73
YHR058C	43	74
YHR059W	306	102
YHR060W	110	111
YHR061C	204	276
YHR062C	126	120
YHR063C	80	127
YHR063W-A	0	0
YHR064C	51	182
YHR065C	65	127
YHR066W	53	172
YHR067W	1240	341
YHR068W	80	300
YHR069C	16	243
YHR069C-A	803	194
YHR070C-A	0	0
YHR070W	61	546
YHR071C-A	14	567
YHR071W	786	52
YHR072W	68	117
YHR072W-A	40	316
YHR073C-B	437	8
YHR073W	66	153
YHR073W-A	0	0
YHR074W	234	151
YHR075C	58	70
YHR076W	568	138
YHR077C	183	129
YHR078W	248	132
YHR079C	277	222
YHR079C-A	0	0
YHR080C	190	59
YHR081W	287	125
YHR082C	863	250
YHR083W	20	240
YHR084W	314	329
YHR085W	50	146
YHR086W	231	443
YHR086W-A	0	0
YHR087W	349	185
YHR088W	31	200
YHR089C	69	328
YHR090C	194	252
YHR091C	40	138
YHR092C	106	133
YHR093W	0	0
YHR094C	630	98
YHR095W	0	0
YHR096C	307	142
YHR097C	152	132
YHR098C	79	158
YHR099W	94	137
YHR100C	814	287
YHR101C	40	798
YHR102W	183	85
YHR103W	240	195
YHR104W	148	186
YHR105W	122	209
YHR106W	918	118
YHR107C	115	168
YHR108W	72	206
YHR109W	35	72
YHR110W	139	174
YHR111W	60	1668
YHR112C	499	296
YHR113W	220	150
YHR114W	128	141
YHR115C	171	118
YHR116W	903	239
YHR117W	618	219
YHR118C	102	74
YHR119W	224	142
YHR120W	146	86
YHR121W	79	216
YHR122W	43	524
YHR123W	87	147
YHR124W	0	31
YHR125W	0	0
YHR126C	0	0
YHR127W	37	448
YHR128W	55	318
YHR129C	296	106
YHR130C	1189	81
YHR131C	82	293
YHR131W-A	262	524
YHR132C	59	184
YHR132W-A	68	159
YHR133C	246	207
YHR134W	76	804
YHR135C	125	126
YHR136C	205	95
YHR137C-A	0	0
YHR137W	310	143
YHR138C	295	103
YHR139C	1	324
YHR139C-A	0	0
YHR140W	58	235
YHR141C	2048	123
YHR142W	146	714
YHR143W	277	266
YHR143W-A	80	365
YHR144C	21	175
YHR145C	0	0
YHR146W	38	195
YHR147C	36	244
YHR148W	353	399
YHR149C	174	144
YHR150W	59	222
YHR151C	165	253
YHR152W	118	115
YHR153C	22	532
YHR154W	51	86
YHR155W	85	153
YHR156C	41	514
YHR157W	544	146
YHR158C	486	127
YHR159W	75	1062
YHR160C	10	88
YHR161C	241	149
YHR162W	402	115
YHR163W	20	418
YHR164C	101	156
YHR165C	750	99
YHR165W-A	0	0
YHR166C	101	156
YHR167W	65	515
YHR168W	122	218
YHR169W	415	223
YHR170W	43	197
YHR171W	136	122
YHR172W	96	450
YHR173C	0	0
YHR174W	55	310
YHR175W	0	255
YHR175W-A	648	187
YHR176W	113	113
YHR177W	82	765
YHR178W	35	184
YHR179W	407	113
YHR180C-B	0	0
YHR180W	871	150
YHR180W-A	0	0
YHR181W	48	165
YHR182C-A	120	86
YHR182W	30	55
YHR183W	88	165
YHR184W	0	0
YHR185C	0	0
YHR186C	99	114
YHR187W	59	106
YHR188C	39	165
YHR189W	0	0
YHR190W	564	161
YHR191C	59	311
YHR192W	328	82
YHR193C	48	423
YHR193C-A	54	260
YHR194W	68	88
YHR195W	173	233
YHR196W	572	73
YHR197W	16	142
YHR198C	11	141
YHR199C	297	91
YHR199C-A	27	993
YHR200W	27	512
YHR201C	636	67
YHR202W	49	65
YHR203C	109	287
YHR204W	192	90
YHR205W	477	210
YHR206W	284	292
YHR207C	36	116
YHR208W	40	217
YHR209W	428	413
YHR210C	584	406
YHR211W	755	82
YHR212C	995	576
YHR212W-A	0	0
YHR213W	0	0
YHR213W-A	0	0
YHR213W-B	0	0
YHR214C-B	41	319
YHR214C-C	435	735
YHR214C-D	0	0
YHR214C-E	0	0
YHR214W	0	0
YHR214W-A	0	142
YHR215W	300	67
YHR216W	105	195
YHR217C	0	0
YHR218W	0	0
YHR218W-A	0	0
YHR219C-A	0	0
YHR219W	378	473
YIL001W	73	124
YIL002C	211	155
YIL002W-A	15	313
YIL003W	438	102
YIL004C	364	172
YIL005W	147	194
YIL006W	208	230
YIL007C	204	162
YIL008W	70	754
YIL009C-A	24	257
YIL009W	561	236
YIL010W	115	186
YIL011W	193	129
YIL012W	0	0
YIL013C	111	192
YIL014C-A	87	208
YIL014W	184	122
YIL015W	46	83
YIL016W	244	58
YIL017C	65	119
YIL018W	1329	108
YIL019W	34	612
YIL020C	75	136
YIL020C-A	845	0
YIL021C-A	0	0
YIL021W	80	257
YIL022W	117	332
YIL023C	157	64
YIL024C	1243	110
YIL025C	706	0
YIL026C	568	148
YIL027C	51	220
YIL028W	533	1169
YIL029C	119	391
YIL029W-A	0	0
YIL030C	287	139
YIL030W-A	902	29
YIL031W	169	146
YIL032C	0	0
YIL033C	292	190
YIL034C	52	380
YIL035C	127	635
YIL036W	167	168
YIL037C	0	0
YIL038C	228	163
YIL039W	176	229
YIL040W	12	138
YIL041W	21	212
YIL042C	73	132
YIL043C	60	152
YIL044C	86	173
YIL045W	98	145
YIL046W	75	149
YIL046W-A	496	0
YIL047C	27	162
YIL047C-A	2298	165
YIL048W	294	134
YIL049W	27	106
YIL050W	288	124
YIL051C	41	278
YIL052C	83	287
YIL053W	108	373
YIL054W	0	0
YIL055C	840	80
YIL056W	337	60
YIL057C	77	101
YIL058W	0	0
YIL059C	547	565
YIL060W	0	0
YIL061C	29	41
YIL062C	37	224
YIL063C	47	137
YIL064W	442	21
YIL065C	74	214
YIL066C	125	141
YIL066W-A	0	0
YIL067C	58	117
YIL068C	58	111
YIL068W-A	0	0
YIL069C	230	192
YIL070C	94	141
YIL071C	9	308
YIL071W-A	0	0
YIL072W	28	155
YIL073C	311	132
YIL074C	133	109
YIL075C	61	106
YIL076W	404	162
YIL077C	536	136
YIL078W	47	281
YIL079C	221	115
YIL082W	38	0
YIL082W-A	143	439
YIL083C	308	398
YIL084C	31	1151
YIL085C	920	61
YIL086C	943	598
YIL087C	231	95
YIL088C	72	132
YIL089W	70	477
YIL090W	176	327
YIL091C	54	83
YIL092W	94	101
YIL093C	108	134
YIL094C	91	547
YIL095W	168	128
YIL096C	115	151
YIL097W	25	146
YIL098C	80	93
YIL099W	419	107
YIL100C-A	0	0
YIL100W	0	0
YIL101C	126	105
YIL102C	0	0
YIL102C-A	56	1185
YIL103W	72	134
YIL104C	56	98
YIL105C	131	160
YIL105W-A	0	0
YIL106W	113	170
YIL107C	177	254
YIL108W	169	184
YIL109C	95	178
YIL110W	34	281
YIL111W	407	34
YIL112W	200	135
YIL113W	60	348
YIL114C	160	164
YIL115C	370	64
YIL115W-A	0	0
YIL116W	69	83
YIL117C	184	100
YIL118W	160	170
YIL119C	217	294
YIL120W	373	135
YIL121W	18	476
YIL122W	286	156
YIL123W	234	338
YIL124W	46	386
YIL125W	283	264
YIL126W	69	141
YIL127C	28	663
YIL128W	63	123
YIL129C	406	143
YIL130W	135	137
YIL131C	79	234
YIL132C	209	415
YIL133C	76	227
YIL134C-A	419	170
YIL134W	284	70
YIL135C	221	154
YIL136W	62	98
YIL137C	51	102
YIL138C	18	777
YIL139C	220	121
YIL140W	308	132
YIL141W	0	0
YIL142C-A	0	0
YIL142W	26	183
YIL143C	59	229
YIL144W	68	213
YIL145C	47	544
YIL146C	482	214
YIL147C	213	274
YIL148W	564	68
YIL149C	0	100
YIL150C	0	0
YIL151C	162	51
YIL152W	72	152
YIL153W	32	54
YIL154C	24	286
YIL155C	199	346
YIL156W	28	215
YIL156W-A	0	0
YIL156W-B	16	216
YIL157C	33	251
YIL158W	57	108
YIL159W	286	117
YIL160C	82	68
YIL161W	26	91
YIL162W	38	222
YIL163C	0	0
YIL164C	437	488
YIL165C	910	266
YIL166C	394	578
YIL169C	57	293
YIL171W-A	0	0
YIL172C	226	101
YIL173W	89	433
YIL176C	0	0
YIL177C	0	596
YIL177W-A	0	0
YIR001C	73	332
YIR002C	79	119
YIR003W	137	73
YIR004W	39	160
YIR005W	238	79
YIR006C	53	87
YIR007W	9	107
YIR008C	46	392
YIR009W	617	449
YIR010W	90	111
YIR011C	33	109
YIR012W	21	153
YIR013C	456	221
YIR014W	0	0
YIR015W	0	0
YIR016W	693	81
YIR017C	257	207
YIR017W-A	0	0
YIR018C-A	783	218
YIR018W	626	519
YIR019C	741	200
YIR020C	2422	646
YIR020C-B	0	0
YIR020W-A	0	0
YIR021W	72	99
YIR021W-A	0	619
YIR022W	45	356
YIR023C-A	4	0
YIR023W	17	64
YIR024C	51	195
YIR025W	43	149
YIR026C	29	255
YIR027C	0	0
YIR028W	0	0
YIR029W	153	207
YIR030C	51	56
YIR030W-A	0	0
YIR031C	140	64
YIR032C	96	146
YIR033W	104	99
YIR034C	64	170
YIR035C	528	79
YIR036C	46	263
YIR036W-A	0	0
YIR037W	78	230
YIR038C	751	123
YIR039C	252	158
YIR040C	0	0
YIR041W	1417	132
YIR042C	269	378
YJL001W	364	114
YJL002C	79	112
YJL003W	226	277
YJL004C	187	305
YJL005W	131	169
YJL006C	74	52
YJL007C	0	0
YJL008C	42	238
YJL009W	0	0
YJL010C	33	140
YJL011C	50	409
YJL012C	92	70
YJL013C	0	124
YJL014W	50	308
YJL015C	0	0
YJL016W	707	115
YJL019W	115	577
YJL020C	676	157
YJL020W-A	0	0
YJL022W	153	465
YJL023C	139	156
YJL024C	31	391
YJL025W	79	289
YJL026C-A	0	0
YJL026W	193	144
YJL027C	475	65
YJL028W	0	0
YJL029C	78	99
YJL030W	259	138
YJL031C	75	105
YJL032W	0	0
YJL033W	35	84
YJL034W	51	388
YJL035C	52	150
YJL036W	126	269
YJL037W	0	0
YJL038C	85	157
YJL039C	177	366
YJL041W	60	140
YJL042W	546	152
YJL043W	69	335
YJL044C	48	407
YJL045W	122	75
YJL046W	18	289
YJL047C	95	85
YJL047C-A	193	470
YJL048C	583	252
YJL049W	23	94
YJL050W	676	92
YJL051W	74	214
YJL052C-A	0	0
YJL052W	113	136
YJL053W	118	176
YJL054W	84	179
YJL055W	402	65
YJL056C	385	134
YJL057C	74	84
YJL058C	57	64
YJL059W	54	92
YJL060W	58	127
YJL061W	47	283
YJL062W	48	94
YJL062W-A	40	291
YJL063C	351	81
YJL064W	0	0
YJL065C	768	117
YJL066C	64	281
YJL067W	0	0
YJL068C	984	241
YJL069C	40	93
YJL070C	45	90
YJL071W	165	118
YJL072C	52	593
YJL073W	119	101
YJL074C	20	116
YJL075C	0	0
YJL076W	66	170
YJL077C	0	0
YJL077W-A	942	165
YJL077W-B	2002	174
YJL078C	751	365
YJL079C	775	183
YJL080C	214	125
YJL081C	22	404
YJL082W	115	220
YJL083W	503	453
YJL084C	130	149
YJL085W	40	111
YJL086C	0	0
YJL087C	124	206
YJL088W	672	231
YJL089W	110	340
YJL090C	57	82
YJL091C	16	402
YJL092W	203	162
YJL093C	0	117
YJL094C	163	162
YJL095W	186	92
YJL096W	79	90
YJL097W	255	94
YJL098W	707	77
YJL099W	73	345
YJL100W	342	80
YJL101C	139	317
YJL102W	41	114
YJL103C	203	196
YJL104W	406	171
YJL105W	0	0
YJL106W	799	187
YJL107C	56	991
YJL108C	877	230
YJL109C	158	88
YJL110C	97	135
YJL111W	75	189
YJL112W	257	154
YJL113W	608	434
YJL115W	657	101
YJL116C	446	315
YJL117W	833	341
YJL118W	359	172
YJL119C	447	412
YJL120W	698	352
YJL121C	455	65
YJL122W	47	154
YJL123C	867	173
YJL124C	632	227
YJL125C	51	133
YJL126W	855	123
YJL127C	80	926
YJL127C-B	801	275
YJL127W-A	0	0
YJL128C	220	230
YJL129C	286	80
YJL130C	65	127
YJL131C	25	393
YJL132W	198	156
YJL133C-A	32	212
YJL133W	243	146
YJL134W	269	95
YJL135W	0	0
YJL136C	73	370
YJL136W-A	0	0
YJL137C	93	311
YJL138C	108	257
YJL139C	85	838
YJL140W	98	169
YJL141C	86	161
YJL142C	2160	8
YJL143W	45	398
YJL144W	80	231
YJL145W	75	112
YJL146W	131	229
YJL147C	75	229
YJL148W	64	551
YJL149W	35	65
YJL150W	0	0
YJL151C	41	460
YJL152W	0	0
YJL153C	0	0
YJL154C	72	83
YJL155C	160	169
YJL156C	61	391
YJL156W-A	0	0
YJL157C	133	163
YJL158C	42	400
YJL159W	186	307
YJL160C	178	155
YJL161W	734	153
YJL162C	137	131
YJL163C	95	71
YJL164C	243	171
YJL165C	292	39
YJL166W	101	232
YJL167W	119	128
YJL168C	108	210
YJL169W	0	0
YJL170C	93	32
YJL171C	33	224
YJL172W	38	144
YJL173C	12	195
YJL174W	150	298
YJL175W	2285	414
YJL176C	62	233
YJL177W	95	257
YJL178C	44	125
YJL179W	64	217
YJL180C	66	104
YJL181W	43	100
YJL182C	0	0
YJL183W	277	97
YJL184W	237	87
YJL185C	384	191
YJL186W	424	127
YJL187C	109	179
YJL188C	32	0
YJL189W	34	138
YJL190C	15	277
YJL191W	50	241
YJL192C	33	147
YJL193W	206	152
YJL194W	26	138
YJL195C	0	0
YJL196C	193	134
YJL197C-A	0	0
YJL197W	198	76
YJL198W	38	165
YJL199C	366	258
YJL200C	125	152
YJL201W	84	180
YJL202C	0	0
YJL203W	245	281
YJL204C	25	73
YJL205C	892	116
YJL206C	96	88
YJL207C	137	193
YJL208C	67	283
YJL209W	187	97
YJL210W	228	82
YJL211C	223	519
YJL212C	81	239
YJL213W	332	337
YJL214W	152	487
YJL215C	1469	327
YJL216C	814	86
YJL217W	100	181
YJL218W	106	154
YJL219W	0	0
YJL220W	0	0
YJL221C	818	104
YJL222W	598	432
YJL222W-A	0	0
YJL222W-B	0	0
YJL223C	0	0
YJL225C	109	613
YJL225W-A	0	0
YJR001W	74	130
YJR002W	29	371
YJR003C	28	133
YJR004C	788	141
YJR005C-A	22	310
YJR005W	47	283
YJR006W	8	103
YJR007W	137	178
YJR008W	112	213
YJR009C	266	137
YJR010C-A	230	3346
YJR010W	204	137
YJR011C	234	91
YJR012C	81	80
YJR013W	397	87
YJR014W	430	349
YJR015W	179	140
YJR016C	63	162
YJR017C	74	243
YJR018W	297	68
YJR019C	34	79
YJR020W	745	222
YJR021C	64	99
YJR022W	30	56
YJR023C	768	0
YJR024C	15	90
YJR025C	187	151
YJR026W	41	735
YJR027W	41	321
YJR028W	897	737
YJR029W	594	325
YJR030C	86	190
YJR031C	98	138
YJR032W	22	228
YJR033C	35	81
YJR034W	102	212
YJR035W	125	160
YJR036C	347	90
YJR037W	0	0
YJR038C	0	0
YJR039W	236	47
YJR040W	38	77
YJR041C	52	197
YJR042W	24	179
YJR043C	125	168
YJR044C	149	178
YJR045C	138	267
YJR046W	84	58
YJR047C	122	109
YJR048W	307	177
YJR049C	21	269
YJR050W	58	274
YJR051W	178	96
YJR052W	61	67
YJR053W	0	0
YJR054W	642	104
YJR055W	36	437
YJR056C	200	139
YJR057W	12	154
YJR058C	288	56
YJR059W	74	211
YJR060W	114	777
YJR061W	80	166
YJR062C	13	630
YJR063W	46	224
YJR064W	58	147
YJR065C	51	298
YJR066W	0	116
YJR067C	32	936
YJR068W	47	101
YJR069C	50	216
YJR070C	289	133
YJR071W	0	0
YJR072C	40	300
YJR073C	799	53
YJR074W	15	99
YJR075W	94	272
YJR076C	88	133
YJR077C	60	212
YJR078W	35	204
YJR079W	810	572
YJR080C	82	166
YJR082C	682	204
YJR083C	41	304
YJR084W	42	165
YJR085C	43	173
YJR086W	21	24
YJR087W	353	276
YJR088C	328	272
YJR089W	691	69
YJR090C	291	128
YJR091C	69	282
YJR092W	229	125
YJR093C	74	159
YJR094C	196	172
YJR094W-A	31	231
YJR095W	139	200
YJR096W	253	89
YJR097W	88	235
YJR098C	36	172
YJR099W	150	1452
YJR100C	236	74
YJR101W	119	151
YJR102C	288	119
YJR103W	75	77
YJR104C	974	76
YJR105W	411	51
YJR106W	0	0
YJR107C-A	14	162
YJR107W	532	109
YJR108W	272	501
YJR109C	97	105
YJR110W	125	143
YJR111C	129	116
YJR112W	33	152
YJR112W-A	36	232
YJR113C	686	73
YJR114W	0	0
YJR115W	653	297
YJR116W	159	191
YJR117W	38	165
YJR118C	50	185
YJR119C	95	80
YJR120W	0	641
YJR121W	235	360
YJR122W	404	765
YJR123W	129	198
YJR124C	244	194
YJR125C	59	169
YJR126C	150	90
YJR127C	794	86
YJR128W	0	0
YJR129C	63	335
YJR130C	89	168
YJR131W	307	903
YJR132W	172	174
YJR133W	152	111
YJR134C	70	106
YJR135C	60	229
YJR135W-A	20	404
YJR136C	21	97
YJR137C	155	148
YJR138W	2	149
YJR139C	485	134
YJR140C	39	237
YJR140W-A	0	0
YJR141W	32	139
YJR142W	76	193
YJR143C	70	157
YJR144W	195	71
YJR145C	494	96
YJR146W	0	0
YJR147W	145	441
YJR148W	931	312
YJR149W	224	399
YJR150C	177	106
YJR151C	439	120
YJR151W-A	0	0
YJR152W	424	93
YJR153W	194	798
YJR154W	0	0
YJR155W	389	60
YJR156C	12	148
YJR157W	73	499
YJR158W	0	0
YJR159W	331	132
YJR160C	426	548
YJR161C	4	617
YJR162C	0	0
YKL001C	150	108
YKL002W	477	91
YKL003C	1086	132
YKL004W	365	179
YKL005C	142	175
YKL006C-A	670	71
YKL006W	193	101
YKL007W	356	141
YKL008C	208	155
YKL009W	76	131
YKL010C	92	66
YKL011C	125	93
YKL012W	68	241
YKL013C	52	275
YKL014C	303	116
YKL015W	87	117
YKL016C	95	194
YKL017C	6	110
YKL018C-A	57	569
YKL018W	39	159
YKL019W	210	83
YKL020C	12	73
YKL021C	994	112
YKL022C	901	102
YKL023C-A	36	724
YKL023W	139	153
YKL024C	224	160
YKL025C	33	68
YKL026C	110	194
YKL027W	162	108
YKL028W	43	334
YKL029C	121	118
YKL030W	0	0
YKL031W	0	0
YKL032C	83	159
YKL033W	90	442
YKL033W-A	121	146
YKL034W	143	132
YKL035W	132	170
YKL036C	98	326
YKL037W	74	0
YKL038W	224	175
YKL039W	173	258
YKL040C	61	937
YKL041W	107	330
YKL042W	137	255
YKL043W	305	170
YKL044W	303	70
YKL045W	72	138
YKL046C	500	235
YKL047W	47	173
YKL048C	84	181
YKL049C	78	112
YKL050C	342	169
YKL051W	556	400
YKL052C	432	42
YKL053C-A	80	207
YKL053W	0	0
YKL054C	109	217
YKL055C	44	438
YKL056C	1212	170
YKL057C	54	56
YKL058W	267	169
YKL059C	69	120
YKL060C	97	429
YKL061W	225	281
YKL062W	145	420
YKL063C	694	179
YKL064W	321	160
YKL065C	250	137
YKL065W-A	0	0
YKL066W	584	0
YKL067W	69	294
YKL068W	119	120
YKL068W-A	210	311
YKL069W	42	220
YKL070W	297	258
YKL071W	219	98
YKL072W	237	582
YKL073W	76	90
YKL074C	12	108
YKL075C	83	201
YKL076C	1038	80
YKL077W	112	333
YKL078W	32	103
YKL079W	76	78
YKL080W	128	127
YKL081W	78	247
YKL082C	71	176
YKL083W	968	0
YKL084W	957	163
YKL085W	391	391
YKL086W	74	174
YKL087C	102	216
YKL088W	138	214
YKL089W	21	228
YKL090W	39	187
YKL091C	39	104
YKL092C	154	215
YKL093W	110	160
YKL094W	1033	93
YKL095W	0	0
YKL096C-B	0	0
YKL096W	1831	108
YKL096W-A	47	275
YKL097C	0	0
YKL098W	34	216
YKL099C	80	188
YKL100C	72	249
YKL100W-A	0	0
YKL101W	342	60
YKL102C	0	0
YKL103C	454	190
YKL104C	201	279
YKL104W-A	0	0
YKL105C	187	220
YKL106C-A	2	894
YKL106W	100	174
YKL107W	97	140
YKL108W	193	141
YKL109W	328	365
YKL110C	607	141
YKL111C	5	0
YKL112W	180	142
YKL113C	61	125
YKL114C	70	108
YKL115C	985	52
YKL116C	229	276
YKL117W	44	291
YKL118W	0	0
YKL119C	117	142
YKL120W	162	189
YKL121W	261	131
YKL122C	51	162
YKL123W	1130	86
YKL124W	149	152
YKL125W	102	163
YKL126W	207	74
YKL127W	364	148
YKL128C	25	387
YKL129C	349	120
YKL130C	90	175
YKL131W	0	0
YKL132C	263	359
YKL133C	31	169
YKL134C	59	282
YKL135C	149	75
YKL136W	8	5
YKL137W	408	151
YKL138C	524	70
YKL138C-A	500	289
YKL139W	176	66
YKL140W	267	225
YKL141W	249	128
YKL142W	96	160
YKL143W	53	368
YKL144C	87	242
YKL145W	53	208
YKL145W-A	765	756
YKL146W	174	87
YKL147C	0	0
YKL148C	176	232
YKL149C	74	154
YKL150W	138	129
YKL151C	55	1108
YKL152C	33	635
YKL153W	0	0
YKL154W	98	116
YKL155C	54	90
YKL156C-A	0	0
YKL156W	53	236
YKL157W	854	160
YKL159C	119	681
YKL160W	4	1237
YKL161C	734	314
YKL162C	108	146
YKL162C-A	0	0
YKL163W	909	402
YKL164C	359	262
YKL165C	56	156
YKL165C-A	27	349
YKL166C	215	221
YKL167C	19	244
YKL168C	44	302
YKL169C	1609	360
YKL170W	112	183
YKL171W	77	150
YKL172W	89	153
YKL173W	42	126
YKL174C	99	124
YKL175W	242	162
YKL176C	345	93
YKL177W	0	0
YKL178C	198	274
YKL179C	5	249
YKL180W	178	134
YKL181W	205	308
YKL182W	558	87
YKL183C-A	0	0
YKL183W	175	708
YKL184W	212	305
YKL185W	365	122
YKL186C	318	102
YKL187C	68	172
YKL188C	325	90
YKL189W	271	217
YKL190W	45	393
YKL191W	50	92
YKL192C	83	142
YKL193C	41	117
YKL194C	78	226
YKL195W	40	269
YKL196C	117	159
YKL197C	24	299
YKL198C	225	144
YKL201C	47	160
YKL202W	0	0
YKL203C	177	85
YKL204W	42	179
YKL205W	30	125
YKL206C	98	70
YKL207W	89	179
YKL208W	33	203
YKL209C	35	177
YKL210W	38	97
YKL211C	76	157
YKL212W	200	251
YKL213C	74	79
YKL214C	67	161
YKL215C	205	272
YKL216W	57	400
YKL217W	948	140
YKL218C	708	198
YKL219W	101	84
YKL220C	516	181
YKL221W	0	0
YKL222C	121	275
YKL223W	0	0
YKL224C	0	0
YKL225W	0	0
YKR001C	67	141
YKR002W	250	96
YKR003W	516	91
YKR004C	47	595
YKR005C	0	0
YKR006C	52	95
YKR007W	48	83
YKR008W	31	131
YKR009C	73	126
YKR010C	214	140
YKR011C	124	130
YKR012C	944	96
YKR013W	39	310
YKR014C	142	178
YKR015C	0	0
YKR016W	50	275
YKR017C	218	181
YKR018C	39	340
YKR019C	110	155
YKR020W	39	353
YKR021W	159	190
YKR022C	86	130
YKR023W	60	93
YKR024C	41	130
YKR025W	59	137
YKR026C	143	184
YKR027W	204	484
YKR028W	363	153
YKR029C	18	117
YKR030W	221	118
YKR031C	404	220
YKR032W	0	0
YKR033C	0	0
YKR034W	0	0
YKR035C	1	0
YKR035W-A	32	186
YKR036C	23	154
YKR037C	61	165
YKR038C	18	176
YKR039W	170	149
YKR040C	0	0
YKR041W	18	416
YKR042W	372	234
YKR043C	26	258
YKR044W	831	248
YKR045C	27	1546
YKR046C	37	172
YKR047W	989	0
YKR048C	23	164
YKR049C	419	52
YKR050W	954	127
YKR051W	329	78
YKR052C	365	369
YKR053C	808	93
YKR054C	51	236
YKR055W	52	391
YKR056W	34	68
YKR057W	53	290
YKR058W	171	113
YKR059W	115	281
YKR060W	23	344
YKR061W	218	78
YKR062W	62	654
YKR063C	10	192
YKR064W	48	157
YKR065C	28	210
YKR066C	37	126
YKR067W	125	179
YKR068C	237	118
YKR069W	180	52
YKR070W	19	252
YKR071C	57	336
YKR072C	188	218
YKR073C	0	0
YKR074W	45	170
YKR075C	175	139
YKR075W-A	994	342
YKR076W	294	147
YKR077W	126	103
YKR078W	34	83
YKR079C	304	191
YKR080W	180	151
YKR081C	66	131
YKR082W	57	79
YKR083C	73	218
YKR084C	92	107
YKR085C	22	167
YKR086W	24	102
YKR087C	26	159
YKR088C	99	124
YKR089C	78	113
YKR090W	211	196
YKR091W	185	134
YKR092C	244	248
YKR093W	197	208
YKR094C	39	302
YKR095W	298	190
YKR095W-A	136	125
YKR096W	275	118
YKR097W	136	228
YKR098C	122	120
YKR099W	272	125
YKR100C	347	462
YKR101W	290	234
YKR102W	540	142
YKR103W	563	0
YKR104W	881	294
YKR105C	0	0
YKR106W	0	867
YLL001W	66	229
YLL002W	53	78
YLL003W	49	103
YLL004W	16	93
YLL005C	0	0
YLL006W	29	1631
YLL006W-A	0	0
YLL007C	86	284
YLL008W	31	130
YLL009C	74	167
YLL010C	229	349
YLL011W	10	124
YLL012W	88	102
YLL013C	659	167
YLL014W	17	344
YLL015W	216	61
YLL016W	404	212
YLL018C	67	363
YLL018C-A	54	1316
YLL019C	912	146
YLL019W-A	0	0
YLL020C	890	52
YLL021W	127	143
YLL022C	29	137
YLL023C	62	178
YLL024C	51	349
YLL025W	34	235
YLL026W	180	97
YLL027W	325	132
YLL028W	305	403
YLL029W	151	111
YLL030C	0	0
YLL031C	79	99
YLL032C	70	364
YLL033W	10	575
YLL034C	40	154
YLL035W	149	163
YLL036C	33	86
YLL037W	0	0
YLL038C	33	545
YLL039C	894	124
YLL040C	108	73
YLL041C	84	374
YLL042C	22	30
YLL043W	40	165
YLL044W	0	0
YLL045C	49	273
YLL046C	0	0
YLL047W	0	0
YLL048C	555	107
YLL049W	13	87
YLL050C	32	165
YLL051C	0	0
YLL052C	952	503
YLL053C	835	226
YLL054C	47	363
YLL055W	497	62
YLL056C	1229	122
YLL057C	0	0
YLL058W	187	88
YLL059C	0	0
YLL060C	844	232
YLL061W	16	201
YLL062C	118	136
YLL063C	419	158
YLL064C	0	0
YLL065W	0	0
YLL066C	869	69
YLL066W-A	0	0
YLL066W-B	0	0
YLL067C	442	586
YLL067W-A	0	0
YLR001C	29	143
YLR002C	49	122
YLR003C	49	128
YLR004C	59	65
YLR005W	36	290
YLR006C	164	96
YLR007W	7	164
YLR008C	100	327
YLR009W	189	133
YLR010C	10	203
YLR011W	221	276
YLR012C	99	251
YLR013W	0	0
YLR014C	34	280
YLR015W	52	401
YLR016C	46	324
YLR017W	340	88
YLR018C	81	134
YLR019W	305	253
YLR020C	49	176
YLR021W	36	477
