Gene	final_five_prime_utr	final_three_prime_utr
YHL042W	238	120
YHL043W	403	440
YHL044W	32	296
YHL045W	0	0
YHL046C	0	0
YHL046W-A	0	0
YHL047C	666	153
YHL048C-A	0	0
YHL048W	11	103
YHL049C	0	0
YHL050C	0	624
YHL050W-A	53	616
YHR001W	91	242
YHR001W-A	79	397
YHR002W	163	137
YHR003C	55	1049
YHR004C	112	197
YHR005C	125	94
YHR005C-A	39	570
YHR006W	49	135
YHR007C	225	269
YHR007C-A	918	658
YHR008C	132	187
YHR009C	234	154
YHR010W	9	377
YHR011W	87	229
YHR012W	20	358
YHR013C	48	411
YHR014W	0	0
YHR015W	34	100
YHR016C	34	196
YHR017W	25	109
YHR018C	48	568
YHR019C	55	163
YHR020W	135	110
YHR021C	274	85
YHR021W-A	0	0
YHR022C	809	406
YHR022C-A	11	794
YHR023W	12	107
YHR024C	79	297
YHR025W	44	202
YHR026W	146	229
YHR027C	56	145
YHR028C	126	103
YHR028W-A	184	421
YHR029C	128	81
YHR030C	160	294
YHR031C	40	208
YHR032C-A	0	0
YHR032W	93	404
YHR032W-A	1725	127
YHR033W	321	143
YHR034C	40	97
YHR035W	35	202
YHR036W	127	325
YHR037W	63	168
YHR038W	54	99
YHR039C	122	136
YHR039C-A	65	112
YHR040W	40	102
YHR041C	262	285
YHR042W	77	222
YHR043C	101	135
YHR044C	243	249
YHR045W	129	134
YHR046C	112	247
YHR047C	68	250
YHR048W	189	765
YHR049C-A	0	647
YHR049W	60	281
YHR050W	187	229
YHR050W-A	578	624
YHR051W	194	453
YHR052C-B	0	0
YHR052W	47	144
YHR052W-A	0	0
YHR053C	116	175
YHR054C	19	139
YHR054C-B	0	0
YHR054W-A	0	0
YHR055C	0	0
YHR056C	40	139
YHR056W-A	206	402
YHR057C	872	71
YHR058C	43	74
YHR059W	306	100
YHR060W	29	111
YHR061C	402	272
YHR062C	126	82
YHR063C	80	127
YHR063W-A	0	0
YHR064C	51	182
YHR065C	65	127
YHR066W	53	172
YHR067W	1240	335
YHR068W	79	300
YHR069C	104	243
YHR069C-A	803	194
YHR070C-A	275	154
YHR070W	61	546
YHR071C-A	14	567
YHR071W	30	51
YHR072W	71	113
YHR072W-A	64	316
YHR073C-B	437	8
YHR073W	86	150
YHR073W-A	0	0
YHR074W	234	113
YHR075C	159	70
YHR076W	568	138
YHR077C	60	129
YHR078W	248	132
YHR079C	255	222
YHR079C-A	0	0
YHR080C	190	59
YHR081W	287	125
YHR082C	863	254
YHR083W	20	240
YHR084W	314	329
YHR085W	50	146
YHR086W	231	443
YHR086W-A	0	0
YHR087W	349	185
YHR088W	32	200
YHR089C	66	328
YHR090C	194	250
YHR091C	267	138
YHR092C	106	133
YHR093W	0	0
YHR094C	630	98
YHR095W	0	0
YHR096C	201	142
YHR097C	122	99
YHR098C	79	158
YHR099W	89	126
YHR100C	55	287
YHR101C	40	300
YHR102W	183	85
YHR103W	240	195
YHR104W	148	186
YHR105W	122	209
YHR106W	941	117
YHR107C	115	168
YHR108W	72	206
YHR109W	35	79
YHR110W	344	174
YHR111W	17	1668
YHR112C	499	296
YHR113W	356	150
YHR114W	57	74
YHR115C	170	118
YHR116W	903	239
YHR117W	74	219
YHR118C	102	74
YHR119W	224	142
YHR120W	22	63
YHR121W	79	216
YHR122W	47	524
YHR123W	87	139
YHR124W	396	39
YHR125W	0	0
YHR126C	0	0
YHR127W	125	448
YHR128W	53	318
YHR129C	296	101
YHR130C	1189	123
YHR131C	82	276
YHR131W-A	262	524
YHR132C	59	184
YHR132W-A	68	159
YHR133C	416	150
YHR134W	78	804
YHR135C	125	126
YHR136C	192	95
YHR137C-A	979	49
YHR137W	310	143
YHR138C	295	108
YHR139C	0	0
YHR139C-A	0	0
YHR140W	58	235
YHR141C	2048	106
YHR142W	209	714
YHR143W	277	266
YHR143W-A	80	365
YHR144C	21	175
YHR145C	0	0
YHR146W	38	195
YHR147C	250	244
YHR148W	423	399
YHR149C	174	144
YHR150W	59	222
YHR151C	165	253
YHR152W	118	115
YHR153C	22	532
YHR154W	51	86
YHR155W	86	152
YHR156C	480	514
YHR157W	0	0
YHR158C	486	148
YHR159W	74	1062
YHR160C	279	249
YHR161C	241	149
YHR162W	402	118
YHR163W	17	418
YHR164C	101	143
YHR165C	98	99
YHR165W-A	0	0
YHR166C	101	156
YHR167W	63	515
YHR168W	105	218
YHR169W	70	223
YHR170W	38	197
YHR171W	17	122
YHR172W	96	332
YHR173C	112	133
YHR174W	54	310
YHR175W	505	255
YHR175W-A	643	187
YHR176W	113	64
YHR177W	259	629
YHR178W	42	144
YHR179W	407	105
YHR180C-B	0	0
YHR180W	219	131
YHR180W-A	0	0
YHR181W	48	165
YHR182C-A	374	86
YHR182W	26	55
YHR183W	88	165
YHR184W	127	145
YHR185C	0	0
YHR186C	150	114
YHR187W	59	107
YHR188C	36	165
YHR189W	0	0
YHR190W	150	161
YHR191C	59	542
YHR192W	328	82
YHR193C	35	423
YHR193C-A	54	260
YHR194W	68	88
YHR195W	355	233
YHR196W	61	73
YHR197W	16	142
YHR198C	2	141
YHR199C	297	91
YHR199C-A	57	414
YHR200W	27	512
YHR201C	636	67
YHR202W	49	65
YHR203C	74	287
YHR204W	46	90
YHR205W	477	210
YHR206W	277	192
YHR207C	30	45
YHR208W	40	217
YHR209W	525	413
YHR210C	222	406
YHR211W	994	81
YHR212C	778	568
YHR212W-A	0	0
YHR213W	0	0
YHR213W-A	238	58
YHR213W-B	0	0
YHR214C-B	41	319
YHR214C-C	151	735
YHR214C-D	0	0
YHR214C-E	0	0
YHR214W	0	0
YHR214W-A	449	134
YHR215W	300	50
YHR216W	105	195
YHR217C	0	0
YHR218W	0	0
YHR218W-A	0	0
YHR219C-A	473	564
YHR219W	378	472
YIL001W	73	124
YIL002C	211	155
YIL002W-A	15	313
YIL003W	438	102
YIL004C	364	172
YIL005W	147	186
YIL006W	209	228
YIL007C	204	162
YIL008W	71	754
YIL009C-A	24	257
YIL009W	561	236
YIL010W	115	186
YIL011W	193	129
YIL012W	0	0
YIL013C	0	193
YIL014C-A	87	206
YIL014W	184	122
YIL015W	32	80
YIL016W	244	59
YIL017C	65	95
YIL018W	1329	99
YIL019W	34	612
YIL020C	74	136
YIL020C-A	772	874
YIL021C-A	541	283
YIL021W	80	257
YIL022W	117	332
YIL023C	157	64
YIL024C	1243	110
YIL025C	11	0
YIL026C	54	147
YIL027C	47	220
YIL028W	533	1169
YIL029C	119	391
YIL029W-A	0	0
YIL030C	64	139
YIL030W-A	918	28
YIL031W	169	112
YIL032C	0	0
YIL033C	292	190
YIL034C	52	380
YIL035C	127	635
YIL036W	167	168
YIL037C	2	8
YIL038C	231	163
YIL039W	176	229
YIL040W	16	138
YIL041W	21	212
YIL042C	73	132
YIL043C	60	152
YIL044C	86	173
YIL045W	102	142
YIL046W	75	149
YIL046W-A	496	0
YIL047C	27	162
YIL047C-A	2298	165
YIL048W	390	133
YIL049W	16	106
YIL050W	288	124
YIL051C	70	278
YIL052C	36	287
YIL053W	108	373
YIL054W	0	0
YIL055C	840	80
YIL056W	337	60
YIL057C	76	88
YIL058W	0	0
YIL059C	547	565
YIL060W	50	8
YIL061C	29	41
YIL062C	411	224
YIL063C	47	137
YIL064W	697	36
YIL065C	38	214
YIL066C	221	136
YIL066W-A	0	0
YIL067C	58	117
YIL068C	58	111
YIL068W-A	88	805
YIL069C	230	192
YIL070C	94	141
YIL071C	8	308
YIL071W-A	140	970
YIL072W	110	151
YIL073C	637	56
YIL074C	133	109
YIL075C	61	101
YIL076W	404	162
YIL077C	555	136
YIL078W	47	281
YIL079C	221	115
YIL082W	335	756
YIL082W-A	276	428
YIL083C	135	398
YIL084C	31	1151
YIL085C	669	61
YIL086C	0	0
YIL087C	231	93
YIL088C	72	132
YIL089W	303	470
YIL090W	176	327
YIL091C	54	83
YIL092W	94	101
YIL093C	108	134
YIL094C	84	547
YIL095W	168	128
YIL096C	98	151
YIL097W	25	146
YIL098C	80	93
YIL099W	280	107
YIL100C-A	0	0
YIL100W	0	0
YIL101C	118	96
YIL102C	0	0
YIL102C-A	54	1185
YIL103W	72	134
YIL104C	56	98
YIL105C	131	160
YIL105W-A	0	0
YIL106W	113	170
YIL107C	177	251
YIL108W	169	184
YIL109C	81	178
YIL110W	51	281
YIL111W	552	34
YIL112W	101	130
YIL113W	31	348
YIL114C	386	164
YIL115C	131	64
YIL115W-A	41	923
YIL116W	68	32
YIL117C	184	100
YIL118W	160	170
YIL119C	217	294
YIL120W	433	129
YIL121W	151	476
YIL122W	286	155
YIL123W	234	336
YIL124W	46	386
YIL125W	137	258
YIL126W	69	141
YIL127C	58	663
YIL128W	80	123
YIL129C	102	140
YIL130W	124	140
YIL131C	93	234
YIL132C	209	397
YIL133C	60	227
YIL134C-A	419	170
YIL134W	284	70
YIL135C	221	154
YIL136W	62	98
YIL137C	51	102
YIL138C	18	777
YIL139C	732	121
YIL140W	220	127
YIL141W	0	0
YIL142C-A	0	0
YIL142W	26	183
YIL143C	32	229
YIL144W	70	192
YIL145C	58	544
YIL146C	365	214
YIL147C	215	88
YIL148W	564	66
YIL149C	0	100
YIL150C	0	0
YIL151C	147	49
YIL152W	72	152
YIL153W	32	54
YIL154C	49	286
YIL155C	52	346
YIL156W	17	138
YIL156W-A	203	0
YIL156W-B	96	216
YIL157C	33	251
YIL158W	57	108
YIL159W	154	74
YIL160C	101	46
YIL161W	16	91
YIL162W	38	222
YIL163C	106	1
YIL164C	539	513
YIL165C	910	266
YIL166C	394	116
YIL167W	145	326
YIL169C	39	293
YIL171W-A	0	0
YIL172C	227	101
YIL173W	269	302
YIL176C	0	0
YIL177C	860	596
YIL177W-A	602	715
YIR001C	69	332
YIR002C	78	119
YIR003W	137	73
YIR004W	39	160
YIR005W	238	79
YIR006C	53	87
YIR007W	15	107
YIR008C	42	392
YIR009W	617	453
YIR010W	90	111
YIR011C	33	109
YIR012W	21	153
YIR013C	456	221
YIR014W	0	0
YIR015W	0	0
YIR016W	542	81
YIR017C	257	207
YIR017W-A	220	52
YIR018C-A	793	943
YIR018W	293	519
YIR019C	270	199
YIR020C	2422	646
YIR020C-B	496	0
YIR020W-A	0	0
YIR021W	72	99
YIR021W-A	0	0
YIR022W	36	356
YIR023C-A	98	947
YIR023W	6	55
YIR024C	51	195
YIR025W	43	149
YIR026C	89	255
YIR027C	781	115
YIR028W	0	0
YIR029W	153	207
YIR030C	51	53
YIR030W-A	580	611
YIR031C	143	64
YIR032C	61	146
YIR033W	81	99
YIR034C	59	170
YIR035C	528	79
YIR036C	46	263
YIR036W-A	633	0
YIR037W	78	230
YIR038C	751	123
YIR039C	252	158
YIR040C	0	0
YIR041W	1417	132
YIR042C	269	378
YJL001W	364	113
YJL002C	79	112
YJL003W	226	277
YJL004C	308	305
YJL005W	131	145
YJL006C	74	52
YJL007C	0	0
YJL008C	42	238
YJL009W	97	961
YJL010C	33	140
YJL011C	50	409
YJL012C	92	70
YJL013C	44	124
YJL014W	41	308
YJL015C	5	443
YJL016W	483	115
YJL019W	115	577
YJL020C	81	139
YJL020W-A	0	0
YJL022W	882	465
YJL023C	72	156
YJL024C	28	391
YJL025W	79	289
YJL026C-A	473	732
YJL026W	193	139
YJL027C	475	65
YJL028W	0	0
YJL029C	78	99
YJL030W	259	13
YJL031C	75	105
YJL032W	89	687
YJL033W	35	84
YJL034W	50	388
YJL035C	52	150
YJL036W	126	269
YJL037W	0	0
YJL038C	225	157
YJL039C	177	365
YJL041W	60	130
YJL042W	67	152
YJL043W	69	335
YJL044C	48	407
YJL045W	150	70
YJL046W	15	289
YJL047C	95	85
YJL047C-A	193	470
YJL048C	91	252
YJL049W	22	88
YJL050W	117	92
YJL051W	503	214
YJL052C-A	0	0
YJL052W	113	136
YJL053W	69	176
YJL054W	162	179
YJL055W	402	68
YJL056C	69	115
YJL057C	74	65
YJL058C	56	35
YJL059W	54	84
YJL060W	58	127
YJL061W	47	283
YJL062W	184	88
YJL062W-A	40	291
YJL063C	351	81
YJL064W	260	103
YJL065C	768	117
YJL066C	383	281
YJL067W	0	0
YJL068C	63	241
YJL069C	40	92
YJL070C	55	81
YJL071W	92	118
YJL072C	52	593
YJL073W	119	107
YJL074C	20	105
YJL075C	170	817
YJL076W	66	170
YJL077C	27	228
YJL077W-A	656	165
YJL077W-B	2002	174
YJL078C	764	365
YJL079C	281	183
YJL080C	214	111
YJL081C	22	404
YJL082W	115	217
YJL083W	503	453
YJL084C	551	149
YJL085W	61	111
YJL086C	0	0
YJL087C	124	208
YJL088W	51	231
YJL089W	108	339
YJL090C	47	82
YJL091C	16	402
YJL092W	208	162
YJL093C	50	92
YJL094C	44	162
YJL095W	72	82
YJL096W	79	90
YJL097W	603	94
YJL098W	707	74
YJL099W	101	345
YJL100W	342	80
YJL101C	139	317
YJL102W	41	114
YJL103C	203	193
YJL104W	406	171
YJL105W	748	251
YJL106W	754	187
YJL107C	0	0
YJL108C	638	230
YJL109C	20	76
YJL110C	97	128
YJL111W	75	189
YJL112W	278	150
YJL113W	463	405
YJL115W	657	101
YJL116C	263	315
YJL117W	89	341
YJL118W	57	175
YJL119C	505	412
YJL120W	752	352
YJL121C	455	65
YJL122W	47	154
YJL123C	867	173
YJL124C	632	224
YJL125C	51	133
YJL126W	855	123
YJL127C	80	939
YJL127C-B	764	275
YJL127W-A	0	0
YJL128C	220	230
YJL129C	280	78
YJL130C	104	103
YJL131C	33	393
YJL132W	21	137
YJL133C-A	38	212
YJL133W	243	140
YJL134W	269	89
YJL135W	0	0
YJL136C	13	370
YJL136W-A	0	0
YJL137C	93	311
YJL138C	108	257
YJL139C	192	838
YJL140W	98	169
YJL141C	77	153
YJL142C	2160	425
YJL143W	45	398
YJL144W	80	231
YJL145W	81	112
YJL146W	125	221
YJL147C	301	229
YJL148W	65	551
YJL149W	44	63
YJL150W	0	0
YJL151C	32	460
YJL152W	0	262
YJL153C	427	138
YJL154C	76	83
YJL155C	160	161
YJL156C	125	391
YJL156W-A	197	209
YJL157C	142	163
YJL158C	42	400
YJL159W	186	307
YJL160C	0	155
YJL161W	653	153
YJL162C	97	122
YJL163C	89	71
YJL164C	243	171
YJL165C	161	38
YJL166W	101	232
YJL167W	119	128
YJL168C	108	210
YJL169W	86	21
YJL170C	93	26
YJL171C	41	224
YJL172W	38	144
YJL173C	12	195
YJL174W	150	298
YJL175W	2285	414
YJL176C	62	226
YJL177W	94	257
YJL178C	44	122
YJL179W	78	217
YJL180C	66	104
YJL181W	43	85
YJL182C	0	0
YJL183W	277	92
YJL184W	237	87
YJL185C	62	191
YJL186W	424	127
YJL187C	121	179
YJL188C	120	0
YJL189W	34	138
YJL190C	26	277
YJL191W	50	241
YJL192C	33	147
YJL193W	347	152
YJL194W	25	136
YJL195C	0	96
YJL196C	250	134
YJL197C-A	0	0
YJL197W	65	76
YJL198W	37	165
YJL199C	366	258
YJL200C	125	152
YJL201W	84	180
YJL202C	158	612
YJL203W	245	281
YJL204C	18	73
YJL205C	892	116
YJL206C	67	68
YJL207C	20	193
YJL208C	74	283
YJL209W	90	97
YJL210W	239	82
YJL211C	617	840
YJL212C	81	239
YJL213W	847	337
YJL214W	0	0
YJL215C	1469	327
YJL216C	814	82
YJL217W	100	181
YJL218W	106	147
YJL219W	0	0
YJL220W	0	0
YJL221C	218	104
YJL222W	116	308
YJL222W-A	0	0
YJL222W-B	0	0
YJL223C	0	0
YJL225C	855	613
YJL225W-A	613	765
YJR001W	74	130
YJR002W	29	371
YJR003C	6	133
YJR004C	543	143
YJR005C-A	22	310
YJR005W	47	283
YJR006W	6	103
YJR007W	137	178
YJR008W	422	213
YJR009C	266	137
YJR010C-A	230	3346
YJR010W	152	135
YJR011C	227	90
YJR012C	39	118
YJR013W	397	87
YJR014W	430	349
YJR015W	265	133
YJR016C	63	162
YJR017C	74	241
YJR018W	508	68
YJR019C	276	79
YJR020W	848	265
YJR021C	64	99
YJR022W	26	57
YJR023C	765	37
YJR024C	15	87
YJR025C	187	151
YJR026W	181	735
YJR027W	41	321
YJR028W	184	740
YJR029W	41	325
YJR030C	45	148
YJR031C	98	135
YJR032W	22	228
YJR033C	35	58
YJR034W	102	212
YJR035W	9	116
YJR036C	114	90
YJR037W	0	0
YJR038C	0	0
YJR039W	236	47
YJR040W	38	68
YJR041C	45	169
YJR042W	24	179
YJR043C	125	168
YJR044C	149	176
YJR045C	138	267
YJR046W	84	58
YJR047C	122	109
YJR048W	307	173
YJR049C	21	269
YJR050W	58	278
YJR051W	65	96
YJR052W	61	65
YJR053W	0	0
YJR054W	642	104
YJR055W	38	437
YJR056C	200	139
YJR057W	431	154
YJR058C	288	56
YJR059W	74	136
YJR060W	114	777
YJR061W	344	166
YJR062C	13	630
YJR063W	46	224
YJR064W	58	147
YJR065C	51	298
YJR066W	0	116
YJR067C	32	936
YJR068W	47	101
YJR069C	50	216
YJR070C	224	133
YJR071W	917	12
YJR072C	40	300
YJR073C	799	53
YJR074W	824	96
YJR075W	86	272
YJR076C	88	133
YJR077C	60	212
YJR078W	35	27
YJR079W	408	377
YJR080C	82	166
YJR082C	682	204
YJR083C	41	304
YJR084W	42	165
YJR085C	43	173
YJR086W	21	17
YJR087W	353	661
YJR088C	328	272
YJR089W	105	69
YJR090C	265	103
YJR091C	69	282
YJR092W	56	125
YJR093C	74	159
YJR094C	196	172
YJR094W-A	31	231
YJR095W	141	194
YJR096W	170	81
YJR097W	93	235
YJR098C	36	174
YJR099W	154	1452
YJR100C	236	74
YJR101W	119	151
YJR102C	288	116
YJR103W	95	77
YJR104C	974	76
YJR105W	411	45
YJR106W	118	26
YJR107C-A	17	163
YJR107W	975	109
YJR108W	0	119
YJR109C	76	105
YJR110W	125	143
YJR111C	129	116
YJR112W	33	152
YJR112W-A	36	232
YJR113C	417	73
YJR114W	542	154
YJR115W	651	297
YJR116W	171	191
YJR117W	38	165
YJR118C	66	185
YJR119C	8	80
YJR120W	0	0
YJR121W	235	360
YJR122W	404	765
YJR123W	129	198
YJR124C	244	194
YJR125C	59	169
YJR126C	0	70
YJR127C	656	77
YJR128W	0	0
YJR129C	63	306
YJR130C	89	168
YJR131W	247	903
YJR132W	60	174
YJR133W	609	105
YJR134C	70	108
YJR135C	60	229
YJR135W-A	20	404
YJR136C	21	85
YJR137C	155	148
YJR138W	131	149
YJR139C	111	134
YJR140C	39	207
YJR140W-A	434	136
YJR141W	32	139
YJR142W	76	193
YJR143C	70	157
YJR144W	195	71
YJR145C	494	96
YJR146W	485	817
YJR147W	793	441
YJR148W	901	312
YJR149W	828	40
YJR150C	177	106
YJR151C	143	73
YJR151W-A	0	0
YJR152W	330	93
YJR153W	278	798
YJR154W	0	0
YJR155W	378	60
YJR156C	14	148
YJR157W	0	0
YJR158W	264	199
YJR159W	113	74
YJR160C	0	0
YJR161C	89	617
YJR162C	0	0
YKL001C	150	108
YKL002W	477	91
YKL003C	1086	132
YKL004W	365	179
YKL005C	142	175
YKL006C-A	670	910
YKL006W	193	92
YKL007W	356	141
YKL008C	257	155
YKL009W	76	131
YKL010C	92	65
YKL011C	125	93
YKL012W	78	241
YKL013C	52	275
YKL014C	17	116
YKL015W	87	117
YKL016C	95	194
YKL017C	6	110
YKL018C-A	99	569
YKL018W	44	159
YKL019W	210	79
YKL020C	42	73
YKL021C	0	100
YKL022C	11	102
YKL023C-A	36	724
YKL023W	182	153
YKL024C	224	160
YKL025C	33	68
YKL026C	110	194
YKL027W	162	108
YKL028W	43	334
YKL029C	121	116
YKL030W	268	884
YKL031W	0	0
YKL032C	83	159
YKL033W	29	442
YKL033W-A	121	146
YKL034W	143	132
YKL035W	132	165
YKL036C	98	326
YKL037W	0	0
YKL038W	225	175
YKL039W	173	258
YKL040C	63	937
YKL041W	130	330
YKL042W	137	255
YKL043W	305	170
YKL044W	303	70
YKL045W	646	138
YKL046C	265	235
YKL047W	47	173
YKL048C	84	180
YKL049C	78	112
YKL050C	150	75
YKL051W	272	400
YKL052C	706	41
YKL053C-A	80	207
YKL053W	206	546
YKL054C	109	217
YKL055C	241	438
YKL056C	1212	163
YKL057C	54	56
YKL058W	267	164
YKL059C	69	120
YKL060C	94	429
YKL061W	319	281
YKL062W	145	420
YKL063C	694	178
YKL064W	124	158
YKL065C	250	137
YKL065W-A	0	0
YKL066W	590	0
YKL067W	125	294
YKL068W	119	120
YKL068W-A	210	311
YKL069W	42	220
YKL070W	445	299
YKL071W	772	98
YKL072W	237	135
YKL073W	76	90
YKL074C	14	108
YKL075C	83	166
YKL076C	1038	80
YKL077W	112	333
YKL078W	32	103
YKL079W	76	78
YKL080W	128	127
YKL081W	78	239
YKL082C	68	176
YKL083W	446	842
YKL084W	94	163
YKL085W	391	391
YKL086W	38	174
YKL087C	103	216
YKL088W	60	209
YKL089W	75	228
YKL090W	295	187
YKL091C	39	98
YKL092C	86	215
YKL093W	508	160
YKL094W	1033	93
YKL095W	0	0
YKL096C-B	481	203
YKL096W	1831	104
YKL096W-A	47	275
YKL097C	0	0
YKL098W	34	216
YKL099C	80	188
YKL100C	72	248
YKL100W-A	717	884
YKL101W	269	60
YKL102C	0	0
YKL103C	454	190
YKL104C	201	279
YKL104W-A	0	0
YKL105C	124	220
YKL106C-A	2	894
YKL106W	99	174
YKL107W	218	140
YKL108W	193	75
YKL109W	270	365
YKL110C	489	141
YKL111C	112	657
YKL112W	180	142
YKL113C	61	125
YKL114C	297	108
YKL115C	0	0
YKL116C	229	276
YKL117W	44	291
YKL118W	178	0
YKL119C	117	142
YKL120W	162	189
YKL121W	261	131
YKL122C	51	162
YKL123W	1130	86
YKL124W	108	107
YKL125W	141	163
YKL126W	207	74
YKL127W	364	143
YKL128C	270	387
YKL129C	39	115
YKL130C	90	175
YKL131W	0	0
YKL132C	182	359
YKL133C	23	169
YKL134C	51	282
YKL135C	149	78
YKL136W	161	879
YKL137W	408	151
YKL138C	524	75
YKL138C-A	500	239
YKL139W	176	62
YKL140W	267	225
YKL141W	249	128
YKL142W	96	160
YKL143W	53	368
YKL144C	87	242
YKL145W	53	208
YKL145W-A	787	756
YKL146W	174	87
YKL147C	0	0
YKL148C	281	232
YKL149C	74	154
YKL150W	138	119
YKL151C	130	1108
YKL152C	33	635
YKL153W	121	108
YKL154W	98	116
YKL155C	54	90
YKL156C-A	0	0
YKL156W	53	236
YKL157W	28	156
YKL159C	42	681
YKL160W	19	1237
YKL161C	984	314
YKL162C	108	146
YKL162C-A	0	0
YKL163W	732	402
YKL164C	359	262
YKL165C	56	156
YKL165C-A	0	0
YKL166C	215	219
YKL167C	19	244
YKL168C	44	302
YKL169C	1609	360
YKL170W	112	183
YKL171W	77	103
YKL172W	33	153
YKL173W	42	107
YKL174C	99	124
YKL175W	242	162
YKL176C	345	58
YKL177W	0	0
YKL178C	43	272
YKL179C	5	148
YKL180W	178	116
YKL181W	205	308
YKL182W	281	87
YKL183C-A	0	477
YKL183W	196	708
YKL184W	212	305
YKL185W	365	122
YKL186C	294	102
YKL187C	769	157
YKL188C	91	90
YKL189W	271	217
YKL190W	45	393
YKL191W	50	92
YKL192C	83	142
YKL193C	41	111
YKL194C	78	226
YKL195W	33	269
YKL196C	117	159
YKL197C	22	301
YKL198C	225	144
YKL201C	0	0
YKL202W	0	0
YKL203C	181	81
YKL204W	42	173
YKL205W	34	125
YKL206C	98	65
YKL207W	805	179
YKL208W	33	203
YKL209C	91	177
YKL210W	38	97
YKL211C	76	157
YKL212W	200	145
YKL213C	74	79
YKL214C	67	161
YKL215C	62	203
YKL216W	60	400
YKL217W	168	140
YKL218C	481	198
YKL219W	325	84
YKL220C	377	178
YKL221W	0	0
YKL222C	121	241
YKL223W	0	0
YKL224C	0	0
YKL225W	0	0
YKR001C	67	141
YKR002W	250	96
YKR003W	516	89
YKR004C	47	595
YKR005C	976	214
YKR006C	52	90
YKR007W	48	83
YKR008W	31	124
YKR009C	89	122
YKR010C	119	140
YKR011C	118	118
YKR012C	908	86
YKR013W	39	220
YKR014C	142	139
YKR015C	743	540
YKR016W	50	275
YKR017C	114	179
YKR018C	39	340
YKR019C	110	155
YKR020W	31	353
YKR021W	72	190
YKR022C	86	130
YKR023W	60	93
YKR024C	41	130
YKR025W	59	137
YKR026C	143	184
YKR027W	59	484
YKR028W	363	153
YKR029C	10	117
YKR030W	221	118
YKR031C	0	220
YKR032W	0	0
YKR033C	0	0
YKR034W	0	0
YKR035C	125	12
YKR035W-A	32	186
YKR036C	63	154
YKR037C	61	165
YKR038C	18	176
YKR039W	102	149
YKR040C	0	0
YKR041W	18	416
YKR042W	372	206
YKR043C	26	258
YKR044W	485	248
YKR045C	28	1546
YKR046C	293	163
YKR047W	0	0
YKR048C	23	164
YKR049C	419	52
YKR050W	954	127
YKR051W	331	78
YKR052C	365	369
YKR053C	808	93
YKR054C	40	236
YKR055W	52	391
YKR056W	0	67
YKR057W	29	290
YKR058W	171	109
YKR059W	115	281
YKR060W	33	344
YKR061W	174	78
YKR062W	718	654
YKR063C	30	192
YKR064W	48	157
YKR065C	28	210
YKR066C	37	126
YKR067W	450	179
YKR068C	237	118
YKR069W	180	52
YKR070W	19	252
YKR071C	57	336
YKR072C	188	218
YKR073C	0	0
YKR074W	45	170
YKR075C	175	139
YKR075W-A	994	342
YKR076W	294	147
YKR077W	90	103
YKR078W	34	48
YKR079C	304	191
YKR080W	180	151
YKR081C	66	131
YKR082W	57	79
YKR083C	67	218
YKR084C	92	107
YKR085C	22	167
YKR086W	15	102
YKR087C	204	159
YKR088C	610	124
YKR089C	78	83
YKR090W	172	196
YKR091W	187	134
YKR092C	244	248
YKR093W	242	208
YKR094C	39	302
YKR095W	147	190
YKR095W-A	136	125
YKR096W	156	112
YKR097W	136	228
YKR098C	122	120
YKR099W	272	125
YKR100C	350	462
YKR101W	27	228
YKR102W	189	143
YKR103W	0	0
YKR104W	859	294
YKR105C	122	153
YKR106W	112	24
YLL001W	66	229
YLL002W	53	75
YLL003W	49	61
YLL004W	16	93
YLL005C	0	821
YLL006W	28	1631
YLL006W-A	0	0
YLL007C	86	284
YLL008W	31	130
YLL009C	74	167
YLL010C	229	349
YLL011W	10	124
YLL012W	88	102
YLL013C	281	161
YLL014W	17	344
YLL015W	298	51
YLL016W	665	209
YLL018C	67	363
YLL018C-A	54	1316
YLL019C	446	146
YLL019W-A	0	0
YLL020C	924	52
YLL021W	140	122
YLL022C	29	137
YLL023C	62	178
YLL024C	51	349
YLL025W	34	235
YLL026W	180	92
YLL027W	325	108
YLL028W	309	384
YLL029W	151	111
YLL030C	0	0
YLL031C	79	98
YLL032C	75	320
YLL033W	6	949
YLL034C	193	154
YLL035W	149	163
YLL036C	33	86
YLL037W	275	889
YLL038C	33	539
YLL039C	603	116
YLL040C	108	73
YLL041C	84	370
YLL042C	22	30
YLL043W	38	165
YLL044W	474	17
YLL045C	50	273
YLL046C	0	0
YLL047W	0	0
YLL048C	181	17
YLL049W	12	16
YLL050C	32	165
YLL051C	58	176
YLL052C	242	503
YLL053C	375	226
YLL054C	57	363
YLL055W	497	62
YLL056C	1229	122
YLL057C	292	161
YLL058W	187	87
YLL059C	0	0
YLL060C	844	227
YLL061W	97	201
YLL062C	142	136
YLL063C	304	158
YLL064C	0	0
YLL065W	0	0
YLL066C	869	69
YLL066W-A	445	657
YLL066W-B	0	0
YLL067C	617	585
YLL067W-A	597	608
YLR001C	29	143
YLR002C	49	120
YLR003C	49	128
YLR004C	53	65
YLR005W	36	290
YLR006C	169	96
YLR007W	6	164
YLR008C	100	327
YLR009W	189	133
YLR010C	10	203
YLR011W	221	276
YLR012C	99	251
YLR013W	0	0
YLR014C	27	216
YLR015W	52	401
YLR016C	46	324
YLR017W	7	88
YLR018C	82	134
YLR019W	305	253
YLR020C	49	176
YLR021W	21	477
