Gene,five_prime_utr,three_prime_utr,mtif_support
YIR012W,25.0,97.0,266
YIR013C,457.0,222.0,1
YIR014W,24.0,12.0,4
YIR015W,24.0,1119.0,307
YIR016W,704.0,76.0,307
YIR017C,10.0,213.0,4
YIR017W-A,,,0
YIR018C-A,784.0,219.0,2
YIR018W,21.0,55.0,7
YIR019C,,,0
YIR020C,1018.0,574.0,4
YIR020C-B,,,0
YIR020W-A,,,0
YIR021W,36.0,60.0,65
YIR021W-A,1268.0,604.0,1
YIR022W,17.0,105.0,196
YIR023C-A,,,0
YIR023W,18.0,110.0,3
YIR024C,41.0,69.0,80
YIR025W,27.0,127.0,17
YIR026C,54.0,96.0,90
YIR027C,264.0,112.0,1
YIR028W,,,0
YIR029W,92.0,46.0,10
YIR030C,20.0,54.0,61
YIR030W-A,,,0
YIR031C,121.0,65.0,19
YIR032C,62.0,71.0,72
YIR033W,37.0,64.0,4
YIR034C,35.0,70.0,18
YIR035C,20.0,70.0,217
YIR036C,26.0,68.0,338
YIR036W-A,,,0
YIR037W,61.0,147.0,1370
YIR038C,24.0,122.0,126
YIR039C,3.0,144.0,18
YIR040C,,,0
YIR041W,1418.0,133.0,5
YIR042C,65.0,430.0,4
YEL001C,39.0,102.0,655
YEL002C,50.0,89.0,54
YEL003W,9.0,138.0,17
YEL004W,24.0,112.0,23
YEL005C,36.0,73.0,14
YEL006W,57.0,372.0,13
YEL007W,,,0
YEL008C-A,179.0,416.0,9
YEL008W,112.0,369.0,9
YEL009C,571.0,95.0,35711
YEL009C-A,,,0
YEL010W,,,0
YEL011W,31.0,85.0,127
YEL012W,95.0,109.0,30
YEL013W,237.0,449.0,38
YEL014C,,,0
YEL015W,33.0,54.0,130
YEL016C,183.0,92.0,149
YEL017C-A,30.0,467.0,5662
YEL017W,52.0,91.0,63
YEL018C-A,342.0,3540.0,1
YEL018W,4.0,82.0,48
YEL019C,10.0,155.0,1
YEL020C,2031.0,702.0,1
YEL020C-B,206.0,135.0,0
YEL020W-A,51.0,92.0,442
YEL021W,33.0,53.0,234
YEL022W,65.0,74.0,2
YEL023C,560.0,126.0,2
YEL024W,101.0,400.0,222
YEL025C,13.0,243.0,1
YEL026W,90.0,71.0,12291
YEL027W,63.0,253.0,154272
YEL028W,594.0,59.0,8
YEL029C,65.0,364.0,10
YEL030C-A,,,0
YEL030W,453.0,370.0,1
YEL031W,31.0,93.0,18
YEL032C-A,,,0
YEL032W,84.0,183.0,9
YEL033W,1493.0,1702.0,1
YEL034C-A,53.0,173.0,3
YEL034W,53.0,32.0,88590
YEL035C,33.0,369.0,1
YEL036C,145.0,84.0,419
YEL037C,159.0,156.0,29
YEL038W,19.0,51.0,45
YEL039C,89.0,87.0,9
YEL040W,8.0,99.0,190
YEL041W,119.0,644.0,9
YEL042W,202.0,144.0,388
YEL043W,37.0,95.0,7
YEL044W,6.0,125.0,33
YEL045C,,,0
YEL046C,102.0,586.0,2230
YEL047C,14.0,42.0,1
YEL048C,21.0,541.0,47
YEL049W,18.0,131.0,4
YEL050C,51.0,171.0,77
YEL050W-A,54.0,67.0,1
YEL051W,47.0,100.0,447
YEL052W,35.0,66.0,643
YEL053C,83.0,83.0,119
YEL053W-A,,,0
YEL054C,27.0,80.0,3766
YEL055C,55.0,72.0,110
YEL056W,38.0,110.0,2
YEL057C,77.0,106.0,154
YEL058W,16.0,74.0,3863
YEL059C-A,77.0,53.0,12
YEL059W,190.0,2203.0,2
YEL060C,55.0,241.0,51
YEL061C,123.0,125.0,2
YEL062W,13.0,139.0,62
YEL063C,231.0,291.0,12
YEL064C,69.0,305.0,11
YEL065W,13.0,100.0,132
YEL066W,40.0,77.0,91
YEL067C,169.0,781.0,3
YEL068C,11.0,152.0,105
YEL069C,51.0,101.0,1
YEL070W,0.0,132.0,2
YEL071W,36.0,92.0,165
YEL072W,130.0,309.0,12
YEL073C,109.0,704.0,112
YEL074W,,,0
YEL075C,,,0
YEL075W-A,,,0
YEL076C,,,0
YEL076C-A,,,0
YEL077C,,,0
YEL077W-A,,,0
YER001W,49.0,104.0,80
YER002W,49.0,94.0,892
YER003C,44.0,269.0,154
YER004W,8.0,261.0,944
YER005W,54.0,111.0,20
YER006C-A,,,0
YER006W,39.0,60.0,493
YER007C-A,40.0,89.0,67
YER007W,21.0,82.0,26
YER008C,66.0,84.0,1
YER009W,34.0,164.0,312
YER010C,29.0,101.0,16
YER011W,54.0,78.0,15
YER012W,61.0,129.0,84
YER013W,18.0,90.0,1
YER014C-A,,,0
YER014W,54.0,88.0,48
YER015W,22.0,253.0,5
YER016W,20.0,113.0,2
YER017C,81.0,163.0,11
YER018C,55.0,74.0,30
YER019C-A,53.0,55.0,371
YER019W,380.0,81.0,18
YER020W,63.0,171.0,39
YER021W,31.0,126.0,61
YER022W,30.0,99.0,212
YER023C-A,214.0,613.0,0
YER023W,25.0,69.0,6008
YER024W,32.0,119.0,2
YER025W,58.0,258.0,1406
YER026C,65.0,129.0,305
YER027C,89.0,247.0,17
YER028C,68.0,56.0,9
YER029C,66.0,104.0,34
YER030W,13.0,120.0,228
YER031C,34.0,144.0,215
YER032W,84.0,197.0,10
YER033C,0.0,253.0,1
YER034W,35.0,208.0,49
YER035W,75.0,139.0,40
YER036C,33.0,104.0,742
YER037W,23.0,220.0,11
YER038C,10.0,754.0,8
YER038W-A,72.0,525.0,3
YER039C,95.0,185.0,21
YER039C-A,17.0,927.0,11
YER040W,82.0,262.0,18
YER041W,82.0,168.0,10
YER042W,20.0,52.0,17
YER043C,24.0,235.0,5898
YER044C,39.0,125.0,111
YER044C-A,,,0
YER045C,213.0,148.0,5
YER046W,43.0,54.0,21
YER046W-A,,,0
YER047C,199.0,58.0,0
YER048C,67.0,121.0,509
YER048W-A,81.0,328.0,396
YER049W,82.0,92.0,298
YER050C,47.0,112.0,45
YER051W,16.0,103.0,6
YER052C,110.0,112.0,32
YER053C,98.0,143.0,137
YER053C-A,50.0,365.0,5
YER054C,577.0,182.0,4
YER055C,26.0,132.0,69
YER056C,87.0,121.0,2344
YER056C-A,32.0,79.0,7245
YER057C,43.0,84.0,866
YER058W,32.0,108.0,24
YER059W,182.0,72.0,56
YER060W,129.0,130.0,2
YER060W-A,84.0,147.0,1
YER061C,40.0,62.0,23
YER062C,10.0,192.0,111
YER063W,61.0,146.0,99
YER064C,90.0,238.0,1087
YER065C,268.0,127.0,30
YER066C-A,,,0
YER066W,8.0,139.0,38
YER067C-A,114.0,223.0,0
YER067W,76.0,90.0,7131
YER068C-A,1044.0,461.0,1
YER068W,67.0,98.0,26
YER069W,73.0,103.0,5
YER070W,39.0,206.0,97
YER071C,9.0,223.0,57
YER072W,18.0,146.0,6079
YER073W,78.0,273.0,408
YER074W,26.0,96.0,342
YER074W-A,14.0,73.0,152
YER075C,162.0,119.0,5
YER076C,140.0,151.0,12
YER076W-A,341.0,156.0,1
YER077C,178.0,108.0,1
YER078C,145.0,84.0,35
YER078W-A,499.0,62.0,1
YER079C-A,,,0
YER079W,79.0,107.0,5
YER080W,19.0,99.0,118
YER081W,473.0,183.0,47
YER082C,54.0,92.0,183
YER083C,18.0,44.0,477
YER084W,633.0,103.0,0
YER084W-A,,,0
YER085C,34.0,136.0,3
YER086W,39.0,139.0,1111
YER087C-A,,,0
YER087C-B,40.0,208.0,592
YER087W,38.0,68.0,64
YER088C,89.0,135.0,19
YER088C-A,1633.0,434.0,61
YER088W-B,17.0,1597.0,3
YER089C,312.0,73.0,1092
YER090C-A,1223.0,637.0,1
YER090W,78.0,104.0,287
YER091C,70.0,225.0,815
YER091C-A,291.0,242.0,0
YER092W,9.0,255.0,173
YER093C,60.0,58.0,5
YER093C-A,21.0,130.0,2
YER094C,90.0,154.0,1499
YER095W,67.0,235.0,121
YER096W,107.0,183.0,3
YER097W,11.0,1902.0,1
YER098W,182.0,423.0,5
YER099C,19.0,74.0,30
YER100W,35.0,92.0,61
YER101C,34.0,124.0,7
YER102W,19.0,142.0,292
YER103W,54.0,128.0,12
YER104W,18.0,380.0,201
YER105C,19.0,124.0,10
YER106W,,,0
YER107C,193.0,138.0,24
YER107W-A,,,0
YER110C,112.0,152.0,227
YER111C,193.0,143.0,1
YER112W,49.0,93.0,46
YER113C,133.0,146.0,6
YER114C,298.0,201.0,2
YER115C,217.0,113.0,36
YER116C,100.0,1169.0,22
YER117W,20.0,63.0,37292
YER118C,192.0,179.0,16
YER119C,26.0,98.0,120
YER119C-A,641.0,1465.0,1
YER120W,34.0,102.0,1129
YER121W,21.0,116.0,10
YER122C,81.0,143.0,145
YER123W,188.0,431.0,375
YER124C,40.0,341.0,1025
YER125W,504.0,393.0,32
YER126C,27.0,201.0,167
YER127W,21.0,119.0,108
YER128W,1.0,141.0,11
YER129W,514.0,238.0,1
YER130C,67.0,212.0,14
YER131W,55.0,120.0,438
YER132C,,,0
YER133W,69.0,438.0,12
YER133W-A,,,0
YER134C,46.0,145.0,77
YER135C,31.0,1524.0,2
YER136W,75.0,324.0,285
YER137C,20.0,161.0,73
YER137W-A,2054.0,486.0,2
YER138W-A,154.0,10.0,0
YER139C,103.0,726.0,18
YER140W,53.0,226.0,8
YER141W,63.0,239.0,627
YER142C,28.0,87.0,14
YER143W,58.0,184.0,31
YER144C,9.0,113.0,105
YER145C,21.0,100.0,218
YER145C-A,30.0,627.0,1
YER146W,46.0,85.0,65
YER147C,66.0,3.0,296
YER147C-A,,,0
YER148W,193.0,189.0,1188
YER148W-A,,,0
YER149C,51.0,78.0,43
YER150W,35.0,165.0,21
YER151C,74.0,69.0,30
YER152C,31.0,52.0,103
YER152W-A,,,0
YER153C,5.0,1436.0,49
YER154W,20.0,65.0,114
YER155C,,,0
YER156C,16.0,114.0,3234
YER157W,16.0,81.0,75
YER158C,181.0,113.0,4
YER158W-A,22.0,389.0,1
YER159C,183.0,120.0,234
YER161C,47.0,271.0,80
YER162C,35.0,66.0,7
YER163C,8.0,126.0,72
YER164W,312.0,146.0,1
YER165C-A,,,0
YER165W,142.0,126.0,1159
YER166W,,,0
YER167W,290.0,10.0,23
YER168C,43.0,59.0,10
YER169W,235.0,206.0,11
YER170W,23.0,348.0,5
YER171W,115.0,100.0,17
YER172C,,,0
YER172C-A,,,0
YER173W,30.0,172.0,1
YER174C,114.0,97.0,5
YER175C,19.0,166.0,35
YER175W-A,1156.0,761.0,8
YER176W,42.0,114.0,24
YER177W,43.0,30.0,1697
YER178W,28.0,134.0,10437
YER179W,29.0,254.0,1
YER180C,643.0,57.0,72
YER180C-A,48.0,1198.0,72
YER181C,612.0,51.0,2
YER182W,35.0,98.0,155
YER183C,1.0,92.0,242
YER184C,74.0,211.0,3
YER185W,493.0,35.0,1
YER186C,193.0,212.0,11
YER187W,671.0,156.0,2
YER188C-A,,,0
YER188W,7.0,230.0,4
YER189W,,,0
YER190C-A,,,0
YER190C-B,,,0
YER190W,,,0
YFL001W,38.0,32.0,10
YFL002C,16.0,138.0,116
YFL003C,,,0
YFL004W,90.0,74.0,241
YFL005W,137.0,217.0,150
YFL007W,,,0
YFL008W,41.0,103.0,6
YFL009W,192.0,85.0,40
YFL010C,29.0,162.0,1901
YFL010W-A,,,0
YFL011W,279.0,57.0,0
YFL012W,61.0,144.0,4
YFL012W-A,,,0
YFL013C,33.0,62.0,25
YFL013W-A,,,0
YFL014W,59.0,185.0,18
YFL015C,,,0
YFL015W-A,2416.0,218.0,0
YFL016C,81.0,103.0,27
YFL017C,11.0,76.0,249
YFL017W-A,15.0,66.0,163
YFL018C,79.0,83.0,602
YFL019C,163.0,1135.0,1
YFL020C,115.0,115.0,3
YFL021C-A,637.0,30.0,2
YFL021W,34.0,117.0,3
YFL022C,59.0,108.0,181
YFL023W,7.0,89.0,25
YFL024C,303.0,384.0,2
YFL025C,63.0,153.0,2
YFL026W,521.0,190.0,7
YFL027C,15.0,74.0,12
YFL028C,22.0,74.0,128
YFL029C,39.0,81.0,3
YFL030W,4.0,79.0,6
YFL031C-A,,,0
YFL031W,66.0,414.0,662
YFL032W,,,0
YFL033C,,,0
YFL034C-A,42.0,70.0,1534
YFL034C-B,65.0,173.0,9
YFL034W,170.0,112.0,3
YFL036W,219.0,100.0,2
YFL037W,71.0,225.0,3243
YFL038C,34.0,118.0,411
YFL039C,120.0,102.0,1543
YFL040W,,,0
YFL041W,22.0,174.0,145
YFL041W-A,844.0,63.0,9
YFL042C,33.0,90.0,73
YFL044C,19.0,1185.0,112
YFL045C,75.0,158.0,2009
YFL046W,18.0,154.0,90
YFL047W,8.0,64.0,54
YFL048C,22.0,116.0,107
YFL049W,31.0,152.0,48
YFL050C,781.0,285.0,3
YFL051C,,,0
YFL052W,16.0,337.0,24
YFL053W,215.0,176.0,1
YFL054C,65.0,65.0,6
YFL055W,322.0,405.0,2
YFL058W,,,0
YFL059W,,,0
YFL060C,,,0
YFL061W,,,0
YFL062W,10.0,81.0,1
YFL063W,,,0
YFL064C,,,0
YFL065C,,,0
YFL066C,,,0
YFL067W,,,0
YFL068W,,,0
YFR001W,38.0,60.0,53
YFR002W,7.0,93.0,59
YFR003C,47.0,181.0,24
YFR004W,49.0,99.0,62
YFR005C,44.0,204.0,25
YFR006W,25.0,89.0,267
YFR007W,20.0,66.0,292
YFR008W,19.0,344.0,40
YFR009W,41.0,66.0,101
YFR009W-A,1428.0,680.0,101
YFR010W,82.0,97.0,64
YFR010W-A,,,0
YFR011C,32.0,161.0,194
YFR012W,118.0,1068.0,1
YFR012W-A,1247.0,211.0,4
YFR013W,56.0,154.0,12
YFR014C,50.0,222.0,75
YFR015C,89.0,139.0,86
YFR016C,94.0,46.0,6
YFR017C,78.0,116.0,46
YFR018C,38.0,162.0,11
YFR019W,,,0
YFR020W,972.0,107.0,17
YFR021W,94.0,107.0,179
YFR022W,268.0,96.0,13
YFR023W,,,0
YFR024C-A,25.0,180.0,37
YFR025C,24.0,87.0,161
YFR026C,1002.0,79.0,30
YFR027W,17.0,129.0,2
YFR028C,58.0,75.0,4
YFR029W,64.0,72.0,151
YFR030W,54.0,56.0,7
YFR031C,78.0,51.0,2
YFR031C-A,24.0,70.0,343
YFR032C,77.0,92.0,1
YFR032C-A,22.0,96.0,331
YFR032C-B,70.0,548.0,2
YFR033C,106.0,141.0,521
YFR034C,35.0,819.0,21
YFR034W-A,446.0,290.0,5
YFR035C,18.0,1044.0,2
YFR036W,22.0,126.0,210
YFR036W-A,,,0
YFR037C,30.0,13.0,583
YFR038W,18.0,88.0,52
YFR039C,129.0,67.0,220
YFR040W,311.0,83.0,1
YFR041C,23.0,111.0,5
YFR042W,48.0,92.0,525
YFR043C,31.0,55.0,37
YFR044C,18.0,69.0,5233
YFR045W,16.0,137.0,5
YFR046C,12.0,65.0,15
YFR047C,34.0,74.0,141
YFR048W,52.0,28.0,5
YFR049W,162.0,118.0,824
YFR050C,53.0,138.0,844
YFR051C,25.0,73.0,460
YFR052C-A,1426.0,6.0,425
YFR052W,30.0,35.0,57
YFR053C,111.0,169.0,425
YFR054C,464.0,89.0,1
YFR055W,116.0,478.0,329
YFR056C,1121.0,102.0,1
YFR057W,,,0
YGL001C,54.0,123.0,38
YGL002W,10.0,171.0,69
YGL003C,103.0,147.0,47
YGL004C,4.0,45.0,12
YGL005C,421.0,75.0,74
YGL006W,467.0,133.0,2
YGL006W-A,44.0,339.0,0
YGL007C-A,939.0,91.0,6
YGL007W,37.0,332.0,2
YGL008C,236.0,416.0,37
YGL009C,71.0,140.0,9
YGL010W,50.0,174.0,25
YGL011C,25.0,127.0,2131
YGL012W,41.0,75.0,399
YGL013C,27.0,95.0,2
YGL014C-A,0.0,1233.0,1
YGL014W,421.0,89.0,3
YGL015C,206.0,108.0,2
YGL016W,69.0,155.0,8
YGL017W,20.0,55.0,19
YGL018C,35.0,136.0,108
YGL019W,76.0,104.0,487
YGL020C,64.0,79.0,136
YGL021W,11.0,102.0,1
YGL022W,65.0,82.0,207
YGL023C,49.0,128.0,2
YGL024W,,,0
YGL025C,,,0
YGL026C,18.0,82.0,4984
YGL027C,13.0,92.0,516
YGL028C,167.0,299.0,227
YGL029W,45.0,16.0,43
YGL030W,58.0,101.0,39689
YGL031C,41.0,64.0,1137
YGL032C,136.0,100.0,3
YGL033W,,,0
YGL034C,166.0,17.0,1
YGL035C,,,0
YGL036W,58.0,94.0,1
YGL037C,88.0,141.0,50
YGL038C,45.0,343.0,231
YGL039W,106.0,122.0,46
YGL040C,76.0,207.0,88
YGL041C,21.0,460.0,3
YGL041C-B,360.0,142.0,3
YGL041W-A,11.0,161.0,58
YGL042C,66.0,222.0,1
YGL043W,22.0,222.0,124
YGL044C,227.0,278.0,13
YGL045W,54.0,200.0,5
YGL047W,87.0,21.0,225
YGL048C,28.0,96.0,792
YGL049C,174.0,167.0,20
YGL050W,26.0,197.0,9
YGL051W,175.0,101.0,0
YGL052W,,,0
YGL053W,99.0,147.0,280
YGL054C,65.0,299.0,302
YGL055W,62.0,224.0,585
YGL056C,98.0,79.0,34
YGL057C,16.0,153.0,4
YGL058W,60.0,218.0,120
YGL059W,23.0,149.0,7
YGL060W,130.0,89.0,478
YGL061C,73.0,103.0,18
YGL062W,41.0,141.0,33
YGL063C-A,0.0,1094.0,2
YGL063W,194.0,397.0,138
YGL064C,11.0,73.0,3
YGL065C,43.0,54.0,196
YGL066W,191.0,233.0,8
YGL067W,59.0,38.0,15
YGL068W,47.0,110.0,445
YGL069C,,,0
YGL070C,25.0,327.0,31
YGL071W,389.0,145.0,7
YGL072C,,,0
YGL073W,84.0,57.0,71
YGL074C,,,0
YGL075C,195.0,106.0,2
YGL076C,22.0,109.0,3739
YGL077C,171.0,79.0,8
YGL078C,70.0,189.0,645
YGL079W,33.0,98.0,35
YGL080W,30.0,261.0,107
YGL081W,104.0,289.0,8
YGL082W,90.0,137.0,41
YGL083W,68.0,113.0,54
YGL084C,53.0,105.0,73
YGL085W,58.0,173.0,28
YGL086W,,,0
YGL087C,43.0,115.0,71
YGL088W,8.0,292.0,0
YGL089C,39.0,180.0,1
YGL090W,41.0,675.0,9
YGL091C,21.0,151.0,35
YGL092W,124.0,56.0,1
YGL093W,40.0,38.0,3
YGL094C,189.0,147.0,6
YGL095C,50.0,92.0,210
YGL096W,605.0,108.0,26
YGL097W,66.0,108.0,119
YGL098W,50.0,969.0,22
YGL099W,20.0,58.0,126
YGL100W,37.0,88.0,75
YGL101W,19.0,251.0,13
YGL102C,,,0
YGL103W,16.0,86.0,8260
YGL104C,0.0,137.0,7
YGL105W,23.0,97.0,1205
YGL106W,22.0,135.0,19
YGL107C,17.0,92.0,30
YGL108C,35.0,252.0,16
YGL109W,,,0
YGL110C,7.0,96.0,98
YGL111W,44.0,169.0,184
YGL112C,36.0,130.0,491
YGL113W,28.0,248.0,27
YGL114W,252.0,67.0,27
YGL115W,121.0,89.0,233
YGL116W,146.0,98.0,74
YGL117W,79.0,86.0,126
YGL118C,894.0,105.0,0
YGL119W,52.0,100.0,14
YGL120C,29.0,13.0,315
YGL121C,23.0,139.0,8
YGL122C,9.0,140.0,53
YGL123C-A,487.0,452.0,0
YGL123W,98.0,89.0,136995
YGL124C,36.0,118.0,2
YGL125W,139.0,279.0,2
YGL126W,,,0
YGL127C,26.0,147.0,24
YGL128C,6.0,165.0,56
YGL129C,71.0,149.0,40
YGL130W,46.0,147.0,66
YGL131C,116.0,127.0,1
YGL132W,386.0,131.0,18
YGL133W,173.0,82.0,1
YGL134W,97.0,81.0,451
YGL135W,64.0,97.0,19983
YGL136C,49.0,126.0,4
YGL137W,24.0,146.0,237
YGL138C,,,0
YGL139W,314.0,312.0,18
YGL140C,187.0,279.0,1
YGL141W,61.0,123.0,11
YGL142C,55.0,119.0,78
YGL143C,31.0,131.0,19
YGL144C,48.0,73.0,36
YGL145W,70.0,131.0,28
YGL146C,38.0,1100.0,105
YGL147C,17.0,103.0,5959
YGL148W,35.0,88.0,1863
YGL149W,,,0
YGL150C,21.0,172.0,63
YGL151W,55.0,91.0,15
YGL152C,,,0
YGL153W,25.0,34.0,48
YGL154C,20.0,68.0,16
YGL155W,136.0,49.0,16
YGL156W,82.0,148.0,2
YGL157W,49.0,92.0,451
YGL158W,388.0,125.0,2
YGL159W,7.0,88.0,17
YGL160W,113.0,134.0,65
YGL161C,85.0,151.0,45
YGL162W,147.0,136.0,40
YGL163C,130.0,135.0,6
YGL164C,37.0,86.0,56
YGL165C,,,0
YGL166W,21.0,152.0,57
YGL167C,376.0,176.0,11
YGL168W,,,0
YGL169W,59.0,204.0,147
YGL170C,344.0,98.0,1
YGL171W,26.0,90.0,209
YGL172W,32.0,93.0,210
YGL173C,297.0,98.0,1
YGL174W,17.0,170.0,5
YGL175C,42.0,1973.0,3
YGL176C,45.0,103.0,22
YGL177W,651.0,147.0,1
YGL178W,451.0,521.0,1
YGL179C,86.0,121.0,3
YGL180W,183.0,350.0,3
YGL181W,47.0,78.0,33
YGL182C,34.0,86.0,0
YGL183C,,,0
YGL184C,48.0,111.0,1
YGL185C,9.0,80.0,30
YGL186C,52.0,42.0,567
YGL187C,109.0,285.0,140
YGL188C,1972.0,1183.0,1
YGL188C-A,36.0,664.0,81
YGL189C,34.0,69.0,81
YGL190C,545.0,461.0,31
YGL191W,20.0,244.0,208
YGL192W,100.0,39.0,21
YGL193C,457.0,48.0,3
YGL194C,63.0,123.0,2
YGL194C-A,255.0,142.0,32
YGL195W,,,0
YGL196W,65.0,98.0,71
YGL197W,173.0,296.0,1
YGL198W,7.0,41.0,509
YGL199C,218.0,34.0,2
YGL200C,24.0,113.0,146
YGL201C,67.0,185.0,15
YGL202W,123.0,93.0,673
YGL203C,77.0,104.0,39
YGL204C,41.0,505.0,5
YGL205W,214.0,174.0,5
YGL206C,,,0
YGL207W,93.0,129.0,17
YGL208W,50.0,129.0,17
YGL209W,47.0,115.0,109
YGL210W,20.0,106.0,149
YGL211W,1007.0,97.0,59
YGL212W,21.0,1300.0,6
YGL213C,17.0,121.0,244
YGL214W,5.0,500.0,1
YGL215W,472.0,394.0,92
YGL216W,267.0,47.0,79
YGL217C,,,0
YGL218W,,,0
YGL219C,27.0,84.0,1933
YGL220W,942.0,182.0,6
YGL221C,19.0,98.0,137
YGL222C,78.0,150.0,2
YGL223C,5.0,44.0,2
YGL224C,102.0,72.0,165
YGL225W,41.0,111.0,452
YGL226C-A,34.0,138.0,1154
YGL226W,5.0,107.0,15
YGL227W,37.0,189.0,11
YGL228W,46.0,152.0,88
YGL229C,229.0,184.0,26
YGL230C,17.0,74.0,2
YGL231C,11.0,73.0,680
YGL232W,9.0,69.0,57
YGL233W,46.0,65.0,28
YGL234W,34.0,104.0,220
YGL235W,2734.0,566.0,1
YGL236C,21.0,70.0,183
YGL237C,84.0,137.0,12
YGL238W,3.0,110.0,62
YGL239C,,,0
YGL240W,19.0,851.0,7
YGL241W,17.0,81.0,5
YGL242C,55.0,125.0,114
YGL243W,20.0,35.0,1
YGL244W,75.0,92.0,6
YGL245W,15.0,60.0,5714
YGL246C,40.0,148.0,19
YGL247W,20.0,97.0,27
YGL248W,129.0,65.0,15
YGL249W,,,0
YGL250W,4.0,208.0,138
YGL251C,,,0
YGL252C,38.0,91.0,135
YGL253W,47.0,186.0,2336
YGL254W,9.0,748.0,36
YGL255W,45.0,96.0,13
YGL256W,512.0,173.0,11
YGL257C,109.0,122.0,104
YGL258W,667.0,274.0,2
YGL258W-A,947.0,553.0,3
YGL259W,255.0,981.0,3
YGL260W,,,0
YGL261C,1414.0,89.0,1
YGL262W,1619.0,263.0,1
YGL263W,12.0,57.0,5
YGR001C,9.0,77.0,16
YGR002C,9.0,236.0,25
YGR003W,17.0,252.0,4
YGR004W,60.0,246.0,16
YGR005C,30.0,107.0,11
YGR006W,5.0,1254.0,55
YGR007W,6.0,139.0,94
YGR008C,87.0,160.0,2867
YGR009C,33.0,53.0,52
YGR010W,94.0,205.0,48
YGR011W,1046.0,114.0,48
YGR012W,17.0,50.0,28
YGR013W,23.0,226.0,100
YGR014W,275.0,127.0,57
YGR015C,19.0,196.0,16
YGR016W,18.0,1961.0,20
YGR017W,159.0,114.0,229
YGR018C,26.0,120.0,2
YGR019W,38.0,92.0,56
YGR020C,64.0,133.0,202
YGR021W,15.0,93.0,16
YGR022C,190.0,751.0,11
YGR023W,157.0,271.0,8
YGR024C,,,0
YGR025W,,,0
YGR026W,140.0,160.0,54
YGR027C,53.0,89.0,138
YGR028W,150.0,154.0,5
YGR029W,0.0,95.0,414
YGR030C,15.0,94.0,27
YGR031C-A,,,0
YGR031W,72.0,563.0,87
YGR032W,,,0
YGR033C,77.0,271.0,176
YGR034W,57.0,130.0,6941
YGR035C,90.0,167.0,86
YGR035W-A,760.0,1411.0,1
YGR036C,35.0,599.0,28
YGR037C,44.0,181.0,1281
YGR038W,138.0,138.0,184
YGR039W,41.0,1857.0,2
YGR040W,34.0,611.0,8
YGR041W,315.0,120.0,46
YGR042W,19.0,84.0,133
YGR043C,33.0,199.0,2
YGR044C,89.0,241.0,6
YGR045C,262.0,159.0,1
YGR046W,92.0,341.0,64
YGR047C,35.0,90.0,9
YGR048W,55.0,80.0,234
YGR049W,46.0,232.0,216
YGR050C,77.0,72.0,19
YGR051C,,,0
YGR052W,134.0,189.0,0
YGR053C,103.0,67.0,6
YGR054W,171.0,203.0,27
YGR055W,33.0,115.0,1551
YGR056W,48.0,79.0,35
YGR057C,63.0,353.0,9
YGR058W,21.0,281.0,22
YGR059W,163.0,8.0,1
YGR060W,83.0,17.0,479
YGR061C,45.0,77.0,8
YGR062C,35.0,77.0,84
YGR063C,17.0,132.0,1005
YGR064W,152.0,130.0,6
YGR065C,110.0,93.0,10
YGR066C,89.0,117.0,1
YGR067C,95.0,99.0,2
YGR068C,36.0,388.0,33
YGR068W-A,387.0,787.0,5
YGR069W,,,0
YGR070W,,,0
YGR071C,65.0,191.0,2
YGR072W,65.0,123.0,2
YGR073C,929.0,27.0,10
YGR074W,12.0,300.0,156
YGR075C,40.0,489.0,15
YGR076C,63.0,98.0,32
YGR077C,40.0,52.0,50
YGR078C,31.0,75.0,52
YGR079W,,,0
YGR080W,15.0,81.0,14
YGR081C,4.0,112.0,71
YGR082W,47.0,148.0,3166
YGR083C,1472.0,1079.0,2
YGR084C,788.0,74.0,9
YGR085C,23.0,95.0,8527
YGR086C,81.0,29.0,748
YGR087C,32.0,134.0,3
YGR088W,19.0,86.0,30
YGR089W,267.0,130.0,5
YGR090W,277.0,115.0,6
YGR091W,69.0,90.0,80
YGR092W,62.0,165.0,5
YGR093W,50.0,81.0,44
YGR094W,0.0,90.0,4
YGR095C,42.0,38.0,20
YGR096W,47.0,71.0,17
YGR097W,49.0,149.0,2
YGR098C,,,0
YGR099W,80.0,63.0,4
YGR100W,82.0,129.0,17
YGR101W,60.0,84.0,303
YGR102C,14.0,159.0,43
YGR103W,28.0,205.0,286
YGR104C,30.0,77.0,8
YGR105W,58.0,178.0,276
YGR106C,60.0,89.0,29
YGR107W,206.0,267.0,2
YGR108W,208.0,168.0,76
YGR109C,65.0,111.0,5
YGR110W,51.0,100.0,27
YGR111W,40.0,112.0,21
YGR112W,58.0,162.0,35
YGR113W,62.0,328.0,8
YGR114C,,,0
YGR115C,,,0
YGR116W,51.0,191.0,13
YGR117C,32.0,249.0,4
YGR118W,23.0,168.0,4171
YGR119C,89.0,81.0,96
YGR120C,33.0,176.0,24
YGR121C,59.0,140.0,3
YGR121W-A,196.0,8.0,1
YGR122C-A,254.0,429.0,3
YGR122W,165.0,310.0,24
YGR123C,56.0,161.0,76
YGR124W,28.0,112.0,2823
YGR125W,70.0,160.0,11
YGR126W,113.0,1424.0,6
YGR127W,1076.0,215.0,6
YGR128C,38.0,133.0,176
YGR129W,35.0,57.0,13
YGR130C,103.0,175.0,105
YGR131W,83.0,100.0,6
