gene	max_five_prime_utr	max_three_prime_utr
YIR030W-A	580	611
YIR031C	143	42
YIR033W	81	66
YIR034C	59	68
YIR035C	120	69
YIR036C	37	69
YIR036W-A	633	0
YIR037W	69	92
YIR038C	22	123
YIR039C	220	102
YIR042C	150	251
YJL001W	48	105
YJL002C	44	112
YJL003W	146	193
YJL004C	308	229
YJL005W	131	145
YJL006C	50	40
YJL008C	34	158
YJL009W	97	961
YJL010C	19	82
YJL011C	42	156
YJL012C	8	58
YJL013C	44	124
YJL014W	29	128
YJL015C	5	443
YJL016W	483	97
YJL019W	90	524
YJL020C	81	139
YJL022W	882	131
YJL023C	72	94
YJL024C	0	163
YJL025W	68	115
YJL026C-A	473	732
YJL026W	73	105
YJL029C	48	97
YJL030W	34	13
YJL031C	68	105
YJL032W	89	687
YJL033W	25	84
YJL034W	50	199
YJL035C	43	58
YJL036W	108	151
YJL038C	225	71
YJL039C	177	365
YJL041W	56	130
YJL042W	57	138
YJL044C	42	68
YJL045W	150	70
YJL046W	15	75
YJL047C	95	85
YJL048C	82	134
YJL049W	21	81
YJL050W	117	61
YJL051W	503	93
YJL052W	75	131
YJL053W	46	144
YJL054W	162	79
YJL055W	17	68
YJL056C	69	115
YJL057C	54	65
YJL058C	56	35
YJL059W	26	51
YJL060W	53	88
YJL061W	29	147
YJL062W	184	80
YJL062W-A	17	100
YJL063C	32	81
YJL064W	260	103
YJL065C	89	117
YJL066C	383	197
YJL068C	52	106
YJL069C	9	92
YJL070C	55	78
YJL071W	83	107
YJL072C	41	157
YJL073W	72	107
YJL074C	20	105
YJL075C	170	817
YJL076W	66	103
YJL077C	27	228
YJL078C	764	357
YJL079C	168	182
YJL080C	214	111
YJL081C	11	149
YJL082W	90	212
YJL083W	56	115
YJL084C	551	149
YJL085W	61	111
YJL087C	90	208
YJL088W	51	90
YJL089W	108	339
YJL090C	47	73
YJL091C	5	85
YJL092W	208	99
YJL093C	50	92
YJL094C	36	128
YJL095W	72	82
YJL096W	32	68
YJL097W	603	75
YJL098W	162	74
YJL099W	101	345
YJL100W	305	59
YJL101C	139	150
YJL102W	27	108
YJL103C	174	169
YJL104W	31	171
YJL105W	748	251
YJL106W	754	103
YJL108C	638	165
YJL109C	20	76
YJL110C	77	105
YJL111W	40	124
YJL112W	278	133
YJL113W	463	405
YJL115W	184	89
YJL116C	263	315
YJL117W	75	142
YJL118W	57	175
YJL119C	505	343
YJL120W	752	0
YJL121C	29	61
YJL122W	21	134
YJL123C	29	51
YJL124C	160	224
YJL125C	40	82
YJL126W	42	123
YJL127C	80	939
YJL127C-B	762	248
YJL128C	207	154
YJL129C	280	78
YJL130C	104	103
YJL131C	33	101
YJL132W	8	131
YJL133C-A	38	159
YJL133W	124	133
YJL134W	50	12
YJL136C	0	132
YJL137C	73	124
YJL138C	63	187
YJL139C	192	113
YJL140W	96	52
YJL141C	77	153
YJL142C	775	425
YJL143W	42	211
YJL144W	23	231
YJL145W	81	66
YJL146W	114	129
YJL147C	301	168
YJL148W	65	212
YJL149W	44	60
YJL152W	0	262
YJL153C	427	138
YJL154C	76	83
YJL155C	141	161
YJL156C	125	391
YJL156W-A	197	209
YJL157C	142	163
YJL158C	42	96
YJL159W	54	307
YJL161W	653	143
YJL162C	97	122
YJL163C	89	49
YJL164C	207	116
YJL165C	161	38
YJL167W	98	102
YJL168C	81	118
YJL169W	86	21
YJL171C	41	180
YJL172W	28	24
YJL173C	10	85
YJL174W	125	166
YJL176C	51	225
YJL177W	94	104
YJL178C	27	90
YJL179W	78	138
YJL180C	33	104
YJL181W	32	85
YJL183W	80	92
YJL184W	91	65
YJL185C	52	174
YJL186W	165	127
YJL187C	121	179
YJL188C	120	0
YJL189W	0	88
YJL190C	26	75
YJL191W	10	97
YJL192C	29	94
YJL193W	347	53
YJL194W	25	134
YJL195C	0	96
YJL196C	250	128
YJL197W	65	76
YJL198W	37	90
YJL199C	352	224
YJL200C	13	150
YJL201W	14	74
YJL202C	158	612
YJL203W	37	79
YJL204C	18	73
YJL205C	361	116
YJL206C	67	68
YJL207C	20	193
YJL208C	74	184
YJL209W	90	95
YJL210W	239	67
YJL211C	617	840
YJL212C	81	117
YJL213W	847	51
YJL216C	814	82
YJL217W	89	99
YJL218W	42	130
YJL221C	218	104
YJL222W	116	308
YJL225C	855	613
YJL225W-A	613	765
YJR001W	64	84
YJR002W	19	354
YJR003C	6	89
YJR004C	543	143
YJR005W	33	130
YJR006W	6	54
YJR007W	109	135
YJR008W	422	80
YJR009C	101	115
YJR010C-A	59	152
YJR010W	152	135
YJR011C	47	90
YJR012C	39	118
YJR013W	71	67
YJR014W	41	103
YJR015W	265	59
YJR016C	10	135
YJR017C	11	236
YJR018W	508	0
YJR019C	276	74
YJR020W	848	265
YJR021C	33	99
YJR022W	26	57
YJR023C	765	37
YJR024C	10	87
YJR025C	142	81
YJR026W	181	735
YJR027W	41	321
YJR028W	184	740
YJR029W	41	325
YJR030C	45	148
YJR031C	66	135
YJR032W	13	108
YJR033C	35	58
YJR034W	82	54
YJR035W	9	116
YJR036C	114	90
YJR039W	236	47
YJR040W	29	65
YJR041C	45	169
YJR042W	11	93
YJR043C	125	135
YJR044C	78	172
YJR045C	127	220
YJR046W	17	58
YJR047C	54	107
YJR048W	50	169
YJR049C	19	107
YJR050W	22	278
YJR051W	60	74
YJR052W	40	61
YJR054W	642	104
YJR055W	38	412
YJR056C	184	127
YJR057W	431	72
YJR058C	243	48
YJR059W	62	136
YJR060W	102	290
YJR061W	344	166
YJR062C	12	107
YJR063W	36	137
YJR064W	58	42
YJR065C	23	156
YJR066W	0	116
YJR067C	7	105
YJR068W	42	51
YJR069C	39	140
YJR070C	79	133
YJR071W	917	12
YJR072C	35	73
YJR073C	30	47
YJR074W	824	77
YJR075W	86	66
YJR076C	66	95
YJR077C	40	148
YJR078W	35	27
YJR079W	408	377
YJR080C	31	128
YJR083C	28	87
YJR084W	27	104
YJR085C	43	84
YJR086W	21	17
YJR087W	353	661
YJR088C	38	63
YJR089W	105	69
YJR090C	265	103
YJR091C	15	280
YJR092W	56	125
YJR093C	74	107
YJR094C	183	172
YJR094W-A	23	135
YJR095W	141	194
YJR096W	111	81
YJR097W	93	160
YJR098C	36	174
YJR099W	154	76
YJR100C	118	74
YJR101W	82	145
YJR102C	188	116
YJR103W	95	57
YJR104C	35	69
YJR105W	383	45
YJR106W	118	26
YJR107C-A	17	163
YJR107W	975	100
YJR108W	0	119
YJR109C	47	105
YJR110W	114	143
YJR111C	122	108
YJR112W	27	81
YJR112W-A	21	110
YJR113C	233	57
YJR114W	542	154
YJR115W	221	295
YJR116W	171	36
YJR117W	33	117
YJR118C	66	104
YJR119C	6	43
YJR121W	191	82
YJR122W	118	63
YJR123W	59	127
YJR124C	202	116
YJR125C	49	86
YJR126C	0	70
YJR127C	656	77
YJR129C	48	40
YJR130C	51	97
YJR131W	247	61
YJR132W	46	172
YJR133W	609	104
YJR134C	55	108
YJR135W-A	20	102
YJR136C	8	33
YJR137C	155	148
YJR138W	131	149
YJR139C	100	71
YJR140C	39	207
YJR140W-A	434	136
YJR141W	22	58
YJR142W	9	111
YJR143C	48	130
YJR144W	36	65
YJR145C	0	77
YJR146W	485	817
YJR147W	793	129
YJR148W	901	61
YJR149W	828	40
YJR151C	143	73
YJR152W	330	92
YJR153W	278	286
YJR155W	365	56
YJR156C	14	148
YJR158W	264	199
YJR159W	113	74
YJR161C	89	617
YKL001C	138	78
YKL002W	67	78
YKL003C	30	106
YKL004W	345	48
YKL005C	103	175
YKL006C-A	237	910
YKL006W	9	92
YKL007W	30	141
YKL008C	257	73
YKL009W	48	101
YKL010C	92	65
YKL011C	14	93
YKL012W	78	96
YKL013C	34	170
YKL014C	17	116
YKL015W	87	117
YKL016C	78	86
YKL017C	0	66
YKL018C-A	99	89
YKL018W	44	130
YKL019W	152	79
YKL020C	42	73
YKL021C	0	100
YKL022C	11	102
YKL023C-A	23	724
YKL023W	182	153
YKL024C	213	101
YKL025C	6	63
YKL026C	96	178
YKL027W	121	108
YKL028W	30	306
YKL029C	37	116
YKL030W	268	884
YKL032C	83	159
YKL033W	29	442
YKL033W-A	94	71
YKL034W	79	74
YKL035W	113	155
YKL038W	225	175
YKL039W	155	193
YKL040C	63	253
YKL041W	130	78
YKL042W	54	201
YKL043W	236	170
YKL045W	646	113
YKL046C	217	223
YKL047W	31	108
YKL048C	73	178
YKL049C	50	112
YKL050C	150	75
YKL051W	272	179
YKL052C	706	41
YKL053C-A	75	116
YKL053W	206	546
YKL054C	83	216
YKL055C	241	201
YKL056C	75	163
YKL057C	42	53
YKL058W	36	164
YKL059C	59	100
YKL060C	94	86
YKL061W	319	161
YKL062W	94	306
YKL063C	171	178
YKL064W	124	158
YKL065C	250	50
YKL066W	590	0
YKL067W	125	195
YKL068W	109	120
YKL069W	14	35
YKL070W	445	299
YKL071W	772	81
YKL072W	103	133
YKL073W	42	83
YKL074C	14	80
YKL075C	83	166
YKL076C	991	48
YKL077W	59	204
YKL078W	22	91
YKL079W	57	78
YKL080W	94	47
YKL081W	8	207
YKL082C	68	81
YKL083W	446	842
YKL084W	35	156
YKL085W	125	35
YKL086W	38	77
YKL087C	103	134
YKL088W	18	42
YKL089W	75	86
YKL090W	295	163
YKL091C	39	96
YKL092C	76	137
YKL093W	508	157
YKL094W	309	93
YKL096C-B	481	203
YKL096W	45	104
YKL098W	34	86
YKL099C	65	55
YKL100C	32	77
YKL100W-A	717	884
YKL101W	269	60
YKL103C	47	180
YKL104C	184	251
YKL105C	124	220
YKL106W	98	120
YKL107W	218	62
YKL108W	30	75
YKL109W	23	365
YKL110C	460	134
YKL111C	112	657
YKL112W	156	142
YKL113C	40	103
YKL114C	297	87
YKL116C	89	139
YKL117W	44	151
YKL118W	178	0
YKL119C	43	142
YKL120W	106	126
YKL121W	222	125
YKL122C	42	98
YKL123W	958	71
YKL124W	108	107
YKL125W	141	156
YKL126W	199	74
YKL127W	33	142
YKL128C	270	91
YKL129C	39	115
YKL130C	64	118
YKL132C	182	152
YKL133C	23	50
YKL134C	40	223
YKL135C	112	78
YKL136W	161	879
YKL137W	58	144
YKL138C	111	75
YKL139W	173	56
YKL140W	262	135
YKL141W	30	99
YKL142W	67	128
YKL143W	42	87
YKL144C	69	128
YKL145W	42	65
YKL145W-A	787	630
YKL146W	8	87
YKL148C	281	197
YKL149C	29	137
YKL150W	66	109
YKL151C	130	37
YKL152C	33	141
YKL153W	121	108
YKL154W	88	66
YKL155C	12	41
YKL156W	0	217
YKL157W	28	156
YKL159C	42	119
YKL160W	19	78
YKL161C	984	287
YKL162C	41	144
YKL163W	732	311
YKL164C	79	262
YKL165C	39	80
YKL166C	170	27
YKL167C	9	152
YKL168C	44	67
YKL169C	130	54
YKL170W	82	140
YKL171W	77	103
YKL172W	23	105
YKL173W	42	107
YKL174C	93	86
YKL175W	60	82
YKL176C	335	58
YKL179C	5	148
YKL180W	44	116
YKL181W	205	126
YKL182W	281	87
YKL183C-A	0	477
YKL183W	196	136
YKL184W	196	286
YKL185W	337	114
YKL186C	130	102
YKL187C	769	157
YKL188C	91	90
YKL189W	133	132
YKL190W	35	170
YKL191W	18	88
YKL192C	33	137
YKL193C	31	111
YKL194C	71	168
YKL195W	33	130
YKL196C	65	155
YKL197C	22	301
YKL198C	217	131
YKL203C	181	81
YKL204W	21	168
YKL205W	34	124
YKL206C	25	21
YKL207W	805	54
YKL208W	33	72
YKL209C	91	177
YKL210W	38	97
YKL211C	65	80
YKL212W	136	145
YKL213C	27	79
YKL214C	62	61
YKL215C	62	203
YKL216W	60	245
YKL217W	168	140
YKL218C	434	63
YKL219W	325	84
YKL220C	377	178
YKL222C	121	241
YKR001C	56	134
YKR002W	192	74
YKR003W	97	89
YKR004C	47	74
YKR005C	976	214
YKR006C	21	85
YKR007W	17	73
YKR008W	20	117
YKR009C	89	122
YKR010C	119	107
YKR011C	98	118
YKR012C	908	86
YKR013W	38	106
YKR014C	70	95
YKR015C	743	540
YKR016W	36	231
YKR017C	94	160
YKR018C	39	158
YKR019C	94	85
YKR020W	31	240
YKR021W	72	154
YKR022C	44	125
YKR023W	32	79
YKR024C	19	82
YKR025W	38	44
YKR026C	96	176
YKR027W	59	96
YKR028W	363	153
YKR029C	10	117
YKR030W	206	118
YKR031C	0	220
YKR035C	125	12
YKR035W-A	32	127
YKR036C	63	34
YKR037C	27	145
YKR038C	18	70
YKR039W	61	98
YKR042W	210	142
YKR043C	26	143
YKR044W	485	70
YKR045C	28	111
YKR046C	293	64
YKR048C	23	37
YKR049C	17	50
YKR050W	871	95
YKR051W	331	78
YKR052C	112	369
YKR053C	747	93
YKR054C	40	236
YKR055W	52	306
YKR056W	0	67
YKR057W	0	180
YKR058W	47	95
YKR059W	87	103
YKR060W	33	71
YKR061W	174	78
YKR062W	718	139
YKR063C	30	131
YKR064W	33	49
YKR065C	25	129
YKR066C	30	88
YKR067W	450	165
YKR068C	40	13
YKR069W	152	32
YKR070W	10	153
YKR071C	36	252
YKR072C	129	119
YKR074W	34	127
YKR075C	46	125
YKR075W-A	538	227
YKR076W	165	49
YKR077W	39	79
YKR078W	34	48
YKR079C	232	136
YKR080W	156	151
YKR081C	19	84
YKR082W	33	76
YKR083C	48	134
YKR084C	25	78
YKR085C	13	58
YKR086W	15	102
YKR087C	204	104
YKR088C	610	71
YKR089C	67	83
YKR090W	172	143
YKR091W	187	129
YKR092C	31	248
YKR093W	242	22
YKR094C	0	180
YKR095W	147	190
YKR095W-A	52	125
YKR096W	156	112
YKR097W	136	228
YKR098C	122	81
YKR099W	272	115
YKR100C	350	70
YKR101W	24	228
YKR102W	189	143
YKR104W	859	139
YKR105C	122	153
YKR106W	112	24
YLL001W	49	25
YLL002W	11	75
YLL003W	49	61
YLL004W	5	79
YLL005C	0	821
YLL006W	26	33
YLL007C	74	76
YLL008W	21	130
YLL010C	229	236
YLL011W	0	84
YLL012W	46	81
YLL013C	281	161
YLL014W	7	77
YLL015W	298	51
YLL016W	665	209
YLL018C	67	157
YLL018C-A	47	486
YLL019C	446	146
YLL020C	924	17
YLL021W	140	122
YLL022C	20	59
YLL023C	41	65
YLL024C	33	141
YLL025W	15	99
YLL026W	42	92
YLL027W	205	108
YLL028W	309	160
YLL029W	92	108
YLL031C	41	98
YLL032C	75	320
YLL033W	6	949
YLL034C	193	111
YLL035W	149	119
YLL036C	16	65
YLL037W	275	889
YLL039C	334	49
YLL040C	108	73
YLL041C	60	278
YLL043W	38	138
YLL044W	474	17
YLL045C	50	79
YLL048C	181	17
YLL049W	12	16
YLL050C	0	115
YLL051C	58	176
YLL052C	242	503
YLL054C	57	363
YLL055W	291	57
YLL056C	156	122
YLL057C	292	161
YLL058W	80	87
YLL060C	834	227
YLL061W	97	62
YLL062C	142	59
YLL063C	304	73
YLL066C	869	69
YLL066W-A	445	657
YLL067C	617	585
YLL067W-A	597	608
YLR001C	29	75
YLR002C	25	68
YLR003C	33	83
YLR005W	25	138
YLR006C	169	96
YLR007W	6	65
YLR008C	99	209
YLR009W	164	129
YLR011W	102	192
YLR014C	27	216
YLR015W	45	175
YLR016C	33	50
YLR017W	7	77
YLR018C	82	103
YLR019W	277	246
YLR020C	38	172
YLR021W	21	72
YLR022C	14	66
YLR023C	291	411
YLR024C	154	56
YLR025W	77	125
YLR026C	104	41
YLR027C	30	70
YLR028C	198	99
YLR029C	64	102
YLR030W	222	626
YLR031W	424	25
YLR032W	13	55
YLR033W	41	200
YLR034C	152	166
YLR035C	12	257
YLR035C-A	344	325
YLR036C	59	194
YLR037C	6	107
YLR038C	69	148
YLR039C	74	68
YLR042C	155	74
YLR044C	142	78
YLR045C	85	132
YLR046C	267	35
YLR047C	236	316
YLR048W	0	222
YLR049C	92	105
YLR050C	147	11
YLR051C	32	108
YLR052W	17	124
YLR055C	299	44
YLR056W	67	128
YLR057W	87	87
YLR058C	68	142
YLR059C	25	186
YLR060W	40	112
YLR061W	0	82
YLR062C	122	256
YLR063W	14	365
YLR064W	743	88
YLR065C	42	116
YLR066W	67	99
YLR067C	92	82
YLR068W	26	19
YLR069C	59	131
YLR070C	111	48
YLR071C	41	140
YLR072W	9	53
YLR073C	130	5
YLR074C	47	69
YLR075W	33	121
YLR077W	17	121
YLR078C	325	80
YLR079W	41	153
YLR080W	182	76
YLR082C	50	318
YLR083C	153	162
YLR084C	141	78
YLR085C	163	110
YLR086W	156	223
YLR087C	177	163
YLR088W	41	172
YLR089C	192	73
YLR090W	83	100
YLR091W	216	298
YLR092W	368	121
YLR093C	0	178
YLR094C	21	121
YLR095C	27	53
YLR096W	203	115
YLR097C	67	108
YLR098C	49	153
YLR099C	89	46
YLR100W	16	85
YLR101C	808	769
YLR102C	230	139
YLR103C	52	68
YLR104W	26	20
YLR105C	263	90
YLR106C	0	187
YLR107W	19	109
YLR108C	117	146
YLR109W	112	73
YLR110C	42	89
YLR113W	336	142
YLR114C	65	216
YLR115W	16	149
YLR116W	208	144
YLR117C	14	135
YLR118C	51	106
YLR119W	337	91
YLR120C	223	335
YLR120W-A	457	163
YLR121C	183	147
YLR125W	0	99
YLR126C	68	66
YLR127C	57	200
YLR128W	0	215
YLR129W	40	108
YLR130C	191	43
YLR131C	188	75
YLR132C	58	141
YLR133W	58	68
YLR134W	672	127
YLR135W	49	124
YLR136C	45	137
YLR137W	14	48
YLR138W	150	63
YLR139C	27	160
YLR141W	122	412
YLR142W	22	46
YLR143W	0	100
YLR144C	58	116
YLR145W	40	63
YLR146C	40	83
YLR146W-A	8	39
YLR147C	29	110
YLR148W	29	148
YLR149C	57	183
YLR149C-A	649	17
YLR150W	132	166
YLR151C	10	275
YLR152C	183	71
YLR153C	51	263
YLR154C	96	68
YLR154C-H	362	540
YLR154W-A	658	38
YLR154W-E	863	812
YLR154W-F	623	127
YLR155C	166	95
YLR157C	166	95
YLR157C-A	173	573
YLR157C-B	121	324
YLR158C	166	79
YLR160C	167	95
YLR162W	0	675
YLR162W-A	569	10
YLR163C	63	102
YLR163W-A	237	267
YLR164W	341	102
YLR165C	203	79
YLR166C	23	64
YLR167W	79	53
YLR168C	791	129
YLR170C	36	260
YLR171W	479	671
YLR172C	26	71
YLR173W	741	366
YLR174W	234	78
YLR175W	64	124
YLR176C	555	102
YLR177W	678	57
YLR178C	406	55
YLR179C	230	102
YLR180W	62	272
YLR181C	78	136
YLR182W	25	122
YLR183C	119	157
YLR185W	0	100
YLR186W	54	78
YLR187W	209	118
YLR188W	64	141
YLR189C	64	82
YLR190W	36	392
YLR191W	58	86
YLR192C	79	217
YLR193C	55	169
YLR194C	202	57
YLR195C	23	73
YLR196W	63	131
YLR197W	42	179
YLR198C	154	943
YLR199C	0	141
YLR200W	59	130
YLR201C	41	107
YLR202C	994	790
YLR203C	90	118
YLR205C	129	66
YLR206W	129	134
YLR207W	50	54
YLR208W	105	138
YLR209C	23	86
YLR210W	56	79
YLR211C	52	327
YLR212C	31	109
YLR213C	103	123
YLR214W	68	134
YLR215C	54	117
YLR216C	20	98
YLR217W	929	25
YLR219W	170	161
YLR220W	142	174
YLR221C	44	229
YLR222C	30	109
YLR222C-A	956	0
YLR223C	313	196
YLR224W	279	96
YLR225C	57	120
YLR226W	39	521
YLR227C	365	126
YLR227W-A	184	740
YLR227W-B	41	316
YLR228C	254	155
YLR229C	207	59
YLR230W	458	104
YLR231C	22	99
YLR233C	34	303
YLR237W	56	180
YLR238W	79	115
YLR239C	40	110
YLR240W	32	114
YLR241W	308	75
YLR242C	98	38
YLR243W	68	43
YLR244C	111	56
YLR246W	542	72
YLR247C	16	121
YLR248W	498	145
YLR249W	29	136
YLR250W	62	105
YLR251W	146	263
YLR252W	536	41
YLR253W	74	72
YLR254C	121	79
YLR256W	859	135
YLR256W-A	152	735
YLR257W	206	98
YLR258W	74	364
YLR259C	35	97
YLR260W	115	170
YLR261C	391	116
YLR262C	65	182
YLR263W	358	62
YLR264W	46	643
YLR265C	235	164
YLR266C	11	26
YLR267W	120	99
YLR268W	56	111
YLR269C	991	460
YLR270W	96	205
YLR271W	308	109
YLR272C	81	75
YLR273C	226	149
YLR274W	21	133
YLR275W	238	254
YLR276C	83	77
YLR277C	136	65
YLR278C	27	44
YLR282C	809	292
YLR283W	24	47
YLR284C	84	86
YLR285C-A	960	830
YLR285W	33	113
YLR286C	218	166
YLR287C	80	229
YLR287C-A	0	211
YLR288C	29	129
YLR289W	19	115
YLR290C	21	110
YLR291C	54	153
YLR292C	29	154
YLR293C	75	105
YLR294C	396	31
YLR295C	53	217
YLR297W	127	297
YLR298C	268	71
YLR299W	255	123
YLR300W	96	217
YLR301W	39	114
YLR304C	29	236
YLR305C	21	54
YLR306W	0	67
YLR307C-A	65	238
YLR309C	303	122
YLR310C	37	258
YLR311C	928	0
YLR312C	123	137
YLR312W-A	28	101
YLR313C	46	437
YLR314C	57	88
YLR315W	23	672
YLR316C	19	71
YLR317W	874	92
YLR318W	20	31
YLR319C	39	186
YLR320W	0	63
YLR321C	17	320
YLR323C	24	177
YLR324W	60	59
YLR326W	155	129
YLR327C	92	125
YLR328W	199	173
YLR330W	44	146
YLR331C	963	397
YLR332W	360	202
YLR333C	15	109
YLR335W	8	102
YLR336C	26	86
YLR337C	129	125
YLR339C	597	26
YLR340W	78	82
YLR342W	247	223
YLR342W-A	994	334
YLR343W	375	575
YLR344W	0	106
YLR345W	79	83
YLR347C	111	257
YLR348C	18	69
YLR349W	658	315
YLR350W	96	89
YLR351C	18	44
YLR352W	128	7
YLR353W	469	153
YLR354C	49	146
YLR355C	73	222
YLR356W	69	106
YLR357W	40	193
YLR358C	143	763
YLR359W	93	129
YLR360W	65	120
YLR361C	253	326
YLR361C-A	17	101
YLR362W	19	114
YLR363C	80	434
YLR363W-A	27	158
YLR367W	190	54
YLR368W	63	36
YLR369W	14	76
YLR370C	41	170
YLR371W	111	175
YLR372W	193	110
YLR373C	5	93
YLR374C	979	0
YLR375W	24	92
YLR376C	24	90
YLR377C	47	143
YLR378C	193	160
YLR380W	92	67
YLR381W	37	77
YLR382C	60	96
YLR383W	71	55
YLR384C	510	76
YLR386W	9	115
YLR387C	85	96
YLR389C	67	93
YLR390W	368	81
YLR390W-A	72	119
YLR392C	171	75
YLR394W	797	87
YLR395C	53	279
YLR396C	46	51
YLR397C	421	145
YLR398C	268	118
YLR399C	34	321
YLR400W	180	367
YLR401C	26	47
YLR403W	130	430
YLR404W	275	52
YLR405W	5	149
YLR406C	0	189
YLR407W	236	226
YLR408C	242	86
YLR409C	47	51
YLR410W	49	86
YLR410W-B	93	319
YLR412W	20	70
YLR413W	47	141
YLR414C	138	119
YLR417W	388	102
YLR418C	47	202
YLR419W	0	108
YLR420W	69	83
YLR421C	36	208
YLR422W	104	84
YLR423C	54	224
YLR424W	19	108
YLR425W	155	72
YLR426W	14	68
YLR427W	93	174
YLR429W	31	124
YLR430W	305	96
YLR431C	142	204
YLR432W	130	58
YLR433C	122	218
YLR434C	792	0
YLR435W	67	151
YLR436C	60	123
YLR437C	57	148
YLR437C-A	997	244
YLR438C-A	36	85
YLR438W	29	12
YLR439W	45	143
YLR440C	96	74
YLR441C	54	213
YLR442C	25	103
YLR443W	216	87
YLR446W	75	149
YLR447C	53	160
YLR448W	0	249
YLR449W	28	78
YLR450W	155	73
YLR451W	83	179
YLR452C	134	218
YLR454W	126	85
YLR455W	243	371
YLR456W	11	36
YLR457C	332	140
YLR459W	28	58
YLR466C-A	445	728
YLR466W	0	68
YLR467C-A	51	729
YLR467W	525	789
YML001W	91	82
YML002W	966	91
YML004C	12	139
YML005W	96	67
YML006C	150	73
YML007W	196	194
YML008C	91	90
YML009C	30	161
YML009C-A	153	764
YML009W-B	821	206
YML010W	31	274
YML011C	139	132
YML012C-A	908	945
YML012W	52	127
YML013W	17	224
YML014W	30	98
YML015C	28	108
YML016C	251	130
YML017W	540	330
YML018C	180	4
YML019W	21	264
YML020W	173	172
YML021C	16	149
YML022W	53	152
YML023C	392	71
YML024W	0	53
YML025C	0	108
YML026C	0	192
YML027W	216	133
YML028W	46	113
YML029W	59	285
YML030W	33	237
YML031W	41	79
YML032C	31	180
YML034W	86	184
YML035C	164	126
YML036W	426	56
YML038C	480	161
YML039W	41	325
YML040W	187	463
YML041C	46	90
YML042W	119	107
YML043C	152	147
YML045W	128	319
YML045W-A	291	735
YML046W	75	168
YML048W	34	174
YML049C	0	121
YML050W	8	119
YML051W	63	102
YML052W	30	100
YML053C	72	153
YML054C	692	95
YML055W	37	48
YML056C	112	95
YML057W	53	109
YML058W	33	155
YML058W-A	12	134
YML059C	24	105
YML060W	76	170
YML061C	122	90
YML062C	32	77
YML063W	56	66
YML064C	88	199
YML065W	85	92
YML066C	182	442
YML067C	209	39
YML068W	79	93
YML069W	43	73
YML070W	42	71
YML071C	89	51
YML072C	152	143
YML073C	0	70
YML074C	34	92
YML075C	359	108
YML076C	16	136
YML077W	63	129
YML078W	25	152
YML079W	13	53
YML080W	150	103
YML081C-A	47	108
YML081W	131	81
YML082W	46	151
YML085C	0	154
YML086C	154	119
YML087C	226	93
YML088W	46	67
YML091C	296	110
YML092C	22	104
YML093W	7	107
YML094C-A	411	0
YML094W	0	96
YML095C	175	465
YML096W	48	115
YML097C	36	75
YML098W	36	97
YML099C	21	150
YML099W-A	784	201
YML100W	49	128
YML101C	77	72
YML101C-A	402	952
YML102W	195	55
YML103C	26	107
YML104C	24	56
YML105C	35	85
YML106W	295	63
YML107C	2	30
YML108W	237	194
YML109W	25	83
YML110C	47	261
YML111W	154	136
YML112W	32	88
YML113W	98	147
YML114C	8	58
YML115C	63	57
YML116W	148	137
YML116W-A	985	44
YML117W	134	171
YML118W	79	40
YML119W	77	62
YML120C	45	356
YML121W	107	148
YML123C	29	126
YML124C	0	62
YML125C	40	82
YML126C	0	148
YML127W	38	128
YML128C	112	188
YML129C	15	197
YML130C	77	83
YML131W	42	184
YML132W	4	70
YML133C	528	608
YML133W-B	69	661
YMR001C	87	162
YMR002W	85	240
YMR003W	51	73
YMR004W	83	146
YMR005W	61	90
YMR006C	215	105
YMR007W	185	434
YMR008C	171	203
YMR008C-A	245	10
YMR009W	483	36
YMR010W	214	136
YMR011W	25	116
YMR012W	117	122
YMR013C	164	87
YMR014W	265	105
YMR015C	43	139
YMR016C	212	137
YMR019W	5	101
YMR020W	97	96
YMR021C	46	273
YMR022W	18	107
YMR023C	92	57
YMR024W	5	143
YMR025W	58	36
YMR026C	105	85
YMR027W	67	51
YMR028W	19	55
YMR029C	28	87
YMR030W	161	114
YMR030W-A	970	101
YMR031C	65	172
YMR032W	86	150
YMR033W	0	156
YMR034C	212	102
YMR035W	325	142
YMR036C	31	140
YMR037C	250	266
YMR038C	33	62
YMR039C	169	178
YMR041C	186	113
YMR042W	139	458
YMR043W	300	329
YMR044W	28	173
YMR045C	41	319
YMR046C	265	786
YMR046W-A	597	64
YMR047C	75	89
YMR048W	12	110
YMR049C	20	62
YMR050C	121	325
YMR051C	176	735
YMR052C-A	996	487
YMR052W	19	111
YMR053C	2	121
YMR054W	195	115
YMR055C	42	61
YMR056C	104	121
YMR058W	53	147
YMR060C	16	30
YMR061W	12	55
YMR062C	278	85
YMR064W	593	122
YMR065W	144	84
YMR066W	5	76
YMR067C	30	29
YMR068W	170	84
YMR070W	195	72
YMR071C	78	79
YMR072W	35	144
YMR073C	33	97
YMR074C	368	71
YMR075C-A	824	939
YMR075W	198	109
YMR076C	77	136
YMR077C	406	159
YMR078C	75	106
YMR079W	0	154
YMR080C	79	426
YMR081C	145	162
YMR083W	61	99
YMR085W	997	44
YMR086C-A	851	985
YMR086W	57	144
YMR087W	614	36
YMR088C	451	73
YMR089C	199	210
YMR090W	765	75
YMR091C	58	61
YMR092C	54	71
YMR093W	39	101
YMR096W	488	151
