Gene,five_prime_utr,three_prime_utr
YGR255C,92,239
YGR256W,6,111
YGR257C,117,100
YGR258C,28,60
YGR259C,344,274
YGR260W,235,124
YGR261C,62,120
YGR262C,44,186
YGR263C,71,77
YGR264C,519,88
YGR265W,NA,NA
YGR266W,55,150
YGR267C,871,238
YGR268C,37,283
YGR269W,NA,NA
YGR270C-A,NA,NA
YGR270W,NA,NA
YGR271C-A,137,123
YGR271W,NA,NA
YGR273C,NA,NA
YGR274C,7,84
YGR275W,NA,NA
YGR276C,NA,NA
YGR277C,12,166
YGR278W,9,160
YGR279C,102,461
YGR280C,38,300
YGR281W,NA,NA
YGR282C,23,540
YGR283C,48,141
YGR284C,50,233
YGR285C,31,173
YGR286C,273,159
YGR287C,28,181
YGR288W,87,589
YGR289C,NA,NA
YGR290W,NA,NA
YGR291C,NA,NA
YGR292W,NA,NA
YGR293C,NA,NA
YGR294W,NA,NA
YGR295C,NA,NA
YGR296C-A,NA,NA
YGR296C-B,NA,NA
YGR296W,NA,NA
YHL001W,20,286
YHL002C-A,15,242
YHL002W,46,93
YHL003C,177,256
YHL004W,79,178
YHL005C,NA,NA
YHL006C,66,399
YHL006W-A,495,43
YHL007C,143,140
YHL008C,167,174
YHL009C,123,352
YHL010C,NA,NA
YHL011C,99,273
YHL012W,NA,NA
YHL013C,39,130
YHL014C,30,59
YHL015W,18,277
YHL015W-A,NA,NA
YHL016C,304,81
YHL017W,111,107
YHL018W,30,116
YHL019C,35,87
YHL019W-A,NA,NA
YHL020C,88,125
YHL021C,77,130
YHL022C,NA,NA
YHL023C,31,108
YHL024W,NA,NA
YHL025W,201,102
YHL026C,104,121
YHL027W,141,206
YHL028W,85,79
YHL029C,19,104
YHL030W,NA,NA
YHL030W-A,NA,NA
YHL031C,299,59
YHL032C,111,56
YHL033C,11,747
YHL034C,193,151
YHL034W-A,NA,NA
YHL035C,NA,NA
YHL036W,64,66
YHL037C,326,10
YHL038C,34,145
YHL039W,66,67
YHL040C,NA,NA
YHL041W,NA,NA
YHL042W,238,120
YHL043W,8,440
YHL044W,32,296
YHL045W,NA,NA
YHL046C,NA,NA
YHL046W-A,NA,NA
YHL047C,275,149
YHL048C-A,NA,NA
YHL048W,6,103
YHL049C,NA,NA
YHL050C,NA,NA
YHL050W-A,NA,NA
YHR001W,91,242
YHR001W-A,63,397
YHR002W,147,137
YHR003C,10,1049
YHR004C,NA,NA
YHR005C,125,94
YHR005C-A,39,570
YHR006W,49,135
YHR007C,225,269
YHR007C-A,256,658
YHR008C,132,187
YHR009C,234,154
YHR010W,9,377
YHR011W,4,229
YHR012W,20,358
YHR013C,36,411
YHR014W,NA,NA
YHR015W,NA,NA
YHR016C,34,196
YHR017W,25,109
YHR018C,48,568
YHR019C,41,163
YHR020W,135,110
YHR021C,274,77
YHR021W-A,NA,NA
YHR022C,809,406
YHR022C-A,11,794
YHR023W,NA,NA
YHR024C,79,297
YHR025W,44,202
YHR026W,146,229
YHR027C,56,145
YHR028C,126,101
YHR028W-A,184,24
YHR029C,48,81
YHR030C,155,294
YHR031C,40,208
YHR032C-A,NA,NA
YHR032W,NA,NA
YHR032W-A,1725,127
YHR033W,NA,NA
YHR034C,40,97
YHR035W,NA,NA
YHR036W,127,325
YHR037W,63,168
YHR038W,54,99
YHR039C,122,136
YHR039C-A,65,112
YHR040W,40,102
YHR041C,10,285
YHR042W,77,222
YHR043C,101,135
YHR044C,222,249
YHR045W,129,134
YHR046C,112,247
YHR047C,68,250
YHR048W,95,319
YHR049C-A,NA,NA
YHR049W,34,281
YHR050W,182,229
YHR050W-A,578,72
YHR051W,194,453
YHR052C-B,NA,NA
YHR052W,47,144
YHR052W-A,NA,NA
YHR053C,NA,NA
YHR054C,NA,NA
YHR054C-B,NA,NA
YHR054W-A,NA,NA
YHR055C,NA,NA
YHR056C,NA,NA
YHR056W-A,206,402
YHR057C,872,71
YHR058C,43,74
YHR059W,306,100
YHR060W,29,111
YHR061C,161,272
YHR062C,126,80
YHR063C,80,127
YHR063W-A,NA,NA
YHR064C,51,182
YHR065C,65,127
YHR066W,53,172
YHR067W,1240,335
YHR068W,78,300
YHR069C,13,243
YHR069C-A,803,194
YHR070C-A,NA,NA
YHR070W,61,546
YHR071C-A,14,567
YHR071W,NA,NA
YHR072W,65,113
YHR072W-A,40,316
YHR073C-B,437,8
YHR073W,NA,NA
YHR073W-A,NA,NA
YHR074W,234,112
YHR075C,58,65
YHR076W,568,138
YHR077C,60,129
YHR078W,248,132
YHR079C,255,222
YHR079C-A,NA,NA
YHR080C,NA,NA
YHR081W,287,122
YHR082C,863,214
YHR083W,20,240
YHR084W,314,329
YHR085W,50,146
YHR086W,231,443
YHR086W-A,NA,NA
YHR087W,349,183
YHR088W,31,200
YHR089C,56,328
YHR090C,194,248
YHR091C,40,138
YHR092C,106,133
YHR093W,NA,NA
YHR094C,630,84
YHR095W,NA,NA
YHR096C,NA,NA
YHR097C,122,99
YHR098C,79,158
YHR099W,NA,NA
YHR100C,55,287
YHR101C,40,300
YHR102W,183,85
YHR103W,240,195
YHR104W,148,186
YHR105W,122,209
YHR106W,461,117
YHR107C,115,162
YHR108W,72,206
YHR109W,35,72
YHR110W,62,174
YHR111W,12,1668
YHR112C,499,296
YHR113W,185,150
YHR114W,NA,NA
YHR115C,NA,NA
YHR116W,903,234
YHR117W,31,219
YHR118C,102,52
YHR119W,NA,NA
YHR120W,NA,NA
YHR121W,79,216
YHR122W,3,524
YHR123W,87,139
YHR124W,NA,NA
YHR125W,NA,NA
YHR126C,NA,NA
YHR127W,26,448
YHR128W,38,318
YHR129C,296,101
YHR130C,1189,64
YHR131C,82,275
YHR131W-A,262,524
YHR132C,41,184
YHR132W-A,68,159
YHR133C,246,19
YHR134W,NA,804
YHR135C,125,126
YHR136C,192,93
YHR137C-A,NA,NA
YHR137W,310,143
YHR138C,295,103
YHR139C,NA,NA
YHR139C-A,NA,NA
YHR140W,58,235
YHR141C,2048,104
YHR142W,140,714
YHR143W,277,266
YHR143W-A,80,365
YHR144C,5,175
YHR145C,NA,NA
YHR146W,38,54
YHR147C,19,244
YHR148W,22,399
YHR149C,174,144
YHR150W,59,222
YHR151C,165,253
YHR152W,118,115
YHR153C,22,532
YHR154W,51,81
YHR155W,NA,NA
YHR156C,40,514
YHR157W,NA,NA
YHR158C,NA,NA
YHR159W,74,1062
YHR160C,NA,NA
YHR161C,241,149
YHR162W,402,113
YHR163W,7,418
YHR164C,NA,NA
YHR165C,NA,NA
YHR165W-A,NA,NA
YHR166C,101,156
YHR167W,63,515
YHR168W,105,218
YHR169W,70,223
YHR170W,17,197
YHR171W,17,122
YHR172W,NA,NA
YHR173C,NA,NA
YHR174W,29,310
YHR175W,NA,255
YHR175W-A,636,187
YHR176W,78,64
YHR177W,NA,NA
YHR178W,NA,NA
YHR179W,407,102
YHR180C-B,NA,NA
YHR180W,NA,NA
YHR180W-A,NA,NA
YHR181W,48,165
YHR182C-A,120,86
YHR182W,26,55
YHR183W,88,165
YHR184W,NA,NA
YHR185C,NA,NA
YHR186C,NA,NA
YHR187W,59,91
YHR188C,14,165
YHR189W,NA,NA
YHR190W,48,161
YHR191C,59,311
YHR192W,328,79
YHR193C,31,423
YHR193C-A,54,260
YHR194W,68,88
YHR195W,173,233
YHR196W,61,73
YHR197W,16,142
YHR198C,NA,141
YHR199C,176,91
YHR199C-A,NA,NA
YHR200W,23,512
YHR201C,636,62
YHR202W,49,61
YHR203C,74,287
YHR204W,46,90
YHR205W,477,210
YHR206W,NA,NA
YHR207C,NA,NA
YHR208W,40,217
YHR209W,419,413
YHR210C,18,406
YHR211W,NA,NA
YHR212C,NA,NA
YHR212W-A,NA,NA
YHR213W,NA,NA
YHR213W-A,NA,NA
YHR213W-B,NA,NA
YHR214C-D,NA,NA
YHR214C-E,NA,NA
YHR214W,NA,NA
YHR214W-A,NA,NA
YHR215W,NA,NA
YHR216W,105,195
YHR217C,NA,NA
YHR218W,NA,NA
YHR218W-A,NA,NA
YHR219C-A,NA,NA
YHR219W,NA,NA
YIL001W,73,124
YIL002C,211,155
YIL002W-A,15,313
YIL003W,438,102
YIL004C,364,172
YIL005W,147,186
YIL006W,176,212
YIL007C,204,152
YIL008W,45,754
YIL009C-A,8,257
YIL009W,561,219
YIL010W,115,186
YIL011W,193,129
YIL012W,NA,NA
YIL013C,NA,NA
YIL014C-A,87,206
YIL014W,184,122
YIL015W,NA,NA
YIL016W,244,58
YIL017C,NA,NA
YIL018W,1329,99
YIL019W,34,612
YIL020C,50,136
YIL020C-A,NA,NA
YIL021C-A,NA,NA
YIL021W,61,257
YIL022W,117,332
YIL023C,157,59
YIL024C,1243,110
YIL025C,NA,NA
YIL026C,54,145
YIL027C,36,220
YIL028W,533,1169
YIL029C,119,391
YIL029W-A,NA,NA
YIL030C,64,139
YIL030W-A,472,22
YIL031W,169,109
YIL032C,NA,NA
YIL033C,292,190
YIL034C,52,380
YIL035C,112,635
YIL036W,167,168
YIL037C,NA,NA
YIL038C,NA,NA
YIL039W,176,229
YIL040W,8,138
YIL041W,21,212
YIL042C,73,132
YIL043C,60,152
YIL044C,86,173
YIL045W,85,142
YIL046W,75,149
YIL046W-A,496,NA
YIL047C,NA,NA
YIL047C-A,2298,165
YIL048W,247,124
YIL049W,14,106
YIL050W,288,124
YIL051C,41,278
YIL052C,36,287
YIL053W,18,373
YIL054W,NA,NA
YIL055C,840,77
YIL056W,337,55
YIL057C,NA,NA
YIL058W,NA,NA
YIL059C,547,565
YIL060W,NA,NA
YIL061C,29,41
YIL062C,37,224
YIL063C,47,137
YIL064W,NA,NA
YIL065C,38,214
YIL066C,NA,NA
YIL066W-A,NA,NA
YIL067C,58,117
YIL068C,58,111
YIL068W-A,NA,NA
YIL069C,230,178
YIL070C,94,141
YIL071C,8,308
YIL071W-A,NA,NA
YIL072W,NA,NA
YIL073C,NA,NA
YIL074C,133,109
YIL075C,61,96
YIL076W,404,162
YIL077C,536,132
YIL078W,47,281
YIL079C,221,115
YIL082W,NA,NA
YIL083C,98,398
YIL084C,31,1151
YIL085C,669,50
YIL086C,NA,NA
YIL087C,231,93
YIL088C,72,132
YIL089W,29,470
YIL090W,176,327
YIL091C,54,83
YIL092W,94,98
YIL093C,108,134
YIL094C,64,547
YIL095W,168,128
YIL096C,37,151
YIL097W,25,146
YIL098C,80,93
YIL099W,NA,NA
YIL100C-A,NA,NA
YIL100W,NA,NA
YIL101C,NA,NA
YIL102C,NA,NA
YIL102C-A,54,1185
YIL103W,72,134
YIL104C,56,98
YIL105C,131,160
YIL105W-A,NA,NA
YIL106W,113,170
YIL107C,177,251
YIL108W,169,184
YIL109C,81,178
YIL110W,30,281
YIL111W,407,33
YIL112W,40,129
YIL113W,31,348
YIL114C,56,164
YIL115C,131,60
YIL115W-A,NA,NA
YIL116W,33,23
YIL117C,184,95
YIL118W,160,170
YIL119C,217,294
YIL120W,NA,NA
YIL121W,18,476
YIL122W,286,155
YIL123W,234,336
YIL124W,41,386
YIL125W,NA,NA
YIL126W,69,136
YIL127C,23,663
YIL128W,NA,NA
YIL129C,NA,NA
YIL130W,NA,NA
YIL131C,54,234
YIL132C,209,392
YIL133C,60,227
YIL134C-A,419,170
YIL134W,284,70
YIL135C,221,154
YIL136W,62,98
YIL137C,48,102
YIL138C,18,777
YIL139C,220,121
YIL140W,220,123
YIL141W,NA,NA
YIL142C-A,NA,NA
YIL142W,26,183
YIL143C,NA,NA
YIL144W,NA,NA
YIL145C,43,544
YIL146C,365,214
YIL147C,NA,NA
YIL148W,564,66
YIL149C,NA,NA
YIL150C,NA,NA
YIL151C,NA,NA
YIL152W,72,152
YIL153W,32,54
YIL154C,24,286
YIL155C,52,339
YIL156W,NA,NA
YIL156W-A,NA,NA
YIL156W-B,16,216
YIL157C,33,251
YIL158W,57,108
YIL159W,NA,NA
YIL160C,NA,NA
YIL161W,9,91
YIL162W,38,219
YIL163C,NA,NA
YIL164C,NA,NA
YIL165C,202,266
YIL166C,NA,NA
YIL169C,39,275
YIL171W-A,NA,NA
YIL172C,NA,NA
YIL173W,NA,NA
YIL176C,NA,NA
YIL177C,NA,NA
YIL177W-A,NA,NA
YIR001C,64,332
YIR002C,NA,NA
YIR003W,137,69
YIR004W,39,160
YIR005W,238,75
YIR006C,NA,NA
YIR007W,1,107
YIR008C,26,392
YIR009W,617,449
YIR010W,90,106
YIR011C,33,109
YIR012W,21,153
YIR013C,456,221
YIR014W,NA,NA
YIR015W,NA,NA
YIR016W,449,75
YIR017C,257,207
YIR017W-A,NA,NA
YIR018C-A,783,218
YIR018W,16,519
YIR019C,NA,NA
YIR020C,2422,646
YIR020C-B,NA,NA
YIR020W-A,NA,NA
YIR021W,72,99
YIR021W-A,NA,NA
YIR022W,7,356
YIR023C-A,NA,NA
YIR023W,NA,NA
YIR024C,51,195
YIR025W,43,149
YIR026C,28,255
YIR027C,NA,NA
YIR028W,NA,NA
YIR029W,153,207
YIR030C,51,53
YIR030W-A,NA,NA
YIR031C,140,64
YIR032C,61,146
YIR033W,55,99
YIR034C,37,170
YIR035C,528,79
YIR036C,46,263
YIR036W-A,NA,NA
YIR037W,78,230
YIR038C,751,121
YIR039C,252,158
YIR040C,NA,NA
YIR041W,1417,132
YIR042C,269,378
YJL001W,364,113
YJL002C,79,110
YJL003W,226,277
YJL004C,27,305
YJL005W,NA,NA
YJL006C,74,52
YJL007C,NA,NA
YJL008C,42,238
YJL009W,NA,NA
YJL010C,33,140
YJL011C,50,409
YJL012C,92,70
YJL013C,NA,NA
YJL014W,41,308
YJL015C,NA,NA
YJL016W,273,115
YJL019W,115,577
YJL020C,NA,NA
YJL020W-A,NA,NA
YJL022W,153,465
YJL023C,16,156
YJL024C,28,391
YJL025W,79,289
YJL026C-A,NA,NA
YJL026W,193,139
YJL027C,475,65
YJL028W,NA,NA
YJL029C,78,99
YJL030W,259,12
YJL031C,75,103
YJL032W,NA,NA
YJL033W,35,80
YJL034W,37,388
YJL035C,52,150
YJL036W,126,269
YJL037W,NA,NA
YJL038C,85,157
YJL039C,NA,NA
YJL041W,60,122
YJL042W,67,152
YJL043W,69,335
YJL044C,48,407
YJL045W,NA,NA
YJL046W,2,289
YJL047C,NA,NA
YJL047C-A,193,470
YJL048C,91,252
YJL049W,22,88
YJL050W,47,92
YJL051W,74,214
YJL052C-A,NA,NA
YJL052W,113,136
YJL053W,69,176
YJL054W,42,179
YJL055W,402,52
YJL056C,NA,NA
YJL057C,74,56
YJL058C,32,29
YJL059W,54,84
YJL060W,58,127
YJL061W,47,283
YJL062W,48,88
YJL062W-A,40,291
YJL063C,351,78
YJL064W,NA,NA
YJL065C,768,114
YJL066C,37,281
YJL067W,NA,NA
YJL068C,63,241
YJL069C,40,88
YJL070C,45,81
YJL071W,92,118
YJL072C,52,593
YJL073W,119,86
YJL074C,NA,NA
YJL075C,NA,NA
YJL076W,36,170
YJL077C,NA,NA
YJL077W-A,656,165
YJL077W-B,2002,174
YJL078C,80,365
YJL079C,281,183
YJL080C,185,108
YJL081C,22,404
YJL082W,115,217
YJL083W,503,453
YJL084C,112,144
YJL085W,NA,NA
YJL086C,NA,NA
YJL087C,124,206
YJL088W,21,231
YJL089W,NA,NA
YJL090C,44,82
YJL091C,16,402
YJL092W,183,162
YJL093C,NA,NA
YJL094C,44,162
YJL095W,NA,NA
YJL096W,79,90
YJL097W,100,94
YJL098W,707,57
YJL099W,NA,NA
YJL100W,342,80
YJL101C,137,317
YJL102W,41,114
YJL103C,203,193
YJL104W,406,160
YJL105W,NA,NA
YJL106W,625,187
YJL107C,NA,NA
YJL108C,327,230
YJL109C,NA,NA
YJL110C,97,128
YJL111W,75,189
YJL112W,47,150
YJL115W,657,101
YJL116C,212,313
YJL117W,89,341
YJL118W,14,167
YJL119C,447,412
YJL120W,698,352
YJL121C,455,65
YJL122W,47,154
YJL123C,867,173
YJL124C,632,214
YJL125C,51,133
YJL126W,855,120
YJL127C,NA,NA
YJL127C-B,764,275
YJL127W-A,NA,NA
YJL128C,220,230
YJL129C,NA,NA
YJL130C,NA,NA
YJL131C,25,393
YJL132W,21,137
YJL133C-A,28,212
YJL133W,243,140
YJL134W,269,89
YJL135W,NA,NA
YJL136C,13,370
YJL136W-A,NA,NA
YJL137C,93,311
YJL138C,108,257
YJL139C,85,838
YJL140W,98,169
YJL141C,NA,NA
YJL142C,2160,8
YJL143W,45,398
YJL144W,80,231
YJL145W,75,112
YJL146W,125,221
YJL147C,74,229
YJL148W,56,551
YJL149W,35,63
YJL150W,NA,NA
YJL151C,32,460
YJL152W,NA,NA
YJL153C,NA,NA
YJL154C,NA,NA
YJL155C,160,157
YJL156C,51,389
YJL156W-A,NA,NA
YJL157C,NA,NA
YJL158C,41,400
YJL159W,186,307
YJL160C,NA,155
YJL161W,547,153
YJL162C,83,110
YJL163C,79,71
YJL164C,243,171
YJL165C,NA,NA
YJL166W,101,232
YJL167W,119,128
YJL168C,108,210
YJL169W,NA,NA
YJL170C,93,26
YJL171C,27,224
YJL172W,38,144
YJL173C,12,195
YJL174W,150,298
YJL175W,2285,414
YJL176C,62,226
YJL177W,90,257
YJL178C,44,122
YJL179W,56,217
YJL180C,66,101
YJL181W,43,83
YJL182C,NA,NA
YJL183W,277,88
YJL184W,237,87
YJL185C,62,191
YJL186W,424,117
YJL187C,92,102
YJL188C,NA,NA
YJL189W,34,138
YJL190C,15,277
YJL191W,50,241
YJL192C,33,147
YJL193W,18,152
YJL194W,25,136
YJL195C,NA,NA
YJL196C,193,134
YJL197C-A,NA,NA
YJL197W,38,58
YJL198W,21,165
YJL199C,366,258
YJL200C,125,152
YJL201W,84,180
YJL202C,NA,NA
YJL203W,245,281
YJL204C,NA,NA
YJL205C,892,74
YJL206C,NA,NA
YJL207C,NA,NA
YJL208C,67,283
YJL209W,65,97
YJL210W,228,82
YJL211C,223,519
YJL212C,31,239
YJL213W,294,337
YJL214W,NA,NA
YJL215C,1469,327
YJL216C,NA,NA
YJL217W,100,181
YJL218W,106,147
YJL219W,NA,NA
YJL220W,NA,NA
YJL221C,NA,NA
YJL222W,NA,NA
YJL222W-A,NA,NA
YJL222W-B,NA,NA
YJL223C,NA,NA
YJL225C,NA,NA
YJL225W-A,NA,NA
YJR001W,74,130
YJR002W,29,371
YJR003C,NA,133
YJR004C,NA,NA
YJR005C-A,22,310
YJR005W,47,283
YJR006W,NA,103
YJR007W,137,178
YJR008W,112,213
YJR009C,266,137
YJR010C-A,230,3346
YJR010W,83,128
YJR011C,227,75
YJR012C,NA,NA
YJR013W,397,87
YJR014W,430,349
YJR015W,179,133
YJR016C,63,162
YJR017C,74,241
YJR018W,297,68
YJR019C,34,79
YJR020W,745,222
YJR021C,64,97
YJR022W,NA,NA
YJR023C,NA,NA
YJR024C,15,76
YJR025C,187,151
YJR030C,NA,NA
YJR031C,98,116
YJR032W,22,228
YJR033C,NA,NA
YJR034W,102,212
YJR035W,NA,NA
YJR036C,NA,NA
YJR037W,NA,NA
YJR038C,NA,NA
YJR039W,NA,NA
YJR040W,38,68
YJR041C,NA,NA
YJR042W,24,179
YJR043C,67,168
YJR044C,149,176
YJR045C,138,267
YJR046W,84,41
YJR047C,122,109
YJR048W,307,173
YJR049C,21,269
YJR050W,58,274
YJR051W,65,96
YJR052W,61,65
YJR053W,NA,NA
YJR054W,101,28
YJR055W,9,437
YJR056C,200,139
YJR057W,6,154
YJR058C,288,56
YJR059W,74,123
YJR060W,114,777
YJR061W,NA,NA
YJR062C,13,630
YJR063W,46,224
YJR064W,35,147
YJR065C,51,298
YJR066W,NA,NA
YJR067C,32,936
YJR068W,47,101
YJR069C,50,216
YJR070C,224,129
YJR071W,NA,NA
YJR072C,40,300
YJR073C,799,53
YJR074W,15,96
YJR075W,61,272
YJR076C,88,133
YJR077C,60,212
YJR078W,NA,NA
YJR079W,NA,NA
YJR080C,82,166
YJR082C,682,204
YJR083C,41,304
YJR084W,42,165
YJR085C,43,173
YJR086W,NA,NA
YJR087W,NA,NA
YJR088C,328,272
YJR089W,NA,NA
YJR090C,NA,NA
YJR091C,69,282
YJR092W,NA,NA
YJR093C,57,159
YJR094C,196,171
YJR094W-A,31,231
YJR095W,NA,NA
YJR096W,170,80
YJR097W,62,235
YJR098C,NA,NA
YJR099W,81,1452
YJR100C,236,71
YJR101W,119,151
YJR102C,288,102
YJR103W,75,77
YJR104C,974,76
YJR105W,411,45
YJR106W,NA,NA
YJR107C-A,NA,NA
YJR107W,532,109
YJR108W,NA,NA
YJR109C,76,102
YJR110W,125,141
YJR111C,129,116
YJR112W,33,152
YJR112W-A,36,232
YJR113C,417,73
YJR114W,NA,NA
YJR115W,651,297
YJR116W,159,191
YJR117W,38,165
YJR118C,37,185
YJR119C,8,80
YJR120W,NA,NA
YJR121W,235,360
YJR122W,404,765
YJR123W,129,198
YJR124C,244,194
YJR125C,59,169
YJR126C,NA,NA
YJR127C,NA,NA
YJR128W,NA,NA
YJR129C,63,306
YJR130C,89,168
YJR131W,35,903
YJR132W,60,174
YJR133W,148,105
YJR134C,70,106
YJR135C,60,229
YJR135W-A,19,404
YJR136C,21,85
YJR137C,NA,NA
YJR138W,NA,NA
YJR139C,111,134
YJR140C,NA,NA
YJR140W-A,NA,NA
YJR141W,32,139
YJR142W,76,193
YJR143C,70,157
YJR144W,195,71
YJR145C,494,96
YJR146W,NA,NA
YJR147W,145,441
YJR148W,151,312
YJR149W,NA,NA
YJR150C,177,106
YJR151C,NA,NA
YJR151W-A,NA,NA
YJR152W,280,93
YJR153W,194,798
YJR154W,NA,NA
YJR155W,378,60
YJR156C,NA,NA
YJR157W,NA,NA
YJR158W,NA,NA
YJR159W,NA,NA
YJR160C,NA,NA
YJR161C,NA,NA
YJR162C,NA,NA
YKL001C,150,108
YKL002W,477,91
YKL003C,1086,132
YKL004W,365,179
YKL005C,142,172
YKL006C-A,670,68
YKL006W,193,89
YKL007W,356,137
YKL008C,208,155
YKL009W,76,131
YKL010C,NA,NA
YKL011C,125,88
YKL012W,46,241
YKL013C,52,275
YKL014C,NA,NA
YKL015W,NA,NA
YKL016C,95,194
YKL017C,6,110
YKL018C-A,55,569
YKL018W,39,159
YKL019W,210,75
YKL020C,NA,NA
YKL021C,NA,NA
YKL022C,NA,NA
YKL023C-A,36,266
YKL023W,139,152
YKL024C,224,160
YKL025C,33,68
YKL026C,110,194
YKL027W,162,103
YKL028W,43,334
YKL029C,121,111
YKL030W,NA,NA
YKL031W,NA,NA
YKL032C,NA,NA
YKL033W,NA,NA
YKL033W-A,121,146
YKL034W,143,132
YKL035W,132,165
YKL036C,98,326
YKL037W,NA,NA
YKL038W,NA,NA
YKL039W,173,258
YKL040C,61,937
YKL041W,93,330
YKL042W,137,255
YKL043W,305,165
YKL044W,303,70
YKL045W,72,138
YKL046C,265,235
YKL047W,47,173
YKL048C,84,180
YKL049C,78,111
YKL050C,NA,NA
YKL051W,139,400
YKL052C,432,39
YKL053C-A,80,207
YKL053W,NA,NA
YKL054C,109,217
YKL055C,44,438
YKL056C,1212,128
YKL057C,54,56
YKL058W,267,163
YKL059C,69,120
YKL060C,21,429
YKL061W,29,281
YKL062W,145,420
YKL063C,694,158
YKL064W,NA,NA
YKL065C,245,137
YKL065W-A,NA,NA
YKL066W,NA,NA
YKL067W,69,294
YKL068W,119,101
YKL068W-A,210,311
YKL069W,42,220
YKL070W,297,258
YKL071W,219,98
YKL072W,237,135
YKL073W,76,90
YKL074C,7,108
YKL075C,NA,NA
YKL076C,1038,80
YKL077W,112,333
YKL078W,32,103
YKL079W,76,72
YKL080W,128,127
YKL081W,78,239
YKL082C,46,176
YKL083W,NA,NA
YKL084W,94,163
YKL085W,391,391
YKL086W,25,174
YKL087C,102,216
YKL088W,60,209
YKL089W,18,228
YKL090W,39,187
YKL091C,38,98
YKL092C,86,215
YKL093W,65,160
YKL094W,1033,88
YKL095W,NA,NA
YKL096C-B,NA,NA
YKL096W,1831,93
YKL096W-A,47,275
YKL097C,NA,NA
YKL098W,33,216
YKL099C,80,188
YKL100C,72,248
YKL100W-A,NA,NA
YKL101W,NA,NA
YKL102C,NA,NA
YKL103C,454,190
YKL104C,201,279
YKL104W-A,NA,NA
YKL105C,NA,NA
YKL106C-A,2,894
YKL106W,99,174
YKL107W,33,140
YKL108W,193,66
YKL109W,270,359
YKL110C,489,141
YKL111C,NA,NA
YKL112W,180,141
YKL113C,61,125
YKL114C,70,108
YKL115C,NA,NA
YKL116C,229,276
YKL117W,30,291
YKL118W,NA,NA
YKL119C,117,140
YKL120W,162,189
YKL121W,261,131
YKL122C,51,162
YKL123W,1130,86
YKL124W,NA,NA
YKL125W,90,163
YKL126W,207,69
YKL127W,364,143
YKL128C,25,387
YKL129C,23,105
YKL130C,90,175
YKL131W,NA,NA
YKL132C,164,359
YKL133C,10,169
YKL134C,51,282
YKL135C,149,73
YKL136W,NA,NA
YKL137W,408,151
YKL138C,524,70
YKL138C-A,500,239
YKL139W,176,62
YKL140W,267,225
YKL141W,249,128
YKL142W,96,160
YKL143W,53,368
YKL144C,87,242
YKL145W,53,208
YKL145W-A,356,756
YKL146W,174,83
YKL147C,NA,NA
YKL148C,176,232
YKL149C,74,154
YKL150W,138,119
YKL151C,4,1108
YKL152C,23,635
YKL153W,NA,NA
YKL154W,98,116
YKL155C,54,90
YKL156C-A,NA,NA
YKL156W,53,236
YKL157W,11,110
YKL159C,8,681
YKL160W,4,1237
YKL161C,277,314
YKL162C,108,146
YKL162C-A,NA,NA
YKL163W,43,402
YKL164C,359,257
YKL165C,56,156
YKL165C-A,NA,NA
YKL166C,215,219
YKL167C,19,244
YKL168C,9,302
YKL169C,1609,360
YKL170W,112,183
YKL171W,NA,NA
YKL172W,33,153
YKL173W,24,102
YKL174C,99,124
YKL175W,242,162
YKL176C,345,42
YKL177W,NA,NA
YKL178C,43,272
YKL179C,NA,NA
YKL180W,178,108
YKL181W,148,308
YKL182W,NA,NA
YKL183C-A,NA,NA
YKL183W,169,708
YKL184W,212,305
YKL185W,365,122
YKL186C,294,99
YKL187C,NA,NA
YKL188C,NA,NA
YKL189W,271,217
YKL190W,45,393
YKL191W,50,92
YKL192C,83,142
YKL193C,41,109
YKL194C,78,226
YKL195W,33,269
YKL196C,117,159
YKL197C,NA,NA
YKL198C,225,144
YKL201C,NA,NA
YKL202W,NA,NA
YKL203C,NA,NA
YKL204W,42,173
YKL205W,30,125
YKL206C,98,65
YKL207W,33,179
YKL208W,8,203
YKL209C,NA,NA
YKL210W,NA,NA
YKL211C,76,157
YKL212W,200,93
YKL213C,74,70
YKL214C,67,161
YKL215C,NA,NA
YKL216W,41,400
YKL217W,NA,NA
YKL218C,481,198
YKL219W,NA,NA
YKL220C,NA,NA
YKL221W,NA,NA
YKL222C,NA,NA
YKL223W,NA,NA
YKL224C,NA,NA
YKL225W,NA,NA
YKR001C,67,141
YKR002W,250,96
YKR003W,516,88
YKR004C,46,595
YKR005C,NA,NA
YKR006C,52,90
YKR007W,48,83
YKR008W,31,124
YKR009C,NA,NA
YKR010C,88,140
YKR011C,118,110
YKR012C,907,78
YKR013W,39,220
YKR014C,142,139
YKR015C,NA,NA
YKR016W,50,275
YKR017C,114,179
YKR018C,21,340
YKR019C,110,155
YKR020W,31,353
YKR021W,68,190
YKR022C,86,130
YKR023W,60,93
YKR024C,41,130
YKR025W,59,137
YKR026C,143,184
YKR027W,6,484
YKR028W,NA,NA
YKR029C,4,92
YKR030W,221,115
YKR031C,NA,NA
YKR032W,NA,NA
YKR033C,NA,NA
YKR034W,NA,NA
YKR035C,NA,NA
YKR035W-A,12,186
YKR036C,23,154
YKR037C,61,165
YKR038C,17,176
YKR039W,102,149
YKR040C,NA,NA
YKR041W,18,416
YKR042W,372,206
YKR043C,21,258
YKR044W,59,248
