Gene,five_prime_utr,three_prime_utr
YER126C,27.0,201.0
YER127W,21.0,119.0
YER128W,1.0,141.0
YER129W,514.0,238.0
YER130C,67.0,212.0
YER131W,55.0,120.0
YER132C,,
YER133W,69.0,438.0
YER133W-A,,
YER134C,46.0,145.0
YER135C,31.0,1524.0
YER136W,75.0,324.0
YER137C,20.0,161.0
YER137W-A,2054.0,486.0
YER138W-A,154.0,10.0
YER139C,103.0,726.0
YER140W,53.0,226.0
YER141W,63.0,239.0
YER142C,28.0,87.0
YER143W,58.0,184.0
YER144C,9.0,113.0
YER145C,21.0,100.0
YER145C-A,30.0,627.0
YER146W,46.0,85.0
YER147C,66.0,3.0
YER147C-A,,
YER148W,193.0,189.0
YER148W-A,,
YER149C,51.0,78.0
YER150W,35.0,165.0
YER151C,74.0,69.0
YER152C,31.0,52.0
YER152W-A,,
YER153C,5.0,1436.0
YER154W,20.0,65.0
YER155C,,
YER156C,16.0,114.0
YER157W,16.0,81.0
YER158C,181.0,113.0
YER158W-A,22.0,389.0
YER159C,183.0,120.0
YER161C,47.0,271.0
YER162C,35.0,66.0
YER163C,8.0,126.0
YER164W,312.0,146.0
YER165C-A,,
YER165W,142.0,126.0
YER166W,,
YER167W,290.0,10.0
YER168C,43.0,59.0
YER169W,235.0,206.0
YER170W,23.0,348.0
YER171W,115.0,100.0
YER172C,,
YER172C-A,,
YER173W,30.0,172.0
YER174C,114.0,97.0
YER175C,19.0,166.0
YER175W-A,1156.0,761.0
YER176W,42.0,114.0
YER177W,43.0,30.0
YER178W,28.0,134.0
YER179W,29.0,254.0
YER180C,643.0,57.0
YER180C-A,48.0,1198.0
YER181C,612.0,51.0
YER182W,35.0,98.0
YER183C,1.0,92.0
YER184C,74.0,211.0
YER185W,493.0,35.0
YER186C,193.0,212.0
YER187W,671.0,156.0
YER188C-A,,
YER188W,7.0,230.0
YER189W,,
YER190C-A,,
YER190C-B,,
YER190W,,
YFL001W,38.0,32.0
YFL002C,16.0,138.0
YFL003C,,
YFL004W,90.0,74.0
YFL005W,137.0,217.0
YFL007W,,
YFL008W,41.0,103.0
YFL009W,192.0,85.0
YFL010C,29.0,162.0
YFL010W-A,,
YFL011W,279.0,57.0
YFL012W,61.0,144.0
YFL012W-A,,
YFL013C,33.0,62.0
YFL013W-A,,
YFL014W,59.0,185.0
YFL015C,,
YFL015W-A,2416.0,218.0
YFL016C,81.0,103.0
YFL017C,11.0,76.0
YFL017W-A,15.0,66.0
YFL018C,79.0,83.0
YFL019C,163.0,1135.0
YFL020C,115.0,115.0
YFL021C-A,637.0,30.0
YFL021W,34.0,117.0
YFL022C,59.0,108.0
YFL023W,7.0,89.0
YFL024C,303.0,384.0
YFL025C,63.0,153.0
YFL026W,521.0,190.0
YFL027C,15.0,74.0
YFL028C,22.0,74.0
YFL029C,39.0,81.0
YFL030W,4.0,79.0
YFL031C-A,,
YFL031W,66.0,414.0
YFL032W,,
YFL033C,,
YFL034C-A,42.0,70.0
YFL034C-B,65.0,173.0
YFL034W,170.0,112.0
YFL036W,219.0,100.0
YFL037W,71.0,225.0
YFL038C,34.0,118.0
YFL039C,120.0,102.0
YFL040W,,
YFL041W,22.0,174.0
YFL041W-A,844.0,63.0
YFL042C,33.0,90.0
YFL044C,19.0,1185.0
YFL045C,75.0,158.0
YFL046W,18.0,154.0
YFL047W,8.0,64.0
YFL048C,22.0,116.0
YFL049W,31.0,152.0
YFL050C,781.0,285.0
YFL051C,,
YFL052W,16.0,337.0
YFL053W,215.0,176.0
YFL054C,65.0,65.0
YFL055W,322.0,405.0
YFL058W,,
YFL059W,,
YFL060C,,
YFL061W,,
YFL062W,10.0,81.0
YFL063W,,
YFL064C,,
YFL065C,,
YFL066C,,
YFL067W,,
YFL068W,,
YFR001W,38.0,60.0
YFR002W,7.0,93.0
YFR003C,47.0,181.0
YFR004W,49.0,99.0
YFR005C,44.0,204.0
YFR006W,25.0,89.0
YFR007W,20.0,66.0
YFR008W,19.0,344.0
YFR009W,41.0,66.0
YFR009W-A,1428.0,680.0
YFR010W,82.0,97.0
YFR010W-A,,
YFR011C,32.0,161.0
YFR012W,118.0,1068.0
YFR012W-A,1247.0,211.0
YFR013W,56.0,154.0
YFR014C,50.0,222.0
YFR015C,89.0,139.0
YFR016C,94.0,46.0
YFR017C,78.0,116.0
YFR018C,38.0,162.0
YFR019W,,
YFR020W,972.0,107.0
YFR021W,94.0,107.0
YFR022W,268.0,96.0
YFR023W,,
YFR024C-A,25.0,180.0
YFR025C,24.0,87.0
YFR026C,1002.0,79.0
YFR027W,17.0,129.0
YFR028C,58.0,75.0
YFR029W,64.0,72.0
YFR030W,54.0,56.0
YFR031C,78.0,51.0
YFR031C-A,24.0,70.0
YFR032C,77.0,92.0
YFR032C-A,22.0,96.0
YFR032C-B,70.0,548.0
YFR033C,106.0,141.0
YFR034C,35.0,819.0
YFR034W-A,446.0,290.0
YFR035C,18.0,1044.0
YFR036W,22.0,126.0
YFR036W-A,,
YFR037C,30.0,13.0
YFR038W,18.0,88.0
YFR039C,129.0,67.0
YFR040W,311.0,83.0
YFR041C,23.0,111.0
YFR042W,48.0,92.0
YFR043C,31.0,55.0
YFR044C,18.0,69.0
YFR045W,16.0,137.0
YFR046C,12.0,65.0
YFR047C,34.0,74.0
YFR048W,52.0,28.0
YFR049W,162.0,118.0
YFR050C,53.0,138.0
YFR051C,25.0,73.0
YFR052C-A,1426.0,6.0
YFR052W,30.0,35.0
YFR053C,111.0,169.0
YFR054C,464.0,89.0
YFR055W,116.0,478.0
YFR056C,1121.0,102.0
YFR057W,,
YGL001C,54.0,123.0
YGL002W,10.0,171.0
YGL003C,103.0,147.0
YGL004C,4.0,45.0
YGL005C,421.0,75.0
YGL006W,467.0,133.0
YGL006W-A,44.0,339.0
YGL007C-A,939.0,91.0
YGL007W,37.0,332.0
YGL008C,236.0,416.0
YGL009C,71.0,140.0
YGL010W,50.0,174.0
YGL011C,25.0,127.0
YGL012W,41.0,75.0
YGL013C,27.0,95.0
YGL014C-A,0.0,1233.0
YGL014W,421.0,89.0
YGL015C,206.0,108.0
YGL016W,69.0,155.0
YGL017W,20.0,55.0
YGL018C,35.0,136.0
YGL019W,76.0,104.0
YGL020C,64.0,79.0
YGL021W,11.0,102.0
YGL022W,65.0,82.0
YGL023C,49.0,128.0
YGL024W,,
YGL025C,,
YGL026C,18.0,82.0
YGL027C,13.0,92.0
YGL028C,167.0,299.0
YGL029W,45.0,16.0
YGL030W,58.0,101.0
YGL031C,41.0,64.0
YGL032C,136.0,100.0
YGL033W,,
YGL034C,166.0,17.0
YGL035C,,
YGL036W,58.0,94.0
YGL037C,88.0,141.0
YGL038C,45.0,343.0
YGL039W,106.0,122.0
YGL040C,76.0,207.0
YGL041C,21.0,460.0
YGL041C-B,360.0,142.0
YGL041W-A,11.0,161.0
YGL042C,66.0,222.0
YGL043W,22.0,222.0
YGL044C,227.0,278.0
YGL045W,54.0,200.0
YGL047W,87.0,21.0
YGL048C,28.0,96.0
YGL049C,174.0,167.0
YGL050W,26.0,197.0
YGL051W,175.0,101.0
YGL052W,,
YGL053W,99.0,147.0
YGL054C,65.0,299.0
YGL055W,62.0,224.0
YGL056C,98.0,79.0
YGL057C,16.0,153.0
YGL058W,60.0,218.0
YGL059W,23.0,149.0
YGL060W,130.0,89.0
YGL061C,73.0,103.0
YGL062W,41.0,141.0
YGL063C-A,0.0,1094.0
YGL063W,194.0,397.0
YGL064C,11.0,73.0
YGL065C,43.0,54.0
YGL066W,191.0,233.0
YGL067W,59.0,38.0
YGL068W,47.0,110.0
YGL069C,,
YGL070C,25.0,327.0
YGL071W,389.0,145.0
YGL072C,,
YGL073W,84.0,57.0
YGL074C,,
YGL075C,195.0,106.0
YGL076C,22.0,109.0
YGL077C,171.0,79.0
YGL078C,70.0,189.0
YGL079W,33.0,98.0
YGL080W,30.0,261.0
YGL081W,104.0,289.0
YGL082W,90.0,137.0
YGL083W,68.0,113.0
YGL084C,53.0,105.0
YGL085W,58.0,173.0
YGL086W,,
YGL087C,43.0,115.0
YGL088W,8.0,292.0
YGL089C,39.0,180.0
YGL090W,41.0,675.0
YGL091C,21.0,151.0
YGL092W,124.0,56.0
YGL093W,40.0,38.0
YGL094C,189.0,147.0
YGL095C,50.0,92.0
YGL096W,605.0,108.0
YGL097W,66.0,108.0
YGL098W,50.0,969.0
YGL099W,20.0,58.0
YGL100W,37.0,88.0
YGL101W,19.0,251.0
YGL102C,,
YGL103W,16.0,86.0
YGL104C,0.0,137.0
YGL105W,23.0,97.0
YGL106W,22.0,135.0
YGL107C,17.0,92.0
YGL108C,35.0,252.0
YGL109W,,
YGL110C,7.0,96.0
YGL111W,44.0,169.0
YGL112C,36.0,130.0
YGL113W,28.0,248.0
YGL114W,252.0,67.0
YGL115W,121.0,89.0
YGL116W,146.0,98.0
YGL117W,79.0,86.0
YGL118C,894.0,105.0
YGL119W,52.0,100.0
YGL120C,29.0,13.0
YGL121C,23.0,139.0
YGL122C,9.0,140.0
YGL123C-A,487.0,452.0
YGL123W,98.0,89.0
YGL124C,36.0,118.0
YGL125W,139.0,279.0
YGL126W,,
YGL127C,26.0,147.0
YGL128C,6.0,165.0
YGL129C,71.0,149.0
YGL130W,46.0,147.0
YGL131C,116.0,127.0
YGL132W,386.0,131.0
YGL133W,173.0,82.0
YGL134W,97.0,81.0
YGL135W,64.0,97.0
YGL136C,49.0,126.0
YGL137W,24.0,146.0
YGL138C,,
YGL139W,314.0,312.0
YGL140C,187.0,279.0
YGL141W,61.0,123.0
YGL142C,55.0,119.0
YGL143C,31.0,131.0
YGL144C,48.0,73.0
YGL145W,70.0,131.0
YGL146C,38.0,1100.0
YGL147C,17.0,103.0
YGL148W,35.0,88.0
YGL149W,,
YGL150C,21.0,172.0
YGL151W,55.0,91.0
YGL152C,,
YGL153W,25.0,34.0
YGL154C,20.0,68.0
YGL155W,136.0,49.0
YGL156W,82.0,148.0
YGL157W,49.0,92.0
YGL158W,388.0,125.0
YGL159W,7.0,88.0
YGL160W,113.0,134.0
YGL161C,85.0,151.0
YGL162W,147.0,136.0
YGL163C,130.0,135.0
YGL164C,37.0,86.0
YGL165C,,
YGL166W,21.0,152.0
YGL167C,376.0,176.0
YGL168W,,
YGL169W,59.0,204.0
YGL170C,344.0,98.0
YGL171W,26.0,90.0
YGL172W,32.0,93.0
YGL173C,297.0,98.0
YGL174W,17.0,170.0
YGL175C,42.0,1973.0
YGL176C,45.0,103.0
YGL177W,651.0,147.0
YGL178W,451.0,521.0
YGL179C,86.0,121.0
YGL180W,183.0,350.0
YGL181W,47.0,78.0
YGL182C,34.0,86.0
YGL183C,,
YGL184C,48.0,111.0
YGL185C,9.0,80.0
YGL186C,52.0,42.0
YGL187C,109.0,285.0
YGL188C,1972.0,1183.0
YGL188C-A,36.0,664.0
YGL189C,34.0,69.0
YGL190C,545.0,461.0
YGL191W,20.0,244.0
YGL192W,100.0,39.0
YGL193C,457.0,48.0
YGL194C,63.0,123.0
YGL194C-A,255.0,142.0
YGL195W,,
YGL196W,65.0,98.0
YGL197W,173.0,296.0
YGL198W,7.0,41.0
YGL199C,218.0,34.0
YGL200C,24.0,113.0
YGL201C,67.0,185.0
YGL202W,123.0,93.0
YGL203C,77.0,104.0
YGL204C,41.0,505.0
YGL205W,214.0,174.0
YGL206C,,
YGL207W,93.0,129.0
YGL208W,50.0,129.0
YGL209W,47.0,115.0
YGL210W,20.0,106.0
YGL211W,1007.0,97.0
YGL212W,21.0,1300.0
YGL213C,17.0,121.0
YGL214W,5.0,500.0
YGL215W,472.0,394.0
YGL216W,267.0,47.0
YGL217C,,
YGL218W,,
YGL219C,27.0,84.0
YGL220W,942.0,182.0
YGL221C,19.0,98.0
YGL222C,78.0,150.0
YGL223C,5.0,44.0
YGL224C,102.0,72.0
YGL225W,41.0,111.0
YGL226C-A,34.0,138.0
YGL226W,5.0,107.0
YGL227W,37.0,189.0
YGL228W,46.0,152.0
YGL229C,229.0,184.0
YGL230C,17.0,74.0
YGL231C,11.0,73.0
YGL232W,9.0,69.0
YGL233W,46.0,65.0
YGL234W,34.0,104.0
YGL235W,2734.0,566.0
YGL236C,21.0,70.0
YGL237C,84.0,137.0
YGL238W,3.0,110.0
YGL239C,,
YGL240W,19.0,851.0
YGL241W,17.0,81.0
YGL242C,55.0,125.0
YGL243W,20.0,35.0
YGL244W,75.0,92.0
YGL245W,15.0,60.0
YGL246C,40.0,148.0
YGL247W,20.0,97.0
YGL248W,129.0,65.0
YGL249W,,
YGL250W,4.0,208.0
YGL251C,,
YGL252C,38.0,91.0
YGL253W,47.0,186.0
YGL254W,9.0,748.0
YGL255W,45.0,96.0
YGL256W,512.0,173.0
YGL257C,109.0,122.0
YGL258W,667.0,274.0
YGL258W-A,947.0,553.0
YGL259W,255.0,981.0
YGL260W,,
YGL261C,1414.0,89.0
YGL262W,1619.0,263.0
YGL263W,12.0,57.0
YGR001C,9.0,77.0
YGR002C,9.0,236.0
YGR003W,17.0,252.0
YGR004W,60.0,246.0
YGR005C,30.0,107.0
YGR006W,5.0,1254.0
YGR007W,6.0,139.0
YGR008C,87.0,160.0
YGR009C,33.0,53.0
YGR010W,94.0,205.0
YGR011W,1046.0,114.0
YGR012W,17.0,50.0
YGR013W,23.0,226.0
YGR014W,275.0,127.0
YGR015C,19.0,196.0
YGR016W,18.0,1961.0
YGR017W,159.0,114.0
YGR018C,26.0,120.0
YGR019W,38.0,92.0
YGR020C,64.0,133.0
YGR021W,15.0,93.0
YGR022C,190.0,751.0
YGR023W,157.0,271.0
YGR024C,,
YGR025W,,
YGR026W,140.0,160.0
YGR027C,53.0,89.0
YGR028W,150.0,154.0
YGR029W,0.0,95.0
YGR030C,15.0,94.0
YGR031C-A,,
YGR031W,72.0,563.0
YGR032W,,
YGR033C,77.0,271.0
YGR034W,57.0,130.0
YGR035C,90.0,167.0
YGR035W-A,760.0,1411.0
YGR036C,35.0,599.0
YGR037C,44.0,181.0
YGR038W,138.0,138.0
YGR039W,41.0,1857.0
YGR040W,34.0,611.0
YGR041W,315.0,120.0
YGR042W,19.0,84.0
YGR043C,33.0,199.0
YGR044C,89.0,241.0
YGR045C,262.0,159.0
YGR046W,92.0,341.0
YGR047C,35.0,90.0
YGR048W,55.0,80.0
YGR049W,46.0,232.0
YGR050C,77.0,72.0
YGR051C,,
YGR052W,134.0,189.0
YGR053C,103.0,67.0
YGR054W,171.0,203.0
YGR055W,33.0,115.0
YGR056W,48.0,79.0
YGR057C,63.0,353.0
YGR058W,21.0,281.0
YGR059W,163.0,8.0
YGR060W,83.0,17.0
YGR061C,45.0,77.0
YGR062C,35.0,77.0
YGR063C,17.0,132.0
YGR064W,152.0,130.0
YGR065C,110.0,93.0
YGR066C,89.0,117.0
YGR067C,95.0,99.0
YGR068C,36.0,388.0
YGR068W-A,387.0,787.0
YGR069W,,
YGR070W,,
YGR071C,65.0,191.0
YGR072W,65.0,123.0
YGR073C,929.0,27.0
YGR074W,12.0,300.0
YGR075C,40.0,489.0
YGR076C,63.0,98.0
YGR077C,40.0,52.0
YGR078C,31.0,75.0
YGR079W,,
YGR080W,15.0,81.0
YGR081C,4.0,112.0
YGR082W,47.0,148.0
YGR083C,1472.0,1079.0
YGR084C,788.0,74.0
YGR085C,23.0,95.0
YGR086C,81.0,29.0
YGR087C,32.0,134.0
YGR088W,19.0,86.0
YGR089W,267.0,130.0
YGR090W,277.0,115.0
YGR091W,69.0,90.0
YGR092W,62.0,165.0
YGR093W,50.0,81.0
YGR094W,0.0,90.0
YGR095C,42.0,38.0
YGR096W,47.0,71.0
YGR097W,49.0,149.0
YGR098C,,
YGR099W,80.0,63.0
YGR100W,82.0,129.0
YGR101W,60.0,84.0
YGR102C,14.0,159.0
YGR103W,28.0,205.0
YGR104C,30.0,77.0
YGR105W,58.0,178.0
YGR106C,60.0,89.0
YGR107W,206.0,267.0
YGR108W,208.0,168.0
YGR109C,65.0,111.0
YGR110W,51.0,100.0
YGR111W,40.0,112.0
YGR112W,58.0,162.0
YGR113W,62.0,328.0
YGR114C,,
YGR115C,,
YGR116W,51.0,191.0
YGR117C,32.0,249.0
YGR118W,23.0,168.0
YGR119C,89.0,81.0
YGR120C,33.0,176.0
YGR121C,59.0,140.0
YGR121W-A,196.0,8.0
YGR122C-A,254.0,429.0
YGR122W,165.0,310.0
YGR123C,56.0,161.0
YGR124W,28.0,112.0
YGR125W,70.0,160.0
YGR126W,113.0,1424.0
YGR127W,1076.0,215.0
YGR128C,38.0,133.0
YGR129W,35.0,57.0
YGR130C,103.0,175.0
YGR131W,83.0,100.0
YGR132C,42.0,244.0
YGR133W,169.0,207.0
YGR134W,148.0,167.0
YGR135W,92.0,79.0
YGR136W,17.0,249.0
YGR137W,477.0,140.0
YGR138C,280.0,185.0
YGR139W,,
YGR140W,,
YGR141W,20.0,96.0
YGR142W,1080.0,95.0
YGR143W,502.0,391.0
YGR144W,224.0,71.0
YGR145W,55.0,94.0
YGR146C,212.0,174.0
YGR146C-A,7.0,231.0
YGR147C,63.0,118.0
YGR148C,22.0,139.0
YGR149W,111.0,155.0
YGR150C,10.0,126.0
YGR151C,135.0,25.0
YGR152C,141.0,34.0
YGR153W,19.0,54.0
YGR154C,274.0,243.0
YGR155W,36.0,140.0
YGR156W,134.0,53.0
YGR157W,253.0,106.0
YGR158C,45.0,225.0
YGR159C,44.0,144.0
YGR160W,,
YGR161C,94.0,65.0
YGR161W-C,43.0,264.0
YGR162W,,
YGR163W,57.0,68.0
YGR164W,,
YGR165W,54.0,141.0
YGR166W,80.0,78.0
YGR167W,64.0,138.0
YGR168C,41.0,82.0
YGR169C,26.0,99.0
YGR169C-A,104.0,376.0
YGR170W,56.0,275.0
YGR171C,23.0,114.0
YGR172C,30.0,127.0
YGR173W,44.0,36.0
YGR174C,217.0,67.0
YGR174W-A,124.0,98.0
YGR175C,27.0,169.0
YGR176W,125.0,1621.0
YGR177C,63.0,217.0
YGR178C,213.0,123.0
YGR179C,27.0,135.0
YGR180C,209.0,91.0
YGR181W,49.0,181.0
YGR182C,,
YGR183C,70.0,358.0
YGR184C,,
YGR185C,32.0,94.0
YGR186W,10.0,52.0
YGR187C,56.0,138.0
YGR188C,56.0,187.0
YGR189C,62.0,119.0
YGR190C,2044.0,2048.0
YGR191W,229.0,135.0
YGR192C,39.0,106.0
YGR193C,89.0,104.0
YGR194C,1.0,103.0
YGR195W,106.0,79.0
YGR196C,59.0,111.0
YGR197C,201.0,69.0
YGR198W,37.0,96.0
YGR199W,41.0,1.0
YGR200C,59.0,75.0
YGR201C,22.0,50.0
YGR202C,19.0,128.0
YGR203W,15.0,185.0
YGR204C-A,1063.0,32.0
YGR204W,39.0,86.0
YGR205W,126.0,125.0
YGR206W,24.0,87.0
YGR207C,30.0,110.0
YGR208W,45.0,111.0
YGR209C,53.0,83.0
YGR210C,110.0,116.0
YGR211W,102.0,199.0
YGR212W,4.0,1107.0
YGR213C,4.0,143.0
YGR214W,19.0,133.0
YGR215W,38.0,92.0
YGR216C,47.0,123.0
YGR217W,,
YGR218W,299.0,203.0
YGR219W,,
YGR220C,10.0,76.0
YGR221C,87.0,63.0
YGR222W,0.0,92.0
YGR223C,59.0,82.0
YGR224W,37.0,232.0
YGR225W,115.0,119.0
YGR226C,,
YGR227C-A,31.0,59.0
YGR227W,79.0,89.0
YGR228W,,
YGR229C,276.0,26.0
YGR230W,49.0,148.0
YGR231C,89.0,227.0
YGR232W,22.0,55.0
YGR233C,212.0,63.0
YGR234W,20.0,279.0
YGR235C,55.0,124.0
YGR236C,24.0,193.0
YGR237C,88.0,169.0
YGR238C,34.0,121.0
YGR239C,34.0,95.0
YGR240C,247.0,237.0
YGR240C-A,,
YGR241C,72.0,90.0
YGR242W,1608.0,62.0
YGR243W,84.0,123.0
YGR244C,108.0,112.0
YGR245C,87.0,58.0
YGR246C,29.0,165.0
YGR247W,149.0,91.0
YGR248W,18.0,97.0
YGR249W,472.0,502.0
YGR250C,243.0,104.0
YGR251W,28.0,243.0
YGR252W,48.0,199.0
YGR253C,60.0,57.0
YGR254W,37.0,148.0
YGR255C,93.0,51.0
YGR256W,56.0,112.0
YGR257C,110.0,77.0
YGR258C,11.0,55.0
YGR259C,328.0,264.0
YGR260W,198.0,125.0
YGR261C,41.0,89.0
YGR262C,29.0,92.0
YGR263C,8.0,78.0
YGR264C,7.0,192.0
YGR265W,,
YGR266W,56.0,115.0
YGR267C,175.0,88.0
YGR268C,15.0,1141.0
YGR269W,350.0,309.0
YGR270C-A,,
YGR270W,87.0,105.0
YGR271C-A,9.0,76.0
YGR271W,,
YGR273C,94.0,210.0
YGR274C,16.0,85.0
YGR275W,,
YGR276C,,
YGR277C,13.0,91.0
YGR278W,10.0,70.0
YGR279C,95.0,319.0
YGR280C,28.0,221.0
YGR281W,226.0,155.0
YGR282C,28.0,201.0
YGR283C,46.0,104.0
YGR284C,40.0,185.0
YGR285C,13.0,71.0
YGR286C,119.0,160.0
YGR287C,135.0,218.0
YGR288W,26.0,489.0
YGR289C,331.0,128.0
YGR290W,492.0,143.0
YGR291C,,
YGR292W,28.0,129.0
YGR293C,609.0,330.0
YGR294W,327.0,129.0
YGR295C,7.0,656.0
YGR296C-A,,
YGR296C-B,,
YGR296W,,
YHL001W,21.0,128.0
YHL002C-A,16.0,243.0
YHL002W,19.0,50.0
YHL003C,134.0,246.0
YHL004W,88.0,101.0
YHL005C,2216.0,7.0
YHL006C,63.0,310.0
YHL006W-A,465.0,52.0
YHL007C,137.0,141.0
YHL008C,168.0,172.0
YHL009C,124.0,353.0
YHL010C,0.0,83.0
YHL011C,100.0,221.0
YHL012W,7.0,193.0
YHL013C,35.0,113.0
YHL014C,21.0,60.0
YHL015W,38.0,57.0
YHL015W-A,2089.0,372.0
YHL016C,38.0,114.0
YHL017W,22.0,135.0
YHL018W,14.0,1836.0
YHL019C,34.0,88.0
YHL019W-A,,
YHL020C,84.0,126.0
YHL021C,60.0,84.0
YHL022C,110.0,94.0
YHL023C,32.0,109.0
YHL024W,172.0,264.0
YHL025W,58.0,103.0
YHL026C,12.0,102.0
YHL027W,95.0,207.0
YHL028W,69.0,80.0
YHL029C,26.0,66.0
YHL030W,,
YHL030W-A,278.0,368.0
YHL031C,25.0,60.0
YHL032C,40.0,61.0
YHL033C,20.0,491.0
YHL034C,119.0,152.0
YHL034W-A,,
YHL035C,,
YHL036W,30.0,67.0
YHL037C,327.0,11.0
YHL038C,35.0,141.0
YHL039W,52.0,68.0
YHL040C,38.0,252.0
YHL041W,1317.0,962.0
YHL042W,373.0,96.0
YHL043W,6.0,1024.0
YHL044W,33.0,283.0
YHL045W,406.0,33.0
YHL046C,1006.0,131.0
YHL046W-A,,
YHL047C,28.0,160.0
YHL048C-A,1851.0,315.0
YHL048W,11.0,80.0
YHL049C,,
YHL050C,,
YHL050W-A,,
YHR001W,23.0,229.0
YHR001W-A,66.0,239.0
YHR002W,148.0,138.0
YHR003C,19.0,151.0
YHR004C,121.0,262.0
YHR005C,44.0,101.0
YHR005C-A,34.0,141.0
YHR006W,46.0,127.0
YHR007C,142.0,282.0
YHR007C-A,910.0,653.0
YHR008C,34.0,163.0
YHR009C,235.0,93.0
YHR010W,32.0,121.0
YHR011W,16.0,62.0
YHR012W,21.0,171.0
YHR013C,27.0,96.0
YHR014W,398.0,45.0
YHR015W,,
YHR016C,35.0,138.0
YHR017W,8.0,77.0
YHR018C,55.0,152.0
YHR019C,42.0,103.0
YHR020W,136.0,84.0
YHR021C,69.0,93.0
YHR021W-A,1.0,12.0
YHR022C,61.0,363.0
YHR022C-A,34.0,724.0
YHR023W,,
YHR024C,38.0,223.0
YHR025W,36.0,86.0
YHR026W,115.0,210.0
YHR027C,57.0,146.0
YHR028C,17.0,104.0
YHR028W-A,188.0,21.0
YHR029C,13.0,82.0
YHR030C,204.0,141.0
YHR031C,41.0,111.0
YHR032C-A,,
YHR032W,127.0,397.0
YHR032W-A,1978.0,112.0
YHR033W,15.0,272.0
YHR034C,34.0,19.0
YHR035W,49.0,87.0
YHR036W,136.0,224.0
YHR037W,56.0,169.0
YHR038W,37.0,104.0
YHR039C,110.0,109.0
YHR039C-A,21.0,113.0
YHR040W,16.0,73.0
YHR041C,11.0,98.0
YHR042W,40.0,76.0
YHR043C,102.0,87.0
YHR044C,21.0,78.0
YHR045W,130.0,90.0
YHR046C,31.0,166.0
YHR047C,28.0,148.0
YHR048W,48.0,320.0
YHR049C-A,577.0,27.0
YHR049W,42.0,130.0
YHR050W,164.0,67.0
YHR050W-A,579.0,73.0
YHR051W,160.0,275.0
YHR052C-B,,
YHR052W,38.0,134.0
YHR052W-A,,
YHR053C,,
YHR054C,,
YHR054C-B,,
YHR054W-A,,
YHR055C,,
YHR056C,,
YHR056W-A,180.0,387.0
YHR057C,16.0,74.0
YHR058C,44.0,845.0
YHR059W,52.0,101.0
YHR060W,9.0,65.0
YHR061C,26.0,275.0
YHR062C,27.0,83.0
YHR063C,30.0,77.0
YHR063W-A,,
YHR064C,42.0,96.0
YHR065C,43.0,110.0
YHR066W,23.0,131.0
YHR067W,33.0,336.0
YHR068W,56.0,141.0
YHR069C,14.0,143.0
YHR069C-A,796.0,1438.0
YHR070C-A,,
YHR070W,18.0,348.0
YHR071C-A,15.0,64.0
YHR071W,1753.0,112.0
YHR072W,66.0,114.0
YHR072W-A,35.0,158.0
YHR073C-B,438.0,9.0
YHR073W,78.0,156.0
YHR073W-A,364.0,2684.0
YHR074W,66.0,152.0
YHR075C,52.0,66.0
YHR076W,45.0,139.0
YHR077C,56.0,90.0
YHR078W,28.0,108.0
YHR079C,256.0,223.0
YHR079C-A,11.0,184.0
YHR080C,223.0,49.0
YHR081W,20.0,123.0
YHR082C,846.0,215.0
YHR083W,21.0,85.0
YHR084W,320.0,304.0
YHR085W,23.0,39.0
YHR086W,225.0,214.0
YHR086W-A,,
YHR087W,75.0,184.0
YHR088W,32.0,93.0
YHR089C,32.0,98.0
YHR090C,36.0,249.0
YHR091C,27.0,93.0
YHR092C,75.0,58.0
YHR093W,,
YHR094C,32.0,112.0
YHR095W,1778.0,1085.0
YHR096C,164.0,225.0
YHR097C,123.0,100.0
YHR098C,80.0,142.0
YHR099W,,
YHR100C,46.0,122.0
YHR101C,32.0,301.0
YHR102W,184.0,115.0
YHR103W,241.0,170.0
YHR104W,99.0,187.0
YHR105W,94.0,1337.0
YHR106W,1.0,121.0
YHR107C,58.0,163.0
YHR108W,38.0,137.0
YHR109W,15.0,76.0
YHR110W,29.0,113.0
YHR111W,4.0,50.0
YHR112C,32.0,156.0
YHR113W,9.0,152.0
YHR114W,,
YHR115C,575.0,2.0
YHR116W,758.0,167.0
YHR117W,32.0,74.0
YHR118C,28.0,72.0
YHR119W,235.0,141.0
YHR120W,27.0,82.0
YHR121W,80.0,84.0
YHR122W,9.0,145.0
YHR123W,15.0,136.0
YHR124W,,
YHR125W,23.0,30.0
YHR126C,153.0,109.0
YHR127W,45.0,221.0
YHR128W,43.0,200.0
YHR129C,54.0,1269.0
YHR130C,118.0,65.0
YHR131C,242.0,244.0
YHR131W-A,263.0,525.0
YHR132C,42.0,119.0
YHR132W-A,69.0,160.0
YHR133C,18.0,24.0
YHR134W,1.0,115.0
YHR135C,121.0,102.0
YHR136C,193.0,94.0
YHR137C-A,354.0,151.0
YHR137W,30.0,114.0
YHR138C,72.0,106.0
YHR139C,11.0,294.0
YHR139C-A,,
YHR140W,16.0,88.0
YHR141C,23.0,122.0
YHR142W,133.0,77.0
YHR143W,268.0,243.0
YHR143W-A,30.0,266.0
YHR144C,32.0,80.0
YHR145C,,
YHR146W,34.0,46.0
YHR147C,35.0,115.0
YHR148W,23.0,343.0
YHR149C,146.0,161.0
YHR150W,62.0,204.0
