transcript	n_reads	mean_read_length	mean_clip_total	median_clip_total	mean_clip_5p	mean_clip_3p	frac_clipped	mean_clip_frac	asymmetry
YKL078W_mRNA	88	600.7	47.62	18.5	6.62	41.0	0.9886	0.1124	-34.38
YKL079W_mRNA	220	959.5	48.22	25.0	4.01	44.2	0.9818	0.0778	-40.19
YKL080W_mRNA	785	691.0	48.11	27.0	3.67	44.44	0.9898	0.0938	-40.77
YKL081W_mRNA	2823	747.4	53.94	71.0	3.49	50.45	0.989	0.0986	-46.97
YKL082C_mRNA	17	489.0	47.71	26.0	2.35	45.35	1.0	0.1475	-43.0
YKL083W_mRNA	53	496.0	59.87	25.0	19.04	40.83	1.0	0.1198	-21.79
YKL084W_mRNA	28	475.6	54.07	72.5	3.32	50.75	1.0	0.1191	-47.43
YKL085W_mRNA	296	799.3	50.88	30.5	2.06	48.82	0.9966	0.0797	-46.76
YKL086W_mRNA	19	479.6	75.84	80.0	4.84	71.0	1.0	0.1627	-66.16
YKL087C_mRNA	159	535.2	40.97	10.0	1.81	39.17	0.9937	0.093	-37.36
YKL088W_mRNA	33	556.3	34.09	6.0	1.12	32.97	0.7576	0.1067	-31.85
YKL089W_mRNA	68	674.5	43.18	14.5	0.93	42.25	0.9412	0.0686	-41.32
YKL090W_mRNA	96	616.4	83.29	75.5	1.38	81.92	0.9688	0.1308	-80.54
YKL091C_mRNA	118	694.8	48.64	24.5	2.38	46.25	0.9831	0.0829	-43.87
YKL092C_mRNA	98	714.3	41.14	13.5	3.13	38.01	0.9796	0.0757	-34.88
YKL093W_mRNA	55	622.1	78.33	76.0	11.82	66.51	1.0	0.1564	-54.69
YKL094W_mRNA	339	736.1	54.49	67.0	3.72	50.77	1.0	0.0901	-47.05
YKL096C-B_mRNA	3696	466.4	60.69	77.0	4.19	56.5	0.9976	0.1287	-52.32
YKL096W-A_mRNA	4063	472.3	60.81	77.0	3.86	56.94	0.9983	0.1274	-53.08
YKL096W_mRNA	1339	478.2	57.84	73.0	4.66	53.18	0.9955	0.1408	-48.52
YKL098W_mRNA	74	776.7	62.07	53.5	18.18	43.89	1.0	0.1081	-25.72
YKL099C_mRNA	275	630.3	37.84	13.0	2.63	35.21	1.0	0.0678	-32.58
YKL100C_mRNA	81	1212.5	60.51	80.0	2.68	57.83	0.9877	0.0713	-55.15
YKL100W-A_mRNA	65	703.8	61.23	76.0	2.75	58.48	1.0	0.099	-55.72
YKL101W_mRNA	257	761.8	50.09	22.0	7.87	42.23	0.9922	0.091	-34.36
YKL103C_mRNA	201	816.3	64.51	74.0	4.8	59.71	0.9851	0.1068	-54.91
YKL104C_mRNA	564	1013.1	52.05	68.0	2.66	49.38	0.9858	0.0843	-46.72
YKL105C_mRNA	85	605.2	51.2	67.0	3.45	47.75	0.9882	0.1124	-44.31
YKL106W_mRNA	101	789.9	48.33	20.0	3.63	44.69	0.9802	0.0736	-41.06
YKL107W_mRNA	10	524.1	50.7	70.0	1.0	49.7	1.0	0.1196	-48.7
YKL108W_mRNA	27	437.3	102.59	106.0	2.22	100.37	0.963	0.3013	-98.15
YKL109W_mRNA	416	713.7	57.1	74.0	3.48	53.62	1.0	0.1025	-50.15
YKL110C_mRNA	218	630.6	49.62	13.5	2.53	47.09	0.9817	0.0994	-44.56
YKL111C_mRNA	14	536.6	41.36	19.5	1.5	39.86	1.0	0.1061	-38.36
YKL112W_mRNA	12	1368.8	65.75	81.0	4.67	61.08	1.0	0.0799	-56.42
YKL113C_mRNA	46	691.8	75.7	21.0	2.61	73.09	0.9783	0.1419	-70.48
YKL114C_mRNA	86	625.9	37.56	11.5	1.74	35.81	1.0	0.0731	-34.07
YKL115C_mRNA	5	220.2	84.4	107.0	5.4	79.0	1.0	0.3236	-73.6
YKL116C_mRNA	87	746.8	50.78	63.0	3.05	47.74	1.0	0.092	-44.69
YKL117W_mRNA	581	567.3	40.94	13.0	1.74	39.2	0.9742	0.0816	-37.46
YKL119C_mRNA	244	649.9	43.07	16.5	2.27	40.79	0.9918	0.0697	-38.52
YKL120W_mRNA	1225	784.2	54.86	69.0	3.9	50.97	0.9976	0.0916	-47.07
YKL121W_mRNA	64	717.1	60.06	67.5	12.84	47.22	1.0	0.1141	-34.38
YKL122C_mRNA	656	531.3	42.76	13.5	1.47	41.29	0.9756	0.0827	-39.82
YKL123W_mRNA	36	501.5	41.47	23.0	1.61	39.86	1.0	0.0943	-38.25
YKL124W_mRNA	10	848.3	75.0	59.5	1.6	73.4	1.0	0.0812	-71.8
YKL125W_mRNA	123	675.9	48.76	21.0	2.05	46.71	0.9919	0.0846	-44.66
YKL126W_mRNA	174	845.6	45.2	15.0	2.64	42.56	1.0	0.0779	-39.93
YKL127W_mRNA	249	764.8	53.47	44.0	3.46	50.0	0.996	0.1006	-46.54
YKL128C_mRNA	412	703.2	57.58	66.0	6.51	51.07	0.9903	0.098	-44.56
YKL129C_mRNA	57	617.2	56.35	74.0	3.3	53.05	1.0	0.1292	-49.75
YKL130C_mRNA	148	587.5	48.07	29.0	3.69	44.39	0.9932	0.0907	-40.7
YKL132C_mRNA	30	856.0	85.87	89.0	9.63	76.23	1.0	0.1486	-66.6
YKL133C_mRNA	39	618.9	59.08	30.0	11.49	47.59	1.0	0.1135	-36.1
YKL134C_mRNA	92	707.2	48.41	45.5	2.09	46.33	0.9891	0.0872	-44.24
YKL135C_mRNA	65	996.1	67.34	75.0	6.18	61.15	0.9846	0.0934	-54.97
YKL136W_mRNA	112	545.0	55.11	69.5	3.84	51.27	1.0	0.1221	-47.43
YKL137W_mRNA	275	510.6	76.8	74.0	2.12	74.67	0.9964	0.1496	-72.55
YKL138C-A_mRNA	207	442.6	84.86	81.0	2.05	82.82	1.0	0.1929	-80.77
YKL138C_mRNA	101	546.1	64.73	57.0	8.63	56.1	1.0	0.1102	-47.47
YKL139W_mRNA	71	691.0	53.97	46.0	4.96	49.01	0.9859	0.1061	-44.06
YKL140W_mRNA	124	773.3	52.3	68.5	4.38	47.92	1.0	0.0994	-43.54
YKL141W_mRNA	264	611.1	58.03	70.5	4.71	53.32	1.0	0.1042	-48.61
YKL142W_mRNA	310	545.7	62.85	65.0	24.02	38.83	0.9968	0.1657	-14.8
YKL143W_mRNA	103	559.0	32.46	9.0	1.17	31.28	0.9806	0.0722	-30.11
YKL144C_mRNA	188	581.4	47.42	17.5	5.45	41.97	0.9947	0.0857	-36.52
YKL145W-A_mRNA	190	738.9	48.88	17.5	2.97	45.92	0.9842	0.0837	-42.95
YKL145W_mRNA	211	740.7	49.81	24.0	2.66	47.15	0.9905	0.08	-44.49
YKL146W_mRNA	112	765.8	53.55	68.5	2.52	51.04	1.0	0.0987	-48.52
YKL148C_mRNA	88	1069.4	57.81	73.5	5.5	52.31	1.0	0.0865	-46.81
YKL149C_mRNA	68	512.6	53.68	73.0	3.46	50.22	0.9559	0.1316	-46.76
YKL150W_mRNA	592	699.5	69.93	68.5	20.81	49.12	0.9932	0.1091	-28.32
YKL151C_mRNA	215	451.3	56.04	42.0	8.46	47.58	0.9721	0.1368	-39.13
YKL152C_mRNA	11507	764.6	44.57	15.0	2.76	41.81	0.9977	0.066	-39.05
YKL153W_mRNA	3399	471.0	46.56	34.0	3.73	42.83	0.9979	0.1068	-39.09
YKL154W_mRNA	217	660.0	59.7	74.0	8.65	51.05	0.9954	0.1122	-42.39
YKL155C_mRNA	75	641.3	52.43	69.0	1.4	51.03	0.9733	0.1117	-49.63
YKL156W_mRNA	4775	464.1	51.01	55.0	6.71	44.3	0.9992	0.1073	-37.6
YKL157W_mRNA	326	779.2	55.57	57.5	4.92	50.65	0.9509	0.0999	-45.72
YKL159C_mRNA	75	467.9	56.48	74.0	2.72	53.76	0.9733	0.1296	-51.04
YKL160W_mRNA	98	518.0	52.91	44.0	6.69	46.21	0.9898	0.1104	-39.52
YKL161C_mRNA	111	792.9	198.63	79.0	11.57	187.06	1.0	0.219	-175.5
YKL162C-A_mRNA	11	563.8	435.36	383.0	62.27	373.09	1.0	0.7126	-310.82
YKL162C_mRNA	22	614.0	61.55	45.5	3.59	57.95	1.0	0.1558	-54.36
YKL163W_mRNA	141	670.8	96.08	82.0	38.01	58.06	0.9858	0.1924	-20.05
YKL164C_mRNA	370	728.5	63.89	75.0	3.5	60.39	0.9892	0.1194	-56.89
YKL165C_mRNA	169	720.3	69.33	70.0	8.74	60.59	0.9882	0.1314	-51.85
YKL166C_mRNA	90	681.2	35.03	11.5	1.83	33.2	0.9889	0.0682	-31.37
YKL167C_mRNA	141	461.2	50.06	18.0	7.65	42.4	0.9858	0.0988	-34.75
YKL168C_mRNA	39	735.0	25.18	7.0	2.05	23.13	0.9231	0.0362	-21.08
YKL169C_mRNA	157	507.9	34.18	8.0	2.18	32.01	1.0	0.0744	-29.83
YKL170W_mRNA	108	539.0	41.18	14.5	2.75	38.43	1.0	0.0759	-35.68
YKL171W_mRNA	43	653.2	79.81	79.0	4.16	75.65	1.0	0.1792	-71.49
YKL172W_mRNA	213	524.4	35.88	10.0	1.63	34.25	0.9812	0.0786	-32.62
YKL173W_mRNA	109	599.3	62.36	74.0	3.92	58.44	0.9908	0.1359	-54.52
YKL174C_mRNA	88	874.9	45.62	45.5	2.38	43.25	0.9886	0.084	-40.88
YKL175W_mRNA	167	683.7	50.25	70.0	3.08	47.17	1.0	0.1051	-44.09
YKL176C_mRNA	179	712.8	182.05	139.0	112.18	69.87	1.0	0.3612	42.31
YKL178C_mRNA	795	700.0	58.97	74.0	3.96	55.0	0.9975	0.1137	-51.04
YKL179C_mRNA	141	856.0	102.48	94.0	3.75	98.73	0.9929	0.1613	-94.98
YKL180W_mRNA	3824	601.2	46.28	20.0	1.88	44.4	0.9956	0.082	-42.52
YKL181W_mRNA	1120	806.6	53.02	69.0	2.71	50.31	0.9902	0.088	-47.6
YKL182W_mRNA	3802	936.2	55.1	68.0	3.78	51.32	0.9942	0.0927	-47.54
YKL183C-A_mRNA	65	352.3	38.37	17.0	3.29	35.08	0.9846	0.1104	-31.78
YKL183W_mRNA	106	619.3	56.82	19.0	1.74	55.08	0.9906	0.1274	-53.35
YKL184W_mRNA	157	723.8	42.7	16.0	3.11	39.59	0.9809	0.0805	-36.48
YKL185W_mRNA	190	680.9	59.03	74.0	5.76	53.27	0.9947	0.1293	-47.52
YKL186C_mRNA	244	533.7	68.66	62.5	19.44	49.22	0.9918	0.1336	-29.78
YKL187C_mRNA	25	500.4	106.4	89.0	48.88	57.52	1.0	0.2806	-8.64
YKL188C_mRNA	96	802.8	115.44	89.5	2.78	112.66	0.9896	0.1953	-109.88
YKL189W_mRNA	57	708.6	74.23	78.0	13.91	60.32	1.0	0.1301	-46.4
YKL190W_mRNA	170	583.6	38.4	12.0	3.58	34.82	0.9941	0.0729	-31.24
YKL191W_mRNA	170	737.4	52.17	69.5	1.98	50.19	0.9941	0.1	-48.22
YKL192C_mRNA	475	511.6	56.45	70.0	5.5	50.95	0.9979	0.1098	-45.45
YKL193C_mRNA	101	724.7	40.58	16.0	2.31	38.28	0.9703	0.0693	-35.97
YKL194C_mRNA	59	679.8	40.08	12.0	2.15	37.93	0.9831	0.0755	-35.78
YKL195W_mRNA	255	667.3	47.49	16.0	2.0	45.49	1.0	0.0911	-43.49
YKL196C_mRNA	1254	664.5	58.06	71.0	3.87	54.19	0.9944	0.1001	-50.32
YKL197C_mRNA	23	732.3	75.61	84.0	3.74	71.87	1.0	0.1278	-68.13
YKL198C_mRNA	71	750.4	58.73	73.0	6.34	52.39	1.0	0.1178	-46.06
YKL201C_mRNA	40	558.4	199.28	168.0	21.45	177.82	1.0	0.3279	-156.38
YKL203C_mRNA	78	543.8	46.18	15.5	3.77	42.41	1.0	0.1073	-38.64
YKL204W_mRNA	104	659.0	57.98	74.0	2.1	55.88	1.0	0.1172	-53.79
YKL205W_mRNA	278	847.0	71.64	75.5	4.74	66.9	0.9928	0.1217	-62.15
YKL206C_mRNA	168	656.8	57.02	72.5	1.55	55.48	0.9881	0.0949	-53.93
YKL207W_mRNA	305	535.1	51.26	29.0	3.28	47.98	0.9902	0.1139	-44.71
YKL208W_mRNA	36	719.8	48.14	68.5	0.89	47.25	0.9722	0.0882	-46.36
YKL209C_mRNA	48	802.1	48.62	36.5	5.04	43.58	1.0	0.1012	-38.54
YKL210W_mRNA	462	836.3	54.63	31.0	4.71	49.92	0.9957	0.0915	-45.22
YKL211C_mRNA	365	766.0	59.03	51.0	5.29	53.73	0.9863	0.1189	-48.44
YKL212W_mRNA	328	872.3	137.12	132.5	3.18	133.94	0.9939	0.2281	-130.76
YKL213C_mRNA	323	888.9	59.77	71.0	7.33	52.43	0.9938	0.0837	-45.1
YKL214C_mRNA	146	519.5	46.07	18.0	1.68	44.39	1.0	0.1029	-42.71
YKL215C_mRNA	75	759.9	101.72	93.0	4.75	96.97	0.9733	0.1836	-92.23
YKL216W_mRNA	456	641.4	51.2	63.5	3.64	47.56	0.9978	0.103	-43.93
YKL217W_mRNA	60	561.4	80.08	74.0	32.0	48.08	1.0	0.1818	-16.08
YKL218C_mRNA	209	733.4	103.0	71.0	2.71	100.29	1.0	0.1435	-97.58
YKL219W_mRNA	79	662.5	130.39	91.0	28.65	101.75	1.0	0.2336	-73.1
YKL220C_mRNA	34	930.0	294.44	101.0	154.65	139.79	1.0	0.3157	14.85
YKL221W_mRNA	8	430.1	188.88	213.5	85.0	103.88	1.0	0.4617	-18.88
YKL222C_mRNA	50	688.2	153.46	105.0	2.86	150.6	1.0	0.2926	-147.74
YKR001C_mRNA	330	781.2	53.99	59.0	3.67	50.32	0.9879	0.0961	-46.65
YKR002W_mRNA	94	677.7	42.13	16.0	2.22	39.9	0.9787	0.0831	-37.68
YKR003W_mRNA	55	727.3	49.67	18.0	1.89	47.78	0.9818	0.0864	-45.89
YKR004C_mRNA	114	510.8	56.79	66.5	2.51	54.28	1.0	0.1306	-51.77
YKR005C_mRNA	114	480.1	65.61	77.5	13.61	52.01	1.0	0.1541	-38.4
YKR006C_mRNA	42	723.3	48.07	20.0	0.74	47.33	1.0	0.0746	-46.6
YKR007W_mRNA	87	504.5	46.8	21.0	3.53	43.28	1.0	0.1038	-39.75
YKR008W_mRNA	77	821.4	52.71	62.0	3.43	49.29	1.0	0.0986	-45.86
YKR009C_mRNA	98	488.6	67.09	68.0	2.78	64.32	1.0	0.1496	-61.54
YKR010C_mRNA	66	712.6	73.83	78.5	1.27	72.56	1.0	0.15	-71.29
YKR011C_mRNA	176	726.5	58.64	66.5	2.39	56.26	0.9886	0.1104	-53.87
YKR012C_mRNA	57	850.7	96.23	92.0	1.7	94.53	0.9825	0.1187	-92.82
YKR013W_mRNA	319	605.1	92.73	88.0	4.27	88.46	0.9937	0.1849	-84.18
YKR014C_mRNA	312	584.6	111.68	97.0	2.15	109.53	0.9904	0.2294	-107.38
YKR015C_mRNA	79	527.8	42.72	22.0	5.2	37.52	1.0	0.0837	-32.32
YKR016W_mRNA	255	726.7	39.68	11.0	2.82	36.85	0.949	0.0762	-34.03
YKR017C_mRNA	51	780.4	64.33	57.0	4.78	59.55	1.0	0.1139	-54.76
YKR018C_mRNA	135	811.6	49.49	19.0	3.65	45.84	0.9926	0.0901	-42.19
YKR019C_mRNA	25	463.9	85.36	65.0	39.24	46.12	1.0	0.2036	-6.88
YKR020W_mRNA	85	519.3	42.66	18.0	2.67	39.99	0.9647	0.0867	-37.32
YKR021W_mRNA	115	663.3	48.91	60.0	1.31	47.6	1.0	0.0974	-46.29
YKR022C_mRNA	75	788.9	57.24	76.0	1.09	56.15	0.9867	0.103	-55.05
YKR023W_mRNA	43	500.5	49.09	35.0	1.14	47.95	1.0	0.1093	-46.81
YKR024C_mRNA	99	803.1	48.77	17.0	2.55	46.22	0.8687	0.083	-43.68
YKR025W_mRNA	58	607.3	38.12	15.0	0.71	37.41	1.0	0.0807	-36.71
YKR026C_mRNA	273	747.4	50.77	20.0	4.32	46.45	0.9963	0.085	-42.12
YKR027W_mRNA	73	774.8	57.3	68.0	13.73	43.58	1.0	0.1184	-29.85
YKR028W_mRNA	81	709.8	61.53	71.0	7.22	54.31	1.0	0.121	-47.09
YKR029C_mRNA	69	811.9	51.87	23.0	4.22	47.65	0.9855	0.0828	-43.43
YKR030W_mRNA	224	686.5	54.39	70.0	4.11	50.28	0.9955	0.0933	-46.17
YKR031C_mRNA	113	823.4	59.95	76.0	3.66	56.28	1.0	0.1057	-52.62
YKR034W_mRNA	36	669.0	141.11	124.5	25.42	115.69	1.0	0.2375	-90.28
YKR035C_mRNA	71	565.2	64.41	78.0	2.28	62.13	0.9859	0.1227	-59.85
YKR035W-A_mRNA	93	530.9	48.41	58.0	2.57	45.84	1.0	0.1045	-43.27
YKR036C_mRNA	59	489.6	61.14	65.0	1.75	59.39	0.9831	0.126	-57.64
YKR037C_mRNA	99	637.4	48.77	21.0	6.19	42.58	0.9899	0.0901	-36.38
YKR038C_mRNA	76	659.7	36.01	10.5	1.86	34.16	0.9474	0.0615	-32.3
YKR039W_mRNA	937	712.8	45.49	20.0	3.24	42.25	0.9947	0.0916	-39.01
YKR042W_mRNA	1093	732.5	75.41	88.0	3.95	71.46	0.9982	0.1315	-67.51
YKR043C_mRNA	617	507.6	43.96	21.0	2.84	41.12	0.987	0.113	-38.27
YKR044W_mRNA	69	581.2	41.57	11.0	2.93	38.64	0.9855	0.078	-35.71
YKR045C_mRNA	96	628.0	55.81	69.5	2.54	53.27	1.0	0.1199	-50.73
YKR046C_mRNA	294	717.4	53.29	64.0	4.11	49.18	0.9966	0.0958	-45.07
YKR047W_mRNA	5	200.2	36.6	8.0	0.6	36.0	1.0	0.2084	-35.4
YKR048C_mRNA	150	526.7	42.12	12.5	1.86	40.26	0.9733	0.1001	-38.4
YKR049C_mRNA	91	456.6	60.25	43.0	1.76	58.49	1.0	0.1318	-56.74
YKR050W_mRNA	50	660.9	40.64	12.5	1.52	39.12	1.0	0.0835	-37.6
YKR051W_mRNA	75	700.1	56.13	66.0	2.71	53.43	1.0	0.1121	-50.72
YKR052C_mRNA	164	679.7	65.05	74.0	3.03	62.02	1.0	0.1209	-58.99
YKR053C_mRNA	72	382.2	72.65	71.0	27.26	45.39	1.0	0.2272	-18.12
YKR054C_mRNA	53	794.0	49.77	46.0	3.36	46.42	0.9811	0.0852	-43.06
YKR055W_mRNA	68	782.6	46.4	37.5	3.0	43.4	0.9853	0.0805	-40.4
YKR056W_mRNA	93	812.8	50.12	26.0	2.96	47.16	0.9892	0.0854	-44.2
YKR057W_mRNA	10706	463.8	45.48	23.0	3.63	41.85	0.9981	0.0952	-38.22
YKR058W_mRNA	107	445.5	50.31	23.0	3.94	46.36	0.9813	0.1366	-42.42
YKR059W_mRNA	2773	707.5	46.22	20.0	2.21	44.01	0.9935	0.085	-41.79
YKR060W_mRNA	101	520.4	51.24	42.0	4.85	46.39	0.9901	0.1096	-41.53
YKR061W_mRNA	168	638.6	52.99	65.5	7.17	45.82	0.994	0.1047	-38.65
YKR062W_mRNA	315	523.7	57.3	55.0	3.08	54.21	0.9937	0.1244	-51.13
YKR063C_mRNA	70	682.2	51.76	61.0	1.93	49.83	0.9714	0.1032	-47.9
YKR064W_mRNA	50	900.9	59.7	71.0	6.34	53.36	1.0	0.0916	-47.02
YKR065C_mRNA	292	553.3	43.91	14.0	3.01	40.9	0.9966	0.0852	-37.9
YKR066C_mRNA	129	680.1	32.14	10.0	2.02	30.12	0.9922	0.0535	-28.09
YKR067W_mRNA	114	624.2	44.05	15.5	3.92	40.13	0.9825	0.0927	-36.21
YKR068C_mRNA	277	639.5	65.87	56.0	4.96	60.91	0.9964	0.1081	-55.95
YKR069W_mRNA	49	588.6	60.88	73.0	19.94	40.94	1.0	0.1639	-21.0
YKR070W_mRNA	174	667.6	54.37	60.5	3.68	50.69	0.9828	0.1127	-47.01
YKR071C_mRNA	797	640.1	47.84	30.0	2.03	45.81	0.9749	0.0853	-43.78
YKR072C_mRNA	65	345.4	49.02	17.0	5.52	43.49	0.9538	0.1433	-37.97
YKR073C_mRNA	5	421.0	212.4	190.0	0.0	212.4	1.0	0.4997	-212.4
YKR074W_mRNA	326	544.2	46.84	35.0	2.82	44.02	0.9816	0.0847	-41.21
YKR075C_mRNA	73	651.1	51.47	56.0	4.7	46.77	1.0	0.0954	-42.07
YKR075W-A_mRNA	486	550.9	48.2	61.5	3.14	45.06	0.9938	0.0977	-41.92
YKR076W_mRNA	30	668.2	69.53	77.5	1.6	67.93	1.0	0.1312	-66.33
YKR077W_mRNA	44	774.1	63.59	74.5	2.59	61.0	1.0	0.0951	-58.41
YKR078W_mRNA	50	756.6	69.84	73.0	3.0	66.84	1.0	0.0967	-63.84
YKR079C_mRNA	142	750.6	49.72	32.0	5.18	44.54	0.9859	0.0897	-39.37
YKR080W_mRNA	158	692.0	52.31	67.5	2.73	49.58	1.0	0.092	-46.85
YKR081C_mRNA	213	646.5	40.83	13.0	2.04	38.78	0.9906	0.0799	-36.74
YKR082W_mRNA	143	959.3	56.91	67.0	5.14	51.77	0.979	0.1036	-46.63
YKR083C_mRNA	68	430.1	67.76	62.5	6.21	61.56	1.0	0.1656	-55.35
YKR084C_mRNA	179	861.7	47.35	23.0	1.35	45.99	0.9721	0.079	-44.64
YKR085C_mRNA	271	605.3	53.79	70.0	2.08	51.7	0.9963	0.0932	-49.62
YKR086W_mRNA	48	688.9	82.62	80.5	9.77	72.85	1.0	0.1432	-63.08
YKR087C_mRNA	70	591.8	48.8	44.0	3.03	45.77	1.0	0.1085	-42.74
YKR088C_mRNA	151	751.3	63.97	78.0	4.05	59.92	0.9934	0.1	-55.87
YKR089C_mRNA	47	767.7	46.32	31.0	3.51	42.81	1.0	0.091	-39.3
YKR090W_mRNA	67	727.8	54.31	68.0	4.22	50.09	0.9851	0.094	-45.87
YKR091W_mRNA	316	585.6	51.01	41.5	2.0	49.01	0.9937	0.1019	-47.01
YKR092C_mRNA	250	530.7	49.4	18.0	3.68	45.72	0.996	0.1073	-42.04
YKR093W_mRNA	709	655.7	56.7	72.0	4.22	52.48	0.9944	0.1261	-48.27
YKR094C_mRNA	15748	534.2	43.33	18.0	2.46	40.87	0.9813	0.0813	-38.41
YKR095W-A_mRNA	141	362.6	40.67	9.0	4.4	36.28	0.9433	0.1082	-31.88
YKR095W_mRNA	83	457.6	40.89	11.0	2.2	38.69	0.988	0.096	-36.48
YKR096W_mRNA	50	1062.1	55.62	63.5	5.5	50.12	1.0	0.0866	-44.62
YKR097W_mRNA	20	518.8	58.5	73.5	2.3	56.2	1.0	0.149	-53.9
YKR098C_mRNA	75	793.9	56.96	64.0	2.72	54.24	1.0	0.0936	-51.52
YKR099W_mRNA	44	721.5	47.57	11.0	1.8	45.77	0.9773	0.0948	-43.98
YKR100C_mRNA	221	653.9	45.83	16.0	2.95	42.88	0.9819	0.0808	-39.92
YKR101W_mRNA	36	739.6	68.83	76.5	6.94	61.89	1.0	0.1155	-54.94
YKR102W_mRNA	22	446.4	177.18	90.5	135.82	41.36	1.0	0.393	94.45
YKR103W_mRNA	37	1151.9	706.73	387.0	658.59	48.14	1.0	0.469	610.46
YKR104W_mRNA	13	796.2	72.62	78.0	19.23	53.38	1.0	0.1362	-34.15
YKR105C_mRNA	18	692.1	150.5	54.0	110.61	39.89	1.0	0.2674	70.72
YKR106W_mRNA	17	623.7	124.59	74.0	4.53	120.06	1.0	0.1467	-115.53
YLL001W_mRNA	128	637.4	60.22	27.0	15.61	44.61	0.9922	0.127	-29.0
YLL002W_mRNA	68	673.3	66.56	66.0	3.6	62.96	0.9853	0.1246	-59.35
YLL003W_mRNA	51	686.7	73.67	50.0	22.57	51.1	1.0	0.1515	-28.53
YLL004W_mRNA	57	743.2	55.21	72.0	4.63	50.58	1.0	0.1195	-45.95
YLL005C_mRNA	60	559.2	46.38	55.5	1.77	44.62	0.9667	0.1058	-42.85
YLL006W_mRNA	42	827.4	39.21	10.5	2.26	36.95	1.0	0.0557	-34.69
YLL007C_mRNA	49	858.0	59.65	76.0	3.06	56.59	0.9796	0.1155	-53.53
YLL008W_mRNA	191	659.0	52.57	53.0	1.81	50.76	0.9843	0.1015	-48.95
YLL009C_mRNA	348	360.3	40.85	15.0	3.22	37.63	1.0	0.1062	-34.41
YLL010C_mRNA	38	567.9	63.32	45.5	2.37	60.95	1.0	0.1415	-58.58
YLL011W_mRNA	76	777.0	41.5	12.0	1.17	40.33	0.9868	0.0684	-39.16
YLL012W_mRNA	117	618.1	68.67	75.0	2.12	66.55	0.9915	0.1682	-64.43
YLL013C_mRNA	31	513.8	90.42	86.0	9.29	81.13	1.0	0.1937	-71.84
YLL014W_mRNA	533	434.5	46.07	19.0	3.51	42.56	0.9887	0.1031	-39.04
YLL015W_mRNA	268	820.3	78.0	35.5	21.82	56.19	0.9925	0.1248	-34.37
YLL018C-A_mRNA	46	576.4	38.65	12.5	2.54	36.11	0.9348	0.0856	-33.57
YLL018C_mRNA	714	823.9	47.38	19.0	2.94	44.45	0.9972	0.0759	-41.51
YLL019C_mRNA	24	808.2	53.25	42.5	2.79	50.46	1.0	0.0889	-47.67
YLL020C_mRNA	26	452.1	84.35	90.0	4.15	80.19	1.0	0.205	-76.04
YLL021W_mRNA	60	625.3	47.17	22.0	1.8	45.37	0.9333	0.0976	-43.57
YLL022C_mRNA	40	684.3	50.62	40.0	5.32	45.3	1.0	0.0989	-39.98
YLL023C_mRNA	185	578.4	47.05	20.0	3.81	43.25	0.9892	0.0941	-39.44
YLL024C_mRNA	4715	857.3	42.72	12.0	2.36	40.36	0.9457	0.0748	-38.0
YLL025W_mRNA	11	412.3	66.0	37.0	4.18	61.82	1.0	0.1558	-57.64
YLL026W_mRNA	4136	858.7	50.95	62.0	2.43	48.52	0.9932	0.083	-46.1
YLL027W_mRNA	113	521.7	57.39	64.0	5.48	51.91	1.0	0.1438	-46.43
YLL028W_mRNA	174	775.6	54.73	35.5	3.37	51.36	1.0	0.1086	-47.99
YLL029W_mRNA	210	799.2	49.37	32.5	3.4	45.97	0.9857	0.0833	-42.57
YLL031C_mRNA	121	638.3	59.16	72.0	6.83	52.32	1.0	0.1367	-45.49
YLL032C_mRNA	34	879.2	62.71	72.5	1.38	61.32	1.0	0.1154	-59.94
YLL033W_mRNA	47	589.4	44.7	16.0	8.17	36.53	0.9362	0.088	-28.36
YLL034C_mRNA	113	772.5	48.48	27.0	4.43	44.04	0.9823	0.0827	-39.61
YLL035W_mRNA	61	673.9	45.49	31.0	4.49	41.0	1.0	0.0996	-36.51
YLL036C_mRNA	61	904.5	53.33	74.0	1.7	51.62	0.9836	0.0914	-49.92
YLL037W_mRNA	50	476.6	49.2	45.5	2.42	46.78	0.98	0.1105	-44.36
YLL039C_mRNA	1369	704.9	52.99	27.0	3.31	49.68	0.9971	0.0998	-46.38
YLL040C_mRNA	94	624.6	46.07	19.0	3.06	43.01	0.9787	0.1064	-39.95
YLL041C_mRNA	218	763.6	57.53	70.0	2.68	54.84	0.9954	0.0984	-52.16
YLL042C_mRNA	28	451.4	80.75	87.5	10.5	70.25	1.0	0.1763	-59.75
YLL043W_mRNA	118	598.5	55.15	66.0	4.49	50.66	0.9915	0.1188	-46.17
YLL044W_mRNA	2542	648.5	39.98	12.0	1.45	38.53	0.9882	0.0732	-37.07
YLL045C_mRNA	2419	636.6	40.45	12.0	1.56	38.89	0.9835	0.0733	-37.33
YLL047W_mRNA	8	496.5	277.5	268.5	4.0	273.5	1.0	0.5695	-269.5
YLL048C_mRNA	447	846.3	113.1	89.0	1.84	111.26	0.9933	0.1932	-109.42
YLL049W_mRNA	164	507.2	96.68	84.5	13.6	83.08	1.0	0.196	-69.48
YLL050C_mRNA	2360	529.9	47.05	17.0	5.54	41.51	0.9966	0.0882	-35.97
