transcript	n_reads	mean_read_length	mean_clip_total	median_clip_total	mean_clip_5p	mean_clip_3p	frac_clipped	mean_clip_frac	asymmetry
YJL075C	97	593.6	42.63	11.0	4.03	38.6	0.9691	0.0966	-34.57
YJL076W	105	817.9	48.45	54.0	3.1	45.35	0.9714	0.0872	-42.26
YJL077C	12	419.8	27.08	11.0	9.42	17.67	1.0	0.08	-8.25
YJL077W-A	7	432.6	41.29	19.0	0.43	40.86	1.0	0.102	-40.43
YJL077W-B	26	615.6	38.08	14.5	3.0	35.08	1.0	0.0796	-32.08
YJL078C	78	798.8	52.22	68.0	2.38	49.83	0.9872	0.0915	-47.45
YJL079C	109	685.8	58.65	71.0	5.95	52.7	1.0	0.1128	-46.74
YJL080C	297	1055.8	48.89	53.0	2.08	46.8	0.9832	0.0748	-44.72
YJL081C	249	564.5	46.0	23.0	3.18	42.82	1.0	0.1051	-39.63
YJL082W	191	866.5	40.57	18.0	3.39	37.18	0.9634	0.0667	-33.8
YJL083W	18	751.5	40.5	26.5	2.06	38.44	1.0	0.0589	-36.39
YJL084C	73	707.5	36.42	12.0	2.66	33.77	0.9863	0.073	-31.11
YJL085W	86	572.0	35.72	12.0	3.63	32.09	0.9767	0.0842	-28.47
YJL087C	90	698.4	49.08	47.5	2.53	46.54	0.9889	0.0971	-44.01
YJL088W	134	617.1	53.7	66.5	2.98	50.72	0.9925	0.1073	-47.75
YJL089W	160	584.8	48.66	62.0	2.42	46.24	0.9812	0.0966	-43.82
YJL090C	47	655.7	51.68	67.0	1.91	49.77	1.0	0.1056	-47.85
YJL091C	161	862.0	54.46	68.0	1.52	52.94	0.9876	0.0914	-51.43
YJL092W	75	520.9	47.15	51.0	3.31	43.84	0.9867	0.1128	-40.53
YJL093C	79	1048.9	60.18	74.0	4.23	55.95	0.9873	0.0932	-51.72
YJL094C	130	746.9	51.04	68.5	2.52	48.52	0.9769	0.1	-46.01
YJL095W	187	632.5	44.66	16.0	2.74	41.93	0.9947	0.0881	-39.19
YJL096W	180	562.7	51.32	59.5	4.15	47.17	0.9889	0.0988	-43.02
YJL097W	189	538.4	42.92	18.0	2.85	40.07	0.9788	0.082	-37.22
YJL098W	83	639.9	62.11	63.0	2.11	60.0	0.9639	0.1015	-57.89
YJL099W	108	674.1	43.5	26.0	2.47	41.03	0.9815	0.0737	-38.56
YJL100W	77	573.9	58.43	64.0	2.53	55.9	1.0	0.1286	-53.36
YJL101C	293	828.2	48.28	29.0	2.69	45.6	0.9761	0.0855	-42.91
YJL102W	146	507.6	45.85	41.5	2.4	43.45	0.9932	0.1117	-41.04
YJL103C	102	464.9	48.2	69.0	1.78	46.41	1.0	0.1077	-44.63
YJL104W	521	497.7	45.08	18.0	1.54	43.54	0.9942	0.0953	-42.0
YJL105W	41	584.8	53.49	74.0	1.22	52.27	0.9756	0.0985	-51.05
YJL106W	31	549.4	46.9	17.0	3.39	43.52	0.9677	0.1089	-40.13
YJL107C	10	722.3	83.3	54.0	2.9	80.4	1.0	0.1446	-77.5
YJL108C	34	916.4	60.53	72.5	5.03	55.5	0.9706	0.0933	-50.47
YJL109C	176	1139.4	49.79	65.0	1.61	48.18	0.983	0.0729	-46.56
YJL110C	315	490.8	43.65	19.0	3.07	40.57	0.9841	0.0985	-37.5
YJL111W	396	824.5	50.16	61.0	1.9	48.26	0.9899	0.0838	-46.35
YJL112W	59	696.0	45.36	20.0	2.36	43.0	1.0	0.0849	-40.64
YJL113W	67	845.8	49.99	43.0	1.81	48.18	1.0	0.0976	-46.37
YJL114W	6	208.3	25.17	11.5	2.5	22.67	1.0	0.093	-20.17
YJL115W	18	338.1	62.33	77.5	10.56	51.78	0.8889	0.2	-41.22
YJL116C	251	428.9	51.91	70.0	2.67	49.24	0.996	0.1301	-46.56
YJL117W	395	758.0	56.98	75.0	2.38	54.6	0.9696	0.0907	-52.23
YJL118W	9	597.4	56.33	78.0	1.11	55.22	1.0	0.0987	-54.11
YJL119C	21	468.0	61.76	79.0	5.57	56.19	1.0	0.1627	-50.62
YJL120W	132	493.6	41.68	14.0	1.89	39.8	0.9924	0.094	-37.91
YJL121C	165	510.5	40.23	13.0	2.67	37.56	0.9818	0.0857	-34.88
YJL122W	169	505.3	41.91	16.0	2.08	39.83	0.9882	0.0918	-37.76
YJL123C	192	623.9	39.43	11.0	3.22	36.21	0.9896	0.0758	-32.99
YJL124C	266	522.2	44.1	16.0	2.49	41.61	0.985	0.0981	-39.11
YJL125C	230	513.6	52.93	69.0	6.85	46.08	0.9957	0.117	-39.23
YJL126W	102	627.2	54.14	67.0	2.24	51.9	0.9902	0.0958	-49.67
YJL127C	114	639.8	44.55	20.0	2.08	42.47	0.9825	0.0871	-40.39
YJL127C-B	266	473.6	43.64	22.0	2.21	41.44	0.9774	0.094	-39.23
YJL127W-A	28	352.7	39.11	10.0	1.11	38.0	1.0	0.1034	-36.89
YJL128C	186	756.5	50.23	63.5	2.08	48.15	0.9946	0.0938	-46.08
YJL129C	277	543.8	42.44	19.0	2.35	40.09	0.9856	0.0975	-37.74
YJL130C	434	842.5	48.38	30.0	4.35	44.03	0.9862	0.0867	-39.68
YJL131C	237	485.5	46.65	59.0	2.83	43.83	0.9958	0.1148	-41.0
YJL132W	121	547.2	46.88	18.0	2.91	43.98	1.0	0.0976	-41.07
YJL133C-A	135	410.6	42.93	14.0	1.96	40.96	0.9778	0.1037	-39.0
YJL133W	98	633.3	38.21	14.0	3.96	34.26	0.9898	0.0821	-30.3
YJL134W	145	611.2	46.0	57.0	1.1	44.9	0.9931	0.097	-43.81
YJL136C	3302	430.7	77.02	75.0	33.59	43.44	0.9964	0.171	-9.85
YJL136W-A	3872	431.2	78.1	78.0	34.33	43.77	0.9979	0.1736	-9.44
YJL137C	3270	433.0	76.69	72.0	33.75	42.94	0.9969	0.17	-9.19
YJL138C	2171	909.1	55.13	70.0	3.02	52.11	0.9889	0.0788	-49.1
YJL139C	1077	479.1	52.28	70.0	2.64	49.64	0.9879	0.1191	-47.0
YJL140W	184	535.7	41.91	13.5	2.49	39.42	0.9837	0.0894	-36.93
YJL141C	174	713.4	51.12	66.5	3.22	47.9	0.9828	0.0941	-44.68
YJL142C	132	609.2	56.3	73.0	4.07	52.23	1.0	0.115	-48.17
YJL143W	408	492.0	46.07	33.0	2.72	43.35	0.9975	0.1025	-40.64
YJL144W	318	486.4	51.74	46.5	3.66	48.08	0.9969	0.1116	-44.42
YJL145W	453	570.6	50.33	67.0	1.83	48.5	0.9978	0.0994	-46.66
YJL146W	51	589.1	49.75	55.0	2.0	47.75	1.0	0.0964	-45.75
YJL147C	185	479.1	39.22	19.0	5.11	34.11	0.9514	0.0972	-28.99
YJL148W	306	398.6	36.07	11.0	1.44	34.63	0.9248	0.1216	-33.2
YJL149W	195	348.1	47.83	67.0	2.28	45.54	0.9795	0.1562	-43.26
YJL150W	123	475.7	50.61	63.0	3.16	47.45	1.0	0.1069	-44.28
YJL151C	107	470.7	56.28	79.0	1.74	54.54	1.0	0.1224	-52.8
YJL152W	124	477.3	53.75	71.0	4.27	49.48	1.0	0.1139	-45.2
YJL153C	129	509.0	52.62	66.0	3.86	48.76	1.0	0.111	-44.9
YJL154C	245	934.3	52.97	70.0	2.57	50.4	0.9796	0.0788	-47.82
YJL155C	188	718.1	47.29	23.5	6.78	40.51	0.984	0.0892	-33.73
YJL156C	128	775.7	47.43	24.0	2.62	44.8	0.9922	0.0829	-42.18
YJL156W-A	45	659.4	52.04	61.0	3.62	48.42	0.9778	0.0864	-44.8
YJL157C	118	580.9	52.97	71.5	2.26	50.7	1.0	0.1089	-48.44
YJL158C	2537	587.3	52.51	69.0	3.72	48.8	0.9921	0.1051	-45.08
YJL159W	2310	740.2	54.41	71.0	3.56	50.85	0.9957	0.0998	-47.29
YJL160C	58	556.8	45.34	34.5	4.12	41.22	1.0	0.0901	-37.1
YJL161W	100	505.1	47.83	45.0	3.06	44.77	1.0	0.1007	-41.71
YJL162C	70	655.8	52.14	68.0	3.14	49.0	0.9857	0.1104	-45.86
YJL163C	43	629.8	40.09	16.0	1.51	38.58	1.0	0.0827	-37.07
YJL164C	79	721.3	46.86	15.0	2.8	44.06	1.0	0.0896	-41.27
YJL165C	744	568.2	48.15	26.5	2.42	45.72	0.9973	0.101	-43.3
YJL166W	740	447.8	45.59	17.5	2.38	43.21	0.9946	0.1054	-40.83
YJL167W	1014	687.9	47.04	17.0	2.11	44.92	0.9951	0.0829	-42.81
YJL168C	43	678.3	45.79	18.0	1.19	44.6	1.0	0.0866	-43.42
YJL169W	37	465.2	49.49	72.0	2.49	47.0	1.0	0.1292	-44.51
YJL170C	28	445.9	57.71	73.5	1.46	56.25	1.0	0.1506	-54.79
YJL171C	344	721.9	48.7	66.0	3.22	45.48	0.9797	0.0932	-42.26
YJL172W	253	580.4	47.51	62.0	2.9	44.61	0.9842	0.1049	-41.72
YJL173C	375	458.7	46.49	36.0	2.9	43.59	0.9467	0.1032	-40.7
YJL174W	469	597.2	40.02	12.0	1.87	38.15	0.9701	0.0763	-36.27
YJL176C	550	388.2	66.43	67.0	22.85	43.58	0.9836	0.1644	-20.73
YJL177W	2071	594.4	59.78	38.0	18.13	41.65	0.9874	0.1076	-23.52
YJL178C	337	541.9	53.01	21.0	1.99	51.02	0.9614	0.1032	-49.02
YJL179W	343	552.8	42.9	17.0	2.57	40.32	0.9738	0.0797	-37.75
YJL180C	316	517.8	43.69	20.5	2.83	40.86	0.9842	0.0874	-38.03
YJL181W	126	616.1	45.56	17.5	7.6	37.97	0.9683	0.0873	-30.37
YJL182C	93	566.6	37.48	10.0	3.61	33.87	0.9785	0.0664	-30.26
YJL183W	178	928.5	46.07	28.5	2.56	43.51	0.9831	0.0621	-40.94
YJL184W	6	340.0	20.83	6.0	4.0	16.83	1.0	0.0623	-12.83
YJL185C	132	510.9	50.45	67.5	6.58	43.86	0.9773	0.1053	-37.28
YJL186W	190	1017.1	43.25	15.5	1.84	41.41	0.9684	0.0711	-39.56
YJL187C	7213	333.1	60.12	36.0	20.35	39.76	0.9993	0.1725	-19.41
YJL188C	7218	329.3	59.36	36.0	20.46	38.89	0.9989	0.1709	-18.43
YJL189W	9502	339.8	65.99	42.0	19.53	46.46	0.9983	0.1814	-26.92
YJL190C	7690	522.6	45.86	24.0	2.46	43.4	0.9936	0.087	-40.94
YJL191W	7890	522.3	44.96	23.0	2.2	42.76	0.9947	0.0857	-40.55
YJL192C	199	540.4	41.55	14.0	4.41	37.14	0.9899	0.088	-32.72
YJL193W	167	558.3	44.81	16.0	3.75	41.05	0.988	0.0922	-37.3
YJL194W	11	732.5	43.18	46.0	2.27	40.91	1.0	0.0608	-38.64
YJL195C	8	384.6	48.88	49.0	2.25	46.62	0.75	0.116	-44.38
YJL196C	302	855.2	56.14	75.0	1.72	54.43	0.9967	0.0775	-52.71
YJL197W	217	532.6	53.58	69.0	3.18	50.39	0.9908	0.1139	-47.21
YJL198W	138	947.6	60.93	76.0	3.72	57.22	0.9928	0.0904	-53.5
YJL199C	25	525.7	52.16	66.0	2.64	49.52	1.0	0.1015	-46.88
YJL200C	534	837.2	54.99	70.5	2.24	52.75	0.9906	0.0912	-50.51
YJL201W	366	493.6	47.27	38.0	3.19	44.08	0.9973	0.1095	-40.89
YJL202C	21	448.5	35.14	16.0	2.24	32.9	1.0	0.0924	-30.67
YJL203W	29	627.7	41.59	11.0	1.9	39.69	0.9655	0.0759	-37.79
YJL204C	87	563.5	53.92	49.0	12.66	41.26	0.9655	0.1226	-28.61
YJL205C	43	389.9	69.77	78.0	17.79	51.98	1.0	0.1956	-34.19
YJL206C	65	446.4	53.28	45.0	13.45	39.83	1.0	0.14	-26.38
YJL207C	120	862.7	57.49	73.5	3.55	53.94	0.9917	0.0908	-50.39
YJL208C	196	568.0	44.58	14.5	2.53	42.05	1.0	0.0935	-39.53
YJL209W	141	605.5	52.56	65.0	5.5	47.06	0.9929	0.1093	-41.57
YJL210W	35	740.2	52.0	72.0	1.34	50.66	1.0	0.0724	-49.31
YJL211C	44	765.5	47.91	60.5	2.23	45.68	0.9318	0.0661	-43.45
YJL212C	220	733.9	51.86	68.5	2.67	49.19	0.9909	0.0954	-46.52
YJL213W	138	547.9	66.79	67.5	2.93	63.86	0.9928	0.1424	-60.92
YJL214W	84	599.8	62.24	73.5	3.15	59.08	0.9881	0.1107	-55.93
YJL216C	49	586.1	65.53	70.0	17.94	47.59	0.9796	0.1136	-29.65
YJL217W	195	605.1	43.55	20.0	1.97	41.58	0.9897	0.0795	-39.61
YJL218W	27	582.3	48.11	66.0	0.96	47.15	0.963	0.0882	-46.19
YJL219W	6	701.0	78.0	89.5	3.17	74.83	1.0	0.1635	-71.67
YJL221C	30	543.4	57.03	73.5	1.93	55.1	1.0	0.1262	-53.17
YJL222W	36	813.3	44.14	43.0	3.53	40.61	1.0	0.0824	-37.08
YJL222W-A	15	486.9	48.47	62.0	1.93	46.53	0.9333	0.1176	-44.6
YJL222W-B	10	550.8	65.0	77.5	2.8	62.2	1.0	0.1323	-59.4
YJL223C	17	617.7	44.0	20.0	3.12	40.88	1.0	0.076	-37.76
YJL225C	45	676.6	46.27	20.0	1.84	44.42	0.9778	0.0965	-42.58
YJL225W-A	26	466.9	28.77	9.0	1.04	27.73	1.0	0.0652	-26.69
YJR001W	168	720.5	51.54	66.0	3.14	48.4	1.0	0.1046	-45.26
YJR002W	286	543.8	48.55	54.5	2.83	45.72	0.9965	0.1086	-42.9
YJR003C	368	529.0	46.63	24.0	3.54	43.09	0.9891	0.1079	-39.55
YJR004C	441	842.1	54.04	72.0	2.86	51.18	1.0	0.0985	-48.32
YJR005C-A	29	380.9	45.28	21.0	1.97	43.31	1.0	0.1348	-41.34
YJR005W	121	785.0	53.36	69.0	3.85	49.5	0.9917	0.1037	-45.65
YJR006W	71	766.7	35.93	10.0	2.66	33.27	0.9859	0.071	-30.61
YJR007W	472	768.2	52.36	67.5	4.03	48.33	0.9852	0.0804	-44.31
YJR008W	3843	462.1	48.65	60.0	3.89	44.77	0.9969	0.1172	-40.88
YJR009C	6927	783.7	48.87	64.0	2.39	46.48	0.9922	0.0811	-44.09
YJR010C-A	117	489.0	41.62	14.0	3.92	37.7	1.0	0.0877	-33.78
YJR010W	131	500.5	46.39	47.0	2.59	43.8	0.9695	0.1158	-41.21
YJR011C	193	582.6	47.27	47.0	1.43	45.84	0.9845	0.0914	-44.41
YJR012C	54	435.5	54.09	65.0	4.94	49.15	1.0	0.1262	-44.2
YJR013W	196	589.4	51.45	51.0	1.63	49.82	0.9898	0.1051	-48.18
YJR014W	123	562.4	46.24	19.0	1.59	44.65	1.0	0.0947	-43.07
YJR015W	794	585.0	46.49	43.0	2.84	43.65	0.9912	0.096	-40.81
YJR016C	1180	928.5	46.67	34.5	2.45	44.22	0.9822	0.0725	-41.77
YJR017C	57	446.4	30.91	8.0	1.54	29.37	0.9649	0.0759	-27.82
YJR018W	70	510.7	39.74	13.0	1.59	38.16	1.0	0.0866	-36.57
YJR019C	58	532.2	46.48	19.0	2.9	43.59	0.9828	0.0974	-40.69
YJR020W	23	433.8	45.65	22.0	2.7	42.96	1.0	0.1333	-40.26
YJR021C	47	475.6	57.28	74.0	9.96	47.32	0.9787	0.1348	-37.36
YJR022W	65	625.2	51.72	67.0	4.88	46.85	1.0	0.0913	-41.97
YJR023C	71	534.9	45.51	17.0	1.58	43.93	1.0	0.0975	-42.35
YJR024C	313	542.9	40.62	14.0	2.03	38.58	0.9968	0.0787	-36.55
YJR025C	413	535.9	40.58	15.0	1.94	38.64	0.9831	0.0794	-36.69
YJR026W	145	469.8	38.59	11.0	3.44	35.15	0.9655	0.088	-31.71
YJR027W	1243	1057.0	49.57	54.0	2.84	46.73	0.9718	0.0614	-43.88
YJR028W	478	627.8	48.18	61.0	3.27	44.91	0.9707	0.0831	-41.64
YJR029W	3215	1064.4	49.55	59.0	2.57	46.99	0.9807	0.0576	-44.42
YJR030C	1733	680.0	48.09	23.0	4.68	43.4	0.9885	0.0702	-38.72
YJR031C	41	804.2	59.76	76.0	1.73	58.02	0.9756	0.1153	-56.29
YJR032W	108	807.9	36.06	8.0	2.21	33.85	0.9722	0.0568	-31.64
YJR033C	133	543.7	38.98	10.0	1.4	37.59	0.9774	0.0873	-36.19
YJR034W	29	463.2	58.45	73.0	0.97	57.48	1.0	0.132	-56.52
YJR035W	91	626.9	54.24	72.0	2.67	51.57	0.978	0.1148	-48.9
YJR036C	53	757.2	46.6	22.0	1.34	45.26	1.0	0.0792	-43.92
YJR039W	51	932.6	43.2	17.0	2.57	40.63	1.0	0.0632	-38.06
YJR040W	116	690.3	49.32	63.5	2.55	46.77	1.0	0.1041	-44.22
YJR041C	146	810.7	49.02	19.0	5.0	44.02	0.9863	0.0838	-39.02
YJR042W	166	959.4	51.99	70.0	1.58	50.42	0.994	0.0705	-48.84
YJR043C	105	585.3	45.04	15.0	3.25	41.79	1.0	0.0898	-38.54
YJR044C	1138	456.6	53.04	68.5	2.11	50.93	0.9974	0.1262	-48.82
YJR045C	1900	938.9	56.12	72.0	2.74	53.38	0.9916	0.0899	-50.65
YJR046W	279	647.7	34.79	7.0	1.85	32.94	0.9498	0.065	-31.08
YJR047C	66	470.0	42.73	12.0	1.91	40.82	1.0	0.095	-38.91
YJR048W	369	475.8	39.14	12.0	3.2	35.94	0.9783	0.0889	-32.75
YJR049C	401	564.9	41.9	18.0	2.24	39.65	0.98	0.0861	-37.41
YJR050W	78	725.9	41.42	11.0	2.37	39.05	0.9872	0.0672	-36.68
YJR051W	182	684.6	45.73	22.0	3.35	42.38	0.9945	0.0877	-39.03
YJR052W	66	734.0	45.94	23.0	6.56	39.38	1.0	0.0906	-32.82
YJR053W	27	526.5	46.48	66.0	0.78	45.7	1.0	0.1086	-44.93
YJR054W	101	709.9	49.18	66.0	2.12	47.06	1.0	0.0998	-44.94
YJR055W	71	610.2	89.52	74.0	32.04	57.48	0.9859	0.1524	-25.44
YJR056C	97	582.6	44.03	17.0	4.94	39.09	1.0	0.0878	-34.15
YJR057W	169	539.0	40.37	12.0	1.73	38.64	0.9822	0.0762	-36.92
YJR058C	183	533.5	37.51	12.0	2.78	34.74	0.9891	0.0763	-31.96
YJR059W	91	689.1	48.26	17.0	8.53	39.74	0.978	0.0792	-31.21
YJR060W	92	567.0	44.05	18.0	1.54	42.51	1.0	0.0903	-40.97
YJR061W	109	612.6	40.79	14.0	3.61	37.17	0.9908	0.085	-33.56
YJR062C	125	545.0	51.35	69.0	2.3	49.05	1.0	0.1123	-46.74
YJR063W	89	438.9	49.96	55.0	2.6	47.36	1.0	0.1231	-44.76
YJR064W	740	791.5	47.95	32.0	2.81	45.15	0.9919	0.0806	-42.34
YJR065C	515	704.8	47.69	27.0	4.3	43.39	0.9845	0.0929	-39.08
YJR066W	136	817.1	50.74	59.0	2.64	48.1	0.9926	0.0888	-45.46
YJR067C	65	547.4	49.88	69.0	3.03	46.85	0.9692	0.0961	-43.82
YJR068W	287	681.0	47.8	26.0	3.25	44.56	0.9895	0.091	-41.31
YJR069C	277	585.2	62.9	69.0	17.7	45.2	0.9856	0.1063	-27.49
YJR070C	300	730.8	44.61	21.0	3.31	41.3	0.9867	0.0822	-37.99
YJR071W	255	747.3	50.68	67.0	2.38	48.3	1.0	0.0834	-45.92
YJR072C	210	597.6	47.9	57.5	2.88	45.02	0.9952	0.0959	-42.14
YJR073C	216	548.3	47.51	60.0	2.27	45.25	0.9954	0.0971	-42.98
YJR074W	276	597.6	44.96	16.0	3.06	41.9	0.9891	0.0823	-38.84
YJR075W	218	688.2	39.59	13.0	1.64	37.95	0.9954	0.0753	-36.31
YJR076C	301	452.7	42.77	17.0	2.89	39.88	0.9934	0.1099	-36.99
YJR077C	449	862.9	55.61	73.0	3.76	51.85	0.9889	0.0793	-48.1
YJR078W	63	498.8	46.11	33.0	3.65	42.46	1.0	0.1231	-38.81
YJR079W	74	705.6	47.68	38.5	3.49	44.19	1.0	0.0907	-40.7
YJR080C	148	618.1	45.53	52.5	2.45	43.09	0.9932	0.0799	-40.64
YJR082C	88	533.0	49.42	68.0	2.31	47.11	0.9886	0.1028	-44.81
YJR083C	106	646.3	53.42	66.0	1.97	51.45	0.9906	0.0882	-49.48
YJR084W	473	484.3	49.47	61.0	2.89	46.58	0.9958	0.1089	-43.69
YJR085C	517	419.4	51.34	66.0	2.44	48.9	1.0	0.1227	-46.46
YJR086W	215	532.4	52.99	64.0	3.1	49.89	0.986	0.1175	-46.79
YJR087W	257	536.8	48.9	32.0	1.74	47.16	0.9922	0.1056	-45.43
YJR088C	237	551.1	51.97	27.0	3.07	48.9	1.0	0.1054	-45.83
YJR089W	60	572.3	43.22	20.5	0.68	42.53	1.0	0.0927	-41.85
YJR090C	100	758.4	52.12	69.0	2.73	49.39	0.99	0.0993	-46.66
YJR091C	76	1202.4	59.0	76.0	3.05	55.95	1.0	0.0938	-52.89
YJR092W	81	624.5	46.69	17.0	1.73	44.96	1.0	0.0938	-43.23
YJR093C	72	594.3	45.06	17.0	3.11	41.94	1.0	0.0809	-38.83
YJR094C	50	723.1	168.16	89.5	115.14	53.02	1.0	0.2013	62.12
YJR094W-A	7091	427.5	52.08	31.0	10.04	42.04	0.9968	0.1161	-32.0
YJR095W	157	221.6	47.59	56.0	4.31	43.29	0.9936	0.2007	-38.98
YJR096W	167	817.6	53.28	72.0	1.86	51.42	0.994	0.0759	-49.56
YJR097W	69	494.4	42.83	16.0	3.03	39.8	1.0	0.1011	-36.77
YJR098C	38	666.3	49.68	66.0	0.97	48.71	1.0	0.0736	-47.74
YJR099W	117	704.4	50.23	25.0	4.06	46.17	0.9915	0.0826	-42.11
YJR100C	124	688.8	42.65	16.0	2.73	39.92	0.9839	0.0772	-37.19
YJR101W	223	713.0	49.92	22.0	4.63	45.29	0.991	0.0789	-40.66
YJR102C	234	666.4	46.43	17.0	2.23	44.21	1.0	0.0774	-41.98
YJR103W	1206	524.6	45.13	17.0	2.48	42.65	1.0	0.092	-40.18
YJR104C	1171	507.8	48.19	22.0	2.36	45.83	0.9957	0.1008	-43.47
YJR105W	1252	860.2	51.51	33.0	2.64	48.87	0.9928	0.0696	-46.24
YJR106W	404	503.6	49.78	25.0	7.27	42.51	0.9975	0.1056	-35.24
YJR107C-A	116	420.9	37.84	10.0	1.71	36.13	1.0	0.0965	-34.42
YJR107W	92	539.6	45.35	13.0	4.32	41.03	1.0	0.089	-36.72
YJR108W	312	401.4	37.08	11.0	1.96	35.12	0.9968	0.0943	-33.16
YJR109C	699	990.5	48.11	22.0	3.05	45.06	0.9943	0.0713	-42.01
YJR110W	112	558.8	52.42	61.5	5.46	46.96	1.0	0.1227	-41.49
YJR111C	116	606.4	45.9	17.0	2.1	43.79	0.9914	0.0908	-41.69
YJR112W	34	422.3	46.82	28.0	5.65	41.18	0.9706	0.1158	-35.53
YJR112W-A	47	509.5	41.23	11.0	1.64	39.6	0.9787	0.089	-37.96
YJR113C	52	541.5	51.88	68.5	1.81	50.08	1.0	0.1033	-48.27
YJR114W	39	646.1	40.05	17.0	2.26	37.79	1.0	0.0777	-35.54
YJR115W	31	495.0	48.65	57.0	2.39	46.26	1.0	0.1172	-43.87
YJR116W	77	683.6	53.66	64.0	5.82	47.84	0.987	0.0935	-42.03
YJR117W	327	721.7	48.37	63.0	2.48	45.89	0.9786	0.0875	-43.42
YJR118C	201	528.3	51.57	66.0	3.81	47.76	0.995	0.1082	-43.95
YJR119C	113	533.1	43.36	16.0	2.57	40.8	0.9912	0.1015	-38.23
YJR120W	16	485.4	54.69	11.5	27.44	27.25	0.875	0.125	0.19
YJR121W	1013	893.9	44.91	16.0	2.73	42.18	0.9911	0.0694	-39.45
YJR122W	509	432.0	41.74	17.0	2.7	39.03	0.9961	0.1059	-36.33
YJR123W	5152	662.1	43.95	14.0	2.2	41.74	0.9507	0.0731	-39.54
YJR124C	3927	591.2	44.65	22.0	6.57	38.08	0.9717	0.0845	-31.51
YJR125C	148	652.8	51.29	66.5	2.21	49.08	0.9932	0.096	-46.87
YJR126C	133	869.4	44.98	24.0	1.86	43.13	1.0	0.0829	-41.27
YJR127C	70	645.2	52.2	69.0	1.96	50.24	0.9857	0.1122	-48.29
YJR128W	50	387.1	47.24	18.5	1.56	45.68	1.0	0.139	-44.12
YJR129C	127	556.2	50.27	70.0	2.1	48.17	0.9843	0.108	-46.06
YJR130C	125	1027.0	45.74	25.0	1.91	43.83	0.984	0.0678	-41.92
YJR131W	59	912.5	43.95	16.0	8.56	35.39	0.9831	0.0621	-26.83
YJR132W	210	799.8	48.87	58.0	1.9	46.97	0.9857	0.079	-45.07
YJR133W	169	511.1	42.78	14.0	2.38	40.4	0.9941	0.0899	-38.02
YJR134C	176	697.6	46.06	17.5	1.86	44.19	0.9886	0.0871	-42.33
YJR135C	328	410.4	48.3	66.0	1.88	46.42	0.9939	0.1162	-44.55
YJR135W-A	437	415.6	49.12	65.0	2.08	47.05	0.9954	0.1144	-44.97
YJR136C	418	463.7	47.23	63.5	2.44	44.79	0.9856	0.106	-42.35
YJR137C	107	936.0	52.29	68.0	1.28	51.01	0.9907	0.0846	-49.73
YJR138W	267	601.0	49.18	37.0	5.45	43.73	0.9925	0.1039	-38.28
YJR139C	715	928.4	50.49	62.0	2.29	48.2	0.9916	0.0688	-45.92
YJR140C	33	952.7	46.67	24.0	3.79	42.88	1.0	0.0586	-39.09
YJR140W-A	18	425.4	40.94	27.0	0.89	40.06	0.9444	0.1093	-39.17
YJR141W	94	850.9	44.54	20.5	1.63	42.91	0.9894	0.0646	-41.29
YJR142W	234	643.5	46.47	16.5	4.66	41.81	0.9915	0.0802	-37.15
YJR143C	342	949.7	46.15	16.5	3.41	42.75	0.9942	0.0727	-39.34
YJR144W	2388	479.8	49.58	28.0	10.25	39.33	0.9824	0.1085	-29.08
YJR145C	4473	663.6	54.89	40.0	13.58	41.31	0.985	0.0885	-27.73
YJR146W	21	695.4	63.05	76.0	4.48	58.57	1.0	0.1444	-54.1
YJR147W	50	881.1	61.3	77.5	4.9	56.4	0.96	0.0828	-51.5
YJR148W	445	792.9	43.61	15.0	2.42	41.19	0.9933	0.0752	-38.77
YJR149W	235	492.4	46.37	14.0	5.25	41.13	0.9915	0.1056	-35.88
YJR150C	16	384.4	50.38	23.0	7.0	43.38	1.0	0.1389	-36.38
YJR151C	29	586.2	124.79	70.0	76.66	48.14	1.0	0.1694	28.52
YJR151W-A	29	391.9	75.59	17.0	2.59	73.0	1.0	0.1513	-70.41
YJR152W	47	753.0	68.49	72.0	2.66	65.83	1.0	0.126	-63.17
YJR153W	47	634.7	75.36	74.0	23.51	51.85	1.0	0.1447	-28.34
YJR154W	34	576.4	157.62	171.0	4.85	152.76	1.0	0.242	-147.91
YJR155W	65	625.4	45.57	20.0	4.58	40.98	1.0	0.0781	-36.4
YJR156C	45	439.7	42.49	15.0	5.96	36.53	1.0	0.1012	-30.58
YJR157W	14	529.4	42.21	22.0	3.43	38.79	1.0	0.106	-35.36
YJR158W	33	333.5	40.15	20.0	3.24	36.91	1.0	0.114	-33.67
YJR159W	72	490.2	57.74	69.0	3.31	54.43	1.0	0.1135	-51.12
YJR160C	60	588.5	73.67	85.0	1.98	71.68	1.0	0.1581	-69.7
YJR161C	162	668.9	57.1	70.5	6.75	50.35	1.0	0.1068	-43.6
YKL001C	251	556.8	38.94	11.0	2.33	36.62	0.9801	0.0761	-34.29
YKL002W	317	532.6	39.59	14.0	2.72	36.87	0.9874	0.086	-34.15
YKL003C	186	444.2	45.25	20.0	2.43	42.82	0.9892	0.1053	-40.39
YKL004W	260	683.9	53.52	69.0	3.18	50.34	0.9923	0.1017	-47.17
YKL005C	3300	471.6	132.71	140.0	88.63	44.08	0.9952	0.2588	44.55
