panel	gene	chrom	position	window_position	depth_sense	depth_antisense
S1D	YCL045C	III	46466	1440	63	1
S1D	YCL045C	III	46467	1439	63	1
S1D	YCL045C	III	46468	1438	63	1
S1D	YCL045C	III	46469	1437	62	1
S1D	YCL045C	III	46470	1436	62	1
S1D	YCL045C	III	46471	1435	63	1
S1D	YCL045C	III	46472	1434	58	1
S1D	YCL045C	III	46473	1433	61	1
S1D	YCL045C	III	46474	1432	63	0
S1D	YCL045C	III	46475	1431	63	1
S1D	YCL045C	III	46476	1430	62	1
S1D	YCL045C	III	46477	1429	63	1
S1D	YCL045C	III	46478	1428	63	1
S1D	YCL045C	III	46479	1427	63	1
S1D	YCL045C	III	46480	1426	60	1
S1D	YCL045C	III	46481	1425	63	1
S1D	YCL045C	III	46482	1424	63	1
S1D	YCL045C	III	46483	1423	60	1
S1D	YCL045C	III	46484	1422	59	1
S1D	YCL045C	III	46485	1421	42	1
S1D	YCL045C	III	46486	1420	42	0
S1D	YCL045C	III	46487	1419	51	1
S1D	YCL045C	III	46488	1418	46	1
S1D	YCL045C	III	46489	1417	51	1
S1D	YCL045C	III	46490	1416	59	1
S1D	YCL045C	III	46491	1415	59	1
S1D	YCL045C	III	46492	1414	59	1
S1D	YCL045C	III	46493	1413	61	1
S1D	YCL045C	III	46494	1412	59	1
S1D	YCL045C	III	46495	1411	58	1
S1D	YCL045C	III	46496	1410	61	1
S1D	YCL045C	III	46497	1409	58	1
S1D	YCL045C	III	46498	1408	57	1
S1D	YCL045C	III	46499	1407	58	1
S1D	YCL045C	III	46500	1406	58	1
S1D	YCL045C	III	46501	1405	58	1
S1D	YCL045C	III	46502	1404	54	1
S1D	YCL045C	III	46503	1403	59	1
S1D	YCL045C	III	46504	1402	60	1
S1D	YCL045C	III	46505	1401	57	1
S1D	YCL045C	III	46506	1400	59	1
S1D	YCL045C	III	46507	1399	60	1
S1D	YCL045C	III	46508	1398	60	1
S1D	YCL045C	III	46509	1397	58	1
S1D	YCL045C	III	46510	1396	53	0
S1D	YCL045C	III	46511	1395	36	1
S1D	YCL045C	III	46512	1394	47	0
S1D	YCL045C	III	46513	1393	41	1
S1D	YCL045C	III	46514	1392	58	1
S1D	YCL045C	III	46515	1391	59	1
S1D	YCL045C	III	46516	1390	59	1
S1D	YCL045C	III	46517	1389	53	1
S1D	YCL045C	III	46518	1388	60	1
S1D	YCL045C	III	46519	1387	60	1
S1D	YCL045C	III	46520	1386	60	1
S1D	YCL045C	III	46521	1385	56	1
S1D	YCL045C	III	46522	1384	59	1
S1D	YCL045C	III	46523	1383	59	1
S1D	YCL045C	III	46524	1382	59	1
S1D	YCL045C	III	46525	1381	56	1
S1D	YCL045C	III	46526	1380	59	1
S1D	YCL045C	III	46527	1379	59	1
S1D	YCL045C	III	46528	1378	59	1
S1D	YCL045C	III	46529	1377	59	1
S1D	YCL045C	III	46530	1376	58	1
S1D	YCL045C	III	46531	1375	58	1
S1D	YCL045C	III	46532	1374	50	1
S1D	YCL045C	III	46533	1373	54	1
S1D	YCL045C	III	46534	1372	47	1
S1D	YCL045C	III	46535	1371	48	1
S1D	YCL045C	III	46536	1370	49	1
S1D	YCL045C	III	46537	1369	54	1
S1D	YCL045C	III	46538	1368	56	1
S1D	YCL045C	III	46539	1367	51	1
S1D	YCL045C	III	46540	1366	57	1
S1D	YCL045C	III	46541	1365	58	1
S1D	YCL045C	III	46542	1364	58	1
S1D	YCL045C	III	46543	1363	56	1
S1D	YCL045C	III	46544	1362	42	1
S1D	YCL045C	III	46545	1361	31	1
S1D	YCL045C	III	46546	1360	52	1
S1D	YCL045C	III	46547	1359	58	1
S1D	YCL045C	III	46548	1358	59	1
S1D	YCL045C	III	46549	1357	56	1
S1D	YCL045C	III	46550	1356	58	1
S1D	YCL045C	III	46551	1355	59	1
S1D	YCL045C	III	46552	1354	59	1
S1D	YCL045C	III	46553	1353	59	1
S1D	YCL045C	III	46554	1352	58	1
S1D	YCL045C	III	46555	1351	58	1
S1D	YCL045C	III	46556	1350	60	1
S1D	YCL045C	III	46557	1349	57	1
S1D	YCL045C	III	46558	1348	57	1
S1D	YCL045C	III	46559	1347	60	1
S1D	YCL045C	III	46560	1346	60	1
S1D	YCL045C	III	46561	1345	60	1
S1D	YCL045C	III	46562	1344	57	1
S1D	YCL045C	III	46563	1343	56	1
S1D	YCL045C	III	46564	1342	56	0
S1D	YCL045C	III	46565	1341	57	1
S1D	YCL045C	III	46566	1340	54	1
S1D	YCL045C	III	46567	1339	56	1
S1D	YCL045C	III	46568	1338	57	1
S1D	YCL045C	III	46569	1337	52	0
S1D	YCL045C	III	46570	1336	51	0
S1D	YCL045C	III	46571	1335	45	0
S1D	YCL045C	III	46572	1334	47	0
S1D	YCL045C	III	46573	1333	50	1
S1D	YCL045C	III	46574	1332	50	1
S1D	YCL045C	III	46575	1331	52	1
S1D	YCL045C	III	46576	1330	53	1
S1D	YCL045C	III	46577	1329	53	1
S1D	YCL045C	III	46578	1328	54	1
S1D	YCL045C	III	46579	1327	56	1
S1D	YCL045C	III	46580	1326	56	1
S1D	YCL045C	III	46581	1325	55	1
S1D	YCL045C	III	46582	1324	52	1
S1D	YCL045C	III	46583	1323	54	1
S1D	YCL045C	III	46584	1322	54	1
S1D	YCL045C	III	46585	1321	33	1
S1D	YCL045C	III	46586	1320	39	1
S1D	YCL045C	III	46587	1319	38	1
S1D	YCL045C	III	46588	1318	46	1
S1D	YCL045C	III	46589	1317	55	1
S1D	YCL045C	III	46590	1316	55	1
S1D	YCL045C	III	46591	1315	56	1
S1D	YCL045C	III	46592	1314	55	1
S1D	YCL045C	III	46593	1313	54	1
S1D	YCL045C	III	46594	1312	55	1
S1D	YCL045C	III	46595	1311	43	1
S1D	YCL045C	III	46596	1310	45	0
S1D	YCL045C	III	46597	1309	55	1
S1D	YCL045C	III	46598	1308	54	1
S1D	YCL045C	III	46599	1307	55	1
S1D	YCL045C	III	46600	1306	54	1
S1D	YCL045C	III	46601	1305	54	1
S1D	YCL045C	III	46602	1304	54	1
S1D	YCL045C	III	46603	1303	54	1
S1D	YCL045C	III	46604	1302	54	1
S1D	YCL045C	III	46605	1301	54	1
S1D	YCL045C	III	46606	1300	53	1
S1D	YCL045C	III	46607	1299	53	1
S1D	YCL045C	III	46608	1298	51	1
S1D	YCL045C	III	46609	1297	49	1
S1D	YCL045C	III	46610	1296	49	1
S1D	YCL045C	III	46611	1295	54	1
S1D	YCL045C	III	46612	1294	46	1
S1D	YCL045C	III	46613	1293	53	1
S1D	YCL045C	III	46614	1292	53	1
S1D	YCL045C	III	46615	1291	53	1
S1D	YCL045C	III	46616	1290	53	1
S1D	YCL045C	III	46617	1289	50	1
S1D	YCL045C	III	46618	1288	52	1
S1D	YCL045C	III	46619	1287	52	1
S1D	YCL045C	III	46620	1286	52	1
S1D	YCL045C	III	46621	1285	52	1
S1D	YCL045C	III	46622	1284	52	1
S1D	YCL045C	III	46623	1283	53	1
S1D	YCL045C	III	46624	1282	51	1
S1D	YCL045C	III	46625	1281	52	1
S1D	YCL045C	III	46626	1280	47	1
S1D	YCL045C	III	46627	1279	47	1
S1D	YCL045C	III	46628	1278	46	1
S1D	YCL045C	III	46629	1277	47	1
S1D	YCL045C	III	46630	1276	49	1
S1D	YCL045C	III	46631	1275	45	1
S1D	YCL045C	III	46632	1274	50	1
S1D	YCL045C	III	46633	1273	50	1
S1D	YCL045C	III	46634	1272	50	1
S1D	YCL045C	III	46635	1271	50	1
S1D	YCL045C	III	46636	1270	50	1
S1D	YCL045C	III	46637	1269	49	1
S1D	YCL045C	III	46638	1268	50	1
S1D	YCL045C	III	46639	1267	49	1
S1D	YCL045C	III	46640	1266	48	1
S1D	YCL045C	III	46641	1265	46	1
S1D	YCL045C	III	46642	1264	48	1
S1D	YCL045C	III	46643	1263	45	1
S1D	YCL045C	III	46644	1262	41	1
S1D	YCL045C	III	46645	1261	39	0
S1D	YCL045C	III	46646	1260	36	0
S1D	YCL045C	III	46647	1259	33	1
S1D	YCL045C	III	46648	1258	40	1
S1D	YCL045C	III	46649	1257	44	1
S1D	YCL045C	III	46650	1256	41	1
S1D	YCL045C	III	46651	1255	47	1
S1D	YCL045C	III	46652	1254	48	1
S1D	YCL045C	III	46653	1253	48	1
S1D	YCL045C	III	46654	1252	47	1
S1D	YCL045C	III	46655	1251	30	1
S1D	YCL045C	III	46656	1250	43	1
S1D	YCL045C	III	46657	1249	47	1
S1D	YCL045C	III	46658	1248	47	1
S1D	YCL045C	III	46659	1247	49	1
S1D	YCL045C	III	46660	1246	47	1
S1D	YCL045C	III	46661	1245	50	1
S1D	YCL045C	III	46662	1244	50	1
S1D	YCL045C	III	46663	1243	50	1
S1D	YCL045C	III	46664	1242	50	1
S1D	YCL045C	III	46665	1241	44	1
S1D	YCL045C	III	46666	1240	42	1
S1D	YCL045C	III	46667	1239	26	1
S1D	YCL045C	III	46668	1238	35	1
S1D	YCL045C	III	46669	1237	39	1
S1D	YCL045C	III	46670	1236	40	1
S1D	YCL045C	III	46671	1235	49	1
S1D	YCL045C	III	46672	1234	49	1
S1D	YCL045C	III	46673	1233	49	1
S1D	YCL045C	III	46674	1232	48	1
S1D	YCL045C	III	46675	1231	48	1
S1D	YCL045C	III	46676	1230	49	1
S1D	YCL045C	III	46677	1229	49	1
S1D	YCL045C	III	46678	1228	49	1
S1D	YCL045C	III	46679	1227	48	1
S1D	YCL045C	III	46680	1226	47	1
S1D	YCL045C	III	46681	1225	43	0
S1D	YCL045C	III	46682	1224	20	0
S1D	YCL045C	III	46683	1223	22	1
S1D	YCL045C	III	46684	1222	30	1
S1D	YCL045C	III	46685	1221	42	1
S1D	YCL045C	III	46686	1220	45	1
S1D	YCL045C	III	46687	1219	46	1
S1D	YCL045C	III	46688	1218	46	1
S1D	YCL045C	III	46689	1217	48	1
S1D	YCL045C	III	46690	1216	48	1
S1D	YCL045C	III	46691	1215	48	1
S1D	YCL045C	III	46692	1214	44	1
S1D	YCL045C	III	46693	1213	47	1
S1D	YCL045C	III	46694	1212	44	1
S1D	YCL045C	III	46695	1211	48	1
S1D	YCL045C	III	46696	1210	46	0
S1D	YCL045C	III	46697	1209	23	0
S1D	YCL045C	III	46698	1208	28	1
S1D	YCL045C	III	46699	1207	36	1
S1D	YCL045C	III	46700	1206	32	1
S1D	YCL045C	III	46701	1205	47	1
S1D	YCL045C	III	46702	1204	45	1
S1D	YCL045C	III	46703	1203	48	1
S1D	YCL045C	III	46704	1202	48	1
S1D	YCL045C	III	46705	1201	47	1
S1D	YCL045C	III	46706	1200	48	1
S1D	YCL045C	III	46707	1199	48	1
S1D	YCL045C	III	46708	1198	48	1
S1D	YCL045C	III	46709	1197	48	1
S1D	YCL045C	III	46710	1196	48	0
S1D	YCL045C	III	46711	1195	43	1
S1D	YCL045C	III	46712	1194	44	1
S1D	YCL045C	III	46713	1193	44	1
S1D	YCL045C	III	46714	1192	48	1
S1D	YCL045C	III	46715	1191	47	1
S1D	YCL045C	III	46716	1190	48	1
S1D	YCL045C	III	46717	1189	48	1
S1D	YCL045C	III	46718	1188	43	1
S1D	YCL045C	III	46719	1187	40	1
S1D	YCL045C	III	46720	1186	36	1
S1D	YCL045C	III	46721	1185	45	1
S1D	YCL045C	III	46722	1184	45	1
S1D	YCL045C	III	46723	1183	42	1
S1D	YCL045C	III	46724	1182	47	1
S1D	YCL045C	III	46725	1181	45	1
S1D	YCL045C	III	46726	1180	46	1
S1D	YCL045C	III	46727	1179	36	1
S1D	YCL045C	III	46728	1178	44	1
S1D	YCL045C	III	46729	1177	43	1
S1D	YCL045C	III	46730	1176	46	1
S1D	YCL045C	III	46731	1175	37	1
S1D	YCL045C	III	46732	1174	36	1
S1D	YCL045C	III	46733	1173	46	1
S1D	YCL045C	III	46734	1172	45	1
S1D	YCL045C	III	46735	1171	44	1
S1D	YCL045C	III	46736	1170	44	1
S1D	YCL045C	III	46737	1169	39	1
S1D	YCL045C	III	46738	1168	42	1
S1D	YCL045C	III	46739	1167	44	1
S1D	YCL045C	III	46740	1166	44	1
S1D	YCL045C	III	46741	1165	44	1
S1D	YCL045C	III	46742	1164	38	1
S1D	YCL045C	III	46743	1163	42	1
S1D	YCL045C	III	46744	1162	43	1
S1D	YCL045C	III	46745	1161	44	1
S1D	YCL045C	III	46746	1160	42	1
S1D	YCL045C	III	46747	1159	41	1
S1D	YCL045C	III	46748	1158	41	1
S1D	YCL045C	III	46749	1157	43	0
S1D	YCL045C	III	46750	1156	44	1
S1D	YCL045C	III	46751	1155	40	1
S1D	YCL045C	III	46752	1154	44	1
S1D	YCL045C	III	46753	1153	42	1
S1D	YCL045C	III	46754	1152	36	0
S1D	YCL045C	III	46755	1151	36	0
S1D	YCL045C	III	46756	1150	40	0
S1D	YCL045C	III	46757	1149	25	1
S1D	YCL045C	III	46758	1148	32	1
S1D	YCL045C	III	46759	1147	41	1
S1D	YCL045C	III	46760	1146	44	1
S1D	YCL045C	III	46761	1145	44	1
S1D	YCL045C	III	46762	1144	44	1
S1D	YCL045C	III	46763	1143	44	1
S1D	YCL045C	III	46764	1142	44	1
S1D	YCL045C	III	46765	1141	43	1
S1D	YCL045C	III	46766	1140	43	1
S1D	YCL045C	III	46767	1139	43	1
S1D	YCL045C	III	46768	1138	43	1
S1D	YCL045C	III	46769	1137	44	1
S1D	YCL045C	III	46770	1136	44	1
S1D	YCL045C	III	46771	1135	44	1
S1D	YCL045C	III	46772	1134	44	1
S1D	YCL045C	III	46773	1133	41	1
S1D	YCL045C	III	46774	1132	44	1
S1D	YCL045C	III	46775	1131	37	1
S1D	YCL045C	III	46776	1130	39	1
S1D	YCL045C	III	46777	1129	37	1
S1D	YCL045C	III	46778	1128	28	1
S1D	YCL045C	III	46779	1127	40	1
S1D	YCL045C	III	46780	1126	42	1
S1D	YCL045C	III	46781	1125	44	1
S1D	YCL045C	III	46782	1124	44	1
S1D	YCL045C	III	46783	1123	43	1
S1D	YCL045C	III	46784	1122	43	1
S1D	YCL045C	III	46785	1121	43	1
S1D	YCL045C	III	46786	1120	44	1
S1D	YCL045C	III	46787	1119	44	0
S1D	YCL045C	III	46788	1118	35	0
S1D	YCL045C	III	46789	1117	39	0
S1D	YCL045C	III	46790	1116	41	0
S1D	YCL045C	III	46791	1115	43	0
S1D	YCL045C	III	46792	1114	43	0
S1D	YCL045C	III	46793	1113	44	0
S1D	YCL045C	III	46794	1112	44	0
S1D	YCL045C	III	46795	1111	42	0
S1D	YCL045C	III	46796	1110	44	0
S1D	YCL045C	III	46797	1109	43	0
S1D	YCL045C	III	46798	1108	38	0
S1D	YCL045C	III	46799	1107	36	0
S1D	YCL045C	III	46800	1106	40	0
S1D	YCL045C	III	46801	1105	44	0
S1D	YCL045C	III	46802	1104	44	0
S1D	YCL045C	III	46803	1103	44	0
S1D	YCL045C	III	46804	1102	44	0
S1D	YCL045C	III	46805	1101	43	0
S1D	YCL045C	III	46806	1100	43	0
S1D	YCL045C	III	46807	1099	42	0
S1D	YCL045C	III	46808	1098	40	0
S1D	YCL045C	III	46809	1097	41	0
S1D	YCL045C	III	46810	1096	40	0
S1D	YCL045C	III	46811	1095	41	0
S1D	YCL045C	III	46812	1094	42	0
S1D	YCL045C	III	46813	1093	42	0
S1D	YCL045C	III	46814	1092	41	0
S1D	YCL045C	III	46815	1091	39	0
S1D	YCL045C	III	46816	1090	38	0
S1D	YCL045C	III	46817	1089	41	0
S1D	YCL045C	III	46818	1088	42	0
S1D	YCL045C	III	46819	1087	42	0
S1D	YCL045C	III	46820	1086	43	0
S1D	YCL045C	III	46821	1085	43	0
S1D	YCL045C	III	46822	1084	43	0
S1D	YCL045C	III	46823	1083	43	0
S1D	YCL045C	III	46824	1082	43	0
S1D	YCL045C	III	46825	1081	43	0
S1D	YCL045C	III	46826	1080	43	0
S1D	YCL045C	III	46827	1079	43	0
S1D	YCL045C	III	46828	1078	43	0
S1D	YCL045C	III	46829	1077	43	0
S1D	YCL045C	III	46830	1076	33	0
S1D	YCL045C	III	46831	1075	19	0
S1D	YCL045C	III	46832	1074	6	0
S1D	YCL045C	III	46833	1073	41	0
S1D	YCL045C	III	46834	1072	42	0
S1D	YCL045C	III	46835	1071	43	0
S1D	YCL045C	III	46836	1070	42	0
S1D	YCL045C	III	46837	1069	42	0
S1D	YCL045C	III	46838	1068	41	0
S1D	YCL045C	III	46839	1067	42	0
S1D	YCL045C	III	46840	1066	43	0
S1D	YCL045C	III	46841	1065	43	0
S1D	YCL045C	III	46842	1064	43	0
S1D	YCL045C	III	46843	1063	43	0
S1D	YCL045C	III	46844	1062	43	0
S1D	YCL045C	III	46845	1061	43	0
S1D	YCL045C	III	46846	1060	41	0
S1D	YCL045C	III	46847	1059	43	0
S1D	YCL045C	III	46848	1058	43	0
S1D	YCL045C	III	46849	1057	41	0
S1D	YCL045C	III	46850	1056	42	0
S1D	YCL045C	III	46851	1055	42	0
S1D	YCL045C	III	46852	1054	40	0
S1D	YCL045C	III	46853	1053	41	0
S1D	YCL045C	III	46854	1052	39	0
S1D	YCL045C	III	46855	1051	36	0
S1D	YCL045C	III	46856	1050	38	0
S1D	YCL045C	III	46857	1049	42	0
S1D	YCL045C	III	46858	1048	41	0
S1D	YCL045C	III	46859	1047	41	0
S1D	YCL045C	III	46860	1046	32	0
S1D	YCL045C	III	46861	1045	37	0
S1D	YCL045C	III	46862	1044	37	0
S1D	YCL045C	III	46863	1043	36	0
S1D	YCL045C	III	46864	1042	37	0
S1D	YCL045C	III	46865	1041	38	0
S1D	YCL045C	III	46866	1040	39	0
S1D	YCL045C	III	46867	1039	39	0
S1D	YCL045C	III	46868	1038	30	0
S1D	YCL045C	III	46869	1037	37	0
S1D	YCL045C	III	46870	1036	37	0
S1D	YCL045C	III	46871	1035	38	0
S1D	YCL045C	III	46872	1034	28	0
S1D	YCL045C	III	46873	1033	37	0
S1D	YCL045C	III	46874	1032	34	0
S1D	YCL045C	III	46875	1031	38	0
S1D	YCL045C	III	46876	1030	37	0
S1D	YCL045C	III	46877	1029	37	0
S1D	YCL045C	III	46878	1028	38	0
S1D	YCL045C	III	46879	1027	40	0
S1D	YCL045C	III	46880	1026	39	0
S1D	YCL045C	III	46881	1025	39	0
S1D	YCL045C	III	46882	1024	39	0
S1D	YCL045C	III	46883	1023	39	0
S1D	YCL045C	III	46884	1022	37	0
S1D	YCL045C	III	46885	1021	37	0
S1D	YCL045C	III	46886	1020	38	0
S1D	YCL045C	III	46887	1019	38	0
S1D	YCL045C	III	46888	1018	37	0
S1D	YCL045C	III	46889	1017	36	0
S1D	YCL045C	III	46890	1016	36	0
S1D	YCL045C	III	46891	1015	32	0
S1D	YCL045C	III	46892	1014	31	0
S1D	YCL045C	III	46893	1013	29	0
S1D	YCL045C	III	46894	1012	29	0
S1D	YCL045C	III	46895	1011	30	0
S1D	YCL045C	III	46896	1010	30	0
S1D	YCL045C	III	46897	1009	29	0
S1D	YCL045C	III	46898	1008	31	0
S1D	YCL045C	III	46899	1007	31	0
S1D	YCL045C	III	46900	1006	31	0
S1D	YCL045C	III	46901	1005	31	0
S1D	YCL045C	III	46902	1004	27	0
S1D	YCL045C	III	46903	1003	28	0
S1D	YCL045C	III	46904	1002	28	0
S1D	YCL045C	III	46905	1001	28	0
S1D	YCL045C	III	46906	1000	28	0
S1D	YCL045C	III	46907	999	27	0
S1D	YCL045C	III	46908	998	27	0
S1D	YCL045C	III	46909	997	26	0
S1D	YCL045C	III	46910	996	23	1
S1D	YCL045C	III	46911	995	22	1
S1D	YCL045C	III	46912	994	23	1
S1D	YCL045C	III	46913	993	23	3
S1D	YCL045C	III	46914	992	23	3
S1D	YCL045C	III	46915	991	18	3
S1D	YCL045C	III	46916	990	11	3
S1D	YCL045C	III	46917	989	16	3
S1D	YCL045C	III	46918	988	14	3
S1D	YCL045C	III	46919	987	15	3
S1D	YCL045C	III	46920	986	18	3
S1D	YCL045C	III	46921	985	17	3
S1D	YCL045C	III	46922	984	11	3
S1D	YCL045C	III	46923	983	13	2
S1D	YCL045C	III	46924	982	13	3
S1D	YCL045C	III	46925	981	13	3
S1D	YCL045C	III	46926	980	12	2
S1D	YCL045C	III	46927	979	11	4
S1D	YCL045C	III	46928	978	11	5
S1D	YCL045C	III	46929	977	11	4
S1D	YCL045C	III	46930	976	4	4
S1D	YCL045C	III	46931	975	3	5
S1D	YCL045C	III	46932	974	4	4
S1D	YCL045C	III	46933	973	5	4
S1D	YCL045C	III	46934	972	5	6
S1D	YCL045C	III	46935	971	5	6
S1D	YCL045C	III	46936	970	5	6
S1D	YCL045C	III	46937	969	5	6
S1D	YCL045C	III	46938	968	5	5
S1D	YCL045C	III	46939	967	5	4
S1D	YCL045C	III	46940	966	4	4
S1D	YCL045C	III	46941	965	4	4
S1D	YCL045C	III	46942	964	1	4
S1D	YCL045C	III	46943	963	1	5
S1D	YCL045C	III	46944	962	0	6
S1D	YCL045C	III	46945	961	0	6
S1D	YCL045C	III	46946	960	0	6
S1D	YCL045C	III	46947	959	0	6
S1D	YCL045C	III	46948	958	0	6
S1D	YCL045C	III	46949	957	0	6
S1D	YCL045C	III	46950	956	0	6
S1D	YCL045C	III	46951	955	0	6
S1D	YCL045C	III	46952	954	0	6
S1D	YCL045C	III	46953	953	0	6
S1D	YCL045C	III	46954	952	0	6
S1D	YCL045C	III	46955	951	0	6
S1D	YCL045C	III	46956	950	0	6
S1D	YCL045C	III	46957	949	0	6
S1D	YCL045C	III	46958	948	0	6
S1D	YCL045C	III	46959	947	0	6
S1D	YCL045C	III	46960	946	0	6
S1D	YCL045C	III	46961	945	0	6
S1D	YCL045C	III	46962	944	0	6
S1D	YCL045C	III	46963	943	0	6
S1D	YCL045C	III	46964	942	0	6
S1D	YCL045C	III	46965	941	0	6
S1D	YCL045C	III	46966	940	0	6
S1D	YCL045C	III	46967	939	0	5
S1D	YCL045C	III	46968	938	0	4
S1D	YCL045C	III	46969	937	0	4
S1D	YCL045C	III	46970	936	0	4
S1D	YCL045C	III	46971	935	0	4
S1D	YCL045C	III	46972	934	0	4
S1D	YCL045C	III	46973	933	0	4
S1D	YCL045C	III	46974	932	0	4
S1D	YCL045C	III	46975	931	0	4
S1D	YCL045C	III	46976	930	0	5
S1D	YCL045C	III	46977	929	0	5
S1D	YCL045C	III	46978	928	0	5
S1D	YCL045C	III	46979	927	0	6
S1D	YCL045C	III	46980	926	0	6
S1D	YCL045C	III	46981	925	0	6
S1D	YCL045C	III	46982	924	0	6
S1D	YCL045C	III	46983	923	0	5
S1D	YCL045C	III	46984	922	0	5
S1D	YCL045C	III	46985	921	0	5
S1D	YCL045C	III	46986	920	0	6
S1D	YCL045C	III	46987	919	0	6
S1D	YCL045C	III	46988	918	0	6
S1D	YCL045C	III	46989	917	0	4
S1D	YCL045C	III	46990	916	0	4
S1D	YCL045C	III	46991	915	0	5
S1D	YCL045C	III	46992	914	0	5
S1D	YCL045C	III	46993	913	0	4
S1D	YCL045C	III	46994	912	0	4
S1D	YCL045C	III	46995	911	0	4
S1D	YCL045C	III	46996	910	0	6
S1D	YCL045C	III	46997	909	0	6
S1D	YCL045C	III	46998	908	0	6
S1D	YCL045C	III	46999	907	0	6
S1D	YCL045C	III	47000	906	0	6
S1D	YCL045C	III	47001	905	0	6
S1D	YCL045C	III	47002	904	0	6
S1D	YCL045C	III	47003	903	0	6
S1D	YCL045C	III	47004	902	0	6
S1D	YCL045C	III	47005	901	0	6
S1D	YCL045C	III	47006	900	0	6
S1D	YCL045C	III	47007	899	0	4
S1D	YCL045C	III	47008	898	0	4
S1D	YCL045C	III	47009	897	0	6
S1D	YCL045C	III	47010	896	0	6
S1D	YCL045C	III	47011	895	0	6
S1D	YCL045C	III	47012	894	0	5
S1D	YCL045C	III	47013	893	0	6
S1D	YCL045C	III	47014	892	0	6
S1D	YCL045C	III	47015	891	0	6
S1D	YCL045C	III	47016	890	0	5
S1D	YCL045C	III	47017	889	0	6
S1D	YCL045C	III	47018	888	0	6
S1D	YCL045C	III	47019	887	0	6
S1D	YCL045C	III	47020	886	0	6
S1D	YCL045C	III	47021	885	0	6
S1D	YCL045C	III	47022	884	0	6
S1D	YCL045C	III	47023	883	0	6
S1D	YCL045C	III	47024	882	0	6
S1D	YCL045C	III	47025	881	0	5
S1D	YCL045C	III	47026	880	0	6
S1D	YCL045C	III	47027	879	0	6
S1D	YCL045C	III	47028	878	0	6
S1D	YCL045C	III	47029	877	0	5
S1D	YCL045C	III	47030	876	0	5
S1D	YCL045C	III	47031	875	0	6
S1D	YCL045C	III	47032	874	0	6
S1D	YCL045C	III	47033	873	0	6
S1D	YCL045C	III	47034	872	0	6
S1D	YCL045C	III	47035	871	0	6
S1D	YCL045C	III	47036	870	0	5
S1D	YCL045C	III	47037	869	0	6
S1D	YCL045C	III	47038	868	0	6
S1D	YCL045C	III	47039	867	0	6
S1D	YCL045C	III	47040	866	0	6
S1D	YCL045C	III	47041	865	0	6
S1D	YCL045C	III	47042	864	0	6
S1D	YCL045C	III	47043	863	0	6
S1D	YCL045C	III	47044	862	0	6
S1D	YCL045C	III	47045	861	0	6
S1D	YCL045C	III	47046	860	0	4
S1D	YCL045C	III	47047	859	0	6
S1D	YCL045C	III	47048	858	0	6
S1D	YCL045C	III	47049	857	0	6
S1D	YCL045C	III	47050	856	0	6
S1D	YCL045C	III	47051	855	0	6
S1D	YCL045C	III	47052	854	0	6
S1D	YCL045C	III	47053	853	0	6
S1D	YCL045C	III	47054	852	0	6
S1D	YCL045C	III	47055	851	0	6
S1D	YCL045C	III	47056	850	0	6
S1D	YCL045C	III	47057	849	0	6
S1D	YCL045C	III	47058	848	0	6
S1D	YCL045C	III	47059	847	0	5
S1D	YCL045C	III	47060	846	0	6
S1D	YCL045C	III	47061	845	0	6
S1D	YCL045C	III	47062	844	0	6
S1D	YCL045C	III	47063	843	0	5
S1D	YCL045C	III	47064	842	0	5
S1D	YCL045C	III	47065	841	0	4
S1D	YCL045C	III	47066	840	0	5
S1D	YCL045C	III	47067	839	0	6
S1D	YCL045C	III	47068	838	0	5
S1D	YCL045C	III	47069	837	0	5
S1D	YCL045C	III	47070	836	0	6
S1D	YCL045C	III	47071	835	0	6
S1D	YCL045C	III	47072	834	0	6
S1D	YCL045C	III	47073	833	0	6
S1D	YCL045C	III	47074	832	0	6
S1D	YCL045C	III	47075	831	0	3
S1D	YCL045C	III	47076	830	0	3
S1D	YCL045C	III	47077	829	0	6
S1D	YCL045C	III	47078	828	0	6
S1D	YCL045C	III	47079	827	0	6
S1D	YCL045C	III	47080	826	0	6
S1D	YCL045C	III	47081	825	0	6
S1D	YCL045C	III	47082	824	0	6
S1D	YCL045C	III	47083	823	0	6
S1D	YCL045C	III	47084	822	0	6
S1D	YCL045C	III	47085	821	0	6
S1D	YCL045C	III	47086	820	0	6
S1D	YCL045C	III	47087	819	0	6
S1D	YCL045C	III	47088	818	0	6
S1D	YCL045C	III	47089	817	0	6
S1D	YCL045C	III	47090	816	0	6
S1D	YCL045C	III	47091	815	0	6
S1D	YCL045C	III	47092	814	0	6
S1D	YCL045C	III	47093	813	0	6
S1D	YCL045C	III	47094	812	0	6
S1D	YCL045C	III	47095	811	0	6
S1D	YCL045C	III	47096	810	0	6
S1D	YCL045C	III	47097	809	0	6
S1D	YCL045C	III	47098	808	0	6
S1D	YCL045C	III	47099	807	0	6
S1D	YCL045C	III	47100	806	0	6
S1D	YCL045C	III	47101	805	0	6
S1D	YCL045C	III	47102	804	0	6
S1D	YCL045C	III	47103	803	0	6
S1D	YCL045C	III	47104	802	0	6
S1D	YCL045C	III	47105	801	0	6
S1D	YCL045C	III	47106	800	0	6
S1D	YCL045C	III	47107	799	0	5
S1D	YCL045C	III	47108	798	0	5
S1D	YCL045C	III	47109	797	0	5
