transcript	n_reads	mean_read_length	mean_clip_total	median_clip_total	mean_clip_5p	mean_clip_3p	frac_clipped	mean_clip_frac	asymmetry
YJR056C_mRNA	88	600.5	42.9	18.5	2.65	40.25	1.0	0.0845	-37.6
YJR057W_mRNA	173	575.8	44.68	16.0	3.09	41.58	0.9769	0.0866	-38.49
YJR058C_mRNA	169	504.8	37.77	12.0	3.19	34.58	0.9941	0.0717	-31.39
YJR059W_mRNA	123	619.8	57.72	24.0	16.51	41.21	0.9837	0.1032	-24.7
YJR060W_mRNA	107	571.9	42.56	10.0	2.13	40.43	1.0	0.0879	-38.3
YJR061W_mRNA	42	743.2	90.69	73.0	47.67	43.02	1.0	0.1168	4.64
YJR062C_mRNA	60	693.1	56.77	62.5	3.75	53.02	0.9833	0.0958	-49.27
YJR063W_mRNA	234	458.0	51.56	68.0	3.1	48.46	0.9957	0.119	-45.36
YJR064W_mRNA	879	737.1	47.38	45.0	2.3	45.08	0.9932	0.0861	-42.79
YJR065C_mRNA	315	862.9	44.85	14.0	3.64	41.21	0.9778	0.0747	-37.57
YJR066W_mRNA	104	923.4	55.1	59.0	6.8	48.3	0.9904	0.0801	-41.5
YJR067C_mRNA	132	509.6	52.41	70.0	3.07	49.34	0.9848	0.1124	-46.27
YJR068W_mRNA	194	738.4	50.38	30.5	3.43	46.94	0.9742	0.0901	-43.51
YJR069C_mRNA	279	591.8	50.89	19.0	5.74	45.15	0.9892	0.0923	-39.42
YJR070C_mRNA	580	745.0	49.47	62.0	3.04	46.43	0.9948	0.087	-43.4
YJR072C_mRNA	58	507.3	41.95	10.0	2.98	38.97	1.0	0.1219	-35.98
YJR073C_mRNA	611	587.6	77.89	76.0	2.71	75.18	0.9984	0.1503	-72.47
YJR074W_mRNA	77	510.5	54.13	37.0	1.4	52.73	1.0	0.1133	-51.32
YJR075W_mRNA	302	623.0	39.46	13.0	2.68	36.78	0.9934	0.0833	-34.11
YJR076C_mRNA	73	625.3	44.53	21.0	1.67	42.86	0.9863	0.0851	-41.19
YJR077C_mRNA	568	753.2	72.14	76.0	8.67	63.46	0.993	0.1336	-54.79
YJR078W_mRNA	21	628.8	41.71	18.0	2.43	39.29	1.0	0.108	-36.86
YJR079W_mRNA	7	441.6	38.14	12.0	2.29	35.86	1.0	0.0778	-33.57
YJR080C_mRNA	158	664.4	54.58	61.5	5.94	48.65	0.9937	0.1028	-42.71
YJR082C_mRNA	255	555.0	52.65	63.0	3.27	49.38	0.9922	0.0996	-46.11
YJR083C_mRNA	36	734.8	60.94	75.0	1.36	59.58	1.0	0.0978	-58.22
YJR084W_mRNA	58	932.4	48.74	20.0	5.53	43.21	0.9828	0.0682	-37.67
YJR085C_mRNA	844	426.6	49.58	63.0	3.27	46.31	0.9988	0.1136	-43.05
YJR086W_mRNA	150	378.1	61.57	75.5	3.84	57.73	0.98	0.1599	-53.89
YJR087W_mRNA	426	402.5	51.42	55.5	3.38	48.04	0.9977	0.1265	-44.66
YJR088C_mRNA	214	866.8	55.88	61.5	2.08	53.79	0.9953	0.0748	-51.71
YJR089W_mRNA	51	591.6	50.57	21.0	1.2	49.37	1.0	0.1041	-48.18
YJR090C_mRNA	95	792.1	54.74	68.0	2.2	52.54	0.9895	0.0978	-50.34
YJR091C_mRNA	92	1047.9	59.49	77.5	3.01	56.48	1.0	0.1081	-53.47
YJR092W_mRNA	87	597.4	50.05	16.0	3.25	46.79	1.0	0.0946	-43.54
YJR093C_mRNA	65	634.3	52.92	36.0	2.57	50.35	1.0	0.1006	-47.78
YJR094C_mRNA	21	694.0	67.95	87.0	1.71	66.24	1.0	0.1204	-64.52
YJR094W-A_mRNA	7237	423.0	45.12	19.0	3.14	41.98	0.9934	0.1023	-38.84
YJR096W_mRNA	201	753.0	55.19	70.0	1.91	53.28	0.995	0.0857	-51.37
YJR097W_mRNA	44	655.5	53.73	71.5	1.61	52.11	1.0	0.0803	-50.5
YJR098C_mRNA	28	553.7	65.21	64.5	8.43	56.79	1.0	0.1391	-48.36
YJR099W_mRNA	185	700.3	46.82	17.0	3.65	43.17	0.9892	0.0794	-39.52
YJR100C_mRNA	58	669.1	46.86	30.5	1.84	45.02	0.9828	0.0892	-43.17
YJR101W_mRNA	319	736.2	50.83	24.0	3.71	47.12	0.9937	0.0789	-43.42
YJR102C_mRNA	115	633.2	68.3	55.0	3.17	65.13	1.0	0.1173	-61.97
YJR103W_mRNA	120	784.8	58.72	68.0	4.97	53.75	0.9833	0.1123	-48.78
YJR104C_mRNA	2264	504.9	46.54	18.0	2.4	44.14	0.9978	0.0957	-41.74
YJR105W_mRNA	1597	779.0	50.38	26.0	3.19	47.19	0.995	0.0776	-44.0
YJR106W_mRNA	21	718.1	105.57	76.0	4.38	101.19	1.0	0.1838	-96.81
YJR107C-A_mRNA	166	424.2	67.16	66.5	2.15	65.01	1.0	0.1428	-62.86
YJR107W_mRNA	96	601.8	138.23	91.5	87.92	50.31	1.0	0.2006	37.6
YJR108W_mRNA	21	426.0	55.38	15.0	1.33	54.05	1.0	0.1302	-52.71
YJR109C_mRNA	950	827.0	47.17	18.0	4.06	43.12	0.9958	0.0857	-39.06
YJR110W_mRNA	55	659.4	52.35	66.0	2.78	49.56	1.0	0.1245	-46.78
YJR111C_mRNA	152	597.2	52.51	53.0	2.55	49.97	1.0	0.105	-47.42
YJR112W-A_mRNA	78	431.8	85.65	81.5	38.42	47.23	0.9744	0.185	-8.81
YJR112W_mRNA	24	394.8	50.04	17.0	15.75	34.29	1.0	0.1378	-18.54
YJR113C_mRNA	77	662.9	47.03	18.0	2.22	44.81	1.0	0.0818	-42.58
YJR115W_mRNA	41	522.6	68.95	81.0	11.54	57.41	1.0	0.1621	-45.88
YJR116W_mRNA	85	657.4	57.92	69.0	5.35	52.56	0.9882	0.1086	-47.21
YJR117W_mRNA	310	685.0	51.73	65.5	2.1	49.63	0.9774	0.1015	-47.54
YJR118C_mRNA	277	582.3	51.42	23.0	3.71	47.71	0.9928	0.0913	-44.0
YJR119C_mRNA	34	560.1	96.32	76.5	25.71	70.62	1.0	0.1684	-44.91
YJR120W_mRNA	5	266.4	28.8	3.0	0.6	28.2	0.8	0.1269	-27.6
YJR121W_mRNA	1467	736.6	44.49	17.0	3.07	41.42	0.9932	0.0841	-38.35
YJR122W_mRNA	84	658.1	57.35	71.0	1.25	56.1	0.9643	0.1182	-54.85
YJR123W_mRNA	8955	632.1	42.53	13.0	2.36	40.18	0.9531	0.0756	-37.82
YJR124C_mRNA	98	654.3	48.88	39.5	4.02	44.86	1.0	0.0955	-40.84
YJR125C_mRNA	101	754.6	56.85	74.0	6.3	50.55	0.9901	0.1036	-44.26
YJR126C_mRNA	169	774.5	48.15	34.0	2.16	45.99	1.0	0.0944	-43.83
YJR127C_mRNA	94	621.0	55.9	69.5	5.17	50.73	0.9894	0.1179	-45.56
YJR129C_mRNA	113	445.4	46.56	20.0	1.86	44.7	0.9912	0.1183	-42.84
YJR130C_mRNA	190	869.6	48.89	64.0	3.14	45.76	0.9789	0.0851	-42.62
YJR131W_mRNA	89	750.7	44.6	16.0	5.7	38.9	1.0	0.0865	-33.2
YJR132W_mRNA	206	767.6	49.88	23.5	5.01	44.86	0.9854	0.0827	-39.85
YJR133W_mRNA	189	563.5	51.73	58.0	3.58	48.15	1.0	0.1025	-44.57
YJR134C_mRNA	107	808.1	41.01	14.0	1.73	39.28	0.9813	0.074	-37.55
YJR135C_mRNA	57	613.5	41.49	14.0	1.39	40.11	1.0	0.0798	-38.72
YJR135W-A_mRNA	1046	401.5	49.0	65.0	2.98	46.02	0.9943	0.1161	-43.03
YJR136C_mRNA	56	782.3	70.39	74.0	4.34	66.05	0.9821	0.1314	-61.71
YJR137C_mRNA	151	816.9	55.73	71.0	5.39	50.34	0.9934	0.1061	-44.95
YJR138W_mRNA	68	879.0	42.85	12.5	1.25	41.6	0.9853	0.079	-40.35
YJR139C_mRNA	923	831.5	49.54	51.0	2.37	47.17	0.9913	0.0777	-44.81
YJR140C_mRNA	38	872.0	48.87	24.5	4.08	44.79	1.0	0.0683	-40.71
YJR141W_mRNA	123	792.0	47.93	21.0	4.06	43.87	0.9919	0.0738	-39.81
YJR142W_mRNA	190	658.3	42.78	16.0	2.02	40.76	1.0	0.0774	-38.74
YJR143C_mRNA	358	932.1	47.63	23.5	3.01	44.62	0.9916	0.0748	-41.61
YJR144W_mRNA	219	683.6	51.38	56.0	3.31	48.08	1.0	0.0823	-44.77
YJR145C_mRNA	6625	598.1	44.59	16.0	2.48	42.11	0.9733	0.0872	-39.63
YJR146W_mRNA	9	719.1	500.22	484.0	18.44	481.78	1.0	0.7028	-463.33
YJR147W_mRNA	49	999.0	138.69	81.0	8.94	129.76	0.9592	0.1233	-120.82
YJR148W_mRNA	640	689.6	44.35	16.0	2.23	42.12	0.9922	0.0862	-39.89
YJR149W_mRNA	48	615.6	78.5	13.0	45.58	32.92	1.0	0.1003	12.67
YJR151C_mRNA	17	531.8	115.06	74.0	44.88	70.18	1.0	0.2816	-25.29
YJR152W_mRNA	37	815.7	71.22	71.0	24.51	46.7	1.0	0.1204	-22.19
YJR153W_mRNA	46	703.2	339.89	317.0	173.43	166.46	1.0	0.5102	6.98
YJR155W_mRNA	61	629.5	85.33	38.0	22.41	62.92	1.0	0.1395	-40.51
YJR156C_mRNA	58	444.8	48.5	17.5	2.81	45.69	1.0	0.1005	-42.88
YJR157W_mRNA	11	643.8	266.09	95.0	217.0	49.09	1.0	0.3545	167.91
YJR159W_mRNA	42	476.5	74.02	71.5	2.26	71.76	1.0	0.1408	-69.5
YJR160C_mRNA	84	560.8	124.69	78.0	34.33	90.36	1.0	0.2174	-56.02
YJR161C_mRNA	167	655.9	79.59	76.0	14.08	65.5	1.0	0.1393	-51.42
YKL001C_mRNA	345	567.0	45.94	16.0	6.29	39.65	0.9884	0.0986	-33.35
YKL002W_mRNA	139	535.7	126.77	137.0	1.81	124.96	1.0	0.2489	-123.16
YKL003C_mRNA	237	487.0	49.12	22.0	3.18	45.94	0.9916	0.1045	-42.76
YKL004W_mRNA	276	650.0	55.86	70.0	5.96	49.91	0.9891	0.1143	-43.95
YKL005C_mRNA	74	581.4	52.18	27.0	7.89	44.28	1.0	0.1331	-36.39
YKL006C-A_mRNA	538	547.3	72.74	75.0	9.51	63.23	0.9963	0.1415	-53.72
YKL006W_mRNA	7875	485.3	47.65	32.0	2.26	45.39	0.9806	0.0989	-43.13
YKL007W_mRNA	348	677.4	47.32	19.0	3.45	43.87	1.0	0.0782	-40.42
YKL008C_mRNA	267	816.4	66.74	74.0	2.18	64.56	0.9925	0.1109	-62.38
YKL009W_mRNA	1519	642.7	49.1	53.0	2.69	46.41	0.9961	0.0885	-43.73
YKL010C_mRNA	176	711.4	48.38	33.0	2.57	45.81	0.9659	0.092	-43.23
YKL011C_mRNA	87	727.3	56.2	36.0	4.75	51.45	0.9885	0.0858	-46.7
YKL012W_mRNA	94	614.9	52.65	65.0	1.81	50.84	0.9894	0.1056	-49.03
YKL013C_mRNA	684	568.3	48.1	40.0	3.74	44.36	0.9912	0.0916	-40.62
YKL014C_mRNA	323	819.7	49.54	53.0	1.83	47.71	0.9876	0.0861	-45.88
YKL015W_mRNA	97	969.1	69.2	77.0	4.88	64.32	1.0	0.1045	-59.44
YKL016C_mRNA	373	556.5	45.68	17.0	2.81	42.87	0.9893	0.0846	-40.05
YKL017C_mRNA	34	884.6	55.97	36.0	1.32	54.65	1.0	0.0931	-53.32
YKL018C-A_mRNA	117	343.3	41.59	12.0	2.03	39.56	1.0	0.1218	-37.54
YKL018W_mRNA	106	695.1	51.42	67.0	2.82	48.59	0.9906	0.0951	-45.77
YKL019W_mRNA	133	776.5	52.34	73.0	2.43	49.91	0.9925	0.0925	-47.48
YKL020C_mRNA	56	1075.9	62.0	73.5	3.34	58.66	0.9821	0.0806	-55.32
YKL021C_mRNA	116	598.0	47.97	21.5	2.41	45.56	1.0	0.1026	-43.15
YKL022C_mRNA	90	653.7	60.14	13.0	14.38	45.77	0.9778	0.096	-31.39
YKL023C-A_mRNA	185	667.5	48.55	16.0	2.19	46.36	0.9892	0.0839	-44.17
YKL023W_mRNA	33	415.8	48.27	13.0	6.55	41.73	1.0	0.1244	-35.18
YKL024C_mRNA	191	649.3	40.38	14.0	2.69	37.7	0.9843	0.0713	-35.01
YKL025C_mRNA	90	774.7	63.16	52.0	9.09	54.07	0.9889	0.1119	-44.98
YKL026C_mRNA	80	548.2	60.99	47.5	1.88	59.11	0.975	0.1143	-57.24
YKL027W_mRNA	227	674.8	58.19	65.0	4.01	54.18	0.9956	0.1121	-50.17
YKL028W_mRNA	91	469.0	49.49	56.0	2.1	47.4	1.0	0.1223	-45.3
YKL029C_mRNA	266	985.1	69.63	75.0	6.67	62.96	0.9962	0.0914	-56.29
YKL030W_mRNA	126	329.9	43.51	14.5	4.75	38.75	0.9524	0.1227	-34.0
YKL032C_mRNA	114	715.7	76.38	79.0	24.56	51.82	0.9912	0.1684	-27.25
YKL033W-A_mRNA	1087	646.4	48.19	23.0	2.98	45.21	0.9963	0.0815	-42.23
YKL033W_mRNA	82	823.5	75.87	81.0	4.15	71.72	1.0	0.1247	-67.57
YKL034W_mRNA	66	593.8	50.79	37.5	8.94	41.85	1.0	0.1212	-32.91
YKL035W_mRNA	714	826.6	55.97	69.5	4.89	51.08	0.9804	0.0948	-46.19
YKL036C_mRNA	18	285.6	52.06	50.0	1.0	51.06	1.0	0.1809	-50.06
YKL038W_mRNA	49	771.3	51.27	41.0	3.88	47.39	0.9796	0.0874	-43.51
YKL039W_mRNA	200	980.8	67.5	71.0	18.23	49.27	0.985	0.0945	-31.04
YKL040C_mRNA	403	779.3	48.0	15.0	6.4	41.6	0.9777	0.0674	-35.19
YKL041W_mRNA	43	429.1	37.3	10.0	1.72	35.58	0.9767	0.0996	-33.86
YKL042W_mRNA	41	611.7	53.68	20.0	13.54	40.15	1.0	0.1286	-26.61
YKL043W_mRNA	129	637.9	52.85	40.0	7.32	45.53	0.9767	0.1106	-38.22
YKL045W_mRNA	135	763.0	52.41	29.0	10.13	42.27	0.9778	0.1008	-32.14
YKL046C_mRNA	354	836.8	53.13	65.0	4.32	48.81	0.9944	0.088	-44.49
YKL047W_mRNA	109	787.8	54.33	32.0	5.22	49.11	0.9908	0.1015	-43.89
YKL048C_mRNA	41	533.3	51.34	35.0	7.71	43.63	1.0	0.1393	-35.93
YKL049C_mRNA	86	562.1	46.87	24.0	1.22	45.65	0.9884	0.0994	-44.43
YKL050C_mRNA	15	628.5	38.0	18.0	4.93	33.07	1.0	0.076	-28.13
YKL051W_mRNA	225	573.2	53.18	69.0	3.61	49.57	0.9911	0.1166	-45.96
YKL052C_mRNA	20	746.0	62.4	27.5	5.3	57.1	1.0	0.0733	-51.8
YKL053C-A_mRNA	572	445.5	55.83	74.0	3.39	52.44	0.9965	0.1239	-49.05
YKL053W_mRNA	12	241.3	42.92	24.0	3.25	39.67	1.0	0.1955	-36.42
YKL054C_mRNA	630	692.4	62.87	75.0	5.84	57.02	0.9952	0.1297	-51.18
YKL055C_mRNA	9	582.4	67.44	9.0	2.11	65.33	1.0	0.135	-63.22
YKL056C_mRNA	24052	634.4	61.54	52.0	1.88	59.67	0.9968	0.0991	-57.79
YKL057C_mRNA	287	837.4	48.93	48.0	4.1	44.83	0.9895	0.0828	-40.73
YKL058W_mRNA	448	562.3	98.7	86.0	1.62	97.08	1.0	0.1793	-95.46
YKL059C_mRNA	33	695.5	105.73	78.0	37.21	68.52	0.9697	0.186	-31.3
YKL060C_mRNA	27251	675.4	40.77	13.0	2.56	38.2	0.9789	0.0745	-35.64
YKL061W_mRNA	106	481.3	55.33	72.5	1.48	53.85	0.9811	0.1198	-52.37
YKL062W_mRNA	195	847.9	59.42	75.0	3.27	56.15	0.9897	0.1012	-52.88
YKL063C_mRNA	172	589.3	62.34	57.5	7.36	54.98	0.9942	0.1131	-47.62
YKL064W_mRNA	219	643.7	66.14	71.0	5.99	60.15	1.0	0.1333	-54.16
YKL065C_mRNA	979	643.4	59.21	72.0	3.55	55.66	0.998	0.0982	-52.12
YKL065W-A_mRNA	18	419.4	235.0	231.0	68.83	166.17	1.0	0.5243	-97.33
YKL066W_mRNA	625	621.8	50.55	17.0	6.3	44.25	0.9856	0.0856	-37.95
YKL067W_mRNA	481	566.5	46.76	24.0	3.93	42.83	0.9896	0.0869	-38.9
YKL068W-A_mRNA	218	501.6	51.31	33.0	4.37	46.94	0.9908	0.1039	-42.56
YKL068W_mRNA	222	700.4	50.07	49.0	1.84	48.23	1.0	0.094	-46.39
YKL069W_mRNA	85	511.4	44.72	19.0	3.58	41.14	0.9765	0.0935	-37.56
YKL070W_mRNA	40	672.1	162.2	91.5	17.0	145.2	1.0	0.179	-128.2
YKL071W_mRNA	62	758.1	264.0	86.0	125.45	138.55	1.0	0.3171	-13.1
YKL072W_mRNA	62	737.0	37.9	11.0	3.0	34.9	1.0	0.0697	-31.9
YKL073W_mRNA	304	777.0	53.88	64.0	2.13	51.74	0.9934	0.1053	-49.61
YKL074C_mRNA	142	763.7	48.11	66.5	2.52	45.58	0.9859	0.0867	-43.06
YKL075C_mRNA	46	614.1	49.74	16.0	1.26	48.48	1.0	0.0965	-47.22
YKL076C_mRNA	17	469.9	45.41	14.0	1.35	44.06	1.0	0.1255	-42.71
YKL077W_mRNA	439	738.3	46.19	23.0	3.08	43.1	0.9818	0.0825	-40.02
YKL078W_mRNA	88	600.7	47.62	18.5	6.62	41.0	0.9886	0.1124	-34.38
YKL079W_mRNA	220	959.5	48.22	25.0	4.01	44.2	0.9818	0.0778	-40.19
YKL080W_mRNA	785	691.0	48.11	27.0	3.67	44.44	0.9898	0.0938	-40.77
YKL081W_mRNA	2826	746.8	53.33	70.0	3.48	49.84	0.989	0.0976	-46.36
YKL082C_mRNA	20	643.8	54.9	55.5	5.25	49.65	1.0	0.1374	-44.4
YKL083W_mRNA	90	428.8	54.29	18.0	14.51	39.78	1.0	0.1218	-25.27
YKL084W_mRNA	93	514.4	47.34	35.0	3.29	44.05	1.0	0.1009	-40.76
YKL085W_mRNA	191	969.7	54.92	64.0	2.23	52.69	0.9948	0.0687	-50.46
YKL086W_mRNA	19	479.6	74.47	80.0	3.47	71.0	1.0	0.1604	-67.53
YKL087C_mRNA	158	538.0	41.82	10.5	1.74	40.08	0.9937	0.096	-38.34
YKL088W_mRNA	34	542.6	28.71	5.5	1.44	27.26	0.7647	0.0885	-25.82
YKL089W_mRNA	68	674.5	43.51	14.5	0.93	42.59	0.9412	0.069	-41.66
YKL090W_mRNA	86	627.5	98.43	81.0	1.2	97.23	0.9651	0.1801	-96.03
YKL091C_mRNA	118	694.8	47.31	24.0	2.38	44.92	0.9831	0.0806	-42.54
YKL092C_mRNA	98	714.3	41.14	13.5	3.13	38.01	0.9796	0.0757	-34.88
YKL093W_mRNA	30	903.3	272.73	223.0	30.5	242.23	1.0	0.311	-211.73
YKL094W_mRNA	359	711.0	62.03	70.0	10.06	51.97	1.0	0.1178	-41.91
YKL096W-A_mRNA	7395	476.9	60.79	77.0	4.01	56.78	0.9981	0.1256	-52.77
YKL096W_mRNA	1701	444.6	58.23	74.0	4.56	53.67	0.9953	0.1485	-49.1
YKL098W_mRNA	74	776.7	62.07	53.5	18.18	43.89	1.0	0.1081	-25.72
YKL099C_mRNA	275	630.3	37.84	13.0	2.63	35.21	1.0	0.0678	-32.58
YKL100C_mRNA	146	986.0	60.86	76.5	2.71	58.14	0.9932	0.0837	-55.43
YKL101W_mRNA	258	761.6	50.1	22.0	7.64	42.46	0.9922	0.0893	-34.82
YKL103C_mRNA	201	816.3	64.51	74.0	4.8	59.71	0.9851	0.1068	-54.91
YKL104C_mRNA	564	1013.1	52.05	68.0	2.66	49.38	0.9858	0.0843	-46.72
YKL105C_mRNA	85	605.2	50.53	66.0	2.78	47.75	0.9882	0.112	-44.98
YKL106C-A_mRNA	7	516.0	33.43	18.0	0.57	32.86	1.0	0.0594	-32.29
YKL106W_mRNA	101	789.9	48.23	20.0	3.54	44.68	0.9802	0.0735	-41.14
YKL107W_mRNA	6	516.2	87.33	77.5	1.0	86.33	1.0	0.1936	-85.33
YKL108W_mRNA	28	434.5	60.68	73.0	2.29	58.39	0.9643	0.1704	-56.11
YKL109W_mRNA	416	713.7	56.19	74.0	2.84	53.35	1.0	0.1014	-50.51
YKL110C_mRNA	245	604.0	65.49	24.0	2.4	63.09	0.9837	0.138	-60.69
YKL112W_mRNA	24	986.2	53.71	71.5	3.0	50.71	1.0	0.0815	-47.71
YKL113C_mRNA	51	651.1	80.43	69.0	12.18	68.25	0.9804	0.1696	-56.08
YKL114C_mRNA	46	773.8	66.8	48.5	1.5	65.3	1.0	0.1196	-63.8
YKL115C_mRNA	40	448.8	27.5	9.0	1.65	25.85	1.0	0.0782	-24.2
YKL116C_mRNA	87	746.8	50.78	63.0	3.05	47.74	1.0	0.092	-44.69
YKL117W_mRNA	581	567.3	40.94	13.0	1.74	39.2	0.9742	0.0816	-37.46
YKL119C_mRNA	244	649.9	43.07	16.5	2.27	40.79	0.9918	0.0697	-38.52
YKL120W_mRNA	1225	784.2	54.86	69.0	3.9	50.97	0.9976	0.0916	-47.07
YKL121W_mRNA	64	717.1	60.06	67.5	12.84	47.22	1.0	0.1141	-34.38
YKL122C_mRNA	656	531.3	42.76	13.5	1.47	41.29	0.9756	0.0827	-39.82
YKL123W_mRNA	29	515.2	40.0	20.0	1.76	38.24	1.0	0.0814	-36.48
YKL124W_mRNA	18	649.2	46.0	21.5	1.28	44.72	1.0	0.0904	-43.44
YKL125W_mRNA	123	675.9	49.59	27.0	2.88	46.71	0.9919	0.0859	-43.83
YKL126W_mRNA	174	845.6	45.2	15.0	2.64	42.56	1.0	0.0779	-39.93
YKL127W_mRNA	249	764.8	52.21	29.0	3.44	48.78	0.996	0.0981	-45.34
YKL128C_mRNA	410	703.2	57.64	66.0	7.2	50.45	0.9902	0.0976	-43.25
YKL129C_mRNA	58	612.7	57.19	74.0	2.98	54.21	1.0	0.1322	-51.22
YKL130C_mRNA	148	587.5	48.07	29.0	3.69	44.39	0.9932	0.0907	-40.7
YKL132C_mRNA	30	856.0	80.83	89.0	9.63	71.2	1.0	0.1388	-61.57
YKL133C_mRNA	39	618.9	58.1	30.0	11.49	46.62	1.0	0.1109	-35.13
YKL134C_mRNA	92	707.2	48.41	45.5	2.09	46.33	0.9891	0.0872	-44.24
YKL135C_mRNA	156	769.8	78.12	75.0	3.63	74.49	0.9936	0.1364	-70.85
YKL137W_mRNA	290	497.3	77.81	74.5	2.34	75.47	0.9966	0.1609	-73.12
YKL138C-A_mRNA	219	434.7	53.9	61.0	2.24	51.66	1.0	0.1301	-49.42
YKL138C_mRNA	93	571.0	71.99	66.0	9.32	62.67	1.0	0.1183	-53.34
YKL139W_mRNA	70	698.2	53.29	43.5	4.2	49.09	0.9857	0.1013	-44.89
YKL140W_mRNA	124	773.3	52.3	68.5	4.38	47.92	1.0	0.0994	-43.54
YKL141W_mRNA	264	611.1	58.03	70.5	4.71	53.32	1.0	0.1042	-48.61
YKL142W_mRNA	310	545.7	62.85	65.0	24.02	38.83	0.9968	0.1657	-14.8
YKL143W_mRNA	103	559.0	32.46	9.0	1.17	31.28	0.9806	0.0722	-30.11
YKL144C_mRNA	188	581.4	47.42	17.5	5.45	41.97	0.9947	0.0857	-36.52
YKL145W-A_mRNA	183	745.6	48.2	22.0	3.83	44.37	0.9891	0.0782	-40.55
YKL145W_mRNA	218	735.0	51.0	19.0	2.6	48.4	0.9862	0.0851	-45.8
YKL146W_mRNA	112	765.8	53.55	68.5	2.52	51.04	1.0	0.0987	-48.52
YKL148C_mRNA	86	1087.6	58.83	73.5	6.12	52.71	1.0	0.0833	-46.59
YKL149C_mRNA	67	517.2	53.27	73.0	3.31	49.96	0.9552	0.1277	-46.64
YKL150W_mRNA	593	698.6	68.05	66.0	20.77	47.28	0.9916	0.1058	-26.51
YKL151C_mRNA	215	444.9	51.87	40.0	4.67	47.2	0.9395	0.1242	-42.53
YKL152C_mRNA	14878	698.4	44.71	16.0	2.64	42.07	0.9985	0.0749	-39.43
YKL153W_mRNA	21	377.7	65.57	77.0	5.33	60.24	0.8571	0.1513	-54.9
YKL154W_mRNA	217	660.0	59.7	74.0	8.65	51.05	0.9954	0.1122	-42.39
YKL155C_mRNA	75	641.3	52.43	69.0	1.4	51.03	0.9733	0.1117	-49.63
YKL156W_mRNA	4775	464.1	51.01	55.0	6.71	44.3	0.9992	0.1073	-37.6
YKL157W_mRNA	333	773.4	54.99	56.0	4.93	50.06	0.952	0.099	-45.13
YKL159C_mRNA	70	498.3	53.41	41.0	3.5	49.91	0.9714	0.1148	-46.41
YKL160W_mRNA	96	494.4	51.08	65.5	2.4	48.69	0.9896	0.1156	-46.29
YKL161C_mRNA	104	786.9	207.74	80.0	14.58	193.16	1.0	0.2289	-178.59
YKL162C-A_mRNA	11	563.8	435.36	383.0	62.27	373.09	1.0	0.7126	-310.82
YKL162C_mRNA	22	614.0	61.55	45.5	3.59	57.95	1.0	0.1558	-54.36
YKL163W_mRNA	200	585.7	101.34	83.0	54.54	46.81	0.99	0.216	7.72
YKL164C_mRNA	367	728.8	59.85	74.0	3.52	56.33	0.9891	0.1138	-52.81
YKL165C_mRNA	169	720.3	69.33	70.0	8.74	60.59	0.9882	0.1314	-51.85
YKL166C_mRNA	90	681.2	33.89	10.0	1.83	32.06	0.9889	0.0658	-30.22
YKL167C_mRNA	141	461.2	50.06	18.0	7.65	42.4	0.9858	0.0988	-34.75
YKL168C_mRNA	39	735.0	25.18	7.0	2.05	23.13	0.9231	0.0362	-21.08
YKL169C_mRNA	156	510.0	33.96	8.0	2.17	31.79	1.0	0.0725	-29.62
YKL170W_mRNA	108	539.0	41.18	14.5	2.75	38.43	1.0	0.0759	-35.68
YKL171W_mRNA	45	631.7	54.31	72.0	4.6	49.71	1.0	0.1276	-45.11
YKL172W_mRNA	214	523.1	36.01	10.0	1.64	34.38	0.9813	0.0797	-32.74
YKL173W_mRNA	108	602.5	54.08	59.0	2.54	51.55	0.9815	0.1138	-49.01
YKL174C_mRNA	88	874.9	45.62	45.5	2.38	43.25	0.9886	0.084	-40.88
YKL175W_mRNA	167	683.7	50.25	70.0	3.08	47.17	1.0	0.1051	-44.09
YKL176C_mRNA	201	679.4	177.21	151.0	117.96	59.26	1.0	0.3649	58.7
YKL178C_mRNA	803	696.0	57.72	73.0	3.44	54.27	0.9975	0.114	-50.83
YKL179C_mRNA	144	843.8	62.44	76.0	3.72	58.72	0.9931	0.0982	-54.99
YKL180W_mRNA	3824	601.2	44.27	13.0	1.85	42.42	0.995	0.0782	-40.57
YKL181W_mRNA	1120	806.6	53.02	69.0	2.71	50.31	0.9902	0.088	-47.6
YKL182W_mRNA	3820	933.6	54.44	68.0	3.1	51.34	0.994	0.0914	-48.25
YKL183W_mRNA	93	656.0	43.02	12.0	1.75	41.27	0.9892	0.0879	-39.52
YKL184W_mRNA	222	615.0	41.35	16.0	2.7	38.65	0.982	0.089	-35.95
YKL185W_mRNA	190	680.9	59.03	74.0	5.76	53.27	0.9947	0.1293	-47.52
YKL186C_mRNA	244	533.7	68.53	62.5	19.44	49.09	0.9918	0.1334	-29.65
YKL187C_mRNA	13	589.3	145.54	91.0	27.85	117.69	1.0	0.3181	-89.85
YKL188C_mRNA	101	783.3	89.55	90.0	2.96	86.59	0.9901	0.1489	-83.63
YKL189W_mRNA	57	708.6	74.23	78.0	13.91	60.32	1.0	0.1301	-46.4
YKL190W_mRNA	170	583.6	38.4	12.0	3.58	34.82	0.9941	0.0729	-31.24
YKL191W_mRNA	170	737.4	52.17	69.5	1.98	50.19	0.9941	0.1	-48.22
