gene	technology	count_new	count_old	len_new	len_old	length_gain_nt	extended	quantifiable	cpm_new	cpm_old	tpm_new	tpm_old	log2fc_cpm	log2fc_tpm	max_same_strand_orf_overlap_nt	worst_tier
YDL114W	short read	32	32	927	927	0	False	True	1.0767439491784931	1.1108571568222043	1.1782792868435388	1.1021596726463945	-0.0449980987239562	0.09634829494309957	0	False
YDL113C	short read	3366	3366	2106	2106	0	False	True	113.26000415421275	116.84828718323561	54.55489746128222	51.03052272798608	-0.04499809872395577	0.09634829494309916	0	False
YDL112W	short read	845	847	4485	4462	23	True	True	28.432769907994587	29.40300036963772	6.430907466372957	6.060774372563431	-0.04840872688660802	0.08552019521796517	0	False
YDL111C	short read	657	654	1028	1028	0	False	True	22.106899206570937	22.7031431425538	21.814750686402665	20.312290820137946	-0.03839536389970899	0.10295102976734682	0	False
YDL110C	short read	3570	7152	1404	1403	1	True	True	120.12424683022564	248.27657454976264	86.79188232476716	162.7586605113378	-1.0474207609908115	-0.9071022940084177	0	False
YDL109C	short read	4246	647	3197	1944	1253	True	True	142.87046275662132	22.460143139498943	45.333093141482415	10.62630537396244	2.6692686551889144	2.09292452368123	0	False
YDL108W	short read	1212	1229	1313	1298	15	True	True	40.78167707513543	42.663857679202785	31.507641314537327	30.23092686661215	-0.06509331562366683	0.0596765451496406	0	False
YDL107W	short read	3496	3496	1331	1331	0	False	True	117.63427644775038	121.36114438282581	89.65435026691036	83.86246830003414	-0.04499809872395666	0.09634829494309916	0	False
YDL106C	short read	1109	1109	2075	2075	0	False	True	37.31590748871715	38.498143341119516	18.242797784405006	17.064270125699057	-0.04499809872395577	0.09634829494309916	0	False
YDL105W	short read	753	749	1786	1786	0	False	True	25.33713105410642	26.00100032686972	14.391018142404155	13.389816811150313	-0.03731395251077885	0.10403244115627652	0	False
YDL104C	short read	1479	1461	1652	1399	253	True	True	49.76575940109348	50.71757206616376	30.55878831490159	33.34316132437515	-0.027332224428386453	-0.1258035550160228	0	False
YDL103C	short read	1264	1291	1725	1725	0	False	True	42.53138599255048	44.81614342054581	25.01128319229359	23.895241002849296	-0.07549063585404348	0.06585575781301234	0	False
YDL102W	short read	799	719	3494	3294	200	True	True	26.884950481050502	24.959571742348903	7.805520662423659	6.969146078993686	0.10720563376472292	0.16351297424137368	0	False
YDL101C	short read	802	867	1888	1888	0	False	True	26.985895226285983	30.097286092651597	14.499411561854084	14.661938035337679	-0.15742785549087035	-0.016081461823815424	0	False
YDL100C	short read	6992	6992	1266	1257	9	True	True	235.26855289550076	242.72228876565163	188.51491343642607	177.59895832513197	-0.04499809872395666	0.08605553993526627	0	False
YDL099W	short read	2436	2427	1684	1677	7	True	True	81.96713313121279	84.25157248773405	49.375692060014245	46.20734187072088	-0.039658073968757535	0.09567887019624877	0	False
YDL098C	short read	1044	1052	811	811	0	False	True	35.12877134194834	36.51942903052996	43.93975625985414	41.41609592337603	-0.05601109144637384	0.08533530222068197	0	False
YDL097C	short read	4929	4929	1526	1526	0	False	True	165.85221642189978	171.10671643677014	110.25093558931893	103.12846575076735	-0.04499809872395577	0.09634829494309916	0	False
YDL096C	short read	295	295	327	327	0	False	True	9.926233281489234	10.240714414454695	30.793018461073046	28.80371701837216	-0.044998098723956215	0.09634829494310004	0	False
YDL095W	short read	3712	3921	2882	2882	0	False	True	124.90229810470521	136.11471599687073	43.963472683157335	43.43873185793196	-0.12402303011297366	0.017323363554083038	0	False
YDL094C	short read	265	55	796	510	286	True	True	8.916785829134396	1.9092857382881636	11.363465696040734	3.4432359626149776	2.2234907372019457	1.7225659471842107	0	False
YDL093W	short read	1480	1481	2582	2578	4	True	True	49.799407649505305	51.41185778917764	19.565163274325396	18.341988538844195	-0.045972563496492036	0.09313709322502461	0	False
YDL092W	short read	1738	1738	687	687	0	False	True	58.48065573975691	60.33342932990597	86.35172827033676	80.7732034548806	-0.04499809872395577	0.09634829494309916	0	False
YDL091C	short read	4893	4890	1584	1577	7	True	True	164.64087947907396	169.75285927689308	105.4382131932031	99.00370285542735	-0.04411328113051205	0.09084343724744492	0	False
YDL090C	short read	1976	1976	1844	1841	3	True	True	66.48893886177196	68.59542943377112	36.5766580842297	34.2694728525492	-0.04499809872395577	0.09399926586366814	0	False
YDL089W	short read	3379	3374	1854	1849	5	True	True	113.69743138356651	117.12600147244116	62.20946422256746	58.26160431004569	-0.042861721847720524	0.09458865259800042	0	False
YDL088C	short read	2222	2089	2124	1872	252	True	True	74.76640797108162	72.51814376879952	35.708165686272956	35.62926536723359	0.04404822559802746	0.0031912880443343283	0	False
YDL087C	short read	1633	1560	1994	1764	230	True	True	54.94758965651498	54.15428639508246	27.95368260892314	28.235812532018922	0.020980663088128182	-0.014487792085491336	0	False
YDL086W	short read	1458	1577	1100	1100	0	False	True	49.0591461844451	54.74442925964426	45.242108596647	45.773411366154505	-0.15819003918752905	-0.016843645520474126	0	False
YDL086C-A	short read	1490	1246	1132	959	173	True	True	50.13589013362359	43.254000543764576	44.92807805231066	41.48333917534009	0.21301016360156577	0.11508531945487022	0	False
YDL085C-A	short read	13508	14102	4771	4771	0	False	True	454.5205395469714	489.54086329708514	96.6406037413193	94.37252303822781	-0.10708379997251782	0.03426259369453799	0	False
YDL085W	short read	5977	5463	1752	1638	114	True	True	201.11558075749542	189.6441452412407	116.44669129475194	106.4857699247471	0.08473002100365523	0.1290089967105459	0	False
YDL084W	short read	3387	3450	1817	1808	9	True	True	113.96661737086113	119.7642872198939	63.62653433867148	60.92491629345386	-0.071586473782693	0.06259617806543538	0	False
YDL083C	short read	4687	4679	2260	2250	10	True	True	157.7093403062374	162.42814489909668	70.78879398731836	66.39644076952318	-0.042533532605243174	0.0924150898636622	0	False
YDL082W	short read	636	636	1015	1015	0	False	True	21.40028598992255	22.07828599184131	21.38794568050859	20.006234067779562	-0.04499809872395577	0.09634829494310004	0	False
YDL081C	short read	7280	7280	759	759	0	False	True	244.95924843810718	252.72000317705147	327.39165283353236	306.24138177019734	-0.04499809872395577	0.09634829494310004	0	False
YDL080C	short read	631	631	2180	2175	5	True	True	21.232044747863412	21.90471456108784	9.879861685900217	9.26284443159144	-0.04499809872395577	0.09303556090226373	0	False
YDL079C	short read	16384	15227	1886	1506	380	True	True	551.2929019793885	528.5944352166158	296.52154201422474	322.82238973073174	0.06065778945168354	-0.12260372288442944	0	False
YDL078C	short read	30016	29908	1503	1476	27	True	True	1009.9858243294266	1038.2348701949527	681.6663174796506	646.9568070539943	-0.03979780391321697	0.07539630189787161	0	False
YDL077C	short read	847	772	3389	3150	239	True	True	28.50006640481824	26.799428908335678	8.530801576531191	7.824940047334886	0.08876302334016195	0.12460160879786475	0	False
YDL076C	short read	3136	3136	1258	1258	0	False	True	105.52090701949233	108.86400136857601	85.08899848377435	79.59204898349313	-0.04499809872395577	0.09634829494310004	0	False
YDL075W	short read	4106	4106	603	603	0	False	True	138.1597079789654	142.5368589347491	232.42328331776855	217.40819236766228	-0.04499809872395577	0.09634829494309916	0	False
YDL074C	short read	1835	1835	2309	2309	0	False	True	61.74453583570422	63.700715086523275	27.126273406896487	25.3738523218491	-0.04499809872395666	0.09634829494310004	0	False
YDL073W	short read	1185	1068	3164	2955	209	True	True	39.87317436801607	37.074857608941066	12.783797262179927	11.539527851820493	0.10497731337411143	0.14773223763327037	0	False
YDL072C	short read	19044	19044	1153	1152	1	True	True	640.7972427548507	661.0988654538143	563.7763642326277	527.812858155622	-0.04499809872395666	0.09509649873363912	0	False
YDL071C	short read	43	43	375	375	0	False	True	1.4468746817086002	1.492714304479837	3.9139492210725257	3.6610988926131616	-0.04499809872395599	0.0963482949430996	0	False
YDL070W	short read	4435	4443	2343	2332	11	True	True	149.22998170645678	154.23557336753294	64.609939535839	60.83059149203303	-0.047598135545533715	0.08695909245888256	0	False
YDL069C	short read	1399	1848	964	961	3	True	True	47.07389952814725	64.15200080648229	49.53574278937503	61.3978058848806	-0.44656689297526064	-0.30971721476441605	0	False
YDL068W	short read	1557	1095	1068	582	486	True	True	52.390322777216056	38.0121433350098	49.761717216569124	60.0710753927627	0.4628399758665447	-0.27163421924566933	0	False
YDL067C	short read	37075	37080	688	688	0	False	True	1247.5088098685198	1287.2057304677292	1839.3768680443466	1720.7808309148868	-0.045192650007493285	0.09615374365956164	0	False
YDL066W	short read	9490	9473	1952	1803	149	True	True	319.32187742824686	328.8484327055232	165.9450866194702	167.75137275918274	-0.04241139595905352	-0.015618658422541287	0	False
YDL065C	short read	3951	3907	1240	1240	0	False	True	132.9442294751321	135.628715990761	108.75853365850676	100.59954079219538	-0.028841507929958432	0.11250488573709738	0	False
YDL064W	short read	3156	3163	1420	1389	31	True	True	106.19387198772888	109.80128709464475	75.86241243267825	72.70616176939718	-0.048194449227891845	0.0613076140285127	0	False
YDL063C	short read	860	839	2329	2175	154	True	True	28.937493634172004	29.12528608043217	12.603958419082842	12.316206779881485	-0.009332249574319107	0.03331890550532357	0	False
YDL062W	short read	26	39	426	426	0	False	True	0.8748544587075257	1.3538571598770615	2.083251714458845	2.9230031283146354	-0.6299605994451123	-0.4886142057780567	0	False
YDL061C	short read	3374	3375	551	551	0	False	True	113.52919014150737	117.16071575859185	209.01212391685362	195.56739484081933	-0.04542562726194621	0.0959207664051096	0	False
YDL060W	short read	661	660	2396	2367	29	True	True	22.24149220021825	22.911428859457963	9.416567954083865	8.902663325392336	-0.042813851462080166	0.08096434015080511	0	False
YDL059C	short read	1962	1962	1109	1084	25	True	True	66.01786338400636	68.1094294276614	60.3872782813788	57.78884214880575	-0.04499809872395577	0.06345368613526059	0	False
YDL058W	short read	2603	2360	5915	5373	542	True	True	87.58639061598805	81.92571531563756	15.020950612040412	14.023920290352052	0.09639035343095248	0.09908641657797457	0	False
YDL057W	short read	1386	1386	1252	1252	0	False	True	46.636472298793485	48.11400060486172	37.786520314519	35.34542219770582	-0.04499809872395577	0.09634829494310004	0	False
YDL056W	short read	1654	1551	2666	2502	164	True	True	55.654202873163364	53.841857819726215	21.17645985074961	19.792413914599763	0.04776244941122787	0.09751385215512975	0	False
YDL055C	short read	10116	10202	1555	1552	3	True	True	340.38568093405115	354.155147309379	222.05288820965563	209.87846272498805	-0.057211162457660336	0.0813492083785583	0	False
YDL054C	short read	1920	1920	1669	1669	0	False	True	64.60463695070959	66.65142940933225	39.266563172101634	36.729850804429276	-0.04499809872395577	0.09634829494310004	0	False
YDL053C	short read	3756	3758	960	960	0	False	True	126.38282103482564	130.45628735430762	133.54645053005456	124.98555267478434	-0.04576610249023716	0.09558029117681865	0	False
YDL052C	short read	1088	1086	1245	1244	1	True	True	36.609294272068766	37.69971475965356	29.828920933923424	27.873000149867455	-0.0423436452779784	0.09784349156423744	0	False
YDL051W	short read	1469	2039	1195	1195	0	False	True	49.429276916975205	70.78242946126483	41.959653150886986	54.47830574611927	-0.5180254781842724	-0.37667908451721743	0	False
YDL050C	short read	946	375	780	372	408	True	True	31.831242997589204	13.017857306510207	41.39753983826709	32.18567340420891	1.289951489232196	0.36312638025767274	0	False
YDL049C	short read	3435	3436	1235	1235	0	False	True	115.58173329462888	119.27828721378418	94.93749817143484	88.83016520350361	-0.045418036156957164	0.09592835751009865	0	False
YDL048C	short read	1436	1436	1660	1660	0	False	True	48.31888471938488	49.849714912396415	29.52734177006942	27.61980601950389	-0.04499809872395577	0.09634829494309916	0	False
YDL047W	short read	1505	1458	1445	1329	116	True	True	50.64061385980101	50.61342920771168	35.55057683500131	35.02731236173808	0.0007746685961711464	0.021392674151360147	0	False
YDL046W	short read	8886	8887	984	945	39	True	True	298.99833538750283	308.50586102121656	308.24015153901786	300.26011312895133	-0.04516044554693721	0.0378419618893151	0	False
YDL045W-A	short read	1599	1580	635	622	13	True	True	53.80354921051283	54.848572118096335	85.95135695607446	81.10375734215576	-0.027752718308089896	0.08375166383004107	0	False
YDL045C	short read	3882	3900	1234	1232	2	True	True	130.62250033471594	135.38571598770613	107.37875652211241	101.07137440438592	-0.051672104647265016	0.08733415056527427	0	False
YDL044C	short read	1374	1366	1949	1949	0	False	True	46.23269331785155	47.419714881847845	24.06317295879364	22.377580724057562	-0.03657357819594598	0.10477281547110895	0	False
YDL043C	short read	1383	1384	1287	1259	28	True	True	46.535527553558	48.04457203256033	36.67935011616593	35.098182855832995	-0.046040885210186566	0.06357173795518367	0	False
YDL042C	short read	1171	1171	1891	1891	0	False	True	39.402098890250485	40.65042908246254	21.137000869522375	19.771500882008468	-0.04499809872395666	0.09634829494310004	0	False
YDL041W	short read	170	172	807	807	0	False	True	5.720202230010745	5.970857217919348	7.190405545758725	6.805016529020746	-0.061871917288352396	0.07947447637870342	0	False
YDL040C	short read	834	832	2747	2745	2	True	True	28.06263917546448	28.882286077377312	10.36299742544029	9.677323289662441	-0.0415342434203847	0.09876138906337628	0	False
YDL039C	short read	160	128	3190	2097	1093	True	True	5.383719745892466	4.443428627288817	1.71201394812533	1.9488831979841827	0.2769299961634064	-0.1869531727251773	473	True
YDL037C	short read	52	60	987	987	0	False	True	1.7497089174150513	2.082857169041633	1.798308470839854	1.9409232837067019	-0.2514489761913825	-0.11010258252432692	473	True
YDL036C	short read	380	335	1815	1632	183	True	True	12.786334396494606	11.629285860482451	7.1463612531595215	6.553886633386463	0.13684022426185694	0.12485812701729504	0	False
YDL035C	short read	2935	2957	3313	3300	13	True	True	98.75760908871491	102.65014414760181	30.23880808824257	28.60959150490782	-0.05577183884686576	0.07990237587235338	0	False
YDL034W	short read	50	50	345	345	0	False	True	1.6824124205913955	1.7357143075346941	4.946851897209966	4.627273625648586	-0.044998098723956215	0.0963482949430996	0	False
YDL033C	short read	791	791	1547	1547	0	False	True	26.61576449375588	27.459000345198863	17.452762100699594	16.325272605964717	-0.04499809872395666	0.09634829494309916	0	False
YDL032W	short read	39	39	312	312	0	False	True	1.3122816880612886	1.3538571598770615	4.266659761343596	3.9910235021219056	-0.04499809872395599	0.09634829494309938	0	False
YDL031W	short read	778	778	3180	3180	0	False	True	26.178337264402114	27.007714625239842	8.350846023459919	7.811361722392056	-0.04499809872395666	0.0963482949430996	0	False
YDL030W	short read	641	641	1827	1827	0	False	True	21.56852723198169	22.251857422594778	11.975605504198116	11.201953212304943	-0.04499809872395666	0.0963482949430996	0	False
YDL029W	short read	1267	1267	1542	1542	0	False	True	42.63233073778596	43.98300055292915	28.04595547404584	26.234120763623626	-0.04499809872395666	0.09634829494310004	0	False
YDL028C	short read	891	891	2630	2630	0	False	True	29.980589334938667	30.930428960268248	11.56378356610538	10.816735940351688	-0.04499809872395666	0.0963482949430996	0	False
YDL027C	short read	3998	3998	1505	1505	0	False	True	134.52569715048799	138.78771603047414	90.6743161507067	84.81654198795152	-0.04499809872395666	0.09634829494309916	0	False
YDL026W	short read	701	701	740	740	0	False	True	23.587422136691366	24.334714591636413	32.33436208326336	30.245486216080604	-0.04499809872395577	0.09634829494309916	0	False
YDL025C	short read	3298	3827	2911	2911	0	False	True	110.97192326220845	132.8515730987055	38.671092800855185	41.974983009606404	-0.2596206009549853	-0.11827420728792859	0	False
YDL025W-A	short read	562	33	590	105	485	True	True	18.910315607447288	1.145571442972898	32.51339370678103	10.034573376763648	4.045034102138517	1.696054869222491	0	False
YDL024C	short read	771	608	1954	1669	285	True	True	25.94279952551932	21.10628597962188	13.468146063442834	11.631119421402605	0.2976614377474922	0.21156131880876172	0	False
YDL022C-A	short read	74	179	249	249	0	False	True	2.4899703824752653	6.213857220974205	10.14402642054381	22.95239218890991	-1.319360510359263	-1.1780141166922067	0	False
YDL022W	short read	1798	2851	1547	1547	0	False	True	60.49955064446658	98.97042981562826	39.671385912841814	58.84115322326853	-0.710073117147461	-0.5687267234804052	0	False
YDL023C	short read	1304	251	1312	321	991	True	True	43.877315929023595	8.713285823824165	33.92514834629298	24.965654804550734	2.332186501556349	0.44241037772762404	0	False
YDL021W	short read	2628	2628	1191	1191	0	False	True	88.42759682628375	91.22914400402352	75.31675467883103	70.45111512058013	-0.04499809872395577	0.09634829494309916	0	False
YDL020C	short read	7168	7168	1999	1999	0	False	True	241.19064461598248	248.83200312817377	122.39486611029875	114.48786978773315	-0.04499809872395577	0.09634829494310004	0	False
YDL019C	short read	2446	2412	4204	4110	94	True	True	82.30361561533107	83.73085819547364	19.859657043285317	18.737418369086203	-0.024803602096653776	0.08391851617726775	0	False
YDL018C	short read	18874	18874	1023	1023	0	False	True	635.07704052484	655.1974368081964	629.747302722182	589.0641452907045	-0.04499809872395666	0.09634829494310004	0	False
YDL017W	short read	293	413	1737	1654	83	True	True	9.858936784665579	14.337000180236574	5.757657156355434	7.972395194081486	-0.5402392157211535	-0.4695313415932163	0	False
YDL016C	short read	2303	37	2147	303	1844	True	True	77.49191609243968	1.2844285875756736	36.61338586073331	3.8988216390365813	5.91484723143994	3.2312611327211735	0	False
YDL015C	short read	2624	4765	1242	1242	0	False	True	88.29300383263644	165.41357350805634	72.1141076571053	122.49421570119729	-0.9057065929031767	-0.7643601992361209	0	False
YDL014W	short read	805	805	1391	1391	0	False	True	27.086839971521467	27.945000351308575	19.75362247523563	18.477491986818887	-0.04499809872395577	0.09634829494309916	0	False
YDL013W	short read	1147	1147	2134	2134	0	False	True	38.59454092836661	39.817286214845886	18.346237099385586	17.16102701755886	-0.04499809872395666	0.09634829494310004	0	False
YDL012C	short read	1473	1473	1053	1042	11	True	True	49.563869910622515	51.13414349997209	47.74769100443774	45.13456904894869	-0.04499809872395577	0.08119813619589067	0	False
YDL010W	short read	1506	2237	1137	1132	5	True	True	50.67426210821284	77.65585811910222	45.21083272178333	63.094837980542074	-0.6158415851111467	-0.480853487504457	0	False
YDL011C	short read	401	412	324	324	0	False	True	13.492947613142992	14.30228589408588	42.245199118488436	40.60004155245	-0.0840401994522546	0.05730619421480121	0	False
YDL009C	short read	935	186	710	324	386	True	True	31.461112265059096	6.456857224029062	44.95016199274662	18.32914497270801	2.2846656449430114	1.2941868271026475	0	False
YDL008W	short read	4216	4216	708	708	0	False	True	141.86101530426646	146.35543041132541	203.2569215121424	190.1260461575814	-0.04499809872395577	0.09634829494309916	0	False
YDL007C-A	short read	229	229	258	258	0	False	True	7.7054488863085915	7.9495715285088995	30.29659179372662	28.33936068173384	-0.044998098723956215	0.09634829494309916	0	False
YDL007W	short read	11124	11124	1504	1504	0	False	True	374.3031153331737	386.1617191403188	252.4591658786498	236.14970977448976	-0.04499809872395666	0.09634829494310004	0	False
YDL006W	short read	4961	5000	1448	1414	34	True	True	166.92896037107826	173.57143075346943	116.94419379019656	112.9002405126423	-0.056295236380726976	0.050771675012521555	0	False
YDL005C	short read	2327	2287	1577	1577	0	False	True	78.29947405432355	79.39157242663691	50.36660628863182	46.3029587792152	-0.019983253730280204	0.12136313993677561	0	False
YDL004W	short read	21306	21306	925	925	0	False	True	716.9095806624055	739.6225807266839	786.2093221637765	735.4183501509995	-0.04499809872395488	0.09634829494310004	0	False
YDL003W	short read	1117	1116	1959	1951	8	True	True	37.58509347601178	38.741143344174375	19.462415327905244	18.26338176675775	-0.04370594006982831	0.09173683393866572	0	False
YDL002C	short read	3222	3212	1240	1209	31	True	True	108.41465638290953	111.50228711602875	88.69146936160688	84.82492961995408	-0.040513497534702125	0.06430702010723977	0	False
YDL001W	short read	1134	1134	1500	1500	0	False	True	38.157113699012854	39.36600049488686	25.80475823660607	24.137710140833285	-0.04499809872395577	0.09634829494310004	0	False
YDR001C	short read	6026	4672	2546	2256	290	True	True	202.764344929675	162.18514489604183	80.7883479084258	66.1207865316083	0.32216229999048984	0.28904334215498206	0	False
YDR002W	short read	11459	11459	894	894	0	False	True	385.575278551136	397.7910050008012	437.5092098902574	409.2450855553907	-0.04499809872395488	0.09634829494309827	0	False
YDR003W	short read	1401	830	987	633	354	True	True	47.1411960249709	28.81285750507592	48.45058014705069	41.86476469840356	0.7102756154725753	0.21077742411157452	0	False
YDR003W-A	short read	1083	1674	1070	1070	0	False	True	36.44105303000963	58.11171501626156	34.547981469421416	49.951202561136974	-0.6732643836659724	-0.5319179899989166	0	False
YDR004W	short read	1080	926	1760	1383	377	True	True	36.340108284774146	32.145428975542536	20.945420646595835	21.37780340109839	0.17694911506663846	-0.029478763640470973	0	False
YDR005C	short read	3940	4074	1607	1600	7	True	True	132.57409874260196	141.42600177792687	83.68706638304303	81.29714873822321	-0.0932484493461061	0.04179992042058078	0	False
YDR006C	short read	3338	3338	2959	2956	3	True	True	112.31785319868156	115.87628717101619	38.50519846803629	36.0542258459619	-0.04499809872395666	0.09488486789532846	0	False
YDR007W	short read	6333	8472	1269	1269	0	False	True	213.09435719210617	294.0994322686786	170.3436171384649	213.15650817952266	-0.464811608647981	-0.3234652149809243	0	False
YDR008C	short read	2580	1353	626	351	275	True	True	86.81248090251601	46.96842916188882	140.677088616824	123.07361363808407	0.8862111276101237	0.1928658946491213	0	False
YDR009W	short read	1608	693	2527	1820	707	True	True	54.10638344621928	24.05700030243086	21.719949018569064	12.157271591079034	1.1693420503177592	0.8372012301260985	0	False
YDR010C	short read	929	1464	1133	1133	0	False	True	31.259222774588128	50.82171492461585	27.987480446871675	41.25584047383209	-0.7011631506253453	-0.5598167569582904	0	False
YDR011W	short read	6364	5832	5014	4929	85	True	True	214.13745289287283	202.45371683084673	43.32353046859298	37.777478700547704	0.08094501728015491	0.19762439578450142	0	False
YDR012W	short read	2265	2494	1453	1425	28	True	True	76.21328265279021	86.57742965983054	53.208447952887795	55.87993046620088	-0.18394851362002917	-0.07067490364634743	0	False
YDR013W	short read	3948	3635	1386	809	577	True	True	132.8432847298966	126.18643015777226	97.22812547061771	143.45978175736096	0.07416852692548481	-0.5612007291146952	0	False
YDR014W	short read	2397	2059	2363	1944	419	True	True	80.6548514431515	71.4767151842787	34.624404394212775	33.816943995345696	0.17428798029292203	0.03404296359191239	0	False
YDR014W-A	short read	116	115	489	489	0	False	True	3.903196815772038	3.9921429073297965	8.097055743408706	7.508674073521785	-0.03250715454075914	0.10883923912629667	0	False
YDR015C	short read	20	20	240	240	0	False	True	0.6729649682365583	0.6942857230138777	2.8444398408957308	2.660682334747937	-0.044998098723956104	0.0963482949430996	0	False
YDR016C	short read	14613	14613	571	566	5	True	True	491.70185404204125	507.2798635200897	873.5369400001956	824.322635144981	-0.04499809872395488	0.08365960241213877	0	False
YDR017C	short read	3653	3275	3455	3153	302	True	True	122.91705144840736	113.68928714352246	36.08939648784522	33.16359522854232	0.11258874832588717	0.12197460140065619	0	False
YDR018C	short read	1296	1207	1347	1191	156	True	True	43.608129941728976	41.90014338388752	32.840926804462065	32.35711413643083	0.05764194340564721	0.02141189947451405	0	False
YDR019C	short read	2671	2447	1897	1521	376	True	True	89.87447150799235	84.94585821074793	48.06008739082233	51.36638795367418	0.08136777583176436	-0.09598535618815962	0	False
YDR020C	short read	938	1178	1257	1257	0	False	True	31.56205701029458	40.8934290855174	25.470974422531697	29.92156363086463	-0.3736778100390401	-0.23233141637198518	0	False
YDR021W	short read	366	366	1542	1535	7	True	True	12.315258918729015	12.705428731153962	8.101673009866438	7.61284483010615	-0.044998098723956215	0.08978418528560672	0	False
YDR022C	short read	2888	2888	797	797	0	False	True	97.176141413359	100.25485840320394	123.6849524794008	115.69461354206337	-0.04499809872395577	0.09634829494309916	0	False
YDR023W	short read	4501	4501	1613	1613	0	False	True	151.45076610163744	156.24900196427316	95.24729366798526	89.09409439826757	-0.04499809872395577	0.09634829494310004	0	False
YDR024W	short read	13	13	486	486	0	False	True	0.4374272293537628	0.4512857199590205	0.9130300723862839	0.8540461815240291	-0.044998098723956215	0.09634829494309957	46	True
YDR025W	short read	2314	2312	787	787	0	False	True	77.86204682496978	80.25942958040426	100.36137929096907	93.79665907909374	-0.04375063211714458	0.09759576154991123	46	True
YDR026C	short read	569	571	2092	2089	3	True	True	19.14585334633008	19.82185739204621	9.283860054319335	8.727139951025785	-0.0500601917802177	0.08921584270700533	0	False
YDR027C	short read	1077	1077	2893	2892	1	True	True	36.23916353953866	37.38728618429731	12.707065504229666	11.890269188894306	-0.04499809872395666	0.09584952396461777	0	False
YDR028C	short read	3454	3419	3816	3774	42	True	True	116.22105001445361	118.68814434922238	30.89526795740206	28.924874093809844	-0.030304438628426134	0.09507520663356406	0	False
YDR029W	short read	417	452	315	315	0	False	True	14.03131958773224	15.690857340113634	45.18595861537218	45.81441582118353	-0.16127348769448036	-0.019927094027424097	0	False
YDR030C	short read	2652	2652	1689	1689	0	False	True	89.23515478816762	92.06228687164018	53.59470307677071	50.13235915986876	-0.04499809872395666	0.09634829494310004	0	False
YDR031W	short read	33873	33871	645	643	2	True	True	1139.767118453847	1175.8075862101525	1792.5527577797413	1681.8657174540724	-0.04491291361287253	0.09195305707151391	0	False
YDR032C	short read	20463	20465	944	944	0	False	True	688.5441072512345	710.4278660739503	739.9038872574068	692.1719997536	-0.045139097066611455	0.09620729660044702	0	False
YDR033W	short read	11065	11058	1967	1967	0	False	True	372.31786867687583	383.87057625437296	192.01053486229543	179.492579101023	-0.04408512438745049	0.09726126927960443	0	False
YDR034C	short read	2237	2244	3084	2817	267	True	True	75.27113169725904	77.89885812215708	24.75880126102626	25.43374295707932	-0.049505518273630145	-0.03880232614667811	0	False
YDR034C-D	short read	2226	2573	5313	5313	0	False	True	74.90100096472894	89.31985826573536	14.300899121025177	15.46230524518677	-0.25399596311579664	-0.11264956944874083	0	False
YDR034C-C	short read	343	343	1317	1317	0	False	True	11.541349205256974	11.907000149688002	8.889684423027205	8.31538989356303	-0.044998098723956215	0.0963482949430996	0	False
YDR034C-A	short read	653	946	177	177	0	False	True	21.972306212923627	32.83971469855641	125.92672651558726	170.6444399099355	-0.5797552905169203	-0.4384088968498645	0	False
YDR034W-B	short read	73639	73639	496	496	0	False	True	2477.823364798596	2556.3253178509467	5067.621905896469	4740.241607625081	-0.04499809872395666	0.09634829494310004	0	False
YDR035W	short read	2022	2022	1475	1475	0	False	True	68.03675828871603	70.19228659670303	46.791517491182375	43.76867536971115	-0.04499809872395577	0.09634829494310004	0	False
YDR036C	short read	3017	3017	1717	1717	0	False	True	101.51676545848481	104.73300131664344	59.97676179370358	56.10212186791748	-0.04499809872395577	0.09634829494309916	0	False
YDR037W	short read	2775	2801	2090	2056	34	True	True	93.37388934282245	97.23471550809357	45.32050081427169	43.497497390830574	-0.05845231067363166	0.05923140521905612	0	False
YDR038C	short read	2778	2070	3975	3276	699	True	True	93.47483408805793	71.85857233193634	23.854653216628954	20.17440451622062	0.3794177328707491	0.24174462311973333	0	False
YDR039C	short read	3121	2688	3459	3276	183	True	True	105.01618329331491	93.31200117306516	30.797907175838944	26.197487603671995	0.17047712041649365	0.2334038573516306	0	False
YDR040C	short read	3525	2990	3490	3276	214	True	True	118.61007565169339	103.79571559057472	34.475588902547116	29.140806523429784	0.19247967436409397	0.24253438857514542	0	False
YDR041W	short read	12368	12367	1090	932	158	True	True	416.1615363574876	429.3115768256313	387.3031040608998	423.66513004928413	-0.04488144660819415	-0.12946132795114806	0	False
YDR042C	short read	797	797	1211	1211	0	False	True	26.817653984226844	27.667286062103024	22.464263120005587	21.013018868314838	-0.04499809872395577	0.09634829494309916	0	False
YDR043C	short read	6345	6345	1014	1014	0	False	True	213.4981361730481	220.2621456261527	213.58545314181552	199.78733034290724	-0.04499809872395577	0.09634829494309916	0	False
YDR044W	short read	723	723	1385	1385	0	False	True	24.32768360175158	25.098428886951677	17.81831051235477	16.667205730161083	-0.04499809872395577	0.09634829494310004	0	False
YDR045C	short read	5301	5301	808	808	0	False	True	178.36936483109974	184.02043088482827	223.93627123645945	209.46946123513092	-0.04499809872395577	0.09634829494309916	0	False
YDR046C	short read	4950	4950	2068	2068	0	False	True	166.55882963854816	171.8357164459347	81.70199542998377	76.42385429595139	-0.04499809872395577	0.09634829494309916	0	False
