Gene	span_growth_nt	n_new_gene_overlaps	max_gene_overlap_nt	max_same_strand_orf_overlap_nt
YER189W	0	0	0	0
YER190C-A	0	0	0	0
YER190C-B	0	0	0	0
YER190W	971	0	0	0
YFL001W	2	0	0	0
YFL002C	0	0	0	0
YFL002W-A	0	0	0	0
YFL002W-B	0	0	0	0
YFL003C	126	1	116	0
YFL004W	0	1	116	0
YFL005W	4	0	0	0
YFL007W	343	1	1	0
YFL008W	180	1	1	0
YFL009W	1	0	0	0
YFL010C	8	0	0	0
YFL010W-A	0	0	0	0
YFL011W	0	0	0	0
YFL012W	0	0	0	0
YFL012W-A	0	0	0	0
YFL013C	0	0	0	0
YFL013W-A	0	0	0	0
YFL014W	0	0	0	0
YFL015C	0	0	0	0
YFL015W-A	0	0	0	0
YFL016C	7	0	0	0
YFL017C	13	0	0	0
YFL017W-A	0	0	0	0
YFL018C	0	0	0	0
YFL019C	0	0	0	0
YFL020C	2	0	0	0
YFL021C-A	0	0	0	0
YFL021W	270	0	0	0
YFL022C	0	0	0	0
YFL023W	5	0	0	0
YFL024C	2	0	0	0
YFL025C	198	1	102	0
YFL026W	241	1	102	0
YFL027C	9	0	0	0
YFL028C	1	0	0	0
YFL029C	6	1	94	0
YFL030W	199	1	94	0
YFL031C-A	0	1	102	0
YFL031W	0	0	0	0
YFL032W	983	2	102	0
YFL033C	693	1	25	0
YFL034C-A	2	0	0	0
YFL034C-B	0	0	0	0
YFL034W	21	0	0	0
YFL036W	936	0	0	0
YFL037W	2	0	0	0
YFL038C	6	0	0	0
YFL039C	0	0	0	0
YFL040W	0	0	0	0
YFL041W	0	0	0	0
YFL041W-A	0	0	0	0
YFL042C	0	0	0	0
YFL044C	0	0	0	0
YFL045C	0	0	0	0
YFL046W	9	0	0	0
YFL047W	459	1	278	0
YFL048C	0	1	278	0
YFL049W	9	0	0	0
YFL050C	992	0	0	0
YFL051C	0	0	0	0
YFL052W	346	0	0	0
YFL053W	306	0	0	0
YFL054C	118	0	0	0
YFL055W	8	0	0	0
YFL058W	0	0	0	0
YFL059W	215	0	0	0
YFL060C	312	0	0	0
YFL061W	0	0	0	0
YFL062W	0	0	0	0
YFL063W	0	0	0	0
YFL064C	0	0	0	0
YFL065C	0	0	0	0
YFL066C	0	0	0	0
YFL067W	0	0	0	0
YFL068W	0	0	0	0
YFR001W	0	0	0	0
YFR002W	0	0	0	0
YFR003C	0	0	0	0
YFR004W	0	0	0	0
YFR005C	0	0	0	0
YFR006W	3	0	0	0
YFR007W	0	0	0	0
YFR008W	2	0	0	0
YFR009W	14	0	0	0
YFR009W-A	0	0	0	0
YFR010W	0	0	0	0
YFR010W-A	0	0	0	0
YFR011C	0	0	0	0
YFR012W	0	0	0	0
YFR012W-A	0	0	0	0
YFR013W	4	0	0	0
YFR014C	0	0	0	0
YFR015C	0	0	0	0
YFR016C	13	0	0	0
YFR017C	0	0	0	0
YFR018C	0	0	0	0
YFR019W	80	0	0	0
YFR020W	29	0	0	0
YFR021W	0	0	0	0
YFR022W	0	0	0	0
YFR023W	0	0	0	0
YFR024C-A	0	0	0	0
YFR025C	0	0	0	0
YFR026C	24	0	0	0
YFR027W	0	0	0	0
YFR028C	0	0	0	0
YFR029W	0	0	0	0
YFR030W	10	0	0	0
YFR031C	0	0	0	0
YFR031C-A	0	0	0	0
YFR032C	0	0	0	0
YFR032C-A	0	0	0	0
YFR032C-B	0	0	0	0
YFR033C	2	0	0	0
YFR034C	466	0	0	0
YFR034W-A	28	0	0	0
YFR035C	0	0	0	0
YFR036W	0	0	0	0
YFR036W-A	516	0	0	0
YFR037C	0	0	0	0
YFR038W	4	0	0	0
YFR039C	0	0	0	0
YFR040W	385	0	0	0
YFR041C	62	0	0	0
YFR042W	1	0	0	0
YFR043C	54	1	1	0
YFR044C	24	1	1	0
YFR045W	10	0	0	0
YFR046C	21	0	0	0
YFR047C	0	0	0	0
YFR048W	16	0	0	0
YFR049W	0	0	0	0
YFR050C	0	0	0	0
YFR051C	0	0	0	0
YFR052C-A	1	0	0	0
YFR052W	0	0	0	0
YFR053C	105	0	0	0
YFR054C	0	0	0	0
YFR055W	0	0	0	0
YFR056C	0	0	0	0
YFR057W	0	0	0	0
YGL001C	5	0	0	0
YGL002W	0	0	0	0
YGL003C	22	0	0	0
YGL004C	16	0	0	0
YGL005C	12	1	77	0
YGL006W	531	2	77	24
YGL006W-A	0	1	24	24
YGL007C-A	0	0	0	0
YGL007W	0	0	0	0
YGL008C	0	0	0	0
YGL009C	1	0	0	0
YGL010W	0	0	0	0
YGL011C	1	0	0	0
YGL012W	0	0	0	0
YGL013C	174	0	0	0
YGL014C-A	0	0	0	0
YGL014W	0	0	0	0
YGL015C	0	0	0	0
YGL016W	108	1	8	0
YGL017W	0	1	8	0
YGL018C	0	0	0	0
YGL019W	0	1	187	0
YGL020C	223	2	187	0
YGL021W	110	1	102	0
YGL022W	0	0	0	0
YGL023C	2	0	0	0
YGL024W	0	0	0	0
YGL025C	107	0	0	0
YGL026C	6	0	0	0
YGL027C	5	0	0	0
YGL028C	10	0	0	0
YGL029W	0	0	0	0
YGL030W	41	0	0	0
YGL031C	0	0	0	0
YGL032C	0	0	0	0
YGL033W	0	0	0	0
YGL034C	0	0	0	0
YGL035C	219	1	10	0
YGL036W	149	1	10	0
YGL037C	4	0	0	0
YGL038C	0	0	0	0
YGL039W	9	0	0	0
YGL040C	0	0	0	0
YGL041C	0	0	0	0
YGL041C-B	0	0	0	0
YGL041W-A	125	0	0	0
YGL042C	0	0	0	0
YGL043W	23	0	0	0
YGL044C	0	0	0	0
YGL045W	0	0	0	0
YGL047W	0	0	0	0
YGL048C	10	1	87	0
YGL049C	178	1	87	0
YGL050W	0	0	0	0
YGL051W	0	0	0	0
YGL052W	1117	0	0	0
YGL053W	621	0	0	0
YGL054C	0	0	0	0
YGL055W	239	0	0	0
YGL056C	20	1	2	0
YGL057C	70	1	2	0
YGL058W	0	0	0	0
YGL059W	88	0	0	0
YGL060W	0	0	0	0
YGL061C	6	0	0	0
YGL062W	371	0	0	0
YGL063C-A	0	0	0	0
YGL063W	40	1	5	0
YGL064C	281	1	5	0
YGL065C	0	0	0	0
YGL066W	81	0	0	0
YGL067W	28	0	0	0
YGL068W	0	0	0	0
YGL069C	0	0	0	0
YGL070C	0	0	0	0
YGL071W	346	0	0	0
YGL072C	388	0	0	0
YGL073W	3	0	0	0
YGL074C	0	0	0	0
YGL075C	243	0	0	0
YGL076C	18	0	0	0
YGL077C	0	0	0	0
YGL078C	2	0	0	0
YGL079W	0	0	0	0
YGL080W	0	0	0	0
YGL081W	0	0	0	0
YGL082W	0	0	0	0
YGL083W	9	0	0	0
YGL084C	0	0	0	0
YGL085W	0	0	0	0
YGL086W	67	0	0	0
YGL087C	0	0	0	0
YGL088W	0	0	0	0
YGL089C	0	0	0	0
YGL090W	3	0	0	0
YGL091C	0	0	0	0
YGL092W	98	0	0	0
YGL093W	7	0	0	0
YGL094C	333	0	0	0
YGL095C	9	0	0	0
YGL096W	588	0	0	0
YGL097W	0	0	0	0
YGL098W	160	0	0	0
YGL099W	0	0	0	0
YGL100W	0	0	0	0
YGL101W	0	0	0	0
YGL102C	0	0	0	0
YGL103W	17	0	0	0
YGL104C	28	0	0	0
YGL105W	6	0	0	0
YGL106W	97	0	0	0
YGL107C	3	0	0	0
YGL108C	0	0	0	0
YGL109W	0	1	324	0
YGL110C	678	1	324	0
YGL111W	0	0	0	0
YGL112C	4	0	0	0
YGL113W	38	0	0	0
YGL114W	6	0	0	0
YGL115W	0	0	0	0
YGL116W	9	0	0	0
YGL117W	18	0	0	0
YGL118C	0	0	0	0
YGL119W	0	0	0	0
YGL120C	0	0	0	0
YGL121C	0	0	0	0
YGL122C	0	0	0	0
YGL123C-A	0	0	0	0
YGL123W	3	0	0	0
YGL124C	199	1	107	0
YGL125W	151	2	107	0
YGL126W	319	1	64	0
YGL127C	0	1	9	0
YGL128C	23	1	9	0
YGL129C	718	0	0	0
YGL130W	0	0	0	0
YGL131C	179	1	86	0
YGL132W	0	1	24	24
YGL133W	744	3	200	24
YGL134W	0	1	200	0
YGL135W	49	0	0	0
YGL136C	64	0	0	0
YGL137W	17	0	0	0
YGL138C	0	0	0	0
YGL139W	0	0	0	0
YGL140C	0	0	0	0
YGL141W	0	0	0	0
YGL142C	0	0	0	0
YGL143C	0	1	14	0
YGL144C	62	1	14	0
YGL145W	0	0	0	0
YGL146C	0	0	0	0
YGL147C	128	0	0	0
YGL148W	0	0	0	0
YGL149W	0	0	0	0
YGL150C	336	1	83	0
YGL151W	9	1	83	0
YGL152C	0	0	0	0
YGL153W	0	1	365	0
YGL154C	464	1	365	0
YGL155W	0	0	0	0
YGL156W	373	0	0	0
YGL157W	2	0	0	0
YGL158W	0	0	0	0
YGL159W	3	0	0	0
YGL160W	16	0	0	0
YGL161C	0	0	0	0
YGL162W	0	0	0	0
YGL163C	204	0	0	0
YGL164C	0	0	0	0
YGL165C	1009	0	0	0
YGL166W	0	0	0	0
YGL167C	0	0	0	0
YGL168W	987	0	0	0
YGL169W	5	0	0	0
YGL170C	0	0	0	0
YGL171W	12	0	0	0
YGL172W	0	0	0	0
YGL173C	431	0	0	0
YGL174W	0	0	0	0
YGL175C	0	0	0	0
YGL176C	7	0	0	0
YGL177W	0	0	0	0
YGL178W	1324	0	0	0
YGL179C	780	0	0	0
YGL180W	5	0	0	0
YGL181W	36	0	0	0
YGL182C	0	0	0	0
YGL183C	0	0	0	0
YGL184C	67	0	0	0
YGL185C	1	0	0	0
YGL186C	2	0	0	0
YGL187C	0	0	0	0
YGL188C	668	0	0	0
YGL188C-A	0	0	0	0
YGL189C	0	0	0	0
YGL190C	0	0	0	0
YGL191W	0	0	0	0
YGL192W	0	0	0	0
YGL193C	708	0	0	0
YGL194C	0	0	0	0
YGL194C-A	0	0	0	0
YGL195W	122	0	0	0
YGL196W	14	1	313	0
YGL197W	863	2	313	0
YGL198W	0	1	213	0
YGL199C	0	0	0	0
YGL200C	0	0	0	0
YGL201C	0	0	0	0
YGL202W	61	0	0	0
YGL203C	0	0	0	0
YGL204C	0	0	0	0
YGL205W	254	0	0	0
YGL206C	403	0	0	0
YGL207W	9	0	0	0
YGL208W	0	0	0	0
YGL209W	68	0	0	0
YGL210W	18	0	0	0
YGL211W	0	0	0	0
YGL212W	0	0	0	0
YGL213C	0	0	0	0
YGL214W	0	0	0	0
YGL215W	0	0	0	0
YGL216W	313	0	0	0
YGL217C	0	0	0	0
YGL218W	0	0	0	0
YGL219C	6	0	0	0
YGL220W	2	0	0	0
YGL221C	0	0	0	0
YGL222C	207	0	0	0
YGL223C	79	1	770	628
YGL224C	755	1	770	628
YGL225W	0	0	0	0
YGL226C-A	0	0	0	0
YGL226W	27	0	0	0
YGL227W	40	0	0	0
YGL228W	0	0	0	0
YGL229C	0	0	0	0
YGL230C	0	0	0	0
YGL231C	0	0	0	0
YGL232W	11	0	0	0
YGL233W	2	0	0	0
YGL234W	25	0	0	0
YGL235W	0	0	0	0
YGL236C	3	0	0	0
YGL237C	0	0	0	0
YGL238W	904	0	0	0
YGL239C	0	0	0	0
YGL240W	0	0	0	0
YGL241W	4	0	0	0
YGL242C	0	0	0	0
YGL243W	0	0	0	0
YGL244W	10	0	0	0
YGL245W	17	0	0	0
YGL246C	0	0	0	0
YGL247W	62	0	0	0
YGL248W	0	0	0	0
YGL249W	412	1	17	0
YGL250W	0	1	17	0
YGL251C	433	0	0	0
YGL252C	0	0	0	0
YGL253W	352	0	0	0
YGL254W	0	0	0	0
YGL255W	0	0	0	0
YGL256W	0	0	0	0
YGL257C	0	0	0	0
YGL258W	0	0	0	0
YGL258W-A	1595	1	498	498
YGL259W	0	1	498	498
YGL260W	0	0	0	0
YGL261C	0	0	0	0
YGL262W	0	0	0	0
YGL263W	0	0	0	0
YGR001C	11	0	0	0
YGR002C	1	0	0	0
YGR003W	0	0	0	0
YGR004W	0	0	0	0
YGR005C	0	0	0	0
YGR006W	2	0	0	0
YGR007W	203	0	0	0
YGR008C	127	0	0	0
YGR009C	0	0	0	0
YGR010W	336	0	0	0
YGR011W	407	0	0	0
YGR012W	47	0	0	0
YGR013W	0	0	0	0
YGR014W	455	0	0	0
YGR015C	0	0	0	0
YGR016W	0	0	0	0
YGR017W	6	0	0	0
YGR018C	0	0	0	0
YGR019W	0	0	0	0
YGR020C	19	0	0	0
YGR021W	0	0	0	0
YGR022C	0	0	0	0
YGR023W	0	0	0	0
YGR024C	105	0	0	0
YGR025W	987	0	0	0
YGR026W	13	0	0	0
YGR027C	0	0	0	0
YGR027W-A	0	0	0	0
YGR027W-B	0	0	0	0
YGR028W	33	0	0	0
YGR029W	0	0	0	0
YGR030C	0	0	0	0
YGR031C-A	0	0	0	0
YGR031W	0	1	1	0
YGR032W	340	1	1	0
YGR033C	0	0	0	0
YGR034W	35	1	1	0
YGR035C	38	1	37	0
YGR035W-A	0	1	1	0
YGR036C	0	1	37	0
YGR037C	0	0	0	0
YGR038C-A	0	0	0	0
YGR038C-B	0	0	0	0
YGR038W	0	0	0	0
YGR039W	0	0	0	0
YGR040W	0	0	0	0
YGR041W	227	0	0	0
YGR042W	368	1	42	0
YGR043C	126	1	42	0
YGR044C	43	0	0	0
YGR045C	744	0	0	0
YGR046W	4	0	0	0
YGR047C	0	0	0	0
YGR048W	0	0	0	0
YGR049W	61	0	0	0
YGR050C	0	0	0	0
YGR051C	0	0	0	0
YGR052W	319	1	16	0
YGR053C	0	1	16	0
YGR054W	12	0	0	0
YGR055W	15	0	0	0
YGR056W	474	0	0	0
YGR057C	6	0	0	0
YGR058W	35	0	0	0
YGR059W	0	0	0	0
YGR060W	0	0	0	0
YGR061C	200	0	0	0
YGR062C	97	0	0	0
YGR063C	13	0	0	0
YGR064W	0	0	0	0
YGR065C	1	0	0	0
YGR066C	137	0	0	0
YGR067C	203	0	0	0
YGR068C	4	0	0	0
YGR068W-A	0	0	0	0
YGR069W	0	0	0	0
YGR070W	150	1	113	0
YGR071C	244	1	113	0
YGR072W	3	1	46	0
YGR073C	430	1	46	0
YGR074W	2	0	0	0
YGR075C	0	0	0	0
YGR076C	17	0	0	0
YGR077C	0	0	0	0
YGR078C	1	0	0	0
YGR079W	129	0	0	0
YGR080W	0	0	0	0
YGR081C	25	0	0	0
YGR082W	0	1	10	0
YGR083C	166	1	10	0
YGR084C	0	0	0	0
YGR085C	0	0	0	0
YGR086C	22	0	0	0
YGR087C	434	0	0	0
YGR088W	18	0	0	0
YGR089W	58	0	0	0
YGR090W	18	0	0	0
YGR091W	0	0	0	0
YGR092W	68	0	0	0
YGR093W	0	1	512	388
YGR094W	668	1	512	388
YGR095C	0	0	0	0
YGR096W	54	0	0	0
YGR097W	203	0	0	0
YGR098C	408	0	0	0
YGR099W	2	1	1	0
YGR100W	105	1	1	0
YGR101W	0	0	0	0
YGR102C	5	0	0	0
YGR103W	0	0	0	0
YGR104C	8	0	0	0
YGR105W	0	0	0	0
YGR106C	0	0	0	0
YGR107W	3	0	0	0
YGR108W	0	0	0	0
YGR109C	2	0	0	0
YGR109W-A	0	0	0	0
YGR109W-B	0	0	0	0
YGR110W	0	0	0	0
YGR111W	0	0	0	0
YGR112W	0	0	0	0
YGR113W	0	0	0	0
YGR114C	0	0	0	0
YGR115C	0	0	0	0
YGR116W	42	0	0	0
YGR117C	7	0	0	0
YGR118W	8	0	0	0
YGR119C	0	0	0	0
YGR120C	22	0	0	0
YGR121C	14	0	0	0
YGR121W-A	55	0	0	0
YGR122C-A	0	0	0	0
YGR122W	0	0	0	0
YGR123C	8	0	0	0
YGR124W	0	0	0	0
YGR125W	0	0	0	0
YGR126W	0	0	0	0
YGR127W	32	0	0	0
YGR128C	0	0	0	0
YGR129W	4	0	0	0
YGR130C	6	0	0	0
YGR131W	5	0	0	0
YGR132C	0	0	0	0
YGR133W	188	0	0	0
YGR134W	273	1	394	224
YGR135W	386	1	394	224
YGR136W	269	0	0	0
YGR137W	34	0	0	0
YGR138C	27	0	0	0
YGR139W	0	0	0	0
YGR140W	503	0	0	0
YGR141W	11	0	0	0
YGR142W	281	0	0	0
YGR143W	834	0	0	0
YGR144W	120	0	0	0
YGR145W	7	0	0	0
YGR146C	40	0	0	0
YGR146C-A	767	0	0	0
YGR147C	0	0	0	0
YGR148C	0	0	0	0
YGR149W	501	0	0	0
YGR150C	149	0	0	0
YGR151C	617	0	0	0
YGR152C	245	0	0	0
YGR153W	0	0	0	0
YGR154C	0	0	0	0
YGR155W	13	0	0	0
YGR156W	4	0	0	0
YGR157W	0	0	0	0
YGR158C	0	0	0	0
YGR159C	8	0	0	0
YGR160W	0	0	0	0
YGR161C	0	0	0	0
YGR161C-C	0	0	0	0
YGR161C-D	0	0	0	0
YGR161W-A	0	0	0	0
YGR161W-B	0	0	0	0
YGR161W-C	0	0	0	0
YGR162W	464	0	0	0
YGR163W	11	0	0	0
YGR164W	975	0	0	0
YGR165W	3	0	0	0
YGR166W	27	0	0	0
YGR167W	19	0	0	0
YGR168C	14	0	0	0
YGR169C	0	0	0	0
YGR169C-A	0	0	0	0
YGR170W	322	1	129	0
YGR171C	4	1	129	0
YGR172C	0	0	0	0
YGR173W	0	0	0	0
YGR174C	439	0	0	0
YGR174W-A	0	0	0	0
YGR175C	0	0	0	0
YGR176W	0	0	0	0
YGR177C	13	0	0	0
YGR178C	0	0	0	0
YGR179C	0	0	0	0
YGR180C	4	0	0	0
YGR181W	0	0	0	0
YGR182C	460	0	0	0
YGR183C	0	0	0	0
YGR184C	503	0	0	0
YGR185C	10	0	0	0
YGR186W	8	0	0	0
YGR187C	0	0	0	0
YGR188C	0	0	0	0
YGR189C	5	0	0	0
YGR190C	0	1	3	0
YGR191W	33	0	0	0
YGR192C	4	1	3	0
YGR193C	7	0	0	0
YGR194C	251	0	0	0
YGR195W	22	0	0	0
YGR196C	4	0	0	0
YGR197C	0	0	0	0
YGR198W	0	0	0	0
YGR199W	177	0	0	0
YGR200C	26	0	0	0
YGR201C	21	0	0	0
YGR202C	5	0	0	0
YGR203W	7	0	0	0
YGR204C-A	0	0	0	0
YGR204W	10	0	0	0
YGR205W	0	0	0	0
YGR206W	0	0	0	0
YGR207C	1	0	0	0
YGR208W	5	0	0	0
YGR209C	0	0	0	0
YGR210C	0	0	0	0
YGR211W	2	0	0	0
YGR212W	100	0	0	0
YGR213C	0	0	0	0
YGR214W	0	0	0	0
YGR215W	0	0	0	0
YGR216C	30	0	0	0
YGR217W	92	0	0	0
YGR218W	9	0	0	0
YGR219W	0	0	0	0
YGR220C	7	0	0	0
YGR221C	123	0	0	0
YGR222W	357	0	0	0
YGR223C	586	1	55	0
YGR224W	0	1	55	0
YGR225W	213	0	0	0
YGR226C	0	0	0	0
YGR227C-A	44	0	0	0
YGR227W	8	0	0	0
YGR228W	0	0	0	0
YGR229C	0	0	0	0
YGR230W	10	0	0	0
YGR231C	0	0	0	0
YGR232W	0	0	0	0
YGR233C	281	0	0	0
YGR234W	0	0	0	0
YGR235C	24	0	0	0
YGR236C	0	0	0	0
YGR237C	5	0	0	0
YGR238C	475	1	304	0
YGR239C	0	1	304	0
YGR240C	0	0	0	0
YGR240C-A	24	0	0	0
YGR241C	0	0	0	0
YGR242W	0	0	0	0
YGR243W	250	0	0	0
YGR244C	0	0	0	0
YGR245C	12	0	0	0
YGR246C	6	0	0	0
YGR247W	16	0	0	0
YGR248W	9	0	0	0
YGR249W	776	0	0	0
YGR250C	0	0	0	0
YGR251W	3	0	0	0
YGR252W	2	0	0	0
YGR253C	4	0	0	0
YGR254W	16	0	0	0
YGR255C	0	0	0	0
YGR256W	32	0	0	0
YGR257C	0	0	0	0
YGR258C	9	0	0	0
YGR259C	0	0	0	0
YGR260W	0	0	0	0
YGR261C	0	0	0	0
YGR262C	0	0	0	0
YGR263C	0	0	0	0
YGR264C	116	0	0	0
YGR265W	0	0	0	0
YGR266W	89	0	0	0
YGR267C	78	1	50	0
YGR268C	332	0	0	0
YGR269W	0	1	50	0
YGR270C-A	0	0	0	0
YGR270W	375	0	0	0
YGR271C-A	0	0	0	0
YGR271W	172	0	0	0
YGR273C	0	0	0	0
YGR274C	635	1	489	0
YGR275W	124	2	489	0
YGR276C	114	1	101	0
YGR277C	14	0	0	0
YGR278W	1	0	0	0
YGR279C	5	0	0	0
YGR280C	0	0	0	0
YGR281W	1026	0	0	0
YGR282C	35	0	0	0
YGR283C	0	0	0	0
YGR284C	0	0	0	0
YGR285C	0	0	0	0
YGR286C	0	0	0	0
YGR287C	145	0	0	0
YGR288W	0	0	0	0
YGR289C	479	0	0	0
YGR290W	0	0	0	0
YGR291C	0	0	0	0
YGR292W	139	0	0	0
YGR293C	0	0	0	0
YGR294W	0	0	0	0
YGR295C	77	0	0	0
YGR296C-A	0	0	0	0
YGR296C-B	0	0	0	0
YGR296W	762	0	0	0
YHL001W	34	0	0	0
YHL002C-A	0	0	0	0
YHL002W	0	0	0	0
YHL003C	0	0	0	0
YHL004W	0	0	0	0
YHL005C	780	2	346	0
YHL006C	0	0	0	0
YHL006W-A	0	1	82	0
YHL007C	316	1	346	0
YHL008C	181	0	0	0
YHL009C	0	0	0	0
YHL009W-A	0	0	0	0
YHL009W-B	0	0	0	0
YHL010C	183	0	0	0
YHL011C	25	0	0	0
YHL012W	0	0	0	0
YHL013C	0	0	0	0
YHL014C	3	0	0	0
YHL015W	47	0	0	0
YHL015W-A	0	0	0	0
YHL016C	39	0	0	0
YHL017W	461	0	0	0
YHL018W	0	0	0	0
YHL019C	5	0	0	0
YHL019W-A	0	0	0	0
YHL020C	0	0	0	0
YHL021C	0	0	0	0
YHL022C	0	0	0	0
YHL023C	0	0	0	0
YHL024W	247	0	0	0
YHL025W	2	1	34	0
YHL026C	412	1	34	0
YHL027W	6	0	0	0
YHL028W	0	0	0	0
YHL029C	0	1	6	0
YHL030W	174	1	6	0
YHL030W-A	0	0	0	0
YHL031C	2	0	0	0
YHL032C	5	0	0	0
YHL033C	27	0	0	0
YHL034C	4	0	0	0
YHL034W-A	0	0	0	0
YHL035C	0	0	0	0
YHL036W	28	0	0	0
YHL037C	0	0	0	0
YHL038C	0	0	0	0
YHL039W	3	0	0	0
YHL040C	466	0	0	0
YHL041W	0	0	0	0
YHL042W	154	0	0	0
YHL043W	0	0	0	0
YHL044W	0	0	0	0
YHL045W	0	0	0	0
YHL046C	0	0	0	0
YHL046W-A	0	0	0	0
YHL047C	110	0	0	0
YHL048C-A	0	0	0	0
YHL048W	5	0	0	0
YHL049C	0	0	0	0
YHL050C	444	0	0	0
YHL050W-A	0	0	0	0
YHR001W	0	0	0	0
YHR001W-A	5	0	0	0
YHR002W	2	0	0	0
YHR003C	0	0	0	0
YHR004C	383	0	0	0
YHR005C	8	0	0	0
YHR005C-A	0	0	0	0
YHR006W	0	0	0	0
YHR007C	15	0	0	0
YHR007C-A	662	0	0	0
YHR008C	0	0	0	0
YHR009C	6	0	0	0
YHR010W	76	0	0	0
YHR011W	0	0	0	0
YHR012W	0	0	0	0
YHR013C	12	0	0	0
YHR014W	0	0	0	0
YHR015W	331	0	0	0
YHR016C	16	0	0	0
YHR017W	0	0	0	0
YHR018C	0	0	0	0
YHR019C	15	0	0	0
YHR020W	0	0	0	0
YHR021C	19	0	0	0
YHR021W-A	825	1	83	0
YHR022C	64	0	0	0
YHR022C-A	0	1	83	0
YHR023W	131	0	0	0
YHR024C	0	0	0	0
YHR025W	0	0	0	0
YHR026W	0	0	0	0
YHR027C	2	0	0	0
YHR028C	6	0	0	0
YHR028W-A	0	0	0	0
YHR029C	4	0	0	0
YHR030C	10	0	0	0
YHR031C	20	0	0	0
YHR032C-A	0	2	120	0
YHR032W	513	2	277	0
YHR032W-A	0	1	285	157
YHR033W	469	4	285	157
YHR034C	0	1	91	0
YHR035W	242	1	723	521
YHR036W	627	1	723	521
YHR037W	809	0	0	0
YHR038W	1	0	0	0
YHR039C	0	0	0	0
YHR039C-A	0	0	0	0
YHR040W	0	0	0	0
YHR041C	0	0	0	0
YHR042W	0	0	0	0
YHR043C	23	0	0	0
YHR044C	178	0	0	0
YHR045W	0	0	0	0
YHR046C	0	0	0	0
YHR047C	0	0	0	0
YHR048W	0	0	0	0
YHR049C-A	0	0	0	0
YHR049W	20	0	0	0
YHR050W	0	0	0	0
YHR050W-A	895	0	0	0
YHR051W	11	0	0	0
YHR052C-B	0	0	0	0
YHR052W	0	0	0	0
YHR052W-A	554	1	92	0
YHR053C	0	0	0	0
YHR054C	220	2	486	0
YHR054C-B	0	0	0	0
YHR054W-A	1098	2	486	0
YHR055C	0	0	0	0
YHR056C	187	1	94	0
YHR056W-A	0	0	0	0
YHR057C	2	0	0	0
YHR058C	0	0	0	0
YHR059W	2	0	0	0
YHR060W	81	0	0	0
YHR061C	47	0	0	0
YHR062C	40	0	0	0
YHR063C	0	0	0	0
YHR063W-A	0	0	0	0
YHR064C	0	0	0	0
YHR065C	0	0	0	0
YHR066W	0	0	0	0
YHR067W	6	0	0	0
YHR068W	2	0	0	0
YHR069C	3	0	0	0
YHR069C-A	0	0	0	0
YHR070C-A	0	1	295	0
YHR070W	0	1	710	163
YHR071C-A	0	0	0	0
YHR071W	839	2	710	163
YHR072W	7	0	0	0
YHR072W-A	0	0	0	0
YHR073C-B	0	0	0	0
YHR073W	220	0	0	0
YHR073W-A	0	0	0	0
YHR074W	39	0	0	0
YHR075C	5	0	0	0
YHR076W	0	0	0	0
YHR077C	123	0	0	0
YHR078W	0	0	0	0
YHR079C	22	0	0	0
YHR079C-A	0	0	0	0
YHR080C	250	0	0	0
YHR081W	3	1	10	0
YHR082C	36	1	10	0
YHR083W	0	0	0	0
YHR084W	0	0	0	0
YHR085W	0	0	0	0
YHR086W	0	0	0	0
YHR086W-A	0	0	0	0
YHR087W	2	0	0	0
YHR088W	0	0	0	0
YHR089C	13	0	0	0
YHR090C	4	0	0	0
YHR091C	0	0	0	0
YHR092C	0	0	0	0
YHR093W	0	0	0	0
YHR094C	14	0	0	0
YHR095W	0	0	0	0
YHR096C	450	0	0	0
YHR097C	63	0	0	0
YHR098C	0	0	0	0
YHR099W	232	1	58	0
YHR100C	759	0	0	0
YHR101C	498	1	58	0
YHR102W	0	0	0	0
YHR103W	0	0	0	0
YHR104W	0	0	0	0
YHR105W	0	0	0	0
YHR106W	458	0	0	0
YHR107C	6	0	0	0
YHR108W	0	0	0	0
YHR109W	0	0	0	0
YHR110W	77	0	0	0
YHR111W	48	0	0	0
YHR112C	0	0	0	0
YHR113W	35	1	6	0
YHR114W	270	2	136	0
YHR115C	290	1	136	0
YHR116W	5	0	0	0
YHR117W	587	0	0	0
YHR118C	22	0	0	0
YHR119W	367	1	1	0
YHR120W	233	1	1	0
YHR121W	0	0	0	0
YHR122W	40	0	0	0
YHR123W	8	0	0	0
YHR124W	32	0	0	0
YHR125W	0	0	0	0
YHR126C	0	0	0	0
YHR127W	11	0	0	0
YHR128W	17	0	0	0
YHR129C	5	0	0	0
YHR130C	17	0	0	0
YHR131C	18	0	0	0
YHR131W-A	0	0	0	0
YHR132C	18	0	0	0
YHR132W-A	0	1	95	0
YHR133C	188	1	95	0
YHR134W	76	0	0	0
YHR135C	0	0	0	0
YHR136C	15	0	0	0
YHR137C-A	0	0	0	0
YHR137W	0	0	0	0
YHR138C	0	1	101	0
YHR139C	326	1	101	0
YHR139C-A	0	0	0	0
YHR140W	0	0	0	0
YHR141C	19	0	0	0
YHR142W	6	0	0	0
YHR143W	0	0	0	0
YHR143W-A	0	0	0	0
YHR144C	16	0	0	0
YHR145C	0	0	0	0
YHR146W	141	0	0	0
YHR147C	17	1	140	0
YHR148W	331	1	140	0
YHR149C	0	0	0	0
YHR150W	0	0	0	0
YHR151C	0	0	0	0
