position	mean_coverage	sem_coverage	n_transcripts
795	95.004046	9.671837	4696
796	95.890119	9.895707	4696
797	95.768526	9.957213	4696
798	96.188884	9.950883	4696
799	95.033646	9.845459	4696
800	94.855196	9.719654	4696
801	95.708901	9.913503	4696
802	94.548126	9.850478	4696
803	94.704855	9.936246	4696
804	95.383731	10.007948	4696
805	94.501491	9.942992	4696
806	95.193782	10.021247	4696
807	93.765119	9.316935	4696
808	94.957411	10.047555	4696
809	95.382240	10.010817	4696
810	94.976150	9.917121	4696
811	94.709114	9.953821	4696
812	93.601576	9.115768	4696
813	94.752555	9.566416	4696
814	96.058773	10.044570	4696
815	95.661627	9.966728	4696
816	95.081559	9.756108	4696
817	94.835818	9.788497	4696
818	96.068356	10.197526	4696
819	95.954216	10.152362	4696
820	96.117760	10.235847	4696
821	95.829003	10.173364	4696
822	96.222104	10.148022	4696
823	94.147147	9.924042	4696
824	93.998722	9.741238	4696
825	94.432070	9.979404	4696
826	93.117760	9.601225	4696
827	92.968910	9.676788	4696
828	94.869676	10.141631	4696
829	94.489566	10.182412	4696
830	92.873296	10.108956	4696
831	94.622232	10.225477	4696
832	94.708049	10.327109	4696
833	94.625639	10.269703	4696
834	94.492973	10.135041	4696
835	93.729131	10.157823	4696
836	94.357325	10.129187	4696
837	95.352002	10.418805	4696
838	94.952300	10.382105	4696
839	94.777044	10.194444	4696
840	93.670784	9.590353	4696
841	94.698254	10.019366	4696
842	93.879898	9.798181	4696
843	95.052811	10.204951	4696
844	95.116269	10.248957	4696
845	94.854983	10.029491	4696
846	95.593910	10.440308	4696
847	94.823041	10.387083	4696
848	95.267888	10.475729	4696
849	94.284710	10.034939	4696
850	94.010647	9.903639	4696
851	94.271295	9.845770	4696
852	94.705281	10.177494	4696
853	94.939310	10.352820	4696
854	95.204003	10.461610	4696
855	95.302811	10.303235	4696
856	96.207624	10.774096	4696
857	96.118399	10.749229	4696
858	96.432070	10.777772	4696
859	95.709114	10.684377	4696
860	95.568569	10.673291	4696
861	93.657155	9.560643	4696
862	93.524702	9.598307	4696
863	94.711457	10.412504	4696
864	95.108390	10.428303	4696
865	95.491908	10.746310	4696
866	94.400767	10.558034	4696
867	93.665673	9.903377	4696
868	93.973169	10.086848	4696
869	93.331559	9.892187	4696
870	94.597743	10.267095	4696
871	95.482751	10.844773	4696
872	95.300681	10.803382	4696
873	96.033433	10.926169	4696
874	95.728279	10.979839	4696
875	94.996806	10.724309	4696
876	94.453578	10.374247	4696
877	94.628833	10.702535	4696
878	95.107751	10.938661	4696
879	93.274276	10.338836	4696
880	94.779600	10.892595	4696
881	94.803450	10.824178	4696
882	95.211457	10.866182	4696
883	95.247445	10.973025	4696
884	93.335818	10.347204	4696
885	94.012138	10.483295	4696
886	94.137351	10.809803	4696
887	93.906942	10.633045	4696
888	94.531942	10.944609	4696
889	94.502768	11.021391	4696
890	94.691227	11.119714	4696
891	95.207836	11.163369	4696
892	95.484242	11.239466	4696
893	95.366269	11.256752	4696
894	95.247658	11.223624	4696
895	93.028748	11.176984	4696
896	93.640971	11.257357	4696
897	94.095826	11.243817	4696
898	94.016184	11.213676	4696
899	93.869676	11.072817	4696
900	93.617760	11.102357	4696
901	93.953365	11.180136	4696
902	94.717206	11.273501	4696
903	94.595613	11.333693	4696
904	93.773850	11.098581	4696
905	93.607964	11.010581	4696
906	94.641184	11.369227	4696
907	93.994676	11.134784	4696
908	94.051959	11.202903	4696
909	93.845826	10.911013	4696
910	94.731474	11.363465	4696
911	94.735307	11.349697	4696
912	93.916951	11.131208	4696
913	93.765971	10.956255	4696
914	94.854770	11.486694	4696
915	94.157155	11.288319	4696
916	93.425894	11.378974	4696
917	94.569847	11.298181	4696
918	95.078365	11.578379	4696
919	95.056431	11.510802	4696
920	94.666312	11.497928	4696
921	94.417164	11.244814	4696
922	93.298339	11.028854	4696
923	92.900128	11.018293	4696
924	93.507453	11.017308	4696
925	95.129898	11.496873	4696
926	93.511073	11.114710	4696
927	92.494250	10.752533	4696
928	93.130111	11.178047	4696
929	92.951022	11.063444	4696
930	93.792164	11.431896	4696
931	93.697402	11.091438	4696
932	93.441014	11.100692	4696
933	95.669719	11.749199	4696
934	94.423552	11.731456	4696
935	94.779813	11.649749	4696
936	95.393952	11.755047	4696
937	94.293654	11.707560	4696
938	92.213160	10.852619	4696
939	95.081559	11.640608	4696
940	93.438032	11.581460	4696
941	94.226789	11.854251	4696
942	94.899702	11.905634	4696
943	93.483816	11.870881	4696
944	93.290673	11.683618	4696
945	94.146082	11.854496	4696
946	93.810264	11.794620	4696
947	93.660775	11.702936	4696
948	94.169293	11.874936	4696
949	93.408433	11.685114	4696
950	94.305579	11.922120	4696
951	92.665673	11.330980	4696
952	93.619037	11.808669	4696
953	92.986371	11.481006	4696
954	89.938032	10.365924	4696
955	90.604983	10.694223	4696
956	92.652044	11.686620	4696
957	93.695060	11.879663	4696
958	92.979983	11.952904	4696
959	93.824957	12.060699	4696
960	94.121593	12.139174	4696
961	91.181644	11.800731	4696
962	91.099020	11.812364	4696
963	91.086457	11.813582	4696
964	90.721039	11.769846	4696
965	90.560903	11.737864	4696
966	91.146295	11.909443	4696
967	90.124361	11.885059	4696
968	90.318782	11.943562	4696
969	89.954003	11.706298	4696
970	90.284072	11.934184	4696
971	90.464438	11.936421	4696
972	90.279813	11.906585	4696
973	90.689310	11.887720	4696
974	90.219123	11.841030	4696
975	90.713160	11.889245	4696
976	90.238075	11.760295	4696
977	90.508092	11.778193	4696
978	91.161627	12.057551	4696
979	90.211882	12.062723	4696
980	90.189949	12.027804	4696
981	86.549404	10.090303	4696
982	85.083475	9.635327	4696
983	89.283220	11.602714	4696
984	87.647998	11.079256	4696
985	89.730622	12.006939	4696
986	88.883944	11.912160	4696
987	89.655239	11.978449	4696
988	90.205494	12.115120	4696
989	89.858177	11.964983	4696
990	88.589864	11.631513	4696
991	89.368825	11.967788	4696
992	87.938884	11.640518	4696
993	89.337308	11.889452	4696
994	89.822402	12.142452	4696
995	90.206133	12.133611	4696
996	89.386286	11.818364	4696
997	89.542802	11.985482	4696
998	89.114353	11.877070	4696
999	90.423552	11.987789	4696
