gene	chr	strand	orf_span	cds_len	depth_orf1000	depth_ourref	mean_read_len	mtif_support	drs_5	nag_5	final_5	pel_5	drs_3	nag_3	final_3	pel_3	shortfall_5	shortfall_3	shortfall_nt_5	shortfall_nt_3	verdict_5	verdict_3
YJL085W	X	+	1872	1872	86.0	97.0	572.0	13.0	61.0		61	89.0	111.0		111	111.0						
YJL086C	X	-	369	369				0.0			0				0							
YJL087C	X	-	2484	2484	90.0	66.0	698.4	6.0	90.0	124.0	124	125.0	208.0	206.0	208	207.0	1.0	0.0	34.0		both too short	
YJL088W	X	+	1017	1017	134.0	127.0	617.1	98.0	51.0	21.0	51	22.0	90.0	231.0	231	80.0	0.0	1.0		141.0		both too long
YJL089W	X	+	2490	2490	160.0	185.0	584.8	1.0	108.0		108	5.0	339.0		339	330.0						
YJL090C	X	-	2295	2295	47.0	61.0	655.7	3.0	47.0	44.0	47	44.0	73.0	82.0	82	83.0	0.0	1.0		9.0		both too short
YJL091C	X	-	1473	1473	161.0	157.0	862.0	75.0	5.0	16.0	16	8.0	85.0	402.0	402	100.0	1.0	1.0	11.0	317.0	DRS too short	DRS too short
YJL092W	X	+	3525	3525	75.0	67.0	520.9	4.0	208.0	183.0	208	214.0	99.0	162.0	162	103.0	0.0	1.0		63.0		DRS too short
YJL093C	X	-	2076	2076	79.0	89.0	1048.9	3.0	50.0		50	4.0	92.0		92	83.0						
YJL094C	X	-	2622	2622	130.0	150.0	746.9	19.0	36.0	44.0	44	45.0	128.0	162.0	162	145.0	1.0	1.0	8.0	34.0	both too short	DRS too short
YJL095W	X	+	4437	4437	187.0	60.0	632.5	1.0	72.0		72	93.0	82.0		82	72.0						
YJL096W	X	+	486	486	180.0	263.0	562.7	1254.0	32.0	79.0	79	41.0	68.0	90.0	90	71.0	1.0	1.0	47.0	22.0	DRS too short	DRS too short
YJL097W	X	+	654	654	189.0	237.0	538.4	62.0	603.0	100.0	603	41.0	75.0	94.0	94	54.0	0.0	1.0		19.0		both too long
YJL098W	X	+	3177	3177	83.0	52.0	639.9	1.0	162.0	707.0	707	708.0	74.0	57.0	74	58.0	1.0	0.0	545.0		both too short	
YJL099W	X	+	2241	2241	108.0	100.0	674.1	3.0	101.0		101	88.0	345.0		345	341.0						
YJL100W	X	+	1824	1824	77.0	89.0	573.9	6.0	305.0	342.0	342	39.0	59.0	80.0	80	81.0	1.0	1.0	37.0	21.0	both too long	both too short
YJL101C	X	-	2037	2037	293.0	370.0	828.2	407.0	139.0	137.0	139	151.0	150.0	317.0	317	143.0	0.0	1.0		167.0		both too long
YJL102W	X	+	2460	2460	146.0	53.0	507.6	177.0	27.0	41.0	41	42.0	108.0	114.0	114	115.0	1.0	1.0	14.0	6.0	both too short	both too short
YJL103C	X	-	1857	1857	102.0	36.0	464.9	7.0	174.0	203.0	203	195.0	169.0	193.0	193	202.0	1.0	1.0	29.0	24.0	DRS too short	both too short
YJL104W	X	+	450	450	521.0	298.0	497.7	866.0	31.0	406.0	406	22.0	171.0	160.0	171	168.0	1.0	0.0	375.0		both too long	
YJL105W	X	+	1683	1683	41.0	54.0	584.8	1.0	748.0		748	311.0	251.0		251	104.0						
YJL106W	X	+	1938	1938	31.0	30.0	549.4	2.0	754.0	625.0	754	545.0	103.0	187.0	187	139.0	0.0	1.0		84.0		DRS too short
YJL107C	X	-	1164	1164	10.0		722.3	4.0			0	95.0			0	1308.0						
YJL108C	X	-	1152	1152	34.0	45.0	916.4	4.0	638.0	327.0	638	1255.0	165.0	230.0	230	160.0	0.0	1.0		65.0		both too long
YJL109C	X	-	5310	5310	176.0	228.0	1139.4	0.0	20.0		20		76.0		76							
YJL110C	X	-	1656	1656	315.0	62.0	490.8	198.0	77.0	97.0	97	89.0	105.0	128.0	128	108.0	1.0	1.0	20.0	23.0	DRS too short	DRS too short
YJL111W	X	+	1653	1653	396.0	570.0	824.5	741.0	40.0	75.0	75	51.0	124.0	189.0	189	171.0	1.0	1.0	35.0	65.0	DRS too short	DRS too short
YJL112W	X	+	2145	2145	59.0	76.0	696.0	188.0	278.0	47.0	278	25.0	133.0	150.0	150	151.0	0.0	1.0		17.0		both too short
YJL115W	X	+	840	840	18.0	19.0	338.1	191.0	184.0	657.0	657	76.0	89.0	101.0	101	140.0	1.0	1.0	473.0	12.0	both too long	both too short
YJL116C	X	-	1014	1014	251.0	53.0	428.9	6.0	263.0	212.0	263	199.0	315.0	313.0	315	121.0	0.0	0.0				
YJL117W	X	+	936	936	395.0	572.0	758.0	708.0	75.0	89.0	89	50.0	142.0	341.0	341	21.0	1.0	1.0	14.0	199.0	both too long	both too long
YJL118W	X	+	660	660	9.0	30.0	597.4	17.0	57.0	14.0	57	1.0	175.0	167.0	175	168.0	0.0	0.0				
YJL119C	X	-	324	324	21.0	8.0	468.0	8.0	505.0	447.0	505	341.0	343.0	412.0	412	422.0	0.0	1.0		69.0		both too short
YJL120W	X	+	324	324	132.0	168.0	493.6	2.0	752.0	698.0	752	486.0	0.0	352.0	352	1127.0	0.0	1.0		352.0		both too short
YJL121C	X	-	717	717	165.0	127.0	510.5	186.0	29.0	455.0	455	12.0	61.0	65.0	65	65.0	1.0	1.0	426.0	4.0	both too long	both too short
YJL122W	X	+	528	528	169.0	227.0	505.3	236.0	21.0	47.0	47	17.0	134.0	154.0	154	155.0	1.0	1.0	26.0	20.0	both too long	both too short
YJL123C	X	-	1437	1437	192.0	160.0	623.9	78.0	29.0	867.0	867	8.0	51.0	173.0	173	117.0	1.0	1.0	838.0	122.0	both too long	DRS too short
YJL124C	X	-	519	519	266.0	372.0	522.2	591.0	160.0	632.0	632	172.0	224.0	214.0	224	110.0	1.0	0.0	472.0		DRS too short	
YJL125C	X	-	1152	1152	230.0	104.0	513.6	17.0	40.0	51.0	51	39.0	82.0	133.0	133	96.0	1.0	1.0	11.0	51.0	both too long	DRS too short
YJL126W	X	+	924	924	102.0	95.0	627.2	39.0	42.0	855.0	855	7.0	123.0	120.0	123	121.0	1.0	0.0	813.0		both too long	
YJL127C	X	-	1923	1923	114.0	69.0	639.8	13.0	80.0		80	68.0	939.0		939	475.0						
YJL127C-B	X	-	159	159	266.0	301.0	473.6	18.0	762.0	764.0	764	99.0	248.0	275.0	275	244.0	1.0	1.0	2.0	27.0	both too long	both too long
YJL127W-A	X	+	117	117	28.0		352.7	1.0			0	2203.0			0	412.0						
YJL128C	X	-	2007	2007	186.0	199.0	756.5	30.0	207.0	220.0	220	221.0	154.0	230.0	230	42.0	1.0	1.0	13.0	76.0	both too short	both too long
YJL129C	X	-	3708	3708	277.0	214.0	543.8	3.0	280.0		280	287.0	78.0		78	70.0						
YJL130C	X	-	7030	6645	434.0	617.0	842.5	0.0	104.0		104		103.0		103							
YJL131C	X	-	1071	1071	237.0	68.0	485.5	14.0	33.0	25.0	33	26.0	101.0	393.0	393	97.0	0.0	1.0		292.0		both too long
YJL132W	X	+	2253	2253	121.0	45.0	547.2	9.0	8.0	21.0	21	22.0	131.0	137.0	137	120.0	1.0	1.0	13.0	6.0	both too short	both too long
YJL133C-A	X	-	225	225	135.0	199.0	410.6	204.0	38.0	28.0	38	29.0	159.0	212.0	212	170.0	0.0	1.0		53.0		DRS too short
YJL133W	X	+	945	945	98.0	155.0	633.3	34.0	124.0	243.0	243	77.0	133.0	140.0	140	123.0	1.0	1.0	119.0	7.0	both too long	both too long
YJL134W	X	+	1230	1230	145.0	77.0	611.2	38.0	50.0	269.0	269	45.0	12.0	89.0	89	12.0	1.0	1.0	219.0	77.0	both too long	both too long
YJL135W	X	+	318	318				2.0			0	2.0			0	1313.0						
YJL136C	X	-	724	264	3302.0	10412.0	430.7	1390.0	0.0	13.0	13	14.0	132.0	370.0	370	128.0	1.0	1.0	13.0	238.0	both too short	both too long
YJL136W-A	X	+	84	84	3872.0		431.2	0.0			0	935.0			0	27.0						
YJL137C	X	-	1143	1143	3270.0	29.0	433.0	25.0	73.0	93.0	93	83.0	124.0	311.0	311	139.0	1.0	1.0	20.0	187.0	DRS too short	DRS too short
YJL138C	X	-	1188	1188	2171.0	3037.0	909.1	159.0	63.0	108.0	108	51.0	187.0	257.0	257	204.0	1.0	1.0	45.0	70.0	both too long	DRS too short
YJL139C	X	-	1287	1287	1077.0	207.0	479.1	208.0	192.0	85.0	192	83.0	113.0	838.0	838	111.0	0.0	1.0		725.0		both too long
YJL140W	X	+	666	666	184.0	171.0	535.7	354.0	96.0	98.0	98	94.0	52.0	169.0	169	50.0	1.0	1.0	2.0	117.0	both too long	both too long
YJL141C	X	-	2424	2424	174.0	58.0	713.4	6.0	77.0		77	124.0	153.0		153	106.0						
YJL142C	X	-	393	393	132.0	150.0	609.2	9.0	775.0	2160.0	2160	695.0	425.0	8.0	425	9.0	1.0	0.0	1385.0		both too long	
YJL143W	X	+	477	477	408.0	273.0	492.0	5715.0	42.0	45.0	45	46.0	211.0	398.0	398	300.0	1.0	1.0	3.0	187.0	both too short	DRS too short
YJL144W	X	+	315	315	318.0	755.0	486.4	43.0	23.0	80.0	80	33.0	231.0	231.0	231	232.0	1.0	0.0	57.0		DRS too short	
YJL145W	X	+	885	885	453.0	214.0	570.6	30.0	81.0	75.0	81	35.0	66.0	112.0	112	83.0	0.0	1.0		46.0		DRS too short
YJL146W	X	+	1410	1410	51.0	77.0	589.1	5.0	114.0	125.0	125	107.0	129.0	221.0	221	237.0	1.0	1.0	11.0	92.0	both too long	both too short
YJL147C	X	-	1149	1149	185.0	60.0	479.1	13.0	301.0	74.0	301	81.0	168.0	229.0	229	230.0	0.0	1.0		61.0		both too short
YJL148W	X	+	702	702	306.0	328.0	398.6	964.0	65.0	56.0	65	57.0	212.0	551.0	551	61.0	0.0	1.0		339.0		both too long
YJL149W	X	+	1992	1992	195.0	48.0	348.1	6.0	44.0	35.0	44	27.0	60.0	63.0	63	58.0	0.0	1.0		3.0		both too long
YJL150W	X	+	303	303	123.0		475.7	1.0			0	43.0			0	2006.0						
YJL151C	X	-	402	402	107.0	268.0	470.7	3778.0		32.0	32	33.0		460.0	460	73.0						
YJL152W	X	+	360	360	124.0	192.0	477.3	2.0	0.0		0	1014.0	262.0		262	372.0						
YJL153C	X	-	1602	1602	129.0	40.0	509.0	2.0	427.0		427	4.0	138.0		138	139.0						
YJL154C	X	-	2835	2835	245.0	309.0	934.3	5.0	76.0		76	71.0	83.0		83	65.0						
YJL155C	X	-	1359	1359	188.0	170.0	718.1	15.0	141.0	160.0	160	143.0	161.0	157.0	161	158.0	1.0	0.0	19.0		DRS too short	
YJL156C	X	-	2100	2100	128.0	99.0	775.7	6.0	125.0	51.0	125	79.0	391.0	389.0	391	381.0	0.0	0.0				
YJL156W-A	X	+	222	222	45.0	41.0	659.4	0.0	197.0		197		209.0		209							
YJL157C	X	-	2493	2493	118.0	101.0	580.9	1.0	142.0		142	48.0	163.0		163	157.0						
YJL158C	X	-	684	684	2537.0	2298.0	587.3	826.0	42.0	41.0	42	37.0	96.0	400.0	400	179.0	0.0	1.0		304.0		DRS too short
YJL159W	X	+	1242	1242	2310.0	2535.0	740.2	7290.0	54.0	186.0	186	54.0	307.0	307.0	307	314.0	1.0	0.0	132.0		both too long	
YJL160C	X	-	864	864	58.0	18.0	556.8	2.0			0	33.0		155.0	155	78.0						
YJL161W	X	+	543	543	100.0	131.0	505.1	22.0	653.0	547.0	653	19.0	143.0	153.0	153	154.0	0.0	1.0		10.0		both too short
YJL162C	X	-	1752	1752	70.0	61.0	655.8	7.0	97.0	83.0	97	49.0	122.0	110.0	122	113.0	0.0	0.0				
YJL163C	X	-	1668	1668	43.0	42.0	629.8	16.0	89.0	79.0	89	34.0	49.0	71.0	71	47.0	0.0	1.0		22.0		both too long
YJL164C	X	-	1194	1194	79.0	79.0	721.3	27.0	207.0	243.0	243	219.0	116.0	171.0	171	91.0	1.0	1.0	36.0	55.0	DRS too short	both too long
YJL165C	X	-	2568	2568	744.0	341.0	568.2	4.0	161.0		161	165.0	38.0		38	13.0						
YJL166W	X	+	285	285	740.0	1151.0	447.8	235.0		101.0	101	66.0		232.0	232	169.0						
YJL167W	X	+	1059	1059	1014.0	993.0	687.9	662.0	98.0	119.0	119	56.0	102.0	128.0	128	109.0	1.0	1.0	21.0	26.0	both too long	DRS too short
YJL168C	X	-	2202	2202	43.0	72.0	678.3	26.0	81.0	108.0	108	93.0	118.0	210.0	210	200.0	1.0	1.0	27.0	92.0	DRS too short	DRS too short
YJL169W	X	+	369	369	37.0	24.0	465.2	0.0	86.0		86		21.0		21							
YJL170C	X	-	630	630	28.0		445.9	2.0		93.0	93	108.0		26.0	26	27.0						
YJL171C	X	-	1191	1191	344.0	419.0	721.9	331.0	41.0	27.0	41	32.0	180.0	224.0	224	170.0	0.0	1.0		44.0		both too long
YJL172W	X	+	1731	1731	253.0	175.0	580.4	10.0	28.0	38.0	38	39.0	24.0	144.0	144	145.0	1.0	1.0	10.0	120.0	both too short	both too short
YJL173C	X	-	369	369	375.0	420.0	458.7	116.0	10.0	12.0	12	8.0	85.0	195.0	195	77.0	1.0	1.0	2.0	110.0	both too long	both too long
YJL174W	X	+	831	831	469.0	417.0	597.2	172.0	125.0	150.0	150	109.0	166.0	298.0	298	163.0	1.0	1.0	25.0	132.0	both too long	both too long
YJL175W	X	+	513	513		87.0		2.0		2285.0	2285	2211.0		414.0	414	415.0						
YJL176C	X	-	2478	2478	550.0	34.0	388.2	14.0	51.0	62.0	62	63.0	225.0	226.0	226	235.0	1.0	1.0	11.0	1.0	both too short	both too short
YJL177W	X	+	872	555	2071.0	2526.0	594.4	4136.0	94.0	90.0	94	21.0	104.0	257.0	257	94.0	0.0	1.0		153.0		both too long
YJL178C	X	-	816	816	337.0	258.0	541.9	162.0	27.0	44.0	44	38.0	90.0	122.0	122	123.0	1.0	1.0	17.0	32.0	DRS too short	both too short
YJL179W	X	+	330	330	343.0	641.0	552.8	1101.0	78.0	56.0	78	57.0	138.0	217.0	217	133.0	0.0	1.0		79.0		both too long
YJL180C	X	-	978	978	316.0	99.0	517.8	51.0	33.0	66.0	66	5.0	104.0	101.0	104	102.0	1.0	0.0	33.0		both too long	
YJL181W	X	+	1836	1836	126.0	60.0	616.1	33.0	32.0	43.0	43	14.0	85.0	83.0	85	84.0	1.0	0.0	11.0		both too long	
YJL182C	X	-	318	318	93.0		566.6	0.0			0				0							
YJL183W	X	+	1269	1269	178.0	313.0	928.5	532.0	80.0	277.0	277	65.0	92.0	88.0	92	89.0	1.0	0.0	197.0		both too long	
YJL184W	X	+	372	372	6.0	19.0	340.0	142.0	91.0	237.0	237	41.0	65.0	87.0	87	76.0	1.0	1.0	146.0	22.0	both too long	DRS too short
YJL185C	X	-	882	882	132.0	20.0	510.9	7.0	52.0	62.0	62	63.0	174.0	191.0	191	192.0	1.0	1.0	10.0	17.0	both too short	both too short
YJL186W	X	+	1761	1761	190.0	293.0	1017.1	1955.0	165.0	424.0	424	29.0	127.0	117.0	127	118.0	1.0	0.0	259.0		both too long	
YJL187C	X	-	2460	2460	7213.0	67.0	333.1	15.0	121.0	92.0	121	93.0	179.0	102.0	179	103.0	0.0	0.0				
YJL188C	X	-	309	309	7218.0	1826.0	329.3	0.0	120.0		120		0.0		0							
YJL189W	X	+	542	156	9502.0	21592.0	339.8	2.0	0.0	34.0	34	26.0	88.0	138.0	138	181.0	1.0	1.0	34.0	50.0	DRS too short	both too short
YJL190C	X	-	393	393	7690.0	15079.0	522.6	644.0	26.0	15.0	26	16.0	75.0	277.0	277	141.0	0.0	1.0		202.0		DRS too short
YJL191W	X	+	825	417	7890.0	961.0	522.3	6017.0	10.0	50.0	50	24.0	97.0	241.0	241	105.0	1.0	1.0	40.0	144.0	DRS too short	DRS too short
YJL192C	X	-	705	705	199.0	265.0	540.4	51.0	29.0	33.0	33	39.0	94.0	147.0	147	91.0	1.0	1.0	4.0	53.0	both too short	both too long
YJL193W	X	+	1209	1209	167.0	73.0	558.3	24.0	347.0	18.0	347	6.0	53.0	152.0	152	121.0	0.0	1.0		99.0		DRS too short
YJL194W	X	+	1542	1542	11.0	18.0	732.5	11.0	25.0	25.0	25	38.0	134.0	136.0	136	133.0	0.0	1.0		2.0		both too long
YJL195C	X	-	702	702	8.0		384.6	1.0	0.0		0	284.0	96.0		96	775.0						
YJL196C	X	-	933	933	302.0	404.0	855.2	320.0	250.0	193.0	250	23.0	128.0	134.0	134	135.0	0.0	1.0		6.0		both too short
YJL197C-A	X	-	282	282				0.0			0				0							
YJL197W	X	+	3765	3765	217.0	39.0	532.6	2.0	65.0	38.0	65	42.0	76.0	58.0	76	75.0	0.0	0.0				
YJL198W	X	+	2646	2646	138.0	217.0	947.6	50.0	37.0	21.0	37	50.0	90.0	165.0	165	90.0	0.0	1.0		75.0		both too long
YJL199C	X	-	327	327	25.0	27.0	525.7	13.0	352.0	366.0	366	5.0	224.0	258.0	258	226.0	1.0	1.0	14.0	34.0	both too long	DRS too short
YJL200C	X	-	2370	2370	534.0	836.0	837.2	54.0	13.0	125.0	125	23.0	150.0	152.0	152	147.0	1.0	1.0	112.0	2.0	DRS too short	both too long
YJL201W	X	+	1800	1800	366.0	60.0	493.6	25.0	14.0	84.0	84	25.0	74.0	180.0	180	61.0	1.0	1.0	70.0	106.0	DRS too short	both too long
YJL202C	X	-	348	348	21.0	16.0	448.5	0.0	158.0		158		612.0		612							
YJL203W	X	+	843	843	29.0	32.0	627.7	10.0	37.0	245.0	245	23.0	79.0	281.0	281	105.0	1.0	1.0	208.0	202.0	both too long	DRS too short
YJL204C	X	-	2523	2523	87.0	48.0	563.5	3.0	18.0		18	35.0	73.0		73	74.0						
YJL205C	X	-	305	162	43.0	134.0	389.9	57.0	361.0	892.0	892	9.0	116.0	74.0	116	118.0	1.0	0.0	531.0		both too long	
YJL206C	X	-	2277	2277	65.0	21.0	446.4	5.0	67.0		67	159.0	68.0		68	87.0						
YJL207C	X	-	6045	6045	120.0	170.0	862.7	0.0	20.0		20		193.0		193							
YJL208C	X	-	990	990	196.0	211.0	568.0	35.0	74.0	67.0	74	52.0	184.0	283.0	283	114.0	0.0	1.0		99.0		both too long
YJL209W	X	+	1965	1965	141.0	57.0	605.5	13.0	90.0	65.0	90	60.0	95.0	97.0	97	93.0	0.0	1.0		2.0		both too long
YJL210W	X	+	816	816	35.0	45.0	740.2	304.0	239.0	228.0	239	52.0	67.0	82.0	82	63.0	0.0	1.0		15.0		both too long
YJL211C	X	-	444	444	44.0	51.0	765.5	2.0	617.0	223.0	617	529.0	840.0	519.0	840	582.0	0.0	0.0				
YJL212C	X	-	2400	2400	220.0	228.0	733.9	27.0	81.0	31.0	81	32.0	117.0	239.0	239	123.0	0.0	1.0		122.0		DRS too short
YJL213W	X	+	996	996	138.0	123.0	547.9	2.0	847.0	294.0	847	348.0	51.0	337.0	337	261.0	0.0	1.0		286.0		DRS too short
YJL214W	X	+	1710	1710	84.0	23.0	599.8	0.0			0				0							
YJL215C	X	-	360	360				4.0		1469.0	1469	1494.0		327.0	327	338.0						
YJL216C	X	-	1746	1746	49.0	21.0	586.1	2.0	814.0		814	844.0	82.0		82	199.0						
YJL217W	X	+	597	597	195.0	209.0	605.1	451.0	89.0	100.0	100	7.0	99.0	181.0	181	113.0	1.0	1.0	11.0	82.0	both too long	DRS too short
YJL218W	X	+	591	591	27.0	36.0	582.3	39.0	42.0	106.0	106	53.0	130.0	147.0	147	146.0	1.0	1.0	64.0	17.0	DRS too short	DRS too short
YJL219W	X	+	1704	1704	6.0	7.0	701.0	0.0			0				0							
YJL220W	X	+	453	453				0.0			0				0							
YJL221C	X	-	1770	1770	30.0	47.0	543.4	0.0	218.0		218		104.0		104							
YJL222W	X	+	4650	4650	36.0	78.0	813.3	0.0	116.0		116		308.0		308							
YJL222W-A	X	+	228	228	15.0		486.9	0.0			0				0							
YJL222W-B	X	+	138	138	10.0		550.8	0.0			0				0							
YJL223C	X	-	363	363	17.0	5.0	617.7	0.0			0				0							
YJL225C	X	-	5665	5277	45.0	47.0	676.6	0.0	855.0		855		613.0		613							
YJL225W-A	X	+	483	483	26.0	24.0	466.9	0.0	613.0		613		765.0		765							
YJR001W	X	+	1809	1809	168.0	259.0	720.5	103.0	64.0	74.0	74	72.0	84.0	130.0	130	85.0	1.0	1.0	10.0	46.0	DRS too short	DRS too short
YJR002W	X	+	1782	1782	286.0	215.0	543.8	61.0	19.0	29.0	29	30.0	354.0	371.0	371	360.0	1.0	1.0	10.0	17.0	both too short	DRS too short
YJR003C	X	-	1560	1560	368.0	123.0	529.0	46.0	6.0		6	22.0	89.0	133.0	133	87.0		1.0		44.0		both too long
YJR004C	X	-	1953	1953	441.0	627.0	842.1	4.0	543.0		543	35.0	143.0		143	144.0						
YJR005C-A	X	-	282	282	29.0		380.9	1.0		22.0	22	23.0		310.0	310	311.0						
YJR005W	X	+	2103	2103	121.0	129.0	785.0	30.0	33.0	47.0	47	37.0	130.0	283.0	283	64.0	1.0	1.0	14.0	153.0	DRS too short	both too long
YJR006W	X	+	1464	1464	71.0	104.0	766.7	52.0	6.0		6	8.0	54.0	103.0	103	71.0		1.0		49.0		DRS too short
YJR007W	X	+	915	915	472.0	602.0	768.2	306.0	109.0	137.0	137	96.0	135.0	178.0	178	160.0	1.0	1.0	28.0	43.0	both too long	DRS too short
YJR008W	X	+	1017	1017	3843.0	210.0	462.1	9.0	422.0	112.0	422	161.0	80.0	213.0	213	80.0	0.0	1.0		133.0		both too long
YJR009C	X	-	999	999	6927.0	10375.0	783.7	41430.0	101.0	266.0	266	48.0	115.0	137.0	137	138.0	1.0	1.0	165.0	22.0	both too long	both too short
YJR010C-A	X	-	285	285	117.0	237.0	489.0	10.0	59.0	230.0	230	30.0	152.0	3346.0	3346	232.0	1.0	1.0	171.0	3194.0	both too long	DRS too short
YJR010W	X	+	1536	1536	131.0	29.0	500.5	5.0	152.0	83.0	152	79.0	135.0	128.0	135	129.0	0.0	0.0				
YJR011C	X	-	786	786	193.0	149.0	582.6	21.0	47.0	227.0	227	45.0	90.0	75.0	90	91.0	1.0	0.0	180.0		both too long	
YJR012C	X	-	399	399	54.0	131.0	435.5	12.0	39.0		39	24.0	118.0		118	125.0						
YJR013W	X	+	1212	1212	196.0	68.0	589.4	122.0	71.0	397.0	397	40.0	67.0	87.0	87	94.0	1.0	1.0	326.0	20.0	both too long	both too short
YJR014W	X	+	597	597	123.0	298.0	562.4	197.0	41.0	430.0	430	47.0	103.0	349.0	349	100.0	1.0	1.0	389.0	246.0	DRS too short	both too long
YJR015W	X	+	1533	1533	794.0	298.0	585.0	13.0	265.0	179.0	265	16.0	59.0	133.0	133	134.0	0.0	1.0		74.0		both too short
YJR016C	X	-	1758	1758	1180.0	1562.0	928.5	38.0	10.0	63.0	63	15.0	135.0	162.0	162	69.0	1.0	1.0	53.0	27.0	DRS too short	both too long
YJR017C	X	-	513	513	57.0	69.0	446.4	383.0	11.0	74.0	74	22.0	236.0	241.0	241	242.0	1.0	1.0	63.0	5.0	DRS too short	both too short
YJR018W	X	+	363	363	70.0	112.0	510.7	2.0	508.0	297.0	508	210.0	0.0	68.0	68	126.0	0.0	1.0		68.0		both too short
YJR019C	X	-	1050	1050	58.0	13.0	532.2	8.0	276.0	34.0	276	14.0	74.0	79.0	79	75.0	0.0	1.0		5.0		DRS too short
YJR020W	X	+	333	333	23.0	19.0	433.8	2.0	848.0	745.0	848	531.0	265.0	222.0	265	311.0	0.0	0.0				
YJR021C	X	-	1025	945	47.0	29.0	475.6	38.0	33.0	64.0	64	35.0	99.0	97.0	99	98.0	1.0	0.0	31.0		DRS too short	
YJR022W	X	+	330	330	65.0	17.0	625.2	0.0	26.0		26		57.0		57							
YJR023C	X	-	402	402	71.0	175.0	534.9	0.0	765.0		765		37.0		37							
YJR024C	X	-	735	735	313.0	76.0	542.9	1.0	10.0	15.0	15	16.0	87.0	76.0	87	77.0	1.0	0.0	5.0		both too short	
YJR025C	X	-	534	534	413.0	540.0	535.9	58.0	142.0	187.0	187	7.0	81.0	151.0	151	152.0	1.0	1.0	45.0	70.0	both too long	both too short
YJR030C	X	-	2238	2238	1733.0	181.0	680.0	0.0	45.0		45		148.0		148							
YJR031C	X	-	4227	4227	41.0	52.0	804.2	4.0	66.0	98.0	98	84.0	135.0	116.0	135	133.0	1.0	0.0	32.0		DRS too short	
YJR032W	X	+	1182	1182	108.0	162.0	807.9	28.0	13.0	22.0	22	23.0	108.0	228.0	228	121.0	1.0	1.0	9.0	120.0	both too short	DRS too short
YJR033C	X	-	4074	4074	133.0	42.0	543.7	1.0	35.0		35	580.0	58.0		58	103.0						
YJR034W	X	+	327	327	29.0	100.0	463.2	72.0	82.0	102.0	102	103.0	54.0	212.0	212	74.0	1.0	1.0	20.0	158.0	both too short	DRS too short
YJR035W	X	+	3258	3258	91.0	64.0	626.9	3.0	9.0		9	11.0	116.0		116	149.0						
YJR036C	X	-	2679	2679	53.0	48.0	757.2	2.0	114.0		114	358.0	90.0		90	141.0						
YJR037W	X	+	384	384				0.0			0				0							
YJR038C	X	-	363	363				0.0			0				0							
YJR039W	X	+	3366	3366	51.0	57.0	932.6	0.0	236.0		236		47.0		47							
YJR040W	X	+	2340	2340	116.0	114.0	690.3	10.0	29.0	38.0	38	44.0	65.0	68.0	68	69.0	1.0	1.0	9.0	3.0	both too short	both too short
YJR041C	X	-	3525	3525	146.0	138.0	810.7	2.0	45.0		45	73.0	169.0		169	174.0						
YJR042W	X	+	2235	2235	166.0	212.0	959.4	73.0	11.0	24.0	24	23.0	93.0	179.0	179	89.0	1.0	1.0	13.0	86.0	DRS too short	both too long
YJR043C	X	-	1053	1053	105.0	58.0	585.3	21.0	125.0	67.0	125	68.0	135.0	168.0	168	129.0	0.0	1.0		33.0		both too long
YJR044C	X	-	423	423	1138.0	140.0	456.6	101.0	78.0	149.0	149	92.0	172.0	176.0	176	177.0	1.0	1.0	71.0	4.0	DRS too short	both too short
YJR045C	X	-	1965	1965	1900.0	2913.0	938.9	8537.0	127.0	138.0	138	139.0	220.0	267.0	267	219.0	1.0	1.0	11.0	47.0	both too short	both too long
YJR046W	X	+	1815	1815	279.0	259.0	647.7	362.0	17.0	84.0	84	13.0	58.0	41.0	58	42.0	1.0	0.0	67.0		both too long	
YJR047C	X	-	474	474	66.0	60.0	470.0	10.0	54.0	122.0	122	29.0	107.0	109.0	109	110.0	1.0	1.0	68.0	2.0	both too long	both too short
YJR048W	X	+	330	330	369.0	626.0	475.8	1182.0	50.0	307.0	307	46.0	169.0	173.0	173	174.0	1.0	1.0	257.0	4.0	both too long	both too short
YJR049C	X	-	1593	1593	401.0	147.0	564.9	59.0	19.0	21.0	21	18.0	107.0	269.0	269	184.0	1.0	1.0	2.0	162.0	both too long	DRS too short
YJR050W	X	+	708	708	78.0	131.0	725.9	58.0	22.0	58.0	58	23.0	278.0	274.0	278	275.0	1.0	0.0	36.0		DRS too short	
YJR051W	X	+	1506	1506	182.0	132.0	684.6	62.0	60.0	65.0	65	21.0	74.0	96.0	96	71.0	1.0	1.0	5.0	22.0	both too long	both too long
YJR052W	X	+	1698	1698	66.0	67.0	734.0	9.0	40.0	61.0	61	6.0	61.0	65.0	65	51.0	1.0	1.0	21.0	4.0	both too long	both too long
YJR053W	X	+	1725	1725	27.0	14.0	526.5	2.0			0	63.0			0	1901.0						
YJR054W	X	+	1494	1494	101.0	90.0	709.9	6.0	642.0	101.0	642	93.0	104.0	28.0	104	118.0	0.0	0.0				
YJR055W	X	+	495	495	71.0	55.0	610.2	38.0	38.0	9.0	38	10.0	412.0	437.0	437	393.0	0.0	1.0		25.0		both too long
YJR056C	X	-	711	711	97.0	88.0	582.6	15.0	184.0	200.0	200	163.0	127.0	139.0	139	140.0	1.0	1.0	16.0	12.0	both too long	both too short
