gene	unagi_five	unagi_three
YGL226W	24.0	114.0
YGL227W	107.0	191.0
YGL228W	54.0	148.0
YGL229C	275.0	154.0
YGL230C	70.0	95.0
YGL231C	20.0	73.0
YGL232W	33.0	73.0
YGL233W	88.0	96.0
YGL234W	1060.0	99.0
YGL235W		3174.0
YGL236C	248.0	72.0
YGL237C	88.0	137.0
YGL238W	3.0	101.0
YGL240W	472.0	3161.0
YGL241W	46.0	177.0
YGL242C	55.0	206.0
YGL243W		158.0
YGL244W	75.0	107.0
YGL245W	43.0	62.0
YGL246C	45.0	165.0
YGL247W	20.0	100.0
YGL248W	156.0	40.0
YGL249W		222.0
YGL250W	4.0	299.0
YGL251C	43.0	256.0
YGL252C	38.0	98.0
YGL253W	47.0	208.0
YGL254W	13.0	755.0
YGL255W	2082.0	101.0
YGL256W	1811.0	204.0
YGL257C	109.0	141.0
YGL258W		233.0
YGL258W-A	932.0	845.0
YGL259W	240.0	1250.0
YGL262W		144.0
YGL263W	19.0	13.0
YGR001C	24.0	79.0
YGR002C	9.0	286.0
YGR003W	33.0	310.0
YGR004W	63.0	262.0
YGR005C	30.0	106.0
YGR006W	35.0	1258.0
YGR007W	934.0	145.0
YGR008C	109.0	178.0
YGR009C	43.0	106.0
YGR010W	229.0	208.0
YGR012W	1740.0	87.0
YGR013W	80.0	231.0
YGR014W	275.0	140.0
YGR015C	36.0	229.0
YGR016W	18.0	612.0
YGR017W	159.0	119.0
YGR018C	363.0	845.0
YGR019W	38.0	93.0
YGR020C	80.0	151.0
YGR021W	27.0	100.0
YGR023W	279.0	239.0
YGR024C	3.0	94.0
YGR025W		1170.0
YGR026W	179.0	158.0
YGR027C	15.0	91.0
YGR027W-A		2425.0
YGR027W-B		317.0
YGR028W	25.0	188.0
YGR029W	24.0	94.0
YGR030C	137.0	73.0
YGR031C-A		85.0
YGR031W	106.0	430.0
YGR032W	427.0	85.0
YGR033C	110.0	296.0
YGR034W	82.0	131.0
YGR035C	90.0	174.0
YGR036C	485.0	620.0
YGR037C	70.0	205.0
YGR038C-A		4275.0
YGR038C-B		329.0
YGR038W	138.0	256.0
YGR039W		644.0
YGR040W	253.0	509.0
YGR041W	353.0	202.0
YGR042W	19.0	1115.0
YGR043C	47.0	148.0
YGR044C	81.0	210.0
YGR045C	262.0	1211.0
YGR046W	92.0	344.0
YGR047C	35.0	62.0
YGR048W	85.0	91.0
YGR049W	155.0	1544.0
YGR050C	864.0	213.0
YGR052W	139.0	183.0
YGR053C	59.0	60.0
YGR054W	200.0	213.0
YGR055W	124.0	153.0
YGR056W	63.0	132.0
YGR057C	78.0	340.0
YGR058W	48.0	398.0
YGR059W		98.0
YGR060W	83.0	194.0
YGR061C	131.0	105.0
YGR062C	65.0	79.0
YGR063C	17.0	121.0
YGR065C	110.0	124.0
YGR066C	4.0	166.0
YGR067C	109.0	118.0
YGR068C	192.0	402.0
YGR070W	38.0	165.0
YGR071C	84.0	214.0
YGR072W	40.0	119.0
YGR074W	39.0	319.0
YGR075C	40.0	555.0
YGR076C	51.0	140.0
YGR077C	1166.0	64.0
YGR078C	43.0	2092.0
YGR079W		93.0
YGR080W	34.0	155.0
YGR081C	51.0	142.0
YGR082W	55.0	149.0
YGR083C	75.0	109.0
YGR084C		112.0
YGR085C	54.0	122.0
YGR086C	122.0	356.0
YGR087C	32.0	100.0
YGR088W	305.0	88.0
YGR089W	296.0	131.0
YGR090W	296.0	115.0
YGR091W	84.0	146.0
YGR092W	121.0	161.0
YGR093W	749.0	143.0
YGR094W	45.0	68.0
YGR095C	53.0	177.0
YGR096W	80.0	60.0
YGR097W	120.0	289.0
YGR098C	249.0	264.0
YGR099W	80.0	77.0
YGR100W	258.0	133.0
YGR101W	75.0	197.0
YGR102C	24.0	176.0
YGR103W	650.0	167.0
YGR104C	68.0	72.0
YGR105W	58.0	171.0
YGR106C	60.0	105.0
YGR108W	218.0	189.0
YGR109C		97.0
YGR109W-B		228.0
YGR110W	90.0	195.0
YGR111W	32.0	112.0
YGR112W	79.0	1720.0
YGR113W	1023.0	323.0
YGR116W	51.0	195.0
YGR117C	9.0	321.0
YGR118W	58.0	177.0
YGR119C	89.0	83.0
YGR120C	43.0	196.0
YGR121C	39.0	141.0
YGR122W	293.0	384.0
YGR123C	34.0	208.0
YGR124W	122.0	113.0
YGR125W	206.0	159.0
YGR126W	154.0	1427.0
YGR127W	9.0	218.0
YGR128C	81.0	110.0
YGR129W	35.0	975.0
YGR130C	133.0	187.0
YGR131W	527.0	104.0
YGR132C	93.0	260.0
YGR133W		223.0
YGR134W	157.0	194.0
YGR135W	78.0	86.0
YGR136W	81.0	244.0
YGR138C	280.0	91.0
YGR140W		82.0
YGR141W	85.0	93.0
YGR142W	54.0	98.0
YGR143W	465.0	389.0
YGR144W	224.0	81.0
YGR145W	67.0	285.0
YGR146C	299.0	200.0
YGR146C-A		1121.0
YGR147C	66.0	55.0
YGR148C	7.0	160.0
YGR149W	136.0	213.0
YGR150C	49.0	1050.0
YGR152C	168.0	168.0
YGR153W	61.0	66.0
YGR154C	310.0	759.0
YGR155W	754.0	137.0
YGR156W	193.0	53.0
YGR157W	339.0	160.0
YGR158C	101.0	218.0
YGR159C	105.0	143.0
YGR161C	94.0	268.0
YGR161C-C		4257.0
YGR161C-D		311.0
YGR161W-A		2471.0
YGR161W-B		314.0
YGR161W-C	26.0	265.0
YGR162W	67.0	440.0
YGR163W	57.0	79.0
YGR164W	1130.0	
YGR165W	54.0	157.0
YGR166W	99.0	93.0
YGR167W	99.0	190.0
YGR168C	60.0	100.0
YGR169C	26.0	97.0
YGR169C-A	99.0	381.0
YGR170W	65.0	289.0
YGR171C	41.0	117.0
YGR172C	37.0	129.0
YGR173W	70.0	218.0
YGR174C		132.0
YGR174W-A	145.0	139.0
YGR175C	27.0	181.0
YGR178C	213.0	113.0
YGR179C	42.0	165.0
YGR180C	224.0	130.0
YGR181W	20.0	184.0
YGR183C	101.0	373.0
YGR184C	1772.0	104.0
YGR185C	32.0	1193.0
YGR186W	28.0	50.0
YGR187C	85.0	146.0
YGR188C	39.0	161.0
YGR189C	90.0	122.0
YGR191W	726.0	170.0
YGR192C	69.0	110.0
YGR193C	108.0	122.0
YGR194C		103.0
YGR195W	127.0	76.0
YGR196C	74.0	111.0
YGR197C	197.0	70.0
YGR198W	661.0	151.0
YGR199W	46.0	337.0
YGR200C	59.0	30.0
YGR201C	25.0	70.0
YGR202C	96.0	125.0
YGR203W	304.0	191.0
YGR204C-A	1038.0	261.0
YGR204W	122.0	88.0
YGR205W	126.0	126.0
YGR206W	24.0	83.0
YGR207C	55.0	112.0
YGR208W	65.0	107.0
YGR209C	91.0	94.0
YGR210C	171.0	97.0
YGR211W	124.0	198.0
YGR212W	170.0	1053.0
YGR213C	37.0	379.0
YGR214W	58.0	134.0
YGR215W	48.0	123.0
YGR216C	73.0	128.0
YGR217W	51.0	73.0
YGR218W	311.0	208.0
YGR220C	10.0	86.0
YGR221C	235.0	64.0
YGR222W	17.0	94.0
YGR223C	50.0	84.0
YGR225W	109.0	100.0
YGR227W	79.0	338.0
YGR229C	358.0	207.0
YGR230W	153.0	117.0
YGR231C	86.0	228.0
YGR232W	22.0	53.0
YGR233C	248.0	64.0
YGR234W	25.0	266.0
YGR235C	71.0	156.0
YGR236C	124.0	237.0
YGR237C	70.0	178.0
YGR238C	130.0	122.0
YGR239C	90.0	90.0
YGR240C	233.0	230.0
YGR240C-A	2322.0	
YGR241C	518.0	57.0
YGR243W	15.0	120.0
YGR244C	115.0	136.0
YGR245C	92.0	300.0
YGR246C	14.0	161.0
YGR247W	331.0	94.0
YGR248W	18.0	96.0
YGR249W	691.0	490.0
YGR250C	194.0	115.0
YGR251W	70.0	401.0
YGR252W	61.0	208.0
YGR253C	77.0	82.0
YGR254W	78.0	152.0
YGR255C	105.0	53.0
YGR256W	209.0	126.0
YGR257C	105.0	38.0
YGR258C	40.0	64.0
YGR260W	215.0	114.0
YGR261C	56.0	98.0
YGR262C	41.0	108.0
YGR263C	45.0	79.0
YGR264C	520.0	200.0
YGR266W	80.0	256.0
YGR267C	154.0	15.0
YGR268C	382.0	179.0
YGR270W	502.0	106.0
YGR271C-A	9.0	95.0
YGR271W	21.0	143.0
YGR274C	21.0	89.0
YGR275W	57.0	104.0
YGR276C	37.0	74.0
YGR277C	18.0	106.0
YGR278W	24.0	81.0
YGR279C	117.0	329.0
YGR280C	248.0	239.0
YGR281W	266.0	453.0
YGR282C	83.0	347.0
YGR283C	49.0	108.0
YGR284C	51.0	187.0
YGR285C	16.0	65.0
YGR286C	121.0	162.0
YGR287C		112.0
YGR288W	83.0	522.0
YGR289C	353.0	201.0
YGR292W	32.0	136.0
YGR294W	372.0	131.0
YGR295C	15.0	82.0
YGR296W	64.0	72.0
YHL001W	70.0	124.0
YHL002W	19.0	65.0
YHL003C	178.0	142.0
YHL004W	246.0	1569.0
YHL005C		818.0
YHL006C	102.0	386.0
YHL007C	139.0	154.0
YHL008C	168.0	50.0
YHL009C	139.0	241.0
YHL009W-A		1287.0
YHL009W-B		420.0
YHL010C	81.0	258.0
YHL011C	100.0	218.0
YHL012W		202.0
YHL013C	40.0	126.0
YHL014C	1030.0	173.0
YHL015W	38.0	295.0
YHL015W-A		361.0
YHL016C	815.0	142.0
YHL017W	592.0	130.0
YHL018W	24.0	1840.0
YHL019C	55.0	1583.0
YHL020C	84.0	108.0
YHL021C	70.0	92.0
YHL022C		134.0
YHL023C	59.0	40.0
YHL024W	172.0	302.0
YHL025W	281.0	112.0
YHL026C	229.0	120.0
YHL027W	143.0	212.0
YHL028W	478.0	78.0
YHL029C	49.0	107.0
YHL030W	75.0	115.0
YHL031C	11.0	2482.0
YHL032C	76.0	63.0
YHL033C	17.0	69.0
YHL034C	133.0	155.0
YHL035C	56.0	148.0
YHL036W	100.0	89.0
YHL038C	41.0	138.0
YHL039W	198.0	150.0
YHL040C	376.0	250.0
YHL041W		166.0
YHL042W		524.0
YHL043W		199.0
YHL044W	44.0	284.0
YHL046C	277.0	49.0
YHL047C	633.0	239.0
YHL048W	7.0	179.0
YHL050C	31.0	68.0
YHR001W	237.0	189.0
YHR001W-A	144.0	329.0
YHR002W	163.0	139.0
YHR003C	19.0	130.0
YHR004C	81.0	249.0
YHR005C	111.0	102.0
YHR005C-A	45.0	142.0
YHR006W	72.0	129.0
YHR007C	43.0	284.0
YHR007C-A	930.0	636.0
YHR008C	105.0	182.0
YHR009C	235.0	99.0
YHR010W	96.0	145.0
YHR011W	92.0	152.0
YHR012W	33.0	328.0
YHR013C	31.0	108.0
YHR014W	321.0	47.0
YHR015W		448.0
YHR016C	61.0	139.0
YHR017W	22.0	81.0
YHR018C	55.0	154.0
YHR019C	68.0	105.0
YHR020W	145.0	87.0
YHR021C	87.0	95.0
YHR021W-A		867.0
YHR023W	63.0	209.0
YHR024C	30.0	286.0
YHR025W	45.0	83.0
YHR026W	155.0	160.0
YHR027C	57.0	145.0
YHR028C	63.0	101.0
YHR029C	39.0	85.0
YHR030C	204.0	162.0
YHR031C	119.0	157.0
YHR032W	119.0	1732.0
YHR033W	25.0	43.0
YHR034C	58.0	17.0
YHR035W	10.0	252.0
YHR036W	358.0	222.0
YHR037W	491.0	174.0
YHR038W	55.0	105.0
YHR039C	148.0	96.0
YHR039C-A	21.0	97.0
YHR040W	33.0	767.0
YHR041C		231.0
YHR042W	85.0	90.0
YHR043C	102.0	136.0
YHR044C	226.0	119.0
YHR045W	149.0	126.0
YHR046C	53.0	180.0
YHR047C	43.0	245.0
YHR048W	554.0	
YHR049W	51.0	136.0
YHR050W	194.0	72.0
YHR050W-A	259.0	967.0
YHR051W	165.0	484.0
YHR052W	1290.0	136.0
YHR053C	116.0	213.0
YHR054C	140.0	139.0
YHR055C	73.0	215.0
YHR056C	52.0	143.0
YHR057C	30.0	76.0
YHR058C	56.0	59.0
YHR059W	66.0	106.0
YHR060W	17.0	69.0
YHR061C	197.0	289.0
YHR062C	36.0	85.0
YHR063C	57.0	79.0
YHR064C	42.0	102.0
YHR065C	64.0	118.0
YHR066W	34.0	129.0
YHR067W	66.0	341.0
YHR068W	895.0	166.0
YHR069C	14.0	192.0
YHR070W	87.0	349.0
YHR071W	357.0	51.0
YHR072W	70.0	117.0
YHR072W-A	62.0	160.0
YHR073W	120.0	187.0
YHR074W	293.0	154.0
YHR075C	43.0	74.0
YHR076W	45.0	143.0
YHR077C	387.0	119.0
YHR078W	294.0	130.0
YHR079C	275.0	228.0
YHR079C-A	2.0	178.0
YHR080C	207.0	50.0
YHR081W	28.0	118.0
YHR082C	846.0	217.0
YHR083W	124.0	86.0
YHR084W	314.0	291.0
YHR085W	23.0	125.0
YHR086W	234.0	443.0
YHR087W	77.0	189.0
YHR088W	51.0	108.0
YHR089C	57.0	197.0
YHR090C	36.0	250.0
YHR091C	73.0	95.0
YHR092C	75.0	113.0
YHR094C	271.0	117.0
YHR096C	166.0	237.0
YHR097C	35.0	126.0
YHR098C	108.0	140.0
YHR099W	510.0	137.0
YHR100C	1098.0	38.0
YHR101C	294.0	275.0
YHR102W	184.0	115.0
YHR103W	259.0	210.0
YHR104W	99.0	186.0
YHR105W	328.0	1412.0
YHR106W	1160.0	196.0
YHR107C	68.0	172.0
YHR108W	57.0	138.0
YHR109W	3.0	78.0
YHR110W	26.0	87.0
YHR111W	34.0	42.0
YHR112C	252.0	158.0
YHR113W	464.0	137.0
YHR114W	124.0	128.0
YHR115C	183.0	120.0
YHR116W	113.0	239.0
YHR117W	797.0	276.0
YHR118C	28.0	57.0
YHR119W	293.0	155.0
YHR120W	38.0	63.0
YHR121W	67.0	77.0
YHR122W	79.0	209.0
YHR123W	20.0	139.0
YHR124W		66.0
YHR126C		116.0
YHR127W	45.0	226.0
YHR128W	99.0	238.0
YHR129C	268.0	106.0
YHR130C	2770.0	67.0
YHR131C	178.0	442.0
YHR132C	89.0	167.0
YHR132W-A	45.0	166.0
YHR133C	38.0	214.0
YHR134W	5.0	145.0
YHR135C	120.0	106.0
YHR136C		96.0
YHR137W	36.0	117.0
YHR138C	68.0	142.0
YHR139C	46.0	324.0
YHR140W	56.0	89.0
YHR141C	33.0	123.0
YHR142W	179.0	80.0
YHR143W	278.0	241.0
YHR143W-A	32.0	282.0
YHR144C		83.0
YHR146W	39.0	313.0
YHR147C	35.0	131.0
YHR148W	46.0	342.0
YHR149C	146.0	157.0
YHR150W	42.0	225.0
YHR151C	203.0	161.0
YHR152W	94.0	112.0
YHR153C	1195.0	157.0
YHR154W	62.0	98.0
YHR155W	103.0	162.0
YHR156C	54.0	539.0
YHR157W		168.0
YHR158C	130.0	148.0
YHR159W	75.0	1217.0
YHR160C	5.0	490.0
YHR161C	171.0	87.0
YHR162W	189.0	118.0
YHR163W	32.0	134.0
YHR164C	107.0	244.0
YHR165C	119.0	86.0
YHR166C	108.0	165.0
YHR167W	82.0	226.0
YHR168W	56.0	204.0
YHR169W	69.0	93.0
YHR170W	79.0	125.0
YHR171W	18.0	115.0
YHR172W	525.0	445.0
YHR174W	38.0	122.0
YHR175W	3.0	248.0
YHR175W-A	689.0	
YHR176W	124.0	113.0
YHR177W	91.0	1146.0
YHR178W	50.0	181.0
YHR179W	57.0	79.0
YHR180W	267.0	
YHR181W	65.0	93.0
YHR182W	52.0	52.0
YHR183W	100.0	139.0
YHR184W	1518.0	1105.0
YHR185C		73.0
YHR186C	109.0	98.0
YHR187W	35.0	118.0
YHR188C	43.0	71.0
YHR189W	59.0	1708.0
YHR190W	876.0	98.0
YHR191C	64.0	1434.0
YHR192W	67.0	594.0
YHR193C	47.0	64.0
YHR194W	71.0	94.0
YHR195W	414.0	190.0
YHR196W	1598.0	167.0
YHR197W	21.0	125.0
YHR198C	30.0	130.0
YHR199C	297.0	91.0
YHR199C-A	24.0	1173.0
YHR200W	1608.0	62.0
YHR201C	282.0	895.0
YHR202W	32.0	244.0
YHR203C	39.0	133.0
YHR204W	56.0	103.0
YHR205W	454.0	214.0
YHR206W	319.0	292.0
YHR207C	31.0	110.0
YHR208W	65.0	157.0
YHR209W	445.0	267.0
YHR211W	280.0	72.0
YHR213W-A		865.0
YHR213W-B	164.0	548.0
YHR214C-B		319.0
YHR214C-C		2425.0
YHR214C-E	158.0	
YHR214W	81.0	1381.0
YHR215W	301.0	57.0
YHR216W	91.0	178.0
YHR218W		2192.0
YHR219W	1178.0	76.0
YIL001W	74.0	28.0
YIL002C	276.0	151.0
YIL002W-A	28.0	99.0
YIL003W	441.0	108.0
YIL004C	19.0	166.0
YIL005W	156.0	198.0
YIL006W	272.0	266.0
YIL007C	26.0	160.0
YIL008W	61.0	143.0
YIL009C-A	35.0	427.0
YIL009W	1046.0	236.0
YIL010W	37.0	196.0
YIL011W	193.0	109.0
YIL013C	120.0	198.0
YIL014C-A	88.0	211.0
YIL014W	185.0	121.0
YIL015W		99.0
YIL016W	221.0	66.0
YIL017C	70.0	104.0
YIL018W	248.0	90.0
YIL019W	56.0	158.0
YIL020C	97.0	120.0
YIL021W	95.0	160.0
YIL022W	118.0	241.0
YIL023C	37.0	61.0
YIL024C	52.0	114.0
YIL026C	63.0	147.0
YIL027C	58.0	94.0
YIL029C	105.0	397.0
YIL030C	109.0	129.0
YIL031W	170.0	181.0
YIL033C	108.0	189.0
YIL034C	13.0	77.0
YIL035C	135.0	115.0
YIL036W	197.0	179.0
YIL037C		6.0
YIL038C	243.0	175.0
YIL039W	198.0	102.0
YIL040W	9.0	98.0
YIL041W	27.0	83.0
YIL042C	27.0	118.0
YIL043C	32.0	105.0
YIL044C	26.0	176.0
YIL045W	109.0	143.0
YIL046W	237.0	155.0
YIL046W-A	183.0	2193.0
YIL047C	38.0	185.0
YIL048W	305.0	140.0
YIL049W	38.0	66.0
YIL050W	72.0	123.0
YIL051C	67.0	135.0
YIL052C	83.0	108.0
YIL053W	1236.0	145.0
YIL054W	739.0	10.0
YIL055C	60.0	133.0
YIL056W	292.0	123.0
YIL057C	106.0	187.0
YIL060W	352.0	271.0
YIL062C	38.0	80.0
YIL063C	69.0	44.0
YIL064W		81.0
YIL065C	44.0	108.0
YIL066C	185.0	148.0
YIL067C	59.0	97.0
YIL068C	67.0	123.0
YIL069C	45.0	192.0
YIL070C	76.0	146.0
YIL071C	37.0	2143.0
YIL072W		161.0
YIL073C	303.0	217.0
YIL074C	139.0	54.0
YIL075C	62.0	101.0
YIL076W	27.0	69.0
YIL077C	27.0	136.0
YIL078W	48.0	71.0
YIL079C	30.0	123.0
YIL082W-A		434.0
YIL083C	105.0	99.0
YIL084C	42.0	1848.0
YIL085C	545.0	254.0
YIL086C	2127.0	586.0
YIL087C	74.0	101.0
YIL088C	73.0	92.0
YIL089W	34.0	476.0
YIL090W	138.0	328.0
YIL091C	49.0	57.0
YIL092W	54.0	79.0
YIL093C	83.0	144.0
YIL094C	73.0	89.0
YIL095W	169.0	92.0
YIL096C	66.0	390.0
YIL097W	74.0	114.0
YIL098C	57.0	91.0
YIL099W	449.0	125.0
YIL101C	156.0	105.0
YIL102C-A	38.0	1177.0
YIL103W	59.0	92.0
YIL104C	65.0	94.0
YIL105C	138.0	169.0
YIL105W-A	380.0	1963.0
YIL106W	275.0	75.0
YIL107C	168.0	254.0
YIL108W	214.0	83.0
YIL109C	108.0	115.0
YIL110W	54.0	169.0
YIL111W	1190.0	34.0
YIL112W	1068.0	143.0
YIL113W	46.0	106.0
YIL114C	273.0	71.0
YIL115C	216.0	58.0
YIL116W	119.0	127.0
YIL117C	173.0	120.0
YIL118W	148.0	161.0
YIL119C	213.0	1090.0
YIL120W	126.0	298.0
YIL121W	25.0	168.0
YIL122W	302.0	146.0
YIL123W	2.0	338.0
YIL124W	58.0	120.0
YIL125W	288.0	264.0
YIL126W	82.0	157.0
YIL127C	40.0	183.0
YIL128W	90.0	116.0
YIL129C	108.0	156.0
YIL130W	151.0	159.0
YIL131C	417.0	159.0
YIL132C	20.0	409.0
YIL133C	71.0	97.0
YIL134C-A	1210.0	
YIL134W	48.0	38.0
YIL135C	73.0	145.0
YIL136W	463.0	210.0
YIL137C	511.0	67.0
YIL138C	30.0	352.0
YIL139C		116.0
YIL140W	115.0	129.0
YIL142W	48.0	54.0
YIL143C	34.0	154.0
YIL144W	114.0	216.0
YIL145C	73.0	476.0
YIL146C	373.0	240.0
YIL147C	228.0	288.0
YIL148W	81.0	81.0
YIL149C	146.0	101.0
YIL150C	31.0	55.0
YIL151C	168.0	762.0
YIL152W	579.0	160.0
YIL153W	1430.0	46.0
YIL154C	52.0	71.0
YIL155C	71.0	346.0
YIL156W	330.0	239.0
YIL156W-B	35.0	99.0
YIL157C	34.0	171.0
YIL158W	20.0	99.0
YIL159W		107.0
YIL160C	34.0	127.0
YIL161W	26.0	1338.0
YIL162W	39.0	222.0
YIL163C	234.0	
YIL164C	320.0	547.0
YIL165C	929.0	178.0
YIL166C	407.0	625.0
YIL169C	47.0	429.0
YIL172C	252.0	122.0
YIL173W	594.0	410.0
YIL177C		78.0
YIR001C	61.0	322.0
YIR002C	91.0	119.0
YIR003W	148.0	73.0
YIR004W	40.0	128.0
YIR005W	220.0	77.0
YIR006C	34.0	86.0
YIR007W	95.0	106.0
YIR008C	46.0	384.0
YIR009W	74.0	434.0
YIR010W	91.0	126.0
YIR011C	25.0	108.0
YIR012W	40.0	121.0
YIR014W	37.0	54.0
YIR015W	279.0	1118.0
YIR016W	34.0	81.0
YIR017C	123.0	253.0
YIR018C-A	826.0	125.0
YIR018W	392.0	514.0
YIR019C		196.0
YIR020C	2550.0	574.0
YIR021W	77.0	54.0
YIR021W-A		619.0
YIR022W	58.0	109.0
YIR023W	33.0	73.0
YIR024C	8.0	198.0
YIR025W	105.0	135.0
YIR026C	40.0	97.0
YIR027C	130.0	131.0
YIR028W	1776.0	128.0
YIR029W	107.0	113.0
YIR031C	157.0	51.0
YIR032C	84.0	154.0
YIR033W	91.0	98.0
YIR034C	35.0	173.0
YIR035C	85.0	92.0
YIR036C	50.0	72.0
YIR037W	76.0	92.0
YIR038C	32.0	153.0
YIR039C	173.0	102.0
YIR041W	1449.0	134.0
YIR042C	112.0	433.0
YJL001W	284.0	114.0
YJL002C	67.0	109.0
YJL003W	167.0	282.0
YJL004C	33.0	283.0
YJL005W	603.0	179.0
YJL006C	59.0	59.0
YJL008C	46.0	142.0
YJL010C	119.0	149.0
YJL011C	81.0	172.0
YJL012C	20.0	72.0
YJL013C		293.0
YJL014W	59.0	154.0
YJL016W	1997.0	92.0
YJL019W	124.0	2432.0
YJL020C	92.0	157.0
YJL023C	142.0	129.0
YJL024C	21.0	151.0
YJL025W	42.0	104.0
YJL026W	179.0	144.0
YJL028W	26.0	196.0
YJL029C	61.0	105.0
YJL030W	73.0	141.0
YJL031C	734.0	103.0
YJL033W	33.0	81.0
YJL034W	94.0	125.0
YJL035C		94.0
YJL036W	226.0	94.0
YJL037W	771.0	107.0
YJL038C	40.0	133.0
YJL039C	183.0	380.0
YJL041W	74.0	151.0
YJL042W	99.0	121.0
YJL043W		333.0
YJL044C	37.0	263.0
YJL045W	149.0	216.0
YJL046W	33.0	251.0
YJL047C	120.0	85.0
YJL047C-A	203.0	
YJL048C	205.0	147.0
YJL049W	33.0	1399.0
YJL050W	61.0	61.0
YJL051W	99.0	212.0
YJL052W	87.0	142.0
YJL053W	70.0	201.0
YJL054W	43.0	180.0
YJL055W	38.0	64.0
YJL056C	148.0	127.0
YJL057C	58.0	54.0
YJL058C	64.0	64.0
YJL059W	35.0	92.0
YJL060W	62.0	101.0
YJL061W	51.0	1046.0
YJL062W	355.0	68.0
YJL062W-A	29.0	357.0
YJL063C	39.0	81.0
YJL065C	34.0	112.0
YJL066C	42.0	216.0
YJL068C	995.0	106.0
YJL069C	6.0	74.0
YJL070C	46.0	72.0
YJL071W	77.0	110.0
YJL072C	95.0	586.0
YJL073W	160.0	104.0
YJL074C	118.0	105.0
YJL076W	335.0	51.0
YJL077W-A	3271.0	201.0
YJL077W-B	2519.0	900.0
YJL078C	81.0	358.0
YJL079C	229.0	193.0
YJL080C	227.0	108.0
YJL081C	66.0	149.0
YJL082W	120.0	216.0
YJL083W	936.0	382.0
YJL084C	150.0	149.0
YJL085W	112.0	127.0
YJL087C	103.0	227.0
YJL088W	2976.0	102.0
YJL089W	124.0	1502.0
YJL090C	321.0	82.0
YJL091C	26.0	546.0
YJL092W	212.0	133.0
YJL093C		128.0
YJL094C	51.0	145.0
YJL095W	90.0	71.0
YJL096W	37.0	208.0
YJL097W	71.0	57.0
YJL098W	190.0	93.0
YJL099W	112.0	337.0
YJL100W	67.0	109.0
YJL101C	531.0	146.0
YJL102W	42.0	126.0
YJL103C	178.0	207.0
YJL104W	22.0	367.0
YJL105W	261.0	79.0
YJL106W	763.0	138.0
YJL107C		1323.0
YJL108C	196.0	175.0
YJL109C	28.0	76.0
YJL110C	105.0	124.0
YJL111W	88.0	188.0
YJL112W	734.0	149.0
YJL113W	624.0	410.0
YJL114W		4551.0
YJL115W	356.0	139.0
YJL116C	226.0	316.0
YJL117W	50.0	156.0
YJL118W		169.0
YJL121C	21.0	72.0
YJL122W	41.0	88.0
YJL123C	8.0	48.0
YJL124C	170.0	221.0
YJL125C	56.0	97.0
YJL126W	64.0	140.0
YJL127C	86.0	1144.0
YJL127C-B	107.0	282.0
YJL128C	225.0	54.0
YJL129C	287.0	68.0
YJL130C	65.0	127.0
YJL131C	40.0	84.0
YJL132W	18.0	159.0
YJL133C-A	48.0	180.0
YJL133W	152.0	142.0
YJL134W	63.0	112.0
YJL136C	10.0	147.0
YJL136W-A	1320.0	
YJL137C	18.0	123.0
YJL138C	63.0	236.0
YJL139C	83.0	816.0
YJL140W	108.0	52.0
YJL141C	99.0	154.0
YJL143W	55.0	315.0
YJL144W	33.0	229.0
YJL145W	90.0	82.0
YJL146W	146.0	228.0
YJL147C	98.0	233.0
YJL148W	75.0	312.0
YJL149W	58.0	71.0
YJL151C	266.0	73.0
YJL153C	4.0	140.0
YJL154C	90.0	157.0
YJL155C	187.0	209.0
YJL156C	319.0	437.0
YJL158C	49.0	210.0
YJL159W	938.0	308.0
YJL160C	291.0	153.0
YJL161W	68.0	359.0
YJL162C	68.0	115.0
YJL163C	19.0	52.0
YJL164C	151.0	117.0
YJL165C	187.0	19.0
YJL166W	153.0	155.0
YJL167W	56.0	113.0
YJL168C	109.0	204.0
YJL170C	78.0	26.0
YJL171C	38.0	198.0
YJL172W	101.0	149.0
YJL173C	16.0	84.0
YJL174W	151.0	166.0
YJL176C	58.0	237.0
YJL177W	109.0	92.0
YJL178C	16.0	117.0
YJL179W	68.0	138.0
YJL180C	44.0	120.0
YJL181W	81.0	85.0
YJL183W	80.0	78.0
YJL184W	264.0	80.0
YJL185C	63.0	171.0
YJL186W	29.0	127.0
YJL187C	207.0	275.0
YJL189W	48.0	161.0
YJL190C	22.0	135.0
YJL191W	61.0	238.0
YJL192C	28.0	108.0
YJL193W	29.0	121.0
YJL194W	76.0	134.0
YJL196C	23.0	135.0
YJL197W	76.0	138.0
YJL198W	50.0	128.0
YJL199C	373.0	231.0
YJL200C	69.0	150.0
YJL201W	1077.0	158.0
YJL203W	44.0	265.0
YJL204C	15.0	75.0
YJL205C	13.0	124.0
YJL206C	192.0	160.0
YJL207C	11.0	193.0
YJL208C	52.0	182.0
YJL209W	102.0	124.0
YJL210W	3224.0	67.0
YJL212C	28.0	229.0
YJL213W	489.0	252.0
YJL214W	135.0	462.0
YJL216C	255.0	
YJL217W	101.0	132.0
YJL218W	86.0	154.0
YJL219W		105.0
YJL221C	251.0	121.0
YJL222W	32.0	432.0
YJL225C		75.0
YJR001W	72.0	131.0
YJR002W	30.0	384.0
YJR003C	45.0	472.0
YJR004C	778.0	238.0
YJR005C-A	193.0	270.0
