gene	n_isoforms	n_reads	mtif_support	iqr5	iqr3	utr5_max	utr3_max	utr5_p95	utr3_p95	utr5_p99	utr3_p99	f5_within_20	f3_within_20	f5_within_50	f3_within_50	f5_within_100	f3_within_100
YKL174C	315	1565.0	128	16.0	8.0	289.0	219.0	104.0	125.0	104.0	134.0	0.8498402555910544	0.8536741214057508	0.9718849840255591	0.9712460063897763	0.9980830670926517	0.9993610223642172
YKL175W	719	6176.0	186	37.0	78.0	347.0	537.0	75.0	165.0	81.0	171.0	0.6389248704663213	0.7137305699481865	0.9946567357512953	0.7357512953367875	0.9954663212435233	0.9980569948186528
YKL176C	93	156.0	14	4.0	117.0	616.0	251.0	451.39999999999895	201.79999999999995	572.52	249.82	0.7884615384615384	0.25	0.8910256410256411	0.6217948717948718	0.8974358974358975	0.8205128205128205
YKL177W	2	2.0	1	168.0	72.0	207.0	193.0	207.0	193.0	207.0	193.0	0.5	0.5	0.5	0.5	0.5	1.0
YKL178C	18	24.0	4	3.3333333333284827	4.0	209.0	298.0	194.73333333333312	285.4	209.0	298.0	0.8333333333333334	0.9166666666666666	0.875	0.9583333333333334	0.9166666666666666	1.0
YKL179C	54	82.0	7	21.0	23.0	69.0	318.0	55.0	189.53333333333322	60.799999999999926	276.39999999999907	0.2804878048780488	0.7317073170731707	0.9512195121951219	0.9390243902439024	1.0	0.9634146341463414
YKL180W	910	19169.0	2696	0.0	55.0	2676.0	249.0	36.0	132.0	48.0	190.24800000000104	0.9791329751160728	0.4069591527987897	0.9996348270645313	0.8858573738849184	0.9998956648755803	0.9992696541290625
YKL181W	658	7098.0	1802	9.0	45.0	723.0	1574.0	217.0	142.0	223.0	184.0	0.6231332769794308	0.680050718512257	0.952240067624683	0.9274443505212736	0.9926739926739927	0.9797125950972105
YKL183W	301	1147.0	162	27.0	24.0	215.0	816.0	188.0	167.0	191.05999999999995	676.0	0.6835222319093287	0.6416739319965127	0.96512641673932	0.972101133391456	0.998256320836966	0.972101133391456
YKL184W	551	2594.0	288	27.0	3.0	283.0	387.0	214.79999999999993	303.0	220.0	309.0	0.6449498843484965	0.8369313801079414	0.8797224363916731	0.9028527370855821	0.994988434849653	0.9078643022359291
YKL185W	191	779.0	119	16.0	10.0	387.0	129.0	366.0	119.0333333333333	378.0	124.0	0.8523748395378691	0.7586649550706034	0.9486521181001284	0.7586649550706034	0.975609756097561	0.9576379974326059
YKL186C	198	834.0	159	32.0	21.0	960.0	140.0	215.0	101.295	294.15999999999997	105.0	0.5419664268585132	0.7482014388489209	0.7973621103117506	1.0	0.8189448441247003	1.0
YKL187C	1	1.0	1	0.0	0.0	38.0	171.0	38.0	171.0	38.0	171.0	1.0	1.0	1.0	1.0	1.0	1.0
YKL188C	1	1.0	1	0.0	0.0	113.0	85.0	113.0	85.0	113.0	85.0	1.0	1.0	1.0	1.0	1.0	1.0
YKL189W	175	376.0	36	24.0	91.0	312.0	375.0	176.46666666666667	282.0	307.96000000000004	367.0	0.7180851063829787	0.27393617021276595	0.8138297872340425	0.43617021276595747	0.9627659574468085	0.901595744680851
YKL190W	275	3134.0	774	15.0	3.271739130432252	1941.0	540.0	48.0	180.0	60.0	184.0	0.7581365666879387	0.9878749202297383	0.9987236758136566	0.9894703254626676	0.9987236758136566	0.9910657306955967
YKL191W	139	542.0	54	14.0	9.0	198.0	1087.0	36.39999999999998	114.0	51.10666666666672	196.0	0.9649446494464945	0.8856088560885609	0.9981549815498155	0.9833948339483395	0.9981549815498155	0.9870848708487084
YKL192C	424	15089.0	1276	18.0	4.0	324.0	156.0	47.0	143.0	52.0	143.6431578947369	0.9372390483133408	0.9983431638942276	0.9977467028961495	1.0	1.0	1.0
YKL193C	15	27.0	6	13.666666666671517	0.0	51.0	114.0	47.599999999999994	110.0	51.0	111.84	0.9629629629629629	1.0	1.0	1.0	1.0	1.0
YKL194C	138	289.0	12	6.0	49.25	106.0	264.0	52.150000000000034	223.83333333333337	79.0	253.84250000000006	0.9204152249134948	0.4463667820069204	0.9965397923875432	0.9377162629757786	1.0	0.986159169550173
YKL195W	528	15566.0	9459	0.0	0.0	514.0	555.0	44.0	142.27297297297295	51.32270462633452	182.6800000000003	0.9910702813825003	0.9442374405756135	0.999935757420018	0.989399974302968	0.999935757420018	0.9919054349222665
YKL196C	421	1865.0	245	5.0	13.0	118.0	235.0	76.0	189.0	84.0	196.0	0.774798927613941	0.8579088471849866	0.9989276139410188	0.9501340482573727	1.0	1.0
YKL197C	12	13.0	2	5.75	112.33333333332848	35.0	508.0	34.7	499.0	35.0	508.0	1.0	0.38461538461538464	1.0	0.38461538461538464	1.0	0.5384615384615384
YKL198C	83	104.0	5	223.0	46.33333333332848	341.0	145.0	325.0	145.0	332.3599999999999	145.0	0.34615384615384615	0.3557692307692308	0.4326923076923077	0.9230769230769231	0.49038461538461536	1.0
YKL201C	3	3.0	1	77.25	90.0	164.0	217.0	164.0	217.0	164.0	217.0	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.6666666666666666	1.0
YKL204W	80	394.0	112	0.0	23.0	63.0	325.0	40.15384615384612	175.9333333333333	53.900000000000006	249.4000000000001	0.9720812182741116	0.6446700507614214	1.0	0.9822335025380711	1.0	0.9923857868020305
YKL205W	22	26.0	2	16.0	15.0	59.0	239.0	52.06666666666666	234.2	59.0	239.0	0.8461538461538461	0.8461538461538461	1.0	0.8846153846153846	1.0	0.9230769230769231
YKL206C	229	838.0	76	15.0	14.0	100.0	1037.0	49.0	89.0	57.0	106.44800000000001	0.8914081145584726	0.7732696897374701	0.9940334128878282	0.9928400954653938	1.0	0.9976133651551312
YKL207W	351	2888.0	320	8.0	31.0	1096.0	198.0	43.0	90.0	1058.0	110.41333333333326	0.9591412742382271	0.5630193905817175	0.9622576177285319	0.9809556786703602	0.9626038781163435	0.9965373961218836
YKL208W	204	417.0	20	8.875	128.0	214.0	1095.0	36.0	1051.0	59.0	1073.0	0.9592326139088729	0.4244604316546763	0.9976019184652278	0.5467625899280576	0.9976019184652278	0.7458033573141487
YKL210W	6	8.0	2	22.33333333333576	78.0	59.0	92.0	59.0	92.0	59.0	92.0	0.875	0.625	1.0	0.625	1.0	1.0
YKL211C	6	6.0	1	60.0	133.0	86.0	160.0	86.0	160.0	86.0	160.0	0.5	0.5	0.6666666666666666	0.5	1.0	0.5
YKL212W	15	16.0	2	83.0	71.0	256.0	136.0	242.49999999999997	135.0	256.0	135.68	0.5	0.1875	0.5625	0.875	1.0	1.0
YKL213C	128	861.0	119	9.0	5.0	95.0	937.0	44.0	75.0	75.756	79.0	0.9732868757259001	0.9895470383275261	0.9953542392566783	0.9965156794425087	1.0	0.9976771196283392
YKL214C	218	624.0	63	1.0	8.0	2443.0	225.0	74.0	128.0	88.704	148.07999999999993	0.9294871794871795	0.8878205128205128	0.9647435897435898	0.9214743589743589	0.9935897435897436	0.9919871794871795
YKL215C	5	5.0	1	17.0	36.75	78.0	186.0	78.0	186.0	78.0	186.0	0.2	0.6	1.0	1.0	1.0	1.0
YKL216W	284	687.0	39	14.0	62.0	728.0	401.0	95.0	317.0	114.76666666666665	323.0	0.8864628820960698	0.5764192139737991	0.9243085880640466	0.6652110625909753	0.9985443959243085	1.0
YKL217W	94	228.0	20	15.0	27.0	422.0	169.0	228.0	138.0	325.25333333333333	143.32	0.7543859649122807	0.3684210526315789	0.793859649122807	0.9956140350877193	0.8377192982456141	1.0
YKL218C	148	183.0	4	93.09999999999854	91.75	1463.0	900.0	1165.85	303.0	1316.36	472.39999999999975	0.14207650273224043	0.47540983606557374	0.4098360655737705	0.5846994535519126	0.8415300546448088	0.7540983606557377
YKL220C	17	16.0	2	100.5	13.5	1405.0	310.0	1356.3999999999999	300.7	1405.0	310.0	0.1875	0.6875	0.1875	0.6875	0.1875	0.75
YKL221W	1	1.0	1	0.0	0.0	22.0	147.0	22.0	147.0	22.0	147.0	1.0	1.0	1.0	1.0	1.0	1.0
YKL222C	59	92.0	10	16.0	24.0	150.0	299.0	139.0	296.0	149.16	298.58	0.8260869565217391	0.7391304347826086	0.967391304347826	0.8913043478260869	1.0	0.9565217391304348
YKR001C	386	2341.0	164	32.0	15.0	133.0	343.0	68.0	209.0	71.0	232.27000000000044	0.4391285775309697	0.8821016659547202	0.9756514310123878	0.9461768475010679	1.0	0.9530115335326783
YKR002W	143	591.0	69	49.01470588234952	42.0	264.0	116.0	251.92758620689654	101.0	259.0	103.0	0.6209813874788495	0.5296108291032149	0.9576988155668359	0.9966159052453468	0.9932318104906938	1.0
YKR003W	164	367.0	26	54.79999999998836	16.0	517.0	976.0	113.44999999999993	163.5333333333333	238.00999999999925	213.84666666666647	0.5286103542234333	0.8147138964577657	0.7057220708446866	0.896457765667575	0.989100817438692	0.9645776566757494
YKR004C	153	252.0	11	15.0	56.0	289.0	1126.0	55.0	616.6	59.0	793.5799999999982	0.8650793650793651	0.3611111111111111	1.0	0.6071428571428571	1.0	0.8015873015873016
YKR005C	14	24.0	6	791.5	3.0	1090.0	244.0	1090.0	234.19999999999996	1090.0	244.0	0.5416666666666666	0.9166666666666666	0.6666666666666666	0.9166666666666666	0.6666666666666666	0.9166666666666666
YKR006C	143	598.0	141	7.0	1.0	767.0	2146.0	34.0	98.0	49.039999999999964	2131.0	0.9214046822742475	0.9548494983277592	0.9949832775919732	0.9715719063545151	0.9966555183946488	0.9732441471571907
YKR007W	154	1162.0	110	14.0	0.0	92.0	100.0	35.657142857142844	91.0	46.56999999999982	94.0	0.9543889845094664	0.9982788296041308	0.9991394148020654	1.0	1.0	1.0
YKR008W	85	343.0	72	5.0	7.0	55.0	146.0	47.0	125.0	48.71384615384615	142.0	0.8483965014577259	0.760932944606414	1.0	1.0	1.0	1.0
YKR009C	6	7.0	2	8.33333333331393	54.33333333331393	121.0	136.0	121.0	136.0	121.0	136.0	0.7142857142857143	0.7142857142857143	1.0	0.7142857142857143	1.0	1.0
YKR010C	81	118.0	7	30.0	71.0	123.0	200.0	114.0	182.0	121.63999999999999	193.19999999999993	0.7033898305084746	0.4576271186440678	1.0	0.652542372881356	1.0	1.0
YKR011C	28	47.0	16	16.0	7.0	806.0	245.0	122.15	220.54999999999998	806.0	245.0	0.8085106382978723	0.8297872340425532	0.8936170212765957	0.9148936170212766	0.9787234042553191	0.9361702127659575
YKR012C	54	54.0	4	224.66666666668607	723.0	950.0	771.0	922.0	755.0	949.2	770.84	0.46296296296296297	0.2222222222222222	0.5925925925925926	0.2222222222222222	0.5925925925925926	0.25925925925925924
YKR013W	265	4070.0	1617	0.0	5.0	251.0	306.0	50.0	168.0	63.0	208.60000000000036	0.9832923832923833	0.6407862407862408	0.9933660933660934	0.9791154791154791	0.9995085995085995	0.9997542997542997
YKR014C	140	1104.0	163	41.58333333331393	1.0	213.0	140.0	152.0	95.0	158.48000000000002	114.0	0.6322463768115942	0.9909420289855072	0.8143115942028986	1.0	0.845108695652174	1.0
YKR015C	5	6.0	2	232.66666666668607	169.0	696.0	468.0	696.0	468.0	696.0	468.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666
YKR016W	309	1649.0	133	2.0	51.0	65.0	363.0	61.0	276.0	65.0	285.0	0.9727107337780473	0.4057004244996968	1.0	0.5706488781079442	1.0	0.8126137052759248
YKR017C	79	161.0	13	39.0	30.0	174.0	271.0	144.0	222.79999999999995	172.89999999999986	271.0	0.2546583850931677	0.4658385093167702	0.7701863354037267	0.8757763975155279	0.9937888198757764	0.968944099378882
YKR018C	534	3728.0	155	23.0	8.0	99.0	530.0	47.0	340.0	52.0	341.0	0.5807403433476395	0.8530042918454935	0.9997317596566524	0.9002145922746781	1.0	0.9165772532188842
YKR019C	73	142.0	8	30.0	25.75	312.0	166.0	118.00000000000003	160.0	229.20000000000113	162.32000000000005	0.5211267605633803	0.6056338028169014	0.9225352112676056	0.8591549295774648	0.9859154929577465	1.0
YKR020W	161	354.0	54	24.0	10.0	1731.0	1917.0	72.0	354.0	227.87999999999943	355.91999999999996	0.7429378531073446	0.8615819209039548	0.8870056497175142	0.8983050847457628	0.980225988700565	0.9350282485875706
YKR021W	45	82.0	16	4.0	55.0	89.0	510.0	89.0	200.79999999999995	89.0	510.0	0.8658536585365854	0.524390243902439	0.975609756097561	0.6951219512195121	1.0	0.9634146341463414
YKR022C	70	153.0	15	31.08333333331393	7.0	1032.0	173.0	91.0	147.49999999999994	322.03999999999974	170.98	0.38562091503267976	0.9411764705882353	0.8169934640522876	0.9934640522875817	0.9869281045751634	1.0
YKR023W	57	109.0	13	22.0	3.0	64.0	130.0	64.0	93.36666666666666	64.0	129.41	0.6055045871559633	0.8073394495412844	0.8990825688073395	1.0	1.0	1.0
YKR024C	123	479.0	75	4.0	8.0	85.0	225.0	48.0	134.27499999999998	78.0	178.7333333333332	0.9457202505219207	0.7578288100208769	0.9770354906054279	0.8329853862212944	1.0	0.9895615866388309
YKR025W	423	1810.0	91	25.0	66.0	258.0	1469.0	50.0	107.0	60.0	132.0	0.8834254143646408	0.3580110497237569	0.9972375690607734	0.425414364640884	0.9994475138121547	0.9994475138121547
YKR026C	234	841.0	66	19.0	6.0	572.0	1171.0	106.0	189.0	136.62000000000057	191.0	0.8561236623067776	0.9726516052318668	0.9476813317479191	0.9785969084423306	0.9964328180737217	0.985731272294887
YKR027W	93	150.0	11	47.0	16.0	247.0	485.0	107.0	142.0	219.0	284.0	0.3933333333333333	0.76	0.74	0.9066666666666666	0.9866666666666667	0.9666666666666667
YKR028W	9	20.0	11	318.5	2.75	379.0	175.0	377.6666666666667	175.0	379.0	175.0	0.55	0.85	0.55	1.0	0.55	1.0
YKR029C	31	82.0	17	9.0	2.0	42.0	153.0	21.0	153.0	39.11999999999993	153.0	0.975609756097561	0.8170731707317073	1.0	1.0	1.0	1.0
YKR030W	142	464.0	65	19.0	7.0	673.0	525.0	219.68749999999997	135.0	225.72000000000003	135.43	0.7327586206896551	0.9762931034482759	0.8491379310344828	0.9827586206896551	0.8556034482758621	0.9849137931034483
YKR035C	2	1.0	1	301.5	81.5	1055.0	214.0	1055.0	214.0	1055.0	214.0	1.0	1.0	1.0	1.0	1.0	1.0
YKR035W-A	70	106.0	6	23.0	32.0	45.0	187.0	43.0	175.0	43.0	186.27999999999997	0.6698113207547169	0.7075471698113207	1.0	0.9811320754716981	1.0	1.0
YKR036C	129	583.0	132	2.0	15.0	52.0	750.0	32.13333333333336	178.0	33.0	339.15999999999804	0.934819897084048	0.7684391080617495	1.0	0.9005145797598628	1.0	0.9811320754716981
YKR037C	93	172.0	16	30.0	24.5	1391.0	191.0	62.0	166.0	449.2400000000015	181.64000000000001	0.7674418604651163	0.6453488372093024	0.9883720930232558	0.7674418604651163	0.9883720930232558	1.0
YKR038C	138	316.0	30	16.0	22.0	42.0	1253.0	29.0	153.0	39.67999999999995	177.0	0.9588607594936709	0.5886075949367089	1.0	0.9810126582278481	1.0	0.9936708860759493
YKR039W	70	113.0	10	57.5	26.25	431.0	163.0	73.69999999999999	154.0	312.5500000000005	162.65333333333334	0.5221238938053098	0.45132743362831856	0.7168141592920354	0.9734513274336283	0.9823008849557522	1.0
YKR041W	47	127.0	21	13.0	1448.5	21.0	1911.0	19.936363636363634	1909.0	20.86	1911.0	1.0	0.6220472440944882	1.0	0.6220472440944882	1.0	0.6692913385826772
YKR042W	601	10978.0	2157	10.0	6.0	1350.0	2777.0	222.0	237.0	229.0	243.72923076923072	0.9717617052286391	0.782565130260521	0.9859719438877755	0.966933867735471	0.9897066860994717	0.9717617052286391
YKR043C	471	3386.0	426	12.0	18.0	2289.0	259.0	46.19999999999982	158.0	80.77333333333331	180.0	0.9273479031305375	0.7327229769639693	0.9861193148257531	0.9536326048434731	0.9985233313644418	0.9964559952746603
YKR044W	218	1170.0	104	88.0	4.0	2695.0	810.0	157.0	69.0	163.19999999999968	94.59999999999991	0.4888888888888889	0.9666666666666667	0.5512820512820513	0.9974358974358974	0.9905982905982906	0.9974358974358974
YKR045C	221	538.0	25	8.0	1428.0	63.0	2674.0	48.0	1551.0	59.0	1575.0	0.9200743494423792	0.35315985130111527	1.0	0.362453531598513	1.0	0.36617100371747213
YKR046C	73	330.0	98	2.0	0.0	92.0	237.0	33.0	164.0	42.0	167.39999999999998	0.9393939393939394	0.9030303030303031	0.996969696969697	0.9666666666666667	1.0	1.0
YKR048C	120	695.0	101	9.0	11.0	182.0	176.0	34.0	144.0	37.0	158.29999999999973	0.99568345323741	0.8460431654676259	0.9971223021582734	1.0	0.9971223021582734	1.0
YKR049C	72	121.0	13	4.0	4.0	420.0	160.0	31.349999999999966	107.44999999999999	409.3499999999999	140.82999999999979	0.9752066115702479	0.9008264462809917	0.9752066115702479	0.9834710743801653	0.9752066115702479	1.0
YKR050W	42	64.0	5	546.3333333333721	35.0	1013.0	232.0	978.65	163.39999999999984	1011.11	231.86	0.4375	0.59375	0.5	0.65625	0.578125	0.953125
YKR051W	69	257.0	62	10.75	0.0	362.0	155.0	306.4249999999999	90.0	353.365	141.93	0.8443579766536965	0.9688715953307393	0.8988326848249028	0.980544747081712	0.9299610894941635	1.0
YKR052C	208	406.0	35	60.95833333337214	16.0	543.0	575.0	396.0	374.0	468.76	461.0	0.49014778325123154	0.8300492610837439	0.7142857142857143	0.9507389162561576	0.8251231527093597	0.9655172413793104
YKR053C	54	100.0	19	550.5	12.800000000046566	2361.0	114.0	1790.0	92.33333333333333	2270.0	105.0	0.21	0.78	0.21	1.0	0.22	1.0
YKR055W	41	103.0	17	9.0	8.0	67.0	436.0	61.04999999999998	392.675	67.0	435.47	0.9514563106796117	0.8155339805825242	1.0	0.883495145631068	1.0	0.970873786407767
YKR057W	797	42220.0	8329	12.0	21.0	82.0	4045.0	45.0	218.0	45.0	229.0	0.9189720511605874	0.7345333964945523	0.9999526290857413	0.9884414969208906	1.0	0.9982235907153008
YKR058W	89	158.0	10	54.0	35.66666666662786	1143.0	1667.0	248.19999999999936	256.39999999999947	1131.12	1666.92	0.4430379746835443	0.5316455696202531	0.6708860759493671	0.8227848101265823	0.8227848101265823	0.930379746835443
YKR059W	343	5212.0	2530	3.0	0.0	3360.0	2850.0	63.0	134.0	101.98000000000002	280.0	0.8977359938603223	0.9219109746738297	0.9556792018419032	0.9606676899462778	0.9992325402916347	0.9737145049884881
YKR060W	178	421.0	32	6.0	80.0	1559.0	1689.0	44.0	338.0	81.86000000000001	1682.0	0.9596199524940617	0.39667458432304037	0.9833729216152018	0.5558194774346793	0.997624703087886	0.9002375296912114
YKR061W	123	195.0	21	53.33333333337214	12.0	2718.0	1949.0	229.5	185.0	1188.0	1093.9000000000183	0.5641025641025641	0.8	0.7025641025641025	0.8051282051282052	0.9487179487179487	0.9025641025641026
YKR062W	424	949.0	41	13.0	117.0	2089.0	1694.0	108.0	418.275	127.0	660.0	0.7734457323498419	0.530031612223393	0.9620653319283456	0.6164383561643836	0.9968387776606955	0.6923076923076923
YKR063C	202	767.0	145	14.0	19.0	54.0	1349.0	20.0	197.0	40.94333333333335	695.0	0.9726205997392438	0.711864406779661	1.0	0.847457627118644	1.0	0.9739243807040417
YKR064W	50	82.0	7	17.0	103.0	58.0	188.0	49.0	165.39999999999998	55.11999999999993	188.0	0.8658536585365854	0.5853658536585366	1.0	0.6219512195121951	1.0	0.6707317073170732
YKR065C	364	2496.0	198	4.0	26.0	147.0	685.0	38.0	184.0	38.0	190.0	0.967948717948718	0.6955128205128205	0.9995993589743589	0.7788461538461539	0.9995993589743589	0.9975961538461539
YKR066C	283	961.0	62	14.0	20.0	435.0	163.0	38.0	124.0	40.0	127.0	0.9947970863683663	0.7377731529656608	0.9989594172736732	0.9833506763787722	0.9989594172736732	1.0
YKR067W	173	1196.0	236	40.0	0.0	455.0	183.0	118.0	155.76363636363638	145.23999999999978	180.0	0.5543478260869565	0.8737458193979933	0.9515050167224081	0.9147157190635451	0.9949832775919732	0.9908026755852842
YKR068C	350	1764.0	161	8.0	13.0	290.0	180.0	57.0	168.0	60.42999999999995	169.0	0.9835600907029478	0.7551020408163265	0.9948979591836735	0.9132653061224489	0.9948979591836735	0.9971655328798186
YKR069W	108	238.0	14	110.80000000004657	8.0	192.0	76.0	180.0	54.133333333333326	180.824	66.36000000000001	0.49159663865546216	0.9201680672268907	0.5714285714285714	1.0	0.6848739495798319	1.0
YKR070W	203	1014.0	167	16.0	33.59999999997672	179.0	1177.0	20.0	219.85999999999999	34.0	237.0	0.9664694280078896	0.5424063116370809	0.9960552268244576	0.8589743589743589	0.9990138067061144	0.9861932938856016
YKR071C	232	579.0	28	42.0	13.833333333372138	98.0	337.0	63.0	269.0	79.0	286.1900000000014	0.6027633851468048	0.8048359240069085	0.8687392055267703	0.8704663212435233	1.0	0.9930915371329879
YKR072C	267	635.0	59	53.0	21.0	312.0	265.0	193.0	219.0	236.0	245.14999999999998	0.38740157480314963	0.5669291338582677	0.7196850393700788	0.8	0.8960629921259843	0.9354330708661417
YKR074W	108	623.0	140	44.0	0.0	85.0	243.0	48.0	140.0	59.0	177.4999999999997	0.3146067415730337	0.9534510433386838	0.9534510433386838	0.9903691813804173	1.0	0.9967897271268058
YKR075C	34	36.0	4	71.19999999995343	10.5	188.0	162.0	176.39999999999998	162.0	179.0	162.0	0.5	0.8611111111111112	0.7222222222222222	1.0	0.8333333333333334	1.0
YKR075W-A	5	6.0	2	942.3333333333721	8.666666666627862	995.0	374.0	995.0	374.0	995.0	374.0	0.5	0.6666666666666666	0.5	1.0	0.5	1.0
YKR076W	119	163.0	5	128.5	103.0	514.0	236.0	317.12499999999994	170.0	373.12666666666723	234.18000000000006	0.4601226993865031	0.5460122699386503	0.6319018404907976	0.5460122699386503	0.7423312883435583	0.7361963190184049
YKR077W	44	88.0	11	11.0	22.0	107.0	106.0	91.5333333333333	101.19999999999999	107.0	105.24000000000001	0.7386363636363636	0.6022727272727273	0.9090909090909091	1.0	1.0	1.0
YKR078W	72	148.0	28	14.5	37.5	69.0	875.0	40.0	166.49999999999997	52.340000000000174	803.6400000000015	0.831081081081081	0.6756756756756757	0.9932432432432432	0.8108108108108109	1.0	0.8986486486486487
YKR079C	34	44.0	5	53.0	6.0	506.0	203.0	304.8666666666667	199.06666666666666	506.0	203.0	0.38636363636363635	0.7045454545454546	0.6136363636363636	0.8181818181818182	0.8863636363636364	1.0
YKR080W	222	345.0	26	99.0	52.0	812.0	220.0	173.0	190.0	559.3000000000004	202.05	0.4579710144927536	0.5710144927536231	0.5014492753623189	0.7333333333333333	0.8318840579710145	0.9942028985507246
YKR081C	229	1095.0	100	14.0	9.0	776.0	157.0	54.0	97.0	60.69999999999936	141.0	0.821917808219178	0.9515981735159817	0.9990867579908675	0.9990867579908675	0.9990867579908675	1.0
YKR082W	25	31.0	3	32.0	6.5	87.0	95.0	57.75	95.0	87.0	95.0	0.5806451612903226	0.8709677419354839	1.0	1.0	1.0	1.0
YKR083C	215	341.0	11	21.875	19.0	105.0	237.0	90.0	198.0	105.0	221.045	0.6715542521994134	0.04398826979472141	0.9530791788856305	0.17888563049853373	1.0	0.9618768328445748
YKR084C	352	2614.0	275	20.0	7.0	256.0	206.0	78.95529411764704	112.0	91.0	133.0	0.859602142310635	0.7968630451415455	0.9969395562356542	0.9969395562356542	0.9992348890589136	0.9992348890589136
YKR085C	395	1352.0	39	10.0	24.428571428521536	52.0	184.0	26.0	115.0	33.0	156.60000000000005	0.9985207100591716	0.5214497041420119	1.0	0.9770710059171598	1.0	1.0
YKR086W	28	69.0	31	0.0	0.7424242424312979	77.0	269.0	34.0	220.4	68.8300000000001	261.2100000000001	0.9710144927536232	0.8405797101449275	0.9855072463768116	0.855072463768116	1.0	0.9130434782608695
YKR087C	114	344.0	78	10.75	1.0	1192.0	179.0	37.0	116.0	55.24000000000001	125.38000000000005	0.9651162790697675	0.9534883720930233	0.9941860465116279	0.9912790697674418	0.997093023255814	1.0
YKR088C	112	364.0	56	0.0	9.0	3016.0	1310.0	29.0	121.0	983.0800000000052	261.5600000000013	0.9807692307692307	0.9148351648351648	0.9862637362637363	0.9368131868131868	0.989010989010989	0.989010989010989
YKR089C	73	178.0	20	2.0	33.0	227.0	1312.0	92.0	130.92	109.75999999999999	171.2	0.9044943820224719	0.6910112359550562	0.9943820224719101	0.9606741573033708	0.9943820224719101	0.9943820224719101
YKR090W	216	1156.0	248	24.0	3.0	214.0	541.0	184.0	197.0	190.0	206.64000000000033	0.7197231833910035	0.7906574394463668	0.8944636678200693	0.8295847750865052	0.9939446366782007	0.9948096885813149
YKR091W	50	71.0	13	13.0	9.0	308.0	344.0	92.30000000000003	133.4625	242.24000000000098	168.18000000000026	0.7746478873239436	0.9295774647887324	0.8169014084507042	1.0	0.9859154929577465	1.0
YKR092C	96	203.0	31	13.0	105.1875	256.0	274.0	44.833333333333314	270.46666666666664	245.0	274.0	0.9310344827586207	0.42857142857142855	0.9802955665024631	0.5960591133004927	0.9802955665024631	0.7142857142857143
YKR093W	346	3227.0	499	1.0	13.0	211.0	292.0	135.0	209.63299999999998	198.0	258.0	0.9157111868608615	0.9674620390455532	0.9504183452122714	0.9814068794546018	0.9838859621939883	0.9938022931515339
YKR094C	1149	13971.0	2222	10.0	10.0	105.0	347.0	67.91866666666664	188.0	76.0	197.0	0.9073795719705103	0.8950683558800372	0.99191181733591	0.9536897859852552	1.0	0.9945601603321165
YKR095W-A	114	353.0	79	18.0	0.0	137.0	413.0	59.23333333333331	128.0	65.55199999999995	141.96999999999997	0.8725212464589235	0.8725212464589235	0.9943342776203966	0.9745042492917847	0.9971671388101983	0.9943342776203966
YKR096W	20	24.0	3	93.33333333337214	4.0	280.0	121.0	280.0	118.19999999999999	280.0	121.0	0.5416666666666666	0.9583333333333334	0.75	0.9583333333333334	0.75	1.0
YKR097W	23	73.0	27	6.0	1.7857142856810242	365.0	229.0	353.09999999999997	222.85	363.15999999999997	228.31	0.8082191780821918	0.863013698630137	0.8082191780821918	0.8767123287671232	0.821917808219178	0.8767123287671232
YKR098C	60	127.0	14	16.0	41.0	166.0	174.0	165.76666666666665	164.0	166.0	174.0	0.7952755905511811	0.6692913385826772	0.952755905511811	0.7874015748031497	0.9921259842519685	1.0
YKR099W	44	100.0	13	13.75	18.0	316.0	255.0	283.0	135.0	312.5	234.5	0.86	0.76	0.94	0.98	0.97	0.98
YKR100C	217	576.0	38	9.0	386.0	403.0	582.0	383.56666666666666	463.0	396.0	487.18000000000006	0.8350694444444444	0.3541666666666667	0.9878472222222222	0.3628472222222222	0.9895833333333334	0.3697916666666667
YKR101W	46	152.0	37	5.0	5.0	48.0	251.0	23.600000000000023	232.1	39.83999999999992	237.95999999999998	0.993421052631579	0.8092105263157895	1.0	0.8092105263157895	1.0	0.8092105263157895
YKR104W	14	16.0	2	474.5	159.0	1758.0	339.0	1728.3999999999999	332.7	1758.0	339.0	0.1875	0.4375	0.1875	0.6875	0.1875	0.6875
YLL001W	198	909.0	141	19.0	13.0	103.0	417.0	64.0	230.0	67.0	355.0	0.7843784378437844	0.7051705170517052	0.9988998899889989	0.7502750275027503	1.0	0.8338833883388339
YLL002W	26	47.0	6	17.0	6.0	54.0	92.0	54.0	85.3	54.0	92.0	0.8085106382978723	1.0	1.0	1.0	1.0	1.0
YLL003W	31	57.0	9	41.541666666656965	10.0	60.0	109.0	60.0	109.0	60.0	109.0	0.6666666666666666	0.8596491228070176	0.7894736842105263	1.0	1.0	1.0
YLL004W	43	195.0	34	11.0	18.821428571420256	309.0	110.0	22.0	97.0	223.20000000000203	97.73333333333335	0.9897435897435898	0.8717948717948718	0.9897435897435898	1.0	0.9897435897435898	1.0
